Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
1.152126e-09	0.9898871	0.1	1.152126e-09	0.0098122883	0.1	1.152126e-09	1.024845227e-06	0.1	1.152126e-09	0.000145337256	0.1	1.152126e-09	3.5088519e-07	0.1
1.708121e-09	0.9850796	0.1	1.708121e-09	0.014476926	0.1	1.708121e-09	1.705793296e-06	0.1	1.708121e-09	0.00021442842	0.1	1.708121e-09	5.3136328e-07	0.1
2.347141e-09	0.9796116	0.1	2.347141e-09	0.019782496	0.1	2.347141e-09	2.630838646e-06	0.1	2.347141e-09	0.0002930129	0.1	2.347141e-09	7.471957500000001e-07	0.1
3.399665e-09	0.9707364	0.1	3.399665e-09	0.02839409	0.1	3.399665e-09	4.46824033e-06	0.1	3.399665e-09	0.00042056480000000006	0.1	3.399665e-09	1.12098729e-06	0.1
4.601779e-09	0.9607946	0.1	4.601779e-09	0.03804074	0.1	4.601779e-09	7.007644744e-06	0.1	4.601779e-09	0.00056344774	0.1	4.601779e-09	1.5732131000000001e-06	0.1
5.903618e-09	0.9502552	0.1	5.903618e-09	0.048267321	0.1	5.903618e-09	1.023418159e-05	0.1	5.903618e-09	0.00071492039	0.1	5.903618e-09	2.0897563e-06	0.1
7.205457e-09	0.9399445	0.1	7.205457e-09	0.05827203399999999	0.1	7.205457e-09	1.3899055390000002e-05	0.1	7.205457e-09	0.00086310686	0.1	7.205457e-09	2.6303592e-06	0.1
8.768646e-09	0.9278557	0.1	8.768646e-09	0.07000211	0.1	8.768646e-09	1.880219654e-05	0.1	8.768646e-09	0.00103684911	0.1	8.768646e-09	3.3062169e-06	0.1
1.05217e-08	0.9146633	0.1	1.05217e-08	0.082803139	0.1	1.05217e-08	2.485322986e-05	0.1	1.05217e-08	0.00122645434	0.1	1.05217e-08	4.0923003e-06	0.1
1.240132e-08	0.9009289	0.1	1.240132e-08	0.096130178	0.1	1.240132e-08	3.1872512589999996e-05	0.1	1.240132e-08	0.00142385083	0.1	1.240132e-08	4.9605349e-06	0.1
1.458656e-08	0.8854709	0.1	1.458656e-08	0.111129739	0.1	1.458656e-08	4.0575862489999996e-05	0.1	1.458656e-08	0.0016460199900000002	0.1	1.458656e-08	5.993363e-06	0.1
1.684821e-08	0.8700214	0.1	1.684821e-08	0.126121243	0.1	1.684821e-08	5.004244322e-05	0.1	1.684821e-08	0.00186807053	0.1	1.684821e-08	7.0788215e-06	0.1
1.910987e-08	0.8551017	0.1	1.910987e-08	0.14059859	0.1	1.910987e-08	5.983519797e-05	0.1	1.910987e-08	0.0020825068499999997	0.1	1.910987e-08	8.1721328e-06	0.1
2.146607e-08	0.8400929	0.1	2.146607e-08	0.15516244	0.1	2.146607e-08	7.025785388e-05	0.1	2.146607e-08	0.0022982231399999997	0.1	2.146607e-08	9.31155e-06	0.1
2.420047e-08	0.8233224	0.1	2.420047e-08	0.17143585	0.1	2.420047e-08	8.249577487e-05	0.1	2.420047e-08	0.002539262	0.1	2.420047e-08	1.06257065e-05	0.1
2.693487e-08	0.8072084	0.1	2.693487e-08	0.18707231	0.1	2.693487e-08	9.475965099999999e-05	0.1	2.693487e-08	0.0027708663	0.1	2.693487e-08	1.19233963e-05	0.1
2.966927e-08	0.791713	0.1	2.966927e-08	0.20210846999999998	0.1	2.966927e-08	0.00010694621640000001	0.1	2.966927e-08	0.0029935797	0.1	2.966927e-08	1.31985227e-05	0.1
3.251716e-08	0.7761946	0.1	3.251716e-08	0.21716702999999998	0.1	3.251716e-08	0.00011947234243999999	0.1	3.251716e-08	0.0032166251	0.1	3.251716e-08	1.4497803e-05	0.1
