Batch	m_SP	2	P2_L	W4_L	
5.499522e-13	9.8800381152856e-06	0.1	5.499522e-13	1.19612903e-07	0.1
1.726507e-12	9.628619933749798e-06	0.1	1.726507e-12	3.7072141e-07	0.1
4.741317e-12	9.0132130921328e-06	0.1	4.741317e-12	9.8538461e-07	0.1
9.937731e-12	8.043417308436399e-06	0.1	9.937731e-12	1.9540562e-06	0.1
1.410871e-11	7.34107151763316e-06	0.1	1.410871e-11	2.6556224e-06	0.1
1.831382e-11	6.69507085390484e-06	0.1	1.831382e-11	3.3009352e-06	0.1
2.429191e-11	5.87336232340414e-06	0.1	2.429191e-11	4.1218095e-06	0.1
3.298606e-11	4.85496217581446e-06	0.1	3.298606e-11	5.1392392e-06	0.1
4.168021e-11	4.01319402551418e-06	0.1	4.168021e-11	5.980263000000001e-06	0.1
5.444379e-11	3.0345598545890597e-06	0.1	5.444379e-11	6.9581037e-06	0.1
6.720736e-11	2.2946141367993997e-06	0.1	6.720736e-11	7.697505599999999e-06	0.1
7.997094e-11	1.7351242298213401e-06	0.1	7.997094e-11	8.2566194e-06	0.1
9.273452e-11	1.312070624362674e-06	0.1	9.273452e-11	8.679410599999999e-06	0.1
1.054981e-10	9.92176241778286e-07	0.1	1.054981e-10	8.9991207e-06	0.1
1.182617e-10	7.5028195656075e-07	0.1	1.182617e-10	9.2408847e-06	0.1
1.310253e-10	5.673663730455879e-07	0.1	1.310253e-10	9.423708200000001e-06	0.1
1.437888e-10	4.29047567277032e-07	0.1	1.437888e-10	9.5619602e-06	0.1
1.591473e-10	3.06533693303518e-07	0.1	1.591473e-10	9.6844171e-06	0.1
1.745057e-10	2.1900482282593977e-07	0.1	1.745057e-10	9.7719077e-06	0.1
1.898641e-10	1.564700764958808e-07	0.1	1.898641e-10	9.8344175e-06	0.1
2.070892e-10	1.0731597729752678e-07	0.1	2.070892e-10	9.8835512e-06	0.1
