Batch	m_SP	5	Flvln	N1a_L	N7a_L	Nphln	Azln							
8.81541e-12	9.86950830393e-06	0.1	8.81541e-12	1.30257215e-07	0.1	8.81541e-12	1.04931593e-10	0.1	8.81541e-12	2.522317e-11	0.1	8.81541e-12	1.003768e-12	0.1
1.626474e-11	9.760649392530001e-06	0.1	1.626474e-11	2.390042031e-07	0.1	1.626474e-11	1.96302224e-10	0.1	1.626474e-11	4.628287e-11	0.1	1.626474e-11	1.841777e-12	0.1
3.104723e-11	9.54817151733e-06	0.1	3.104723e-11	4.51263408e-07	0.1	3.104723e-11	3.7467114e-10	0.1	3.104723e-11	8.739309e-11	0.1	3.104723e-11	3.477455e-12	0.1
5.571682e-11	9.203829960780001e-06	0.1	5.571682e-11	7.952498090000001e-07	0.1	5.571682e-11	6.637330900000001e-10	0.1	5.571682e-11	1.540296e-10	0.1	5.571682e-11	6.12823e-12	0.1
8.244824e-11	8.844714551970001e-06	0.1	8.244824e-11	1.1539962160000001e-06	0.1	8.244824e-11	9.6519803e-10	0.1	8.244824e-11	2.235441e-10	0.1	8.244824e-11	8.892745e-12	0.1
1.198722e-10	8.365368345480001e-06	0.1	1.198722e-10	1.632848447e-06	0.1	1.198722e-10	1.36759176e-09	0.1	1.198722e-10	3.163642e-10	0.1	1.198722e-10	1.25828e-11	0.1
1.840277e-10	7.603289966340001e-06	0.1	1.840277e-10	2.3941419009999995e-06	0.1	1.840277e-10	2.0073308e-09	0.1	1.840277e-10	4.640183e-10	0.1	1.840277e-10	1.844936e-11	0.1
2.909533e-10	6.4842881564700005e-06	0.1	2.909533e-10	3.51199155e-06	0.1	2.909533e-10	2.9466984999999997e-09	0.1	2.909533e-10	6.810586e-10	0.1	2.909533e-10	2.706356e-11	0.1
4.205327e-10	5.346566533800001e-06	0.1	4.205327e-10	4.64854106e-06	0.1	4.205327e-10	3.901787e-09	0.1	4.205327e-10	9.021022e-10	0.1	4.205327e-10	3.582186e-11	0.1
5.652146e-10	4.3104468951e-06	0.1	5.652146e-10	5.6835946e-06	0.1	5.652146e-10	4.7715909e-09	0.1	5.652146e-10	1.10387e-09	0.1	5.652146e-10	4.379803e-11	0.1
7.098964e-10	3.47511824847e-06	0.1	7.098964e-10	6.51806348e-06	0.1	7.098964e-10	5.4728412e-09	0.1	7.098964e-10	1.267011e-09	0.1	7.098964e-10	5.022848e-11	0.1
8.545782e-10	2.8016689830300002e-06	0.1	8.545782e-10	7.1908194699999995e-06	0.1	8.545782e-10	6.0382016e-09	0.1	8.545782e-10	1.398998e-09	0.1	8.545782e-10	5.541276e-11	0.1
9.992601e-10	2.2587284124900003e-06	0.1	9.992601e-10	7.73320002e-06	0.1	9.992601e-10	6.494007899999999e-09	0.1	9.992601e-10	1.505854e-09	0.1	9.992601e-10	5.959237e-11	0.1
1.143942e-09	1.82100578976e-06	0.1	1.143942e-09	8.170471589999998e-06	0.1	1.143942e-09	6.861489e-09	0.1	1.143942e-09	1.592437e-09	0.1	1.143942e-09	6.296201e-11	0.1
1.288624e-09	1.4681103187500002e-06	0.1	1.288624e-09	8.52300412e-06	0.1	1.288624e-09	7.1577618000000005e-09	0.1	1.288624e-09	1.662663e-09	0.1	1.288624e-09	6.567864e-11	0.1
1.457195e-09	1.14224457744e-06	0.1	1.457195e-09	8.84853526e-06	0.1	1.457195e-09	7.431348599999999e-09	0.1	1.457195e-09	1.728021e-09	0.1	1.457195e-09	6.818719e-11	0.1
1.631738e-09	8.80841091501e-07	0.1	1.631738e-09	9.10966791e-06	0.1	1.631738e-09	7.6508248e-09	0.1	1.631738e-09	1.781005e-09	0.1	1.631738e-09	7.01995e-11	0.1
1.806281e-09	6.792602073300001e-07	0.1	1.806281e-09	9.311041369999999e-06	0.1	1.806281e-09	7.820080699999999e-09	0.1	1.806281e-09	1.82241e-09	0.1	1.806281e-09	7.175129e-11	0.1
1.980825e-09	5.238111618359999e-07	0.1	1.980825e-09	9.46633102e-06	0.1	1.980825e-09	7.9506105e-09	0.1	1.980825e-09	1.854866e-09	0.1	1.980825e-09	7.294796e-11	0.1
2.169555e-09	3.95493845022e-07	0.1	2.169555e-09	9.59451649e-06	0.1	2.169555e-09	8.0583675e-09	0.1	2.169555e-09	1.882224e-09	0.1	2.169555e-09	7.393576e-11	0.1
2.379566e-09	2.8929730699800005e-07	0.1	2.379566e-09	9.70060331e-06	0.1	2.379566e-09	8.1475582e-09	0.1	2.379566e-09	1.905525e-09	0.1	2.379566e-09	7.475327e-11	0.1
2.589578e-09	2.1161618381700003e-07	0.1	2.589578e-09	9.77820407e-06	0.1	2.589578e-09	8.2128089e-09	0.1	2.589578e-09	1.923232e-09	0.1	2.589578e-09	7.535127e-11	0.1
2.799589e-09	1.54793752047e-07	0.1	2.799589e-09	9.83496819e-06	0.1	2.799589e-09	8.2605499e-09	0.1	2.799589e-09	1.93682e-09	0.1	2.799589e-09	7.578869e-11	0.1
3.036318e-09	1.0881331185600001e-07	0.1	3.036318e-09	9.880900530000001e-06	0.1	3.036318e-09	8.2991922e-09	0.1	3.036318e-09	1.948535e-09	0.1	3.036318e-09	7.614265e-11	0.1
