Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
3.800601e-11	9.86717632725e-06	0.1	3.800601e-11	1.379216926e-10	0.1	3.800601e-11	1.32325664e-07	0.1	3.800601e-11	1.673334e-11	0.1	3.800601e-11	7.62962e-12	0.1
7.71225e-11	9.732414674880001e-06	0.1	7.71225e-11	2.779623473e-10	0.1	7.71225e-11	2.667562e-07	0.1	7.71225e-11	5.971325e-11	0.1	7.71225e-11	1.538679e-11	0.1
1.336153e-10	9.54103058874e-06	0.1	1.336153e-10	4.76842869e-10	0.1	1.336153e-10	4.5769545e-07	0.1	1.336153e-10	1.546828e-10	0.1	1.336153e-10	2.640662e-11	0.1
2.332029e-10	9.21276987138e-06	0.1	2.332029e-10	8.17961274e-10	0.1	2.332029e-10	7.8524037e-07	0.1	2.332029e-10	3.798087e-10	0.1	2.332029e-10	4.531392e-11	0.1
3.624452e-10	8.803543963680001e-06	0.1	3.624452e-10	1.2432175320000002e-09	0.1	3.624452e-10	1.1936228e-06	0.1	3.624452e-10	7.223122e-10	0.1	3.624452e-10	6.889092e-11	0.1
5.048176e-10	8.37375226164e-06	0.1	5.048176e-10	1.68984473e-09	0.1	5.048176e-10	1.6225543000000002e-06	0.1	5.048176e-10	1.116444e-09	0.1	5.048176e-10	9.365619e-11	0.1
6.780315e-10	7.879048208729999e-06	0.1	6.780315e-10	2.2039266030000005e-09	0.1	6.780315e-10	2.1162814e-06	0.1	6.780315e-10	1.587532e-09	0.1	6.780315e-10	1.221635e-10	0.1
8.96022e-10	7.29778402143e-06	0.1	8.96022e-10	2.807960647e-09	0.1	8.96022e-10	2.6964047999999998e-06	0.1	8.96022e-10	2.149158e-09	0.1	8.96022e-10	1.556598e-10	0.1
1.167269e-09	6.634023659100001e-06	0.1	1.167269e-09	3.4977211600000004e-09	0.1	1.167269e-09	3.358865e-06	0.1	1.167269e-09	2.793337e-09	0.1	1.167269e-09	1.939102e-10	0.1
1.539213e-09	5.82087979062e-06	0.1	1.539213e-09	4.34271763e-09	0.1	1.539213e-09	4.1704153e-06	0.1	1.539213e-09	3.583282e-09	0.1	1.539213e-09	2.407693e-10	0.1
2.02014e-09	4.9154208453e-06	0.1	2.02014e-09	5.28364446e-09	0.1	2.02014e-09	5.0741010000000005e-06	0.1	2.02014e-09	4.463028e-09	0.1	2.02014e-09	2.929481e-10	0.1
2.581894e-09	4.03452165438e-06	0.1	2.581894e-09	6.19904905e-09	0.1	2.581894e-09	5.9532746e-06	0.1	2.581894e-09	5.318919e-09	0.1	2.581894e-09	3.437117e-10	0.1
3.163854e-09	3.28804911918e-06	0.1	3.163854e-09	6.97476397e-09	0.1	3.163854e-09	6.6982847e-06	0.1	3.163854e-09	6.0442e-09	0.1	3.163854e-09	3.867287e-10	0.1
3.745815e-09	2.67968920284e-06	0.1	3.745815e-09	7.606953359999999e-09	0.1	3.745815e-09	7.3054528e-06	0.1	3.745815e-09	6.635288e-09	0.1	3.745815e-09	4.217866e-10	0.1
4.327776e-09	2.18389016088e-06	0.1	4.327776e-09	8.12217382e-09	0.1	4.327776e-09	7.8002811e-06	0.1	4.327776e-09	7.117013e-09	0.1	4.327776e-09	4.503581e-10	0.1
4.957203e-09	1.7503694961300002e-06	0.1	4.957203e-09	8.57267631e-09	0.1	4.957203e-09	8.2329527e-06	0.1	4.957203e-09	7.538226e-09	0.1	4.957203e-09	4.753406e-10	0.1
5.657831e-09	1.3682263176e-06	0.1	5.657831e-09	8.969787570000001e-09	0.1	5.657831e-09	8.6143467e-06	0.1	5.657831e-09	7.909521e-09	0.1	5.657831e-09	4.973623e-10	0.1
6.358458e-09	1.06951330476e-06	0.1	6.358458e-09	9.280202350000002e-09	0.1	6.358458e-09	8.912475600000001e-06	0.1	6.358458e-09	8.199754e-09	0.1	6.358458e-09	5.145763e-10	0.1
7.059086e-09	8.36015239764e-07	0.1	7.059086e-09	9.522847339999999e-09	0.1	7.059086e-09	9.1455151e-06	0.1	7.059086e-09	8.426623e-09	0.1	7.059086e-09	5.280321e-10	0.1
7.759714e-09	6.534951649830001e-07	0.1	7.759714e-09	9.71251729e-09	0.1	7.759714e-09	9.3276785e-06	0.1	7.759714e-09	8.603961e-09	0.1	7.759714e-09	5.385502e-10	0.1
8.573249e-09	4.90943790513e-07	0.1	8.573249e-09	9.881435299999999e-09	0.1	8.573249e-09	9.4899109e-06	0.1	8.573249e-09	8.761898e-09	0.1	8.573249e-09	5.479175e-10	0.1
9.415011e-09	3.65183848125e-07	0.1	9.415011e-09	1.001212185e-08	0.1	9.415011e-09	9.615425e-06	0.1	9.415011e-09	8.884088e-09	0.1	9.415011e-09	5.551647e-10	0.1
1.025677e-08	2.7163848358799997e-07	0.1	1.025677e-08	1.0109332679999999e-08	0.1	1.025677e-08	9.7087871e-06	0.1	1.025677e-08	8.974977e-09	0.1	1.025677e-08	5.605554e-10	0.1
1.109853e-08	2.02055679423e-07	0.1	1.109853e-08	1.018164058e-08	0.1	1.109853e-08	9.778232600000001e-06	0.1	1.109853e-08	9.042585e-09	0.1	1.109853e-08	5.645653e-10	0.1
1.208289e-08	1.42948470501e-07	0.1	1.208289e-08	1.024306303e-08	0.1	1.208289e-08	9.8372246e-06	0.1	1.208289e-08	9.100014e-09	0.1	1.208289e-08	5.679714e-10	0.1
