Batch	m_SP	4	W1_L	Pr1	Pr2	Pr3					
0.0	1.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.302371e-06	1.0	0.1	1.302371e-06	0.0	0.1	1.302371e-06	0.0	0.1	1.302371e-06	0.0	0.1
0.003519316	1.0	0.1	0.003519316	0.0	0.1	0.003519316	0.0	0.1	0.003519316	0.0	0.1
0.02730786	1.0	0.1	0.02730786	0.0	0.1	0.02730786	0.0	0.1	0.02730786	0.0	0.1
0.07127688	1.0	0.1	0.07127688	0.0	0.1	0.07127688	0.0	0.1	0.07127688	0.0	0.1
0.1461198	1.0	0.1	0.1461198	0.0	0.1	0.1461198	0.0	0.1	0.1461198	0.0	0.1
0.2469673	1.0	0.1	0.2469673	0.0	0.1	0.2469673	0.0	0.1	0.2469673	0.0	0.1
0.3478148	1.0	0.1	0.3478148	0.0	0.1	0.3478148	0.0	0.1	0.3478148	0.0	0.1
0.5435486	1.0	0.1	0.5435486	0.0	0.1	0.5435486	0.0	0.1	0.5435486	0.0	0.1
0.8958695	1.0	0.1	0.8958695	0.0	0.1	0.8958695	0.0	0.1	0.8958695	0.0	0.1
1.323319	1.0	0.1	1.323319	0.0	0.1	1.323319	0.0	0.1	1.323319	0.0	0.1
1.804743	1.0	0.1	1.804743	0.0	0.1	1.804743	0.0	0.1	1.804743	0.0	0.1
2.38805	1.0	0.1	2.38805	0.0	0.1	2.38805	0.0	0.1	2.38805	0.0	0.1
2.971357	1.0	0.1	2.971357	0.0	0.1	2.971357	0.0	0.1	2.971357	0.0	0.1
3.554664	1.0	0.1	3.554664	0.0	0.1	3.554664	0.0	0.1	3.554664	0.0	0.1
4.137971	1.0	0.1	4.137971	0.0	0.1	4.137971	0.0	0.1	4.137971	0.0	0.1
4.721278	1.0	0.1	4.721278	0.0	0.1	4.721278	0.0	0.1	4.721278	0.0	0.1
5.304585	1.0	0.1	5.304585	0.0	0.1	5.304585	0.0	0.1	5.304585	0.0	0.1
5.887892	0.99999997	0.1	5.887892	0.0	0.1	5.887892	0.0	0.1	5.887892	0.0	0.1
6.471199	0.99999997	0.1	6.471199	0.0	0.1	6.471199	0.0	0.1	6.471199	0.0	0.1
7.054506	0.99999998	0.1	7.054506	0.0	0.1	7.054506	0.0	0.1	7.054506	0.0	0.1
7.637813	1.00000002	0.1	7.637813	0.0	0.1	7.637813	0.0	0.1	7.637813	0.0	0.1
8.22112	1.00000004	0.1	8.22112	0.0	0.1	8.22112	0.0	0.1	8.22112	0.0	0.1
8.804427	0.99999995	0.1	8.804427	0.0	0.1	8.804427	0.0	0.1	8.804427	0.0	0.1
9.387734	1.00000002	0.1	9.387734	0.0	0.1	9.387734	0.0	0.1	9.387734	0.0	0.1
9.971041	1.00000002	0.1	9.971041	0.0	0.1	9.971041	0.0	0.1	9.971041	0.0	0.1
10.55435	0.99999999	0.1	10.55435	0.0	0.1	10.55435	0.0	0.1	10.55435	0.0	0.1
11.13765	1.0000000199999999	0.1	11.13765	0.0	0.1	11.13765	0.0	0.1	11.13765	0.0	0.1
11.72096	0.99999997	0.1	11.72096	0.0	0.1	11.72096	0.0	0.1	11.72096	0.0	0.1
12.30427	0.99999998	0.1	12.30427	0.0	0.1	12.30427	0.0	0.1	12.30427	0.0	0.1
12.88758	1.00000004	0.1	12.88758	0.0	0.1	12.88758	0.0	0.1	12.88758	0.0	0.1
13.47088	1.00000004	0.1	13.47088	0.0	0.1	13.47088	0.0	0.1	13.47088	0.0	0.1
14.05419	1.00000003	0.1	14.05419	0.0	0.1	14.05419	0.0	0.1	14.05419	0.0	0.1
14.6375	0.9999999799999999	0.1	14.6375	0.0	0.1	14.6375	0.0	0.1	14.6375	0.0	0.1
15.2208	1.00000003	0.1	15.2208	0.0	0.1	15.2208	0.0	0.1	15.2208	0.0	0.1
15.80411	1.0	0.1	15.80411	0.0	0.1	15.80411	0.0	0.1	15.80411	0.0	0.1
16.38742	1.0000000070000001	0.1	16.38742	0.0	0.1	16.38742	0.0	0.1	16.38742	0.0	0.1
16.97072	1.000000008	0.1	16.97072	0.0	0.1	16.97072	0.0	0.1	16.97072	0.0	0.1
17.55403	0.9999999799999999	0.1	17.55403	0.0	0.1	17.55403	0.0	0.1	17.55403	0.0	0.1
18.16101	0.999999958	0.1	18.16101	0.0	0.1	18.16101	0.0	0.1	18.16101	0.0	0.1
18.86266	0.999999998	0.1	18.86266	0.0	0.1	18.86266	0.0	0.1	18.86266	0.0	0.1
