Batch	m_SP	7	P4	W4_L	W3	R	P1	P2_L	P3											
1.206002e-09	9.8742192693781e-06	0.1	1.206002e-09	5.958581e-12	0.1	1.206002e-09	4.24987e-08	0.1	1.206002e-09	1.359666e-10	0.1	1.206002e-09	8.193049e-08	0.1	1.206002e-09	9.4358809e-10	0.1	1.206002e-09	1.577271e-10	0.1
3.33267e-09	9.6564295034144e-06	0.1	3.33267e-09	1.6284078e-11	0.1	3.33267e-09	1.161438e-07	0.1	3.33267e-09	3.715803e-10	0.1	3.33267e-09	2.239061e-07	0.1	3.33267e-09	2.5787112e-09	0.1	3.33267e-09	4.310491e-10	0.1
6.846674e-09	9.307040275051e-06	0.1	6.846674e-09	3.284878e-11	0.1	6.846674e-09	2.342891e-07	0.1	6.846674e-09	7.49564e-10	0.1	6.846674e-09	4.516707e-07	0.1	6.846674e-09	5.2018616e-09	0.1	6.846674e-09	8.695264e-10	0.1
1.270335e-08	8.7525914709912e-06	0.1	1.270335e-08	5.913548e-11	0.1	1.270335e-08	4.217751e-07	0.1	1.270335e-08	1.34939e-09	0.1	1.270335e-08	8.131128e-07	0.1	1.270335e-08	9.364566099999999e-09	0.1	1.270335e-08	1.565351e-09	0.1
2.415927e-08	7.761742738932e-06	0.1	2.415927e-08	1.0611213e-10	0.1	2.415927e-08	7.568289e-07	0.1	2.415927e-08	2.421332e-09	0.1	2.415927e-08	1.459041e-06	0.1	2.415927e-08	1.68036853e-08	0.1	2.415927e-08	2.808849e-09	0.1
3.929249e-08	6.6226722024134e-06	0.1	3.929249e-08	1.6011624e-10	0.1	3.929249e-08	1.142004e-06	0.1	3.929249e-08	3.653629e-09	0.1	3.929249e-08	2.201596e-06	0.1	3.929249e-08	2.5355642e-08	0.1	3.929249e-08	4.238367e-09	0.1
5.687724e-08	5.507336403696e-06	0.1	5.687724e-08	2.1299529e-10	0.1	5.687724e-08	1.519155e-06	0.1	5.687724e-08	4.860251e-09	0.1	5.687724e-08	2.92868e-06	0.1	5.687724e-08	3.3729411e-08	0.1	5.687724e-08	5.6381e-09	0.1
7.81199e-08	4.407473616784201e-06	0.1	7.81199e-08	2.651409e-10	0.1	7.81199e-08	1.891073e-06	0.1	7.81199e-08	6.050134e-09	0.1	7.81199e-08	3.645677e-06	0.1	7.81199e-08	4.1987017e-08	0.1	7.81199e-08	7.018415e-09	0.1
1.048494e-07	3.33002704692e-06	0.1	1.048494e-07	3.162243e-10	0.1	1.048494e-07	2.255412e-06	0.1	1.048494e-07	7.215769e-09	0.1	1.048494e-07	4.348063e-06	0.1	1.048494e-07	5.0076356e-08	0.1	1.048494e-07	8.370602e-09	0.1
1.315789e-07	2.51597225985e-06	0.1	1.315789e-07	3.548203e-10	0.1	1.315789e-07	2.530685e-06	0.1	1.315789e-07	8.096455e-09	0.1	1.315789e-07	4.878745e-06	0.1	1.315789e-07	5.618817e-08	0.1	1.315789e-07	9.392234e-09	0.1
1.583084e-07	1.90092072537e-06	0.1	1.583084e-07	3.839815e-10	0.1	1.583084e-07	2.738666e-06	0.1	1.583084e-07	8.761849e-09	0.1	1.583084e-07	5.279697e-06	0.1	1.583084e-07	6.0805909e-08	0.1	1.583084e-07	1.016412e-08	0.1
1.850379e-07	1.4362244509221e-06	0.1	1.850379e-07	4.0601460000000005e-10	0.1	1.850379e-07	2.895803e-06	0.1	1.850379e-07	9.264582e-09	0.1	1.850379e-07	5.582633e-06	0.1	1.850379e-07	6.4294797e-08	0.1	1.850379e-07	1.074731e-08	0.1
2.117674e-07	1.0851277461945e-06	0.1	2.117674e-07	4.2266190000000005e-10	0.1	2.117674e-07	3.014527e-06	0.1	2.117674e-07	9.644417e-09	0.1	2.117674e-07	5.811514e-06	0.1	2.117674e-07	6.6930791e-08	0.1	2.117674e-07	1.118794e-08	0.1
2.384969e-07	8.1985900005758e-07	0.1	2.384969e-07	4.3524000000000004e-10	0.1	2.384969e-07	3.104228e-06	0.1	2.384969e-07	9.931399e-09	0.1	2.384969e-07	5.984443e-06	0.1	2.384969e-07	6.892239499999999e-08	0.1	2.384969e-07	1.152085e-08	0.1
2.652264e-07	6.194376649472599e-07	0.1	2.652264e-07	4.447438e-10	0.1	2.652264e-07	3.172001e-06	0.1	2.652264e-07	1.014823e-08	0.1	2.652264e-07	6.115098e-06	0.1	2.652264e-07	7.042714100000001e-08	0.1	2.652264e-07	1.177237e-08	0.1
2.919559e-07	4.6801107129518996e-07	0.1	2.919559e-07	4.5192490000000004e-10	0.1	2.919559e-07	3.223206e-06	0.1	2.919559e-07	1.031205e-08	0.1	2.919559e-07	6.213813e-06	0.1	2.919559e-07	7.1564027e-08	0.1	2.919559e-07	1.196241e-08	0.1
3.219097e-07	3.4184519364688e-07	0.1	3.219097e-07	4.579084e-10	0.1	3.219097e-07	3.265869e-06	0.1	3.219097e-07	1.044854e-08	0.1	3.219097e-07	6.296061e-06	0.1	3.219097e-07	7.2511272e-08	0.1	3.219097e-07	1.212075e-08	0.1
3.54013e-07	2.4412527186655e-07	0.1	3.54013e-07	4.625436e-10	0.1	3.54013e-07	3.298913e-06	0.1	3.54013e-07	1.055426e-08	0.1	3.54013e-07	6.359765e-06	0.1	3.54013e-07	7.3244939e-08	0.1	3.54013e-07	1.224339e-08	0.1
3.861162e-07	1.7433962334875e-07	0.1	3.861162e-07	4.658543e-10	0.1	3.861162e-07	3.322511e-06	0.1	3.861162e-07	1.062976e-08	0.1	3.861162e-07	6.405259e-06	0.1	3.861162e-07	7.3768874e-08	0.1	3.861162e-07	1.233097e-08	0.1
4.195222e-07	1.2281347354425e-07	0.1	4.195222e-07	4.682995e-10	0.1	4.195222e-07	3.339935e-06	0.1	4.195222e-07	1.06855e-08	0.1	4.195222e-07	6.438849e-06	0.1	4.195222e-07	7.4155722e-08	0.1	4.195222e-07	1.239563e-08	0.1
