Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
1.133559e-11	9.738738431335798e-06	0.1	1.133559e-11	2.4371213699999997e-07	0.1	1.133559e-11	6.0997736e-13	0.1	1.133559e-11	2.9245843e-20	0.1
2.426706e-11	9.4492343315336e-06	0.1	2.426706e-11	5.13975329e-07	0.1	2.426706e-11	1.28649619e-12	0.1	2.426706e-11	1.30942685e-19	0.1
5.418016e-11	8.812104903131198e-06	0.1	5.418016e-11	1.10875839e-06	0.1	5.418016e-11	2.775704063e-12	0.1	5.418016e-11	6.186289700000001e-19	0.1
1.080237e-10	7.771580058100974e-06	0.1	1.080237e-10	2.0801211899999998e-06	0.1	1.080237e-10	5.209008610000001e-12	0.1	1.080237e-10	2.2354059e-18	0.1
1.757152e-10	6.635971520667486e-06	0.1	1.757152e-10	3.1402372500000003e-06	0.1	1.757152e-10	7.866835631999999e-12	0.1	1.757152e-10	5.2574633e-18	0.1
2.486501e-10	5.59739084065926e-06	0.1	2.486501e-10	4.10975941e-06	0.1	2.486501e-10	1.0300256075e-11	0.1	2.486501e-10	9.2975052e-18	0.1
3.334116e-10	4.592838924174552e-06	0.1	3.334116e-10	5.04749625e-06	0.1	3.334116e-10	1.2657414995000002e-11	0.1	3.334116e-10	1.4518952100000002e-17	0.1
4.260574e-10	3.699870831095276e-06	0.1	4.260574e-10	5.881045e-06	0.1	4.260574e-10	1.47569731e-11	0.1	4.260574e-10	2.0410146e-17	0.1
5.187032e-10	2.980523408017545e-06	0.1	5.187032e-10	6.552499600000001e-06	0.1	5.187032e-10	1.6452726200000002e-11	0.1	5.187032e-10	2.6157741e-17	0.1
6.113491e-10	2.4010381837081772e-06	0.1	6.113491e-10	7.0933746e-06	0.1	6.113491e-10	1.7823196879999997e-11	0.1	6.113491e-10	3.1556803e-17	0.1
7.077566e-10	1.9173160852144845e-06	0.1	7.077566e-10	7.544835099999999e-06	0.1	7.077566e-10	1.89718712e-11	0.1	7.077566e-10	3.6689406e-17	0.1
8.192109e-10	1.4782213020138675e-06	0.1	8.192109e-10	7.9546027e-06	0.1	8.192109e-10	2.002045775e-11	0.1	8.192109e-10	4.1944902e-17	0.1
9.306653e-10	1.1396889009249926e-06	0.1	9.306653e-10	8.2704842e-06	0.1	9.306653e-10	2.083517876e-11	0.1	9.306653e-10	4.6473796e-17	0.1
1.04212e-09	8.78686308689154e-07	0.1	1.04212e-09	8.5139807e-06	0.1	1.04212e-09	2.146960315e-11	0.1	1.04212e-09	5.032022e-17	0.1
1.153574e-09	6.774576390851431e-07	0.1	1.153574e-09	8.701669299999998e-06	0.1	1.153574e-09	2.196502223e-11	0.1	1.153574e-09	5.3550553e-17	0.1
1.283107e-09	5.007366846117999e-07	0.1	1.283107e-09	8.8664444e-06	0.1	1.283107e-09	2.240790615e-11	0.1	1.283107e-09	5.662936100000001e-17	0.1
1.417161e-09	3.6623282044848095e-07	0.1	1.417161e-09	8.9917985e-06	0.1	1.417161e-09	2.275373493e-11	0.1	1.417161e-09	5.9168369e-17	0.1
1.551214e-09	2.6785913318818525e-07	0.1	1.551214e-09	9.083421099999997e-06	0.1	1.551214e-09	2.30155512e-11	0.1	1.551214e-09	6.1165398e-17	0.1
1.685267e-09	1.959100552779085e-07	0.1	1.685267e-09	9.150374700000001e-06	0.1	1.685267e-09	2.321592227e-11	0.1	1.685267e-09	6.2723129e-17	0.1
1.847766e-09	1.34085674369085e-07	0.1	1.847766e-09	9.207829599999999e-06	0.1	1.847766e-09	2.3399772722000002e-11	0.1	1.847766e-09	6.4145899e-17	0.1
