Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.471293	9.8816681941432e-06	0.1	0.471293	2.128122e-09	0.1	0.471293	2.11034e-08	0.1	0.471293	2.287309e-08	0.1	0.471293	6.821931569999999e-08	0.1	0.471293	2.624192e-09	0.1	0.471293	1.281206e-09	0.1
0.9000736	9.7753202682681e-06	0.1	0.9000736	4.04241e-09	0.1	0.9000736	4.008635e-08	0.1	0.9000736	4.344791e-08	0.1	0.9000736	1.2958398e-07	0.1	0.9000736	4.984704e-09	0.1	0.9000736	2.433678e-09	0.1
1.271986	9.6840032221596e-06	0.1	1.271986	5.686133e-09	0.1	1.271986	5.638609e-08	0.1	1.271986	6.111452e-08	0.1	1.271986	1.82275035e-07	0.1	1.271986	7.01159e-09	0.1	1.271986	3.42325e-09	0.1
1.488113	9.6313297594344e-06	0.1	1.488113	6.634266e-09	0.1	1.488113	6.578822e-08	0.1	1.488113	7.13051e-08	0.1	1.488113	2.1266854099999999e-07	0.1	1.488113	8.180734e-09	0.1	1.488113	3.994061e-09	0.1
1.920367	9.5268398725386e-06	0.1	1.920367	8.51509e-09	0.1	1.920367	8.443934e-08	0.1	1.920367	9.152026e-08	0.1	1.920367	2.7296049e-07	0.1	1.920367	1.049998e-08	0.1	1.920367	5.126387e-09	0.1
2.784875	9.3212490580016e-06	0.1	2.784875	1.221575e-08	0.1	2.784875	1.211367e-07	0.1	2.784875	1.31295e-07	0.1	2.784875	3.9158937099999997e-07	0.1	2.784875	1.506327e-08	0.1	2.784875	7.354318e-09	0.1
4.23507	8.9862887443296e-06	0.1	4.23507	1.824505e-08	0.1	4.23507	1.80926e-07	0.1	4.23507	1.960982e-07	0.1	4.23507	5.848656289999999e-07	0.1	4.23507	2.249801e-08	0.1	4.23507	1.098418e-08	0.1
6.640423	8.457039971537e-06	0.1	6.640423	2.777157e-08	0.1	6.640423	2.753953e-07	0.1	6.640423	2.984895e-07	0.1	6.640423	8.90249137e-07	0.1	6.640423	3.424518e-08	0.1	6.640423	1.67195e-08	0.1
7.478905	8.2799720912896e-06	0.1	7.478905	3.095881e-08	0.1	7.478905	3.070015e-07	0.1	7.478905	3.327461e-07	0.1	7.478905	9.92419881e-07	0.1	7.478905	3.817537e-08	0.1	7.478905	1.863833e-08	0.1
8.988172	7.9705409318697e-06	0.1	8.988172	3.652861e-08	0.1	8.988172	3.622342e-07	0.1	8.988172	3.926105e-07	0.1	8.988172	1.17096649e-06	0.1	8.988172	4.504351e-08	0.1	8.988172	2.199156e-08	0.1
12.00671	7.3859363221448e-06	0.1	12.00671	4.705156e-08	0.1	12.00671	4.665846e-07	0.1	12.00671	5.057115e-07	0.1	12.00671	1.50829208e-06	0.1	12.00671	5.801937e-08	0.1	12.00671	2.832676e-08	0.1
16.84672	6.536730250918e-06	0.1	16.84672	6.233738e-08	0.1	16.84672	6.181658e-07	0.1	16.84672	6.70004e-07	0.1	16.84672	1.99829691e-06	0.1	16.84672	7.686834e-08	0.1	16.84672	3.752939e-08	0.1
22.31315	5.694430679811901e-06	0.1	22.31315	7.74989e-08	0.1	22.31315	7.685144e-07	0.1	22.31315	8.329606e-07	0.1	22.31315	2.4843172099999996e-06	0.1	22.31315	9.556404e-08	0.1	22.31315	4.665719e-08	0.1
26.32236	5.1464850948240005e-06	0.1	26.32236	8.736202e-08	0.1	26.32236	8.663216e-07	0.1	26.32236	9.389697e-07	0.1	26.32236	2.80049056e-06	0.1	26.32236	1.077263e-07	0.1	26.32236	5.259515e-08	0.1
31.48736	4.5175624638518e-06	0.1	31.48736	9.868273e-08	0.1	31.48736	9.78583e-07	0.1	31.48736	1.060645e-06	0.1	31.48736	3.16338906e-06	0.1	31.48736	1.216859e-07	0.1	31.48736	5.941064e-08	0.1
38.23658	3.8100880390401e-06	0.1	38.23658	1.114174e-07	0.1	38.23658	1.104866e-06	0.1	38.23658	1.197518e-06	0.1	38.23658	3.57161353e-06	0.1	38.23658	1.37389e-07	0.1	38.23658	6.707738e-08	0.1
48.24067	2.9600153751648e-06	0.1	48.24067	1.267189e-07	0.1	48.24067	1.256602e-06	0.1	48.24067	1.361979e-06	0.1	48.24067	4.0621210900000005e-06	0.1	48.24067	1.562573e-07	0.1	48.24067	7.628944e-08	0.1
58.24475	2.2996039653576002e-06	0.1	58.24475	1.386065e-07	0.1	58.24475	1.374485e-06	0.1	58.24475	1.489747e-06	0.1	58.24475	4.44319076e-06	0.1	58.24475	1.709159e-07	0.1	58.24475	8.34462e-08	0.1
68.24884	1.7865368442272e-06	0.1	68.24884	1.478418e-07	0.1	68.24884	1.466067e-06	0.1	68.24884	1.589008e-06	0.1	68.24884	4.7392395299999995e-06	0.1	68.24884	1.82304e-07	0.1	68.24884	8.90062e-08	0.1
78.25292	1.3879416253698e-06	0.1	78.25292	1.550166e-07	0.1	78.25292	1.537215e-06	0.1	78.25292	1.666123e-06	0.1	78.25292	4.9692361e-06	0.1	78.25292	1.911512e-07	0.1	78.25292	9.33257e-08	0.1
88.257	1.0782771786136e-06	0.1	88.257	1.605906e-07	0.1	88.257	1.59249e-06	0.1	88.257	1.726033e-06	0.1	88.257	5.14791928e-06	0.1	88.257	1.980246e-07	0.1	88.257	9.668148e-08	0.1
98.26109	8.377022640951e-07	0.1	98.26109	1.64921e-07	0.1	98.26109	1.635432e-06	0.1	98.26109	1.772577e-06	0.1	98.26109	5.28673493e-06	0.1	98.26109	2.033644e-07	0.1	98.26109	9.928855e-08	0.1
110.2711	6.1867826285921e-07	0.1	110.2711	1.688635e-07	0.1	110.2711	1.674528e-06	0.1	110.2711	1.814951e-06	0.1	110.2711	5.41311644e-06	0.1	110.2711	2.082259e-07	0.1	110.2711	1.016621e-07	0.1
122.2811	4.569198891648e-07	0.1	122.2811	1.717752e-07	0.1	122.2811	1.703402e-06	0.1	122.2811	1.846246e-06	0.1	122.2811	5.506453679999999e-06	0.1	122.2811	2.118163e-07	0.1	122.2811	1.03415e-07	0.1
134.2911	3.37454566894e-07	0.1	134.2911	1.739256e-07	0.1	134.2911	1.724726e-06	0.1	134.2911	1.869358e-06	0.1	134.2911	5.57538803e-06	0.1	134.2911	2.14468e-07	0.1	134.2911	1.047097e-07	0.1
146.793	2.4615013691899e-07	0.1	146.793	1.755692e-07	0.1	146.793	1.741024e-06	0.1	146.793	1.887023e-06	0.1	146.793	5.62807232e-06	0.1	146.793	2.164946e-07	0.1	146.793	1.056991e-07	0.1
161.2623	1.7085293213766e-07	0.1	161.2623	1.769245e-07	0.1	161.2623	1.754464e-06	0.1	161.2623	1.901591e-06	0.1	161.2623	5.6715206e-06	0.1	161.2623	2.181659e-07	0.1	161.2623	1.065151e-07	0.1
175.7316	1.1858917882418e-07	0.1	175.7316	1.778653e-07	0.1	175.7316	1.763793e-06	0.1	175.7316	1.911702e-06	0.1	175.7316	5.70167768e-06	0.1	175.7316	2.19326e-07	0.1	175.7316	1.070815e-07	0.1
