Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.03930823	9.8125489109802e-06	0.1	0.03930823	5.145767e-09	0.1	0.03930823	1.172523e-08	0.1	0.03930823	2.087735e-08	0.1	0.03930823	1.3474119799999998e-07	0.1	0.03930823	7.218792e-09	0.1	0.03930823	7.642386e-09	0.1
0.07990125	9.622758884562601e-06	0.1	0.07990125	1.035858e-08	0.1	0.07990125	2.360319e-08	0.1	0.07990125	4.202663e-08	0.1	0.07990125	2.71237618e-07	0.1	0.07990125	1.453165e-08	0.1	0.07990125	1.538432e-08	0.1
0.09258657	9.5642045312384e-06	0.1	0.09258657	1.196681e-08	0.1	0.09258657	2.726772e-08	0.1	0.09258657	4.855152e-08	0.1	0.09258657	3.13348898e-07	0.1	0.09258657	1.678777e-08	0.1	0.09258657	1.777282e-08	0.1
0.1154201	9.4597056180384e-06	0.1	0.1154201	1.4837e-08	0.1	0.1154201	3.380779e-08	0.1	0.1154201	6.019642e-08	0.1	0.1154201	3.8850442299999997e-07	0.1	0.1154201	2.081425e-08	0.1	0.1154201	2.203557e-08	0.1
0.1610873	9.2541199052892e-06	0.1	0.1610873	2.048366e-08	0.1	0.1610873	4.667433e-08	0.1	0.1610873	8.310593e-08	0.1	0.1610873	5.36361128e-07	0.1	0.1610873	2.873573e-08	0.1	0.1610873	3.042185e-08	0.1
0.1944687	9.106674557539601e-06	0.1	0.1944687	2.453342e-08	0.1	0.1944687	5.590216e-08	0.1	0.1944687	9.953654e-08	0.1	0.1944687	6.42403496e-07	0.1	0.1944687	3.441698e-08	0.1	0.1944687	3.643646e-08	0.1
0.221021	8.9910718953748e-06	0.1	0.221021	2.770855e-08	0.1	0.221021	6.313706e-08	0.1	0.221021	1.124186e-07	0.1	0.221021	7.25543815e-07	0.1	0.221021	3.887125e-08	0.1	0.221021	4.11521e-08	0.1
0.2622529	8.814460039873e-06	0.1	0.2622529	3.25594e-08	0.1	0.2622529	7.419024e-08	0.1	0.2622529	1.320994e-07	0.1	0.2622529	8.5256209e-07	0.1	0.2622529	4.567631e-08	0.1	0.2622529	4.835645e-08	0.1
0.3159444	8.5896697946208e-06	0.1	0.3159444	3.873352e-08	0.1	0.3159444	8.825869e-08	0.1	0.3159444	1.571489e-07	0.1	0.3159444	1.0142302800000001e-06	0.1	0.3159444	5.433774e-08	0.1	0.3159444	5.752612e-08	0.1
0.3824726	8.3190721614962e-06	0.1	0.3824726	4.616582e-08	0.1	0.3824726	1.05194e-07	0.1	0.3824726	1.87303e-07	0.1	0.3824726	1.2088439699999998e-06	0.1	0.3824726	6.476424e-08	0.1	0.3824726	6.856437e-08	0.1
0.4544037	8.03608178037e-06	0.1	0.4544037	5.39385e-08	0.1	0.4544037	1.229049e-07	0.1	0.4544037	2.188382e-07	0.1	0.4544037	1.4123701e-06	0.1	0.4544037	7.566823e-08	0.1	0.4544037	8.010816e-08	0.1
0.5487587	7.6794156138667e-06	0.1	0.5487587	6.373477e-08	0.1	0.5487587	1.452268e-07	0.1	0.5487587	2.585834e-07	0.1	0.5487587	1.66888319e-06	0.1	0.5487587	8.941103e-08	0.1	0.5487587	9.465734e-08	0.1
0.6818085	7.203215399360801e-06	0.1	0.6818085	7.681419e-08	0.1	0.6818085	1.750297e-07	0.1	0.6818085	3.116489e-07	0.1	0.6818085	2.01136565e-06	0.1	0.6818085	1.077596e-07	0.1	0.6818085	1.140826e-07	0.1
0.72152	7.0668913694604e-06	0.1	0.72152	8.055851e-08	0.1	0.72152	1.835615e-07	0.1	0.72152	3.268403e-07	0.1	0.72152	2.10940954e-06	0.1	0.72152	1.130124e-07	0.1	0.72152	1.196435e-07	0.1
0.7924933	6.8296429454146e-06	0.1	0.7924933	8.707481e-08	0.1	0.7924933	1.984097e-07	0.1	0.7924933	3.532781e-07	0.1	0.7924933	2.2800384200000002e-06	0.1	0.7924933	1.221539e-07	0.1	0.7924933	1.293214e-07	0.1
0.8860707	6.528964775267901e-06	0.1	0.8860707	9.533331e-08	0.1	0.8860707	2.172276e-07	0.1	0.8860707	3.867843e-07	0.1	0.8860707	2.49628487e-06	0.1	0.8860707	1.337394e-07	0.1	0.8860707	1.415867e-07	0.1
