Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
5.406273e-10	9.7740962806305e-06	0.1	5.406273e-10	9.82479e-08	0.1	5.406273e-10	1.747836e-10	0.1	5.406273e-10	4.092759e-08	0.1	5.406273e-10	7.1292161e-08	0.1	5.406273e-10	1.514429e-08	0.1	5.406273e-10	1.134465e-11	0.1
1.297342e-09	9.4665764932578e-06	0.1	1.297342e-09	2.320508e-07	0.1	1.297342e-09	4.128197e-10	0.1	1.297342e-09	9.66665e-08	0.1	1.297342e-09	1.68384289e-07	0.1	1.297342e-09	3.576916e-08	0.1	1.297342e-09	2.679482e-11	0.1
3.158904e-09	8.7506103674672e-06	0.1	3.158904e-09	5.435697e-07	0.1	3.158904e-09	9.670143e-10	0.1	3.158904e-09	2.264376e-07	0.1	3.158904e-09	3.9443367e-07	0.1	3.158904e-09	8.378786e-08	0.1	3.158904e-09	6.276582e-11	0.1
6.137403e-09	7.7159798084429e-06	0.1	6.137403e-09	9.937411e-07	0.1	6.137403e-09	1.767874e-09	0.1	6.137403e-09	4.139684e-07	0.1	6.137403e-09	7.2109442e-07	0.1	6.137403e-09	1.53179e-07	0.1	6.137403e-09	1.14747e-10	0.1
7.998965e-09	7.1324142630348e-06	0.1	7.998965e-09	1.247652e-06	0.1	7.998965e-09	2.219585e-09	0.1	7.998965e-09	5.197423e-07	0.1	7.998965e-09	9.0534185e-07	0.1	7.998965e-09	1.923179e-07	0.1	7.998965e-09	1.440661e-10	0.1
1.059428e-08	6.391750298076e-06	0.1	1.059428e-08	1.569918e-06	0.1	1.059428e-08	2.7929e-09	0.1	1.059428e-08	6.539914e-07	0.1	1.059428e-08	1.13918957e-06	0.1	1.059428e-08	2.419931e-07	0.1	1.059428e-08	1.812782e-10	0.1
1.444785e-08	5.431470562608599e-06	0.1	1.444785e-08	1.987739e-06	0.1	1.444785e-08	3.536211e-09	0.1	1.444785e-08	8.280478e-07	0.1	1.444785e-08	1.4423758599999998e-06	0.1	1.444785e-08	3.063975e-07	0.1	1.444785e-08	2.29524e-10	0.1
1.901797e-08	4.4778403395231e-06	0.1	1.901797e-08	2.402667e-06	0.1	1.901797e-08	4.274379e-09	0.1	1.901797e-08	1.000901e-06	0.1	1.901797e-08	1.74346282e-06	0.1	1.901797e-08	3.703559e-07	0.1	1.901797e-08	2.77436e-10	0.1
2.442501e-08	3.5634025370664e-06	0.1	2.442501e-08	2.800542e-06	0.1	2.442501e-08	4.982213e-09	0.1	2.442501e-08	1.166652e-06	0.1	2.442501e-08	2.03217443e-06	0.1	2.442501e-08	4.316854e-07	0.1	2.442501e-08	3.233789e-10	0.1
3.108741e-08	2.6892360812366e-06	0.1	3.108741e-08	3.180894e-06	0.1	3.108741e-08	5.658878e-09	0.1	3.108741e-08	1.325107e-06	0.1	3.108741e-08	2.3081692000000003e-06	0.1	3.108741e-08	4.903136e-07	0.1	3.108741e-08	3.672988e-10	0.1
