Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
0.05898833	9.88473815163e-06	0.1	0.05898833	4.897197e-11	0.1	0.05898833	4.1516777e-08	0.1	0.05898833	2.883491e-08	0.1	0.05898833	4.408360097e-08	0.1	0.05898833	6.417669e-11	0.1	0.05898833	6.022754e-12	0.1
0.1214532	9.7648703738131e-06	0.1	0.1214532	1.002193e-10	0.1	0.1214532	8.496221e-08	0.1	0.1214532	5.900935e-08	0.1	0.1214532	9.021505916e-08	0.1	0.1214532	1.313352e-10	0.1	0.1214532	1.232527e-11	0.1
0.246383	9.5294797983146e-06	0.1	0.246383	2.008562e-10	0.1	0.246383	1.7027895e-07	0.1	0.246383	1.182649e-07	0.1	0.246383	1.8080652808e-07	0.1	0.246383	2.632176e-10	0.1	0.246383	2.470196e-11	0.1
0.4527553	9.1529987231421e-06	0.1	0.4527553	3.618153e-10	0.1	0.4527553	3.0673309e-07	0.1	0.4527553	2.130373e-07	0.1	0.4527553	3.256970559e-07	0.1	0.4527553	4.741514e-10	0.1	0.4527553	4.449703e-11	0.1
0.8546282	8.462020301634e-06	0.1	0.8546282	6.572315e-10	0.1	0.8546282	5.571759799999999e-07	0.1	0.8546282	3.86979e-07	0.1	0.8546282	5.916235742e-07	0.1	0.8546282	8.612881e-10	0.1	0.8546282	8.082815e-11	0.1
1.493224	7.469722832145001e-06	0.1	1.493224	1.081475e-09	0.1	1.493224	9.168313000000001e-07	0.1	1.493224	6.367726e-07	0.1	1.493224	9.735145335000001e-07	0.1	1.493224	1.417251e-09	0.1	1.493224	1.330024e-10	0.1
1.684884	7.1952641316816e-06	0.1	1.684884	1.198809e-09	0.1	1.684884	1.01630831e-06	0.1	1.684884	7.058631e-07	0.1	1.684884	1.0791416016999999e-06	0.1	1.684884	1.571013e-09	0.1	1.684884	1.474333e-10	0.1
2.029873	6.7263999908212e-06	0.1	2.029873	1.399263e-09	0.1	2.029873	1.1862468000000001e-06	0.1	2.029873	8.238916e-07	0.1	2.029873	1.2595869047e-06	0.1	2.029873	1.833703e-09	0.1	2.029873	1.720859e-10	0.1
2.620329	5.9937230713919995e-06	0.1	2.620329	1.712505e-09	0.1	2.620329	1.4518036e-06	0.1	2.620329	1.00833e-06	0.1	2.620329	1.5415622633999999e-06	0.1	2.620329	2.2442e-09	0.1	2.620329	2.106095e-10	0.1
3.411403	5.1356218853723e-06	0.1	3.411403	2.07937e-09	0.1	3.411403	1.7628203e-06	0.1	3.411403	1.224343e-06	0.1	3.411403	1.8718072886e-06	0.1	3.411403	2.724969e-09	0.1	3.411403	2.557279e-10	0.1
