Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
2.444896e-12	9.7679683425233e-06	0.1	2.444896e-12	4.355827e-08	0.1	2.444896e-12	1.754598e-08	0.1	2.444896e-12	1.717789e-10	0.1	2.444896e-12	2.588954e-08	0.1	2.444896e-12	1.4417165999999999e-07	0.1	2.444896e-12	5.582824e-10	0.1
5.341783e-12	9.500113097858e-06	0.1	5.341783e-12	9.386355e-08	0.1	5.341783e-12	3.780971e-08	0.1	5.341783e-12	3.701651e-10	0.1	5.341783e-12	5.578923e-08	0.1	5.341783e-12	3.1067477e-07	0.1	5.341783e-12	1.203042e-09	0.1
1.099385e-11	8.998467314831999e-06	0.1	1.099385e-11	1.880771e-07	0.1	1.099385e-11	7.576015e-08	0.1	1.099385e-11	7.417082e-10	0.1	1.099385e-11	1.117863e-07	0.1	1.099385e-11	6.225073e-07	0.1	1.099385e-11	2.410573e-09	0.1
2.104198e-11	8.1711623847606e-06	0.1	2.104198e-11	3.434543e-07	0.1	2.104198e-11	1.383476e-07	0.1	2.104198e-11	1.354453e-09	0.1	2.104198e-11	2.041364e-07	0.1	2.104198e-11	1.1367809e-06	0.1	2.104198e-11	4.402046e-09	0.1
3.497302e-11	7.148484080674199e-06	0.1	3.497302e-11	5.355288e-07	0.1	3.497302e-11	2.157159e-07	0.1	3.497302e-11	2.111908e-09	0.1	3.497302e-11	3.182971e-07	0.1	3.497302e-11	1.7725133000000001e-06	0.1	3.497302e-11	6.863888e-09	0.1
5.438755e-11	5.933178547656e-06	0.1	5.438755e-11	7.637883e-07	0.1	5.438755e-11	3.076577e-07	0.1	5.438755e-11	3.012042e-09	0.1	5.438755e-11	4.539632e-07	0.1	5.438755e-11	2.5280063e-06	0.1	5.438755e-11	9.789546e-09	0.1
7.380208e-11	4.9244943676635e-06	0.1	7.380208e-11	9.532467e-07	0.1	7.380208e-11	3.839688e-07	0.1	7.380208e-11	3.759149e-09	0.1	7.380208e-11	5.665663e-07	0.1	7.380208e-11	3.1550702e-06	0.1	7.380208e-11	1.221791e-08	0.1
1.031661e-10	3.7150517903576004e-06	0.1	1.031661e-10	1.180423e-06	0.1	1.031661e-10	4.754691e-07	0.1	1.031661e-10	4.654966e-09	0.1	1.031661e-10	7.015848e-07	0.1	1.031661e-10	3.9069648e-06	0.1	1.031661e-10	1.512978e-08	0.1
1.325301e-10	2.8026588071454e-06	0.1	1.325301e-10	1.351814e-06	0.1	1.325301e-10	5.444974e-07	0.1	1.325301e-10	5.330777e-09	0.1	1.325301e-10	8.034455e-07	0.1	1.325301e-10	4.474213e-06	0.1	1.325301e-10	1.732664e-08	0.1
1.618941e-10	2.1143527817004e-06	0.1	1.618941e-10	1.481118e-06	0.1	1.618941e-10	5.965729e-07	0.1	1.618941e-10	5.840617e-09	0.1	1.618941e-10	8.802918e-07	0.1	1.618941e-10	4.9021633000000005e-06	0.1	1.618941e-10	1.898409e-08	0.1
1.912581e-10	1.5950970610375e-06	0.1	1.912581e-10	1.578672e-06	0.1	1.912581e-10	6.358593e-07	0.1	1.912581e-10	6.225249e-09	0.1	1.912581e-10	9.38267e-07	0.1	1.912581e-10	5.225024599999999e-06	0.1	1.912581e-10	2.023458e-08	0.1
2.206221e-10	1.2033697170105e-06	0.1	2.206221e-10	1.652272e-06	0.1	2.206221e-10	6.654976e-07	0.1	2.206221e-10	6.515422e-09	0.1	2.206221e-10	9.820056e-07	0.1	2.206221e-10	5.4686055000000005e-06	0.1	2.206221e-10	2.117805e-08	0.1
2.499861e-10	9.078485701767301e-07	0.1	2.499861e-10	1.7078e-06	0.1	2.499861e-10	6.878573e-07	0.1	2.499861e-10	6.734336e-09	0.1	2.499861e-10	1.015004e-06	0.1	2.499861e-10	5.652375e-06	0.1	2.499861e-10	2.188988e-08	0.1
2.793502e-10	6.8490533309952e-07	0.1	2.793502e-10	1.749694e-06	0.1	2.793502e-10	7.047261e-07	0.1	2.793502e-10	6.899492e-09	0.1	2.793502e-10	1.039899e-06	0.1	2.793502e-10	5.79102e-06	0.1	2.793502e-10	2.242695e-08	0.1
3.087142e-10	5.167143342991e-07	0.1	3.087142e-10	1.781303e-06	0.1	3.087142e-10	7.174524e-07	0.1	3.087142e-10	7.02409e-09	0.1	3.087142e-10	1.058682e-06	0.1	3.087142e-10	5.8956229999999995e-06	0.1	3.087142e-10	2.283218e-08	0.1
3.393177e-10	3.8521943060524e-07	0.1	3.393177e-10	1.806018e-06	0.1	3.393177e-10	7.274023e-07	0.1	3.393177e-10	7.121507e-09	0.1	3.393177e-10	1.073367e-06	0.1	3.393177e-10	5.9774100000000004e-06	0.1	3.393177e-10	2.314903e-08	0.1
3.74879e-10	2.7384696732855e-07	0.1	3.74879e-10	1.826953e-06	0.1	3.74879e-10	7.358299e-07	0.1	3.74879e-10	7.20402e-09	0.1	3.74879e-10	1.085806e-06	0.1	3.74879e-10	6.046686e-06	0.1	3.74879e-10	2.341744e-08	0.1
4.104404e-10	1.9467636917429998e-07	0.1	4.104404e-10	1.841837e-06	0.1	4.104404e-10	7.418209e-07	0.1	4.104404e-10	7.262678e-09	0.1	4.104404e-10	1.094649e-06	0.1	4.104404e-10	6.095938e-06	0.1	4.104404e-10	2.360828e-08	0.1
4.460017e-10	1.3839620082599998e-07	0.1	4.460017e-10	1.852419e-06	0.1	4.460017e-10	7.4608e-07	0.1	4.460017e-10	7.304379e-09	0.1	4.460017e-10	1.100936e-06	0.1	4.460017e-10	6.130953999999999e-06	0.1	4.460017e-10	2.374396e-08	0.1
