Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
4.443215	0.989972871	0.1	4.443215	7.050959e-06	0.1	4.443215	1.669104e-06	0.1	4.443215	0.003828383	0.1	4.443215	0.000348202147	0.1	4.443215	8.501818e-06	0.1	4.443215	3.056059e-14	0.1
4.946924	0.9889471900000001	0.1	4.946924	7.844208e-06	0.1	4.946924	1.85699e-06	0.1	4.946924	0.004300708	0.1	4.946924	0.000387375746	0.1	4.946924	9.458293e-06	0.1	4.946924	3.399874e-14	0.1
5.522729	0.987776635	0.1	5.522729	8.74949e-06	0.1	5.522729	2.071411e-06	0.1	5.522729	0.004839744	0.1	5.522729	0.000432081959	0.1	5.522729	1.054985e-05	0.1	5.522729	3.792247e-14	0.1
6.297329	0.986205238	0.1	6.297329	9.96479e-06	0.1	6.297329	2.359262e-06	0.1	6.297329	0.005563376	0.1	6.297329	0.000492097854	0.1	6.297329	1.201522e-05	0.1	6.297329	4.31899e-14	0.1
7.283376	0.9842103769999999	0.1	7.283376	1.150766e-05	0.1	7.283376	2.724699e-06	0.1	7.283376	0.006482054	0.1	7.283376	0.000568290265	0.1	7.283376	1.387556e-05	0.1	7.283376	4.987709e-14	0.1
8.611709	0.981532466	0.1	8.611709	1.357872e-05	0.1	8.611709	3.215243e-06	0.1	8.611709	0.007715243	0.1	8.611709	0.000670567203	0.1	8.611709	1.637279e-05	0.1	8.611709	5.885365e-14	0.1
10.74532	0.9772540019999999	0.1	10.74532	1.688775e-05	0.1	10.74532	3.999006e-06	0.1	10.74532	0.009685557	0.1	10.74532	0.000833979121	0.1	10.74532	2.03627e-05	0.1	10.74532	7.319585e-14	0.1
15.01254	0.9687801169999999	0.1	15.01254	2.344149e-05	0.1	15.01254	5.551296e-06	0.1	15.01254	0.01358789	0.1	15.01254	0.001157626515	0.1	15.01254	2.826499e-05	0.1	15.01254	1.016015e-13	0.1
22.60388	0.9539737910000001	0.1	22.60388	3.48928e-05	0.1	22.60388	8.263607e-06	0.1	22.60388	0.02040641	0.1	22.60388	0.001723134268	0.1	22.60388	4.207261e-05	0.1	22.60388	1.512345e-13	0.1
37.78656	0.9253532409999999	0.1	37.78656	5.702815e-05	0.1	37.78656	1.350649e-05	0.1	37.78656	0.03358659	0.1	37.78656	0.002816259614	0.1	37.78656	6.876269e-05	0.1	37.78656	2.471749e-13	0.1
55.4075	0.8937023969999999	0.1	55.4075	8.150712e-05	0.1	55.4075	1.930448e-05	0.1	55.4075	0.04816226	0.1	55.4075	0.00402512042	0.1	55.4075	9.827865e-05	0.1	55.4075	3.532733e-13	0.1
75.53616	0.859459501	0.1	75.53616	0.0001079908	0.1	75.53616	2.557729e-05	0.1	75.53616	0.06393158	0.1	75.53616	0.00533298108	0.1	75.53616	0.0001302118	0.1	75.53616	4.680604e-13	0.1
99.62948	0.820937839	0.1	99.62948	0.0001377837	0.1	99.62948	3.263393e-05	0.1	99.62948	0.08167138	0.1	99.62948	0.0068042665099999995	0.1	99.62948	0.0001661352	0.1	99.62948	5.97191e-13	0.1
128.1925	0.7784326890000001	0.1	128.1925	0.0001706575	0.1	128.1925	4.042026e-05	0.1	128.1925	0.1012456	0.1	128.1925	0.008427691519999999	0.1	128.1925	0.0002057732	0.1	128.1925	7.396744e-13	0.1
169.3102	0.722596195	0.1	169.3102	0.0002138419	0.1	169.3102	5.064874e-05	0.1	169.3102	0.1269591	0.1	169.3102	0.01056029877	0.1	169.3102	0.0002578436	0.1	169.3102	9.26847e-13	0.1
210.4279	0.672278696	0.1	210.4279	0.0002527577	0.1	210.4279	5.986619e-05	0.1	210.4279	0.150131	0.1	210.4279	0.01248209902	0.1	210.4279	0.0003047671	0.1	210.4279	1.095519e-12	0.1
251.5455	0.626739934	0.1	251.5455	0.0002879777	0.1	251.5455	6.820826e-05	0.1	251.5455	0.1711023	0.1	251.5455	0.01422140195	0.1	251.5455	0.0003472342	0.1	251.5455	1.248171e-12	0.1
324.6404	0.555735684	0.1	324.6404	0.0003428928	0.1	324.6404	8.121522e-05	0.1	324.6404	0.2038007	0.1	324.6404	0.01693330461	0.1	324.6404	0.0004134491	0.1	324.6404	1.486188e-12	0.1
397.7352	0.49522460900000004	0.1	397.7352	0.0003896925	0.1	397.7352	9.230001e-05	0.1	397.7352	0.231667	0.1	397.7352	0.01924445173	0.1	397.7352	0.0004698787	0.1	397.7352	1.68903e-12	0.1
492.6092	0.42907067800000004	0.1	492.6092	0.0004408564	0.1	492.6092	0.0001044185	0.1	492.6092	0.2621318	0.1	492.6092	0.02177110782	0.1	492.6092	0.0005315704	0.1	492.6092	1.910788e-12	0.1
587.4831	0.37396408600000003	0.1	587.4831	0.0004834762	0.1	587.4831	0.0001145132	0.1	587.4831	0.2875092	0.1	587.4831	0.023875826760000003	0.1	587.4831	0.00058296	0.1	587.4831	2.095514e-12	0.1
693.6413	0.32253001900000006	0.1	693.6413	0.0005232557	0.1	693.6413	0.0001239352	0.1	693.6413	0.3111953	0.1	693.6413	0.025840291260000002	0.1	693.6413	0.0006309248	0.1	693.6413	2.267928e-12	0.1
816.726	0.273429724	0.1	816.726	0.0005612302	0.1	816.726	0.0001329297	0.1	816.726	0.3338067	0.1	816.726	0.02771560428	0.1	816.726	0.0006767132	0.1	816.726	2.43252e-12	0.1
902.8853	0.244416777	0.1	902.8853	0.000583669	0.1	902.8853	0.0001382445	0.1	902.8853	0.3471676	0.1	902.8853	0.028823722319999998	0.1	902.8853	0.0007037693	0.1	902.8853	2.529776e-12	0.1
964.4277	0.22593635699999998	0.1	964.4277	0.0005979619	0.1	964.4277	0.0001416298	0.1	964.4277	0.355678	0.1	964.4277	0.029529549710000002	0.1	964.4277	0.0007210031	0.1	964.4277	2.591725e-12	0.1
1025.97	0.209087988	0.1	1025.97	0.0006109925	0.1	1025.97	0.0001447162	0.1	1025.97	0.3634369	0.1	1025.97	0.0301730563	0.1	1025.97	0.000736715	0.1	1025.97	2.648203e-12	0.1
1098.449	0.19109926500000002	0.1	1098.449	0.0006249051	0.1	1098.449	0.0001480115	0.1	1098.449	0.371721	0.1	1098.449	0.030860110099999997	0.1	1098.449	0.0007534904	0.1	1098.449	2.708504e-12	0.1
1173.663	0.17430187949999998	0.1	1173.663	0.0006378963	0.1	1173.663	0.0001510885	0.1	1173.663	0.3794564	0.1	1173.663	0.031501660099999995	0.1	1173.663	0.0007691547	0.1	1173.663	2.764811e-12	0.1
1270.792	0.1550573655	0.1	1270.792	0.0006527802	0.1	1270.792	0.0001546139	0.1	1270.792	0.3883188	0.1	1270.792	0.0322366762	0.1	1270.792	0.0007871012	0.1	1270.792	2.829322e-12	0.1
1382.531	0.13583341149999997	0.1	1382.531	0.0006676481	0.1	1382.531	0.0001581354	0.1	1382.531	0.3971717	0.1	1382.531	0.0329709096	0.1	1382.531	0.0008050285	0.1	1382.531	2.893763e-12	0.1
1494.27	0.11923885930000001	0.1	1494.27	0.0006804824	0.1	1494.27	0.0001611753	0.1	1494.27	0.4048137	0.1	1494.27	0.0336047234	0.1	1494.27	0.0008205037	0.1	1494.27	2.94939e-12	0.1
1576.064	0.10851553320000001	0.1	1576.064	0.0006887759	0.1	1576.064	0.0001631397	0.1	1576.064	0.409752	0.1	1576.064	0.0340142887	0.1	1576.064	0.0008305037	0.1	1576.064	2.985337e-12	0.1
1650.373	0.0996866813	0.1	1650.373	0.0006956042	0.1	1650.373	0.000164757	0.1	1650.373	0.4138178	0.1	1650.373	0.0343514893	0.1	1650.373	0.0008387371	0.1	1650.373	3.014932e-12	0.1
1724.682	0.09163552550000001	0.1	1724.682	0.000701831	0.1	1724.682	0.0001662318	0.1	1724.682	0.4175255	0.1	1724.682	0.0346589893	0.1	1724.682	0.0008462452	0.1	1724.682	3.041921e-12	0.1
1806.159	0.083609695	0.1	1806.159	0.0007080383	0.1	1806.159	0.0001677021	0.1	1806.159	0.4212215	0.1	1806.159	0.0349655262	0.1	1806.159	0.0008537296	0.1	1806.159	3.068825e-12	0.1
1916.312	0.0739399594	0.1	1916.312	0.0007155169	0.1	1916.312	0.0001694734	0.1	1916.312	0.4256745	0.1	1916.312	0.035334855299999995	0.1	1916.312	0.0008627471	0.1	1916.312	3.101239e-12	0.1
2026.465	0.0654561112	0.1	2026.465	0.0007220784	0.1	2026.465	0.0001710275	0.1	2026.465	0.4295815	0.1	2026.465	0.035658881299999994	0.1	2026.465	0.0008706587	0.1	2026.465	3.129678e-12	0.1
2136.619	0.0579982761	0.1	2136.619	0.0007278463	0.1	2136.619	0.0001723937	0.1	2136.619	0.4330159	0.1	2136.619	0.0359437248	0.1	2136.619	0.0008776135	0.1	2136.619	3.154678e-12	0.1
2259.278	0.0507365792	0.1	2259.278	0.0007334626	0.1	2259.278	0.000173724	0.1	2259.278	0.43636	0.1	2259.278	0.036221072900000005	0.1	2259.278	0.0008843854	0.1	2259.278	3.17902e-12	0.1
