Batch	m_SP	5	N1a_L	N7a_L	Nphln	Flvln	Azln							
4.463343e-14	0.9866274180000001	0.1	4.463343e-14	0.00026987998	0.1	4.463343e-14	1.232065e-06	0.1	4.463343e-14	0.006485719	0.1	4.463343e-14	2.765002e-07	0.1
7.479979e-14	0.977737916	0.1	7.479979e-14	0.00045116422	0.1	7.479979e-14	2.057278e-06	0.1	7.479979e-14	0.01079712	0.1	7.479979e-14	4.610902e-07	0.1
1.049662e-13	0.9689658230000001	0.1	1.049662e-13	0.0006315320099999999	0.1	1.049662e-13	2.876495e-06	0.1	1.049662e-13	0.01505164	0.1	1.049662e-13	6.438619e-07	0.1
1.646721e-13	0.9519408380000001	0.1	1.646721e-13	0.0009857773999999999	0.1	1.646721e-13	4.480422e-06	0.1	1.646721e-13	0.02330878	0.1	1.646721e-13	1.000337e-06	0.1
2.721429e-13	0.92237966	0.1	2.721429e-13	0.0016140388	0.1	2.721429e-13	7.309981e-06	0.1	2.721429e-13	0.03764598	0.1	2.721429e-13	1.624821e-06	0.1
4.02458e-13	0.888294449	0.1	4.02458e-13	0.002359262	0.1	4.02458e-13	1.064451e-05	0.1	4.02458e-13	0.0541774	0.1	4.02458e-13	2.353627e-06	0.1
5.763857e-13	0.8455706500000001	0.1	5.763857e-13	0.0033249191	0.1	5.763857e-13	1.49365e-05	0.1	5.763857e-13	0.07489857	0.1	5.763857e-13	3.28046e-06	0.1
7.503134e-13	0.805732933	0.1	7.503134e-13	0.0042570044	0.1	7.503134e-13	1.905547e-05	0.1	7.503134e-13	0.09421999	0.1	7.503134e-13	4.158105e-06	0.1
9.242411e-13	0.7685117800000001	0.1	9.242411e-13	0.0051554329	0.1	9.242411e-13	2.301007e-05	0.1	9.242411e-13	0.1122724	0.1	9.242411e-13	4.989851e-06	0.1
1.098169e-12	0.7336701790000001	0.1	1.098169e-12	0.0060204543	0.1	1.098169e-12	2.680866e-05	0.1	1.098169e-12	0.1291707	0.1	1.098169e-12	5.778721e-06	0.1
1.272097e-12	0.7009989119999999	0.1	1.272097e-12	0.0068525695	0.1	1.272097e-12	3.045928e-05	0.1	1.272097e-12	0.1450164	0.1	1.272097e-12	6.527495e-06	0.1
1.446024e-12	0.6703123081	0.1	1.446024e-12	0.0076524667	0.1	1.446024e-12	3.396958e-05	0.1	1.446024e-12	0.1598995	0.1	1.446024e-12	7.238737e-06	0.1
1.619952e-12	0.6414455137	0.1	1.619952e-12	0.008420977	0.1	1.619952e-12	3.734688e-05	0.1	1.619952e-12	0.1739001	0.1	1.619952e-12	7.91481e-06	0.1
1.79388e-12	0.6142510641	0.1	1.79388e-12	0.00915902	0.1	1.79388e-12	4.05981e-05	0.1	1.79388e-12	0.1870895	0.1	1.79388e-12	8.557899e-06	0.1
1.982004e-12	0.5865674464999999	0.1	1.982004e-12	0.009924159	0.1	1.982004e-12	4.39804e-05	0.1	1.982004e-12	0.2005162	0.1	1.982004e-12	9.218681e-06	0.1
2.191424e-12	0.5576886518999999	0.1	2.191424e-12	0.010736948999999999	0.1	2.191424e-12	4.759075e-05	0.1	2.191424e-12	0.2145226	0.1	2.191424e-12	9.914527e-06	0.1
2.400844e-12	0.530676049	0.1	2.400844e-12	0.011510472	0.1	2.400844e-12	5.104784e-05	0.1	2.400844e-12	0.2276239	0.1	2.400844e-12	1.057139e-05	0.1
2.610264e-12	0.5053678097	0.1	2.610264e-12	0.012246574	0.1	2.610264e-12	5.43612e-05	0.1	2.610264e-12	0.2398985	0.1	2.610264e-12	1.1192e-05	0.1
2.819683e-12	0.48162013310000007	0.1	2.819683e-12	0.012947084000000001	0.1	2.819683e-12	5.753972e-05	0.1	2.819683e-12	0.2514162	0.1	2.819683e-12	1.177887e-05	0.1
3.037826e-12	0.4584047581	0.1	3.037826e-12	0.013640854	0.1	3.037826e-12	6.07162e-05	0.1	3.037826e-12	0.2626758	0.1	3.037826e-12	1.235677e-05	0.1
3.290863e-12	0.4332531638	0.1	3.290863e-12	0.014402222999999999	0.1	3.290863e-12	6.424022e-05	0.1	3.290863e-12	0.2748745	0.1	3.290863e-12	1.298748e-05	0.1
3.543899e-12	0.4098408328	0.1	3.543899e-12	0.015119799	0.1	3.543899e-12	6.760378e-05	0.1	3.543899e-12	0.2862296	0.1	3.543899e-12	1.357883e-05	0.1
