Batch	m_SP	4	T4a_L	T1a_L	N1a_L	N7a_L					
6.336455e-08	0.999999729	0.1	6.336455e-08	6.1434419e-13	0.1	6.336455e-08	4.40998414e-17	0.1	6.336455e-08	8.61213269e-09	0.1
1.138099e-07	0.9999996489999999	0.1	1.138099e-07	1.13452417e-12	0.1	1.138099e-07	7.96172134e-17	0.1	1.138099e-07	1.546833693e-08	0.1
1.738556e-07	0.999999389	0.1	1.738556e-07	1.7914193e-12	0.1	1.738556e-07	1.223675215e-16	0.1	1.738556e-07	2.36292605e-08	0.1
2.494581e-07	0.999999209	0.1	2.494581e-07	2.6797430200000003e-12	0.1	2.494581e-07	1.76927536e-16	0.1	2.494581e-07	3.39043649e-08	0.1
3.480865e-07	0.9999988679999999	0.1	3.480865e-07	3.9474014300000006e-12	0.1	3.480865e-07	2.493379139e-16	0.1	3.480865e-07	4.73084495e-08	0.1
4.845543e-07	0.9999983980000001	0.1	4.845543e-07	5.91973535e-12	0.1	4.845543e-07	3.51840387e-16	0.1	4.845543e-07	6.58539268e-08	0.1
6.771336e-07	0.9999978580000001	0.1	6.771336e-07	9.175488570000002e-12	0.1	6.771336e-07	5.0107851e-16	0.1	6.771336e-07	9.20214916e-08	0.1
9.415028e-07	0.999996898	0.1	9.415028e-07	1.4654031040000002e-11	0.1	9.415028e-07	7.147622990000001e-16	0.1	9.415028e-07	1.279352683e-07	0.1
1.310327e-06	0.999995718	0.1	1.310327e-06	2.453732114e-11	0.1	1.310327e-06	1.0300784860000002e-15	0.1	1.310327e-06	1.78015713e-07	0.1
1.885674e-06	0.999993847	0.1	1.885674e-06	4.6138597099999996e-11	0.1	1.885674e-06	1.5625242999999998e-15	0.1	1.885674e-06	2.5606268e-07	0.1
2.947922e-06	0.9999904070000001	0.1	2.947922e-06	1.1089764680000001e-10	0.1	2.947922e-06	2.6782896670000003e-15	0.1	2.947922e-06	3.99798985e-07	0.1
5.07242e-06	0.9999837349999999	0.1	5.07242e-06	3.729893544e-10	0.1	5.07242e-06	5.445135659999999e-15	0.1	5.07242e-06	6.850303140000001e-07	0.1
9.321415e-06	0.9999704719999999	0.1	9.321415e-06	1.6910992109999998e-09	0.1	9.321415e-06	1.324166781e-14	0.1	9.321415e-06	1.240218001e-06	0.1
1.582012e-05	0.999951068	0.1	1.582012e-05	6.798024049999999e-09	0.1	1.582012e-05	3.1351567350000004e-14	0.1	1.582012e-05	2.0257421200000003e-06	0.1
2.403369e-05	0.9999278229999999	0.1	2.403369e-05	2.0798541880000005e-08	0.1	2.403369e-05	6.519680630000001e-14	0.1	2.403369e-05	2.86717766e-06	0.1
3.193843e-05	0.99990713	0.1	3.193843e-05	4.436984075e-08	0.1	3.193843e-05	1.0895570440000001e-13	0.1	3.193843e-05	3.49959613e-06	0.1
3.937995e-05	0.999888897	0.1	3.937995e-05	7.70731511e-08	0.1	3.937995e-05	1.5949967119999999e-13	0.1	3.937995e-05	3.94706215e-06	0.1
4.958326e-05	0.9998657740000001	0.1	4.958326e-05	1.401770809e-07	0.1	4.958326e-05	2.4231281379999997e-13	0.1	4.958326e-05	4.37247758e-06	0.1
6.148739e-05	0.999840861	0.1	6.148739e-05	2.4219057169999997e-07	0.1	6.148739e-05	3.56908516e-13	0.1	6.148739e-05	4.67542069e-06	0.1
7.490709e-05	0.9998154490000001	0.1	7.490709e-05	3.9496355009999997e-07	0.1	7.490709e-05	5.07084184e-13	0.1	7.490709e-05	4.8667398e-06	0.1
9.406341e-05	0.999783196	0.1	9.406341e-05	6.81944386e-07	0.1	9.406341e-05	7.55585714e-13	0.1	9.406341e-05	5.00135264e-06	0.1
0.0001132197	0.999755163	0.1	0.0001132197	1.04641247e-06	0.1	0.0001132197	1.0384772290000001e-12	0.1	0.0001132197	5.06447989e-06	0.1
0.0001347147	0.9997275809999999	0.1	0.0001347147	1.540326674e-06	0.1	0.0001347147	1.389326863e-12	0.1	0.0001347147	5.1015994e-06	0.1
0.0001588881	0.999701047	0.1	0.0001588881	2.191659448e-06	0.1	0.0001588881	1.8170807659999999e-12	0.1	0.0001588881	5.1254743600000005e-06	0.1
0.0001875388	0.999674773	0.1	0.0001875388	3.077062124e-06	0.1	0.0001875388	2.358256542e-12	0.1	0.0001875388	5.1425286699999995e-06	0.1
0.0002214361	0.999649308	0.1	0.0002214361	4.256517391e-06	0.1	0.0002214361	3.033084215e-12	0.1	0.0002214361	5.15456987e-06	0.1
0.000256645	0.9996282630000001	0.1	0.000256645	5.6029578889999996e-06	0.1	0.000256645	3.762003712e-12	0.1	0.000256645	5.161859e-06	0.1
0.0002993289	0.9996081459999999	0.1	0.0002993289	7.3629341199999995e-06	0.1	0.0002993289	4.672124766e-12	0.1	0.0002993289	5.16672998e-06	0.1
0.0003420128	0.999592699	0.1	0.0003420128	9.22771727e-06	0.1	0.0003420128	5.602226927000001e-12	0.1	0.0003420128	5.169248980000001e-06	0.1
0.0003882129	0.999579741	0.1	0.0003882129	1.133162038e-05	0.1	0.0003882129	6.624128985000001e-12	0.1	0.0003882129	5.1706187e-06	0.1
0.0004396874	0.9995687320000001	0.1	0.0004396874	1.374932546e-05	0.1	0.0004396874	7.774859115000001e-12	0.1	0.0004396874	5.1713306e-06	0.1
0.000491162	0.999560134	0.1	0.000491162	1.621971235e-05	0.1	0.000491162	8.933536664e-12	0.1	0.000491162	5.17164314e-06	0.1
0.0005468527	0.999552914	0.1	0.0005468527	1.8930983869999997e-05	0.1	0.0005468527	1.0192176104e-11	0.1	0.0005468527	5.17178241e-06	0.1
0.0006088679	0.9995464430000001	0.1	0.0006088679	2.19790045e-05	0.1	0.0006088679	1.1596676178e-11	0.1	0.0006088679	5.17183611e-06	0.1
0.000670883	0.9995410819999999	0.1	0.000670883	2.504399478e-05	0.1	0.000670883	1.3002047998e-11	0.1	0.000670883	5.1718483e-06	0.1
0.0007408696	0.999535759	0.1	0.0007408696	2.8512509939999997e-05	0.1	0.0007408696	1.458753388e-11	0.1	0.0007408696	5.17184566e-06	0.1
0.0008161704	0.999530766	0.1	0.0008161704	3.224774936e-05	0.1	0.0008161704	1.629193173e-11	0.1	0.0008161704	5.1718347e-06	0.1
0.0008976917	0.999525871	0.1	0.0008976917	3.629031694e-05	0.1	0.0008976917	1.8135313140000002e-11	0.1	0.0008976917	5.17182262e-06	0.1
0.0009885439	0.9995205840000001	0.1	0.0009885439	4.079154385e-05	0.1	0.0009885439	2.018809794e-11	0.1	0.0009885439	5.17180749e-06	0.1
0.001087551	0.999515087	0.1	0.001087551	4.5692208510000006e-05	0.1	0.001087551	2.24246821e-11	0.1	0.001087551	5.17179334e-06	0.1
0.001198789	0.9995089770000001	0.1	0.001198789	5.119569414e-05	0.1	0.001198789	2.493925745e-11	0.1	0.001198789	5.17177515e-06	0.1
0.001325561	0.9995020840000001	0.1	0.001325561	5.747021033e-05	0.1	0.001325561	2.7810015690000002e-11	0.1	0.001325561	5.1717569300000004e-06	0.1
0.001468942	0.9994942880000001	0.1	0.001468942	6.4578449e-05	0.1	0.001468942	3.106649361e-11	0.1	0.001468942	5.1717356900000005e-06	0.1
0.001637343	0.9994851880000001	0.1	0.001637343	7.295215690000001e-05	0.1	0.001637343	3.490657738e-11	0.1	0.001637343	5.1717104000000004e-06	0.1
0.001842669	0.999474201	0.1	0.001842669	8.32063092e-05	0.1	0.001842669	3.961119881e-11	0.1	0.001842669	5.1716800399999996e-06	0.1
0.002088233	0.9994611980000001	0.1	0.002088233	9.55332125e-05	0.1	0.002088233	4.526568402e-11	0.1	0.002088233	5.17164462e-06	0.1
0.002380308	0.999445677	0.1	0.002380308	0.0001102682933	0.1	0.002380308	5.2020211410000004e-11	0.1	0.002380308	5.17160312e-06	0.1
0.002749784	0.999426163	0.1	0.002749784	0.00012898657810000001	0.1	0.002749784	6.05936714e-11	0.1	0.002749784	5.1715495e-06	0.1
0.003199244	0.999402576	0.1	0.003199244	0.00015182766309999998	0.1	0.003199244	7.104905073e-11	0.1	0.003199244	5.17148574e-06	0.1
0.003725278	0.999374856	0.1	0.003725278	0.00017861686080000003	0.1	0.003725278	8.330766756e-11	0.1	0.003725278	5.17140986e-06	0.1
0.004344309	0.999342352	0.1	0.004344309	0.0002101910867	0.1	0.004344309	9.775384142e-11	0.1	0.004344309	5.17132082e-06	0.1
0.005106395	0.9993024649999999	0.1	0.005106395	0.0002491117034	0.1	0.005106395	1.1556006286e-10	0.1	0.005106395	5.17121254e-06	0.1
0.00605238	0.9992531080000001	0.1	0.00605238	0.0002974786218	0.1	0.00605238	1.3768754828999998e-10	0.1	0.00605238	5.17107595e-06	0.1
0.007220569	0.999191997	0.1	0.007220569	0.0003572661121	0.1	0.007220569	1.6503989235e-10	0.1	0.007220569	5.17090899e-06	0.1
0.008873354	0.9991057010000001	0.1	0.008873354	0.00044193407080000003	0.1	0.008873354	2.0377595504999998e-10	0.1	0.008873354	5.1706702100000005e-06	0.1
0.01052614	0.999019539	0.1	0.01052614	0.0005266665986	0.1	0.01052614	2.42543797e-10	0.1	0.01052614	5.170432430000001e-06	0.1
0.01217892	0.99893342	0.1	0.01217892	0.0006114448249999999	0.1	0.01217892	2.813348664e-10	0.1	0.01217892	5.1701926400000005e-06	0.1
0.01354551	0.998862297	0.1	0.01354551	0.000681568201	0.1	0.01354551	3.13422437e-10	0.1	0.01354551	5.16999433e-06	0.1
0.01425098	0.998825628	0.1	0.01425098	0.000717775121	0.1	0.01425098	3.2999093099999996e-10	0.1	0.01425098	5.16989214e-06	0.1
0.01566192	0.9987523019999999	0.1	0.01566192	0.000790200913	0.1	0.01566192	3.631350216e-10	0.1	0.01566192	5.16968675e-06	0.1
0.01801348	0.9986299830000002	0.1	0.01801348	0.0009109384729999999	0.1	0.01801348	4.183925652e-10	0.1	0.01801348	5.16934477e-06	0.1
0.02130567	0.998458955	0.1	0.02130567	0.001080009559	0.1	0.02130567	4.957805380000001e-10	0.1	0.02130567	5.1688641900000005e-06	0.1
0.02377353	0.9983308350000001	0.1	0.02377353	0.0012067640119999999	0.1	0.02377353	5.538068475e-10	0.1	0.02377353	5.16850401e-06	0.1
0.02670657	0.998178747	0.1	0.02670657	0.0013574194009999998	0.1	0.02670657	6.22783176e-10	0.1	0.02670657	5.16807604e-06	0.1
0.03002955	0.998006443	0.1	0.03002955	0.00152810601	0.1	0.03002955	7.009419518e-10	0.1	0.03002955	5.1675894e-06	0.1
0.03491236	0.9977534599999999	0.1	0.03491236	0.001778897256	0.1	0.03491236	8.158033667999999e-10	0.1	0.03491236	5.16687612e-06	0.1
0.03833032	0.9975765549999999	0.1	0.03833032	0.001954430462	0.1	0.03833032	8.962124432000001e-10	0.1	0.03833032	5.16637532e-06	0.1
0.03979516	0.9975006589999998	0.1	0.03979516	0.002029652048	0.1	0.03979516	9.306742848e-10	0.1	0.03979516	5.16616184e-06	0.1
0.0426691	0.9973519660000001	0.1	0.0426691	0.002177218737	0.1	0.0426691	9.982868955e-10	0.1	0.0426691	5.16574197e-06	0.1
0.04727317	0.997113848	0.1	0.04727317	0.002413579568	0.1	0.04727317	1.1066025713e-09	0.1	0.04727317	5.16506817e-06	0.1
0.05253306	0.996841955	0.1	0.05253306	0.002683535952	0.1	0.05253306	1.2303421786e-09	0.1	0.05253306	5.16430027e-06	0.1
0.05969774	0.996472014	0.1	0.05969774	0.0030511148239999995	0.1	0.05969774	1.398878737e-09	0.1	0.05969774	5.16325414e-06	0.1
0.06458359	0.996219808	0.1	0.06458359	0.00330167992	0.1	0.06458359	1.5137959931e-09	0.1	0.06458359	5.16254088e-06	0.1
0.07037086	0.9959214700000001	0.1	0.07037086	0.0035983635080000004	0.1	0.07037086	1.6498997952000002e-09	0.1	0.07037086	5.1616971e-06	0.1
0.07518096	0.9956735550000001	0.1	0.07518096	0.003844857443	0.1	0.07518096	1.7630071606e-09	0.1	0.07518096	5.16099598e-06	0.1
0.07818727	0.995518625	0.1	0.07818727	0.003998871697	0.1	0.07818727	1.8336914106000002e-09	0.1	0.07818727	5.160558900000001e-06	0.1
0.08219241	0.99531241	0.1	0.08219241	0.004204002768000001	0.1	0.08219241	1.927850606e-09	0.1	0.08219241	5.15997614e-06	0.1
0.0877305	0.9950274	0.1	0.0877305	0.004487539504000001	0.1	0.0877305	2.0580295222000003e-09	0.1	0.0877305	5.1591688e-06	0.1
0.09766527	0.994516469	0.1	0.09766527	0.00499586681	0.1	0.09766527	2.291500619e-09	0.1	0.09766527	5.15772505e-06	0.1
0.111574	0.9938022489999999	0.1	0.111574	0.005706834131	0.1	0.111574	2.618224915e-09	0.1	0.111574	5.15570363e-06	0.1
0.1215087	0.993292582	0.1	0.1215087	0.006214162319999999	0.1	0.1215087	2.851498125e-09	0.1	0.1215087	5.15426192e-06	0.1
0.1346768	0.992618085	0.1	0.1346768	0.00688594224	0.1	0.1346768	3.160553709e-09	0.1	0.1346768	5.15235279e-06	0.1
0.1462116	0.992027809	0.1	0.1462116	0.007473770879999999	0.1	0.1462116	3.4311461059999997e-09	0.1	0.1462116	5.15068243e-06	0.1
0.1580469	0.9914230610000001	0.1	0.1580469	0.008076301939999999	0.1	0.1580469	3.708655822e-09	0.1	0.1580469	5.1489695799999995e-06	0.1
0.1727176	0.990674274	0.1	0.1727176	0.00882230691	0.1	0.1727176	4.0524616719999996e-09	0.1	0.1727176	5.146849e-06	0.1
0.1829871	0.990150957	0.1	0.1829871	0.009343932020000001	0.1	0.1829871	4.292999252e-09	0.1	0.1829871	5.14536581e-06	0.1
0.1914577	0.989719551	0.1	0.1914577	0.00977382503	0.1	0.1914577	4.491322907e-09	0.1	0.1914577	5.14414364e-06	0.1
0.2057006	0.988995003	0.1	0.2057006	0.01049593014	0.1	0.2057006	4.8246305749999995e-09	0.1	0.2057006	5.14208883e-06	0.1
0.2341864	0.9875491860000001	0.1	0.2341864	0.01193735164	0.1	0.2341864	5.49062604e-09	0.1	0.2341864	5.13798831e-06	0.1
0.2545333	0.9865188890000002	0.1	0.2545333	0.012964651889999998	0.1	0.2545333	5.965823533e-09	0.1	0.2545333	5.13506442e-06	0.1
0.2783813	0.985313896	0.1	0.2783813	0.014166286410000001	0.1	0.2783813	6.522235271000001e-09	0.1	0.2783813	5.13164376e-06	0.1
0.3069804	0.9838725810000001	0.1	0.3069804	0.01560384826	0.1	0.3069804	7.188708043e-09	0.1	0.3069804	5.1275473e-06	0.1
0.3335779	0.9825357039999999	0.1	0.3335779	0.01693739236	0.1	0.3335779	7.807753417e-09	0.1	0.3335779	5.12374724e-06	0.1
0.3759218	0.980414478	0.1	0.3759218	0.019053670800000002	0.1	0.3759218	8.791732259000001e-09	0.1	0.3759218	5.117710279999999e-06	0.1
0.4368525	0.977377099	0.1	0.4368525	0.022084315269999998	0.1	0.4368525	1.0204238726e-08	0.1	0.4368525	5.10905597e-06	0.1
0.470015	0.975731545	0.1	0.470015	0.02372656557	0.1	0.470015	1.0971325509e-08	0.1	0.470015	5.10436055e-06	0.1
0.5023292	0.974132944	0.1	0.5023292	0.02532192571	0.1	0.5023292	1.1717642228e-08	0.1	0.5023292	5.09979665e-06	0.1
0.5546871	0.9715535259999999	0.1	0.5546871	0.02789664552	0.1	0.5546871	1.2924469928e-08	0.1	0.5546871	5.09242219e-06	0.1
0.6285942	0.9679341939999999	0.1	0.6285942	0.03150960604	0.1	0.6285942	1.4622890178e-08	0.1	0.6285942	5.08206008e-06	0.1
0.714786	0.963745605	0.1	0.714786	0.035691579679999995	0.1	0.714786	1.6596059338e-08	0.1	0.714786	5.07004178e-06	0.1
0.8193676	0.9587090779999999	0.1	0.8193676	0.04072053381	0.1	0.8193676	1.8979286457999998e-08	0.1	0.8193676	5.05555488e-06	0.1
0.9377122	0.9530699980000001	0.1	0.9377122	0.04635193844	0.1	0.9377122	2.1661649132999998e-08	0.1	0.9377122	5.0392873400000004e-06	0.1
1.022966	0.9490468989999999	0.1	1.022966	0.050369993860000004	0.1	1.022966	2.358444731e-08	0.1	1.022966	5.02765147e-06	0.1
1.076025	0.946559363	0.1	1.076025	0.05285445892	0.1	1.076025	2.477710182e-08	0.1	1.076025	5.02044393e-06	0.1
1.157196	0.9427781810000001	0.1	1.157196	0.056631240789999995	0.1	1.157196	2.6595651500000002e-08	0.1	1.157196	5.00946772e-06	0.1
1.248342	0.938566848	0.1	1.248342	0.060837840899999995	0.1	1.248342	2.862905495e-08	0.1	1.248342	4.99721773e-06	0.1
1.339488	0.934391788	0.1	1.339488	0.06500842009999999	0.1	1.339488	3.065334041e-08	0.1	1.339488	4.98504363e-06	0.1
1.451431	0.9293133310000001	0.1	1.451431	0.070081765	0.1	1.451431	3.312703802e-08	0.1	1.451431	4.97019655e-06	0.1
1.563374	0.924288417	0.1	1.563374	0.0751017872	0.1	1.563374	3.5587003629999995e-08	0.1	1.563374	4.9554638e-06	0.1
1.675317	0.919316653	0.1	1.675317	0.08006901540000001	0.1	1.675317	3.803324625e-08	0.1	1.675317	4.94084537e-06	0.1
1.798259	0.913916923	0.1	1.798259	0.0854640885	0.1	1.798259	4.070402787e-08	0.1	1.798259	4.9249208e-06	0.1
1.915114	0.908842438	0.1	1.915114	0.09053429609999998	0.1	1.915114	4.322728111e-08	0.1	1.915114	4.90991183e-06	0.1
2.019298	0.904365389	0.1	2.019298	0.0950077989	0.1	2.019298	4.546438445e-08	0.1	2.019298	4.896631910000001e-06	0.1
2.194737	0.896925524	0.1	2.194737	0.102441991	0.1	2.194737	4.920478289e-08	0.1	2.194737	4.87448524e-06	0.1
2.440592	0.886705401	0.1	2.440592	0.1126548459	0.1	2.440592	5.4390242e-08	0.1	2.440592	4.84390682e-06	0.1
2.727042	0.875094106	0.1	2.727042	0.1242584232	0.1	2.727042	6.034937276999999e-08	0.1	2.727042	4.80893751e-06	0.1
3.02798	0.8632301230000001	0.1	3.02798	0.1361151513	0.1	3.02798	6.651466951e-08	0.1	3.02798	4.77295143e-06	0.1
3.278763	0.8535984219999999	0.1	3.278763	0.1457412547	0.1	3.278763	7.157820141e-08	0.1	3.278763	4.74354359e-06	0.1
3.581204	0.8422830179999999	0.1	3.581204	0.1570506322	0.1	3.581204	7.759547355e-08	0.1	3.581204	4.7087685399999995e-06	0.1
3.966717	0.8283215859999999	0.1	3.966717	0.1710052537	0.1	3.966717	8.512476159e-08	0.1	3.966717	4.6655192600000005e-06	0.1
4.399001	0.8132602310000001	0.1	4.399001	0.18605952109999999	0.1	4.399001	9.338124900000001e-08	0.1	4.399001	4.61842644e-06	0.1
4.831285	0.798802991	0.1	4.831285	0.2005106657	0.1	4.831285	1.014424772e-07	0.1	4.831285	4.57278343e-06	0.1
5.26357	0.784925407	0.1	5.26357	0.21438281109999996	0.1	5.26357	1.0931027096999999e-07	0.1	5.26357	4.5285548099999995e-06	0.1
5.73829	0.770325443	0.1	5.73829	0.22897724160000002	0.1	5.73829	1.1772979554e-07	0.1	5.73829	4.48157329e-06	0.1
6.382751	0.7515265090000001	0.1	6.382751	0.2477699768	0.1	6.382751	1.2879496476e-07	0.1	6.382751	4.42037498e-06	0.1
7.027213	0.733839795	0.1	7.027213	0.2654511516	0.1	7.027213	1.3944633337e-07	0.1	7.027213	4.36204996e-06	0.1
7.671675	0.717199603	0.1	7.671675	0.2820865213	0.1	7.671675	1.496911846e-07	0.1	7.671675	4.30648597e-06	0.1
8.316137	0.7015437490000002	0.1	8.316137	0.2977379483	0.1	8.316137	1.5953751185e-07	0.1	8.316137	4.2535787500000004e-06	0.1
8.960598	0.686814366	0.1	8.960598	0.31246368580000006	0.1	8.960598	1.6899324868000002e-07	0.1	8.960598	4.20322211e-06	0.1
9.60506	0.672956409	0.1	9.60506	0.3263183522	0.1	9.60506	1.7806710881e-07	0.1	9.60506	4.15531687e-06	0.1
10.24952	0.6599183399999999	0.1	10.24952	0.3393535812	0.1	10.24952	1.8676779610000002e-07	0.1	10.24952	4.10976187e-06	0.1
10.89398	0.647651443	0.1	10.89398	0.3516178251	0.1	10.89398	1.9510447451000002e-07	0.1	10.89398	4.06646e-06	0.1
11.53845	0.6361104379999999	0.1	11.53845	0.3631564987	0.1	11.53845	2.0308653815000002e-07	0.1	11.53845	4.02531815e-06	0.1
12.18291	0.6252521120000001	0.1	12.18291	0.3740127387	0.1	12.18291	2.1072358121e-07	0.1	12.18291	3.98624427e-06	0.1
12.82737	0.615036221	0.1	12.82737	0.3842268628	0.1	12.82737	2.1802525794e-07	0.1	12.82737	3.94914933e-06	0.1
