Batch	m_SP	13	R	W1	W2	W3	W4	W5	W6	P1	P2	P3	P4	P5	P6																							
5.406273e-10	9.7740962806305e-06	0.1	5.406273e-10	3.213627e-117	0.1	5.406273e-10	1.128924e-13	0.1	5.406273e-10	1.747836e-10	0.1	5.406273e-10	3.213627e-117	0.1	5.406273e-10	9.82479e-08	0.1	5.406273e-10	7.545058e-12	0.1	5.406273e-10	4.092759e-08	0.1	5.406273e-10	6.785077e-08	0.1	5.406273e-10	1.514429e-08	0.1	5.406273e-10	1.134465e-11	0.1	5.406273e-10	3.441391e-09	0.1	5.406273e-10	6.242271e-15	0.1
1.297342e-09	9.4665764932578e-06	0.1	1.297342e-09	1.650021e-116	0.1	1.297342e-09	2.666017e-13	0.1	1.297342e-09	4.128197e-10	0.1	1.297342e-09	1.650021e-116	0.1	1.297342e-09	2.320508e-07	0.1	1.297342e-09	1.782078e-11	0.1	1.297342e-09	9.66665e-08	0.1	1.297342e-09	1.602561e-07	0.1	1.297342e-09	3.576916e-08	0.1	1.297342e-09	2.679482e-11	0.1	1.297342e-09	8.128189e-09	0.1	1.297342e-09	1.474356e-14	0.1
3.158904e-09	8.7506103674672e-06	0.1	3.158904e-09	9.092941e-116	0.1	3.158904e-09	6.24283e-13	0.1	3.158904e-09	9.670143e-10	0.1	3.158904e-09	9.092941e-116	0.1	3.158904e-09	5.435697e-07	0.1	3.158904e-09	4.174553e-11	0.1	3.158904e-09	2.264376e-07	0.1	3.158904e-09	3.753937e-07	0.1	3.158904e-09	8.378786e-08	0.1	3.158904e-09	6.276582e-11	0.1	3.158904e-09	1.903997e-08	0.1	3.158904e-09	3.453621e-14	0.1
6.137403e-09	7.7159798084429e-06	0.1	6.137403e-09	3.241939e-115	0.1	6.137403e-09	1.140632e-12	0.1	6.137403e-09	1.767874e-09	0.1	6.137403e-09	3.241939e-115	0.1	6.137403e-09	9.937411e-07	0.1	6.137403e-09	7.632142e-11	0.1	6.137403e-09	4.139684e-07	0.1	6.137403e-09	6.86286e-07	0.1	6.137403e-09	1.53179e-07	0.1	6.137403e-09	1.14747e-10	0.1	6.137403e-09	3.480842e-08	0.1	6.137403e-09	6.313829e-14	0.1
7.998965e-09	7.1324142630348e-06	0.1	7.998965e-09	5.349191e-115	0.1	7.998965e-09	1.431536e-12	0.1	7.998965e-09	2.219585e-09	0.1	7.998965e-09	5.349191e-115	0.1	7.998965e-09	1.247652e-06	0.1	7.998965e-09	9.582502e-11	0.1	7.998965e-09	5.197423e-07	0.1	7.998965e-09	8.616395e-07	0.1	7.998965e-09	1.923179e-07	0.1	7.998965e-09	1.440661e-10	0.1	7.998965e-09	4.370235e-08	0.1	7.998965e-09	7.927081e-14	0.1
1.059428e-08	6.391750298076e-06	0.1	1.059428e-08	9.03768e-115	0.1	1.059428e-08	1.800325e-12	0.1	1.059428e-08	2.7929e-09	0.1	1.059428e-08	9.03768e-115	0.1	1.059428e-08	1.569918e-06	0.1	1.059428e-08	1.205813e-10	0.1	1.059428e-08	6.539914e-07	0.1	1.059428e-08	1.084199e-06	0.1	1.059428e-08	2.419931e-07	0.1	1.059428e-08	1.812782e-10	0.1	1.059428e-08	5.499057e-08	0.1	1.059428e-08	9.974628e-14	0.1
1.444785e-08	5.431470562608599e-06	0.1	1.444785e-08	1.595022e-114	0.1	1.444785e-08	2.277567e-12	0.1	1.444785e-08	3.536211e-09	0.1	1.444785e-08	1.595022e-114	0.1	1.444785e-08	1.987739e-06	0.1	1.444785e-08	1.526826e-10	0.1	1.444785e-08	8.280478e-07	0.1	1.444785e-08	1.37275e-06	0.1	1.444785e-08	3.063975e-07	0.1	1.444785e-08	2.29524e-10	0.1	1.444785e-08	6.962586e-08	0.1	1.444785e-08	1.262929e-13	0.1
1.901797e-08	4.4778403395231e-06	0.1	1.901797e-08	2.605467e-114	0.1	1.901797e-08	2.750143e-12	0.1	1.901797e-08	4.274379e-09	0.1	1.901797e-08	2.605467e-114	0.1	1.901797e-08	2.402667e-06	0.1	1.901797e-08	1.845687e-10	0.1	1.901797e-08	1.000901e-06	0.1	1.901797e-08	1.659303e-06	0.1	1.901797e-08	3.703559e-07	0.1	1.901797e-08	2.77436e-10	0.1	1.901797e-08	8.415982e-08	0.1	1.901797e-08	1.526558e-13	0.1
2.442501e-08	3.5634025370664e-06	0.1	2.442501e-08	4.021075e-114	0.1	2.442501e-08	3.201423e-12	0.1	2.442501e-08	4.982213e-09	0.1	2.442501e-08	4.021075e-114	0.1	2.442501e-08	2.800542e-06	0.1	2.442501e-08	2.151543e-10	0.1	2.442501e-08	1.166652e-06	0.1	2.442501e-08	1.934078e-06	0.1	2.442501e-08	4.316854e-07	0.1	2.442501e-08	3.233789e-10	0.1	2.442501e-08	9.809643e-08	0.1	2.442501e-08	1.779352e-13	0.1
3.108741e-08	2.6892360812366e-06	0.1	3.108741e-08	6.025362e-114	0.1	3.108741e-08	3.630104e-12	0.1	3.108741e-08	5.658878e-09	0.1	3.108741e-08	6.025362e-114	0.1	3.108741e-08	3.180894e-06	0.1	3.108741e-08	2.444075e-10	0.1	3.108741e-08	1.325107e-06	0.1	3.108741e-08	2.19675e-06	0.1	3.108741e-08	4.903136e-07	0.1	3.108741e-08	3.672988e-10	0.1	3.108741e-08	1.114192e-07	0.1	3.108741e-08	2.021012e-13	0.1
