Batch	m_SP	5	W2	W1	Pr1	Pr2	Pr3							
2.445856e-07	0.9871269	0.1	2.445856e-07	0.003685211	0.1	2.445856e-07	0.004582269	0.1	2.445856e-07	9.043417e-06	0.1	2.445856e-07	2.642299e-06	0.1
5.099686e-07	0.9734116	0.1	5.099686e-07	0.007611507	0.1	5.099686e-07	0.009464306	0.1	5.099686e-07	1.867878e-05	0.1	5.099686e-07	5.454784e-06	0.1
9.41938e-07	0.9516318	0.1	9.41938e-07	0.01384646	0.1	9.41938e-07	0.01721696	0.1	9.41938e-07	3.398083e-05	0.1	9.41938e-07	9.907926e-06	0.1
1.585311e-06	0.9203914	0.1	1.585311e-06	0.02278979	0.1	1.585311e-06	0.02833722	0.1	1.585311e-06	5.593362e-05	0.1	1.585311e-06	1.624364e-05	0.1
2.61152e-06	0.8733375	0.1	2.61152e-06	0.03626034	0.1	2.61152e-06	0.04508648	0.1	2.61152e-06	8.901234e-05	0.1	2.61152e-06	2.558344e-05	0.1
3.637729e-06	0.8294223	0.1	3.637729e-06	0.04883273	0.1	3.637729e-06	0.06071864	0.1	3.637729e-06	0.0001199071	0.1	3.637729e-06	3.395125e-05	0.1
4.663938e-06	0.7883663	0.1	4.663938e-06	0.06058704	0.1	4.663938e-06	0.07533319	0.1	4.663938e-06	0.0001488178	0.1	4.663938e-06	4.133755e-05	0.1
6.131512e-06	0.7341348	0.1	6.131512e-06	0.07611443	0.1	6.131512e-06	0.0946381	0.1	6.131512e-06	0.0001870598	0.1	6.131512e-06	5.02326e-05	0.1
7.89333e-06	0.6752119	0.1	7.89333e-06	0.0929866	0.1	7.89333e-06	0.1156136	0.1	7.89333e-06	0.0002286968	0.1	7.89333e-06	5.848734e-05	0.1
1.052282e-05	0.597989	0.1	1.052282e-05	0.1151019	0.1	1.052282e-05	0.1431046	0.1	1.052282e-05	0.0002834329	0.1	1.052282e-05	6.658713e-05	0.1
1.315232e-05	0.5314937	0.1	1.315232e-05	0.134148	0.1	1.315232e-05	0.1667777	0.1	1.315232e-05	0.0003307389	0.1	1.315232e-05	7.077106e-05	0.1
