Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
0.834641	0.9895552	0.1	0.834641	8.59470161e-07	0.1	0.834641	1.063988e-09	0.1	0.834641	0.004784638	0.1	0.834641	1.6178248249999998e-08	0.1	0.834641	2.582193e-10	0.1	0.834641	5.332514e-09	0.1
0.9510045	0.9880331	0.1	0.9510045	9.79623011e-07	0.1	0.9510045	1.204706e-09	0.1	0.9510045	0.005527625	0.1	0.9510045	1.616522076e-08	0.1	0.9510045	2.583666e-10	0.1	0.9510045	5.673996e-09	0.1
1.067368	0.9865061	0.1	1.067368	1.099492849e-06	0.1	1.067368	1.342304e-09	0.1	1.067368	0.006277209	0.1	1.067368	1.6149102830000002e-08	0.1	1.067368	2.583285e-10	0.1	1.067368	5.94015e-09	0.1
1.183732	0.9849763	0.1	1.183732	1.2190764589999997e-06	0.1	1.183732	1.476531e-09	0.1	1.183732	0.007031505	0.1	1.183732	1.6131990019999998e-08	0.1	1.183732	2.581973e-10	0.1	1.183732	6.144733e-09	0.1
1.314264	0.9832586	0.1	1.314264	1.3528792029999998e-06	0.1	1.314264	1.622817e-09	0.1	1.314264	0.007881458	0.1	1.314264	1.611241588e-08	0.1	1.314264	2.579932e-10	0.1	1.314264	6.316187e-09	0.1
1.454243	0.9814164	0.1	1.454243	1.495962006e-06	0.1	1.454243	1.774359e-09	0.1	1.454243	0.008795686	0.1	1.454243	1.609125317e-08	0.1	1.454243	2.577403e-10	0.1	1.454243	6.447854e-09	0.1
1.594222	0.9795753	0.1	1.594222	1.638628585e-06	0.1	1.594222	1.920119e-09	0.1	1.594222	0.009711369	0.1	1.594222	1.6070042089999998e-08	0.1	1.594222	2.574702e-10	0.1	1.594222	6.539524e-09	0.1
1.734201	0.9777365	0.1	1.734201	1.7808798460000001e-06	0.1	1.734201	2.059883e-09	0.1	1.734201	0.01062745	0.1	1.734201	1.604881242e-08	0.1	1.734201	2.571918e-10	0.1	1.734201	6.602165e-09	0.1
1.90254	0.9755291	0.1	1.90254	1.95140279e-06	0.1	1.90254	2.219813e-09	0.1	1.90254	0.01172856	0.1	1.90254	1.6023292949999997e-08	0.1	1.90254	2.568521e-10	0.1	1.90254	6.650412e-09	0.1
2.07088	0.973327	0.1	2.07088	2.12132924e-06	0.1	2.07088	2.370691e-09	0.1	2.07088	0.01282815	0.1	2.07088	1.599781704e-08	0.1	2.07088	2.565106e-10	0.1	2.07088	6.678434e-09	0.1
2.239219	0.9711309	0.1	2.239219	2.2906612299999997e-06	0.1	2.239219	2.512465e-09	0.1	2.239219	0.01392555	0.1	2.239219	1.5972380140000002e-08	0.1	2.239219	2.561685e-10	0.1	2.239219	6.693045e-09	0.1
