Batch	m_SP	5	N7a_L	N1a_L	Nphln	Flvln	Azln							
5.029412e-05	0.9869588096999	0.1	5.029412e-05	2.9059774799999995e-07	0.1	5.029412e-05	0.0006576614	0.1	5.029412e-05	1.611919e-08	0.1	5.029412e-05	0.005862784	0.1
9.455482e-05	0.9756915119908	0.1	9.455482e-05	5.4166743e-07	0.1	9.455482e-05	0.001225873	0.1	9.455482e-05	3.004578e-08	0.1	9.455482e-05	0.01092809	0.1
0.0001704303	0.9568180021282	0.1	0.0001704303	9.62224287e-07	0.1	0.0001704303	0.002177662	0.1	0.0001704303	5.337367e-08	0.1	0.0001704303	0.01941278	0.1
0.0002968895	0.9265481135369	0.1	0.0002968895	1.6367286e-06	0.1	0.0002968895	0.003704177	0.1	0.0002968895	9.078779e-08	0.1	0.0002968895	0.03302085	0.1
0.0005498078	0.8701082179762	0.1	0.0005498078	2.89437926e-06	0.1	0.0005498078	0.006550447	0.1	0.0005498078	1.605485e-07	0.1	0.0005498078	0.05839383	0.1
0.0009293709	0.7944118834946999	0.1	0.0009293709	4.58112139e-06	0.1	0.0009293709	0.01036782	0.1	0.0009293709	2.541105e-07	0.1	0.0009293709	0.09242371	0.1
0.001450246	0.7051120669499	0.1	0.001450246	6.570988050000001e-06	0.1	0.001450246	0.01487122	0.1	0.001450246	3.644865e-07	0.1	0.001450246	0.1325691	0.1
0.002198649	0.59981802497915	0.1	0.002198649	8.917255620000001e-06	0.1	0.002198649	0.02018121	0.1	0.002198649	4.946318e-07	0.1	0.002198649	0.1799048	0.1
0.002947053	0.5149964031135801	0.1	0.002947053	1.080733811e-05	0.1	0.002947053	0.02445877	0.1	0.002947053	5.994728e-07	0.1	0.002947053	0.218037	0.1
0.003695456	0.44550966557398003	0.1	0.003695456	1.2355709569999999e-05	0.1	0.003695456	0.02796299	0.1	0.003695456	6.853596e-07	0.1	0.003695456	0.2492753	0.1
