# T[K]         Pr1         Pr2         Pr3         W1         sum_k_Pr_i
3.00e+02	7.49e-38	1.56e-36	2.11e-53	1.64e-36	1.64e-36
4.00e+02	6.73e-26	2.55e-25	4.25e-36	3.22e-25	3.22e-25
5.00e+02	1.66e-18	3.18e-18	9.67e-26	4.84e-18	4.84e-18
6.00e+02	1.84e-13	3.19e-13	6.94e-19	5.03e-13	5.03e-13
7.00e+02	8.84e-10	1.41e-09	4.81e-14	2.29e-09	2.29e-09
8.00e+02	5.50e-07	8.06e-07	1.81e-10	1.36e-06	1.36e-06
9.00e+02	8.39e-05	1.14e-04	9.69e-08	1.98e-04	1.98e-04
1.00e+03	4.62e-03	5.83e-03	1.32e-05	1.05e-02	1.05e-02
1.10e+03	1.18e-01	1.41e-01	6.70e-04	2.59e-01	2.59e-01
1.20e+03	1.68e+00	1.91e+00	1.61e-02	3.60e+00	3.60e+00
1.30e+03	1.50e+01	1.64e+01	2.19e-01	3.16e+01	3.16e+01
1.40e+03	9.24e+01	9.79e+01	1.91e+00	1.92e+02	1.92e+02
1.50e+03	4.23e+02	4.37e+02	1.16e+01	8.72e+02	8.72e+02
1.60e+03	1.52e+03	1.52e+03	5.34e+01	3.10e+03	3.09e+03
1.70e+03	4.43e+03	4.39e+03	1.93e+02	9.03e+03	9.02e+03
1.80e+03	1.10e+04	1.07e+04	5.76e+02	2.24e+04	2.23e+04
1.90e+03	2.37e+04	2.27e+04	1.47e+03	4.80e+04	4.79e+04
2.00e+03	4.57e+04	4.31e+04	3.28e+03	9.21e+04	9.21e+04
2.10e+03	8.02e+04	7.46e+04	6.57e+03	1.61e+05	1.61e+05
2.20e+03	1.30e+05	1.20e+05	1.21e+04	2.62e+05	2.62e+05
2.30e+03	1.98e+05	1.80e+05	2.06e+04	3.99e+05	3.99e+05
2.40e+03	2.87e+05	2.59e+05	3.31e+04	5.79e+05	5.79e+05
2.50e+03	3.97e+05	3.55e+05	5.05e+04	8.03e+05	8.03e+05
