Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
10326280000.0	9.869020308810001e-06	0.1	10326280000.0	3.280835e-13	0.1	10326280000.0	7.360284e-08	0.1	10326280000.0	5.538468e-08	0.1	10326280000.0	1.42107846238e-09	0.1	10326280000.0	3.482599e-13	0.1	10326280000.0	6.948793e-17	0.1
21261240000.0	9.73278667116e-06	0.1	21261240000.0	6.708429e-13	0.1	21261240000.0	1.50498116e-07	0.1	21261240000.0	1.132468e-07	0.1	21261240000.0	2.9057244504e-09	0.1	21261240000.0	7.120982e-13	0.1	21261240000.0	1.420842e-16	0.1
43131160000.0	9.4659353397e-06	0.1	43131160000.0	1.342233e-12	0.1	43131160000.0	3.0111885e-07	0.1	43131160000.0	2.265859e-07	0.1	43131160000.0	5.8138169950000005e-09	0.1	43131160000.0	1.424777e-12	0.1	43131160000.0	2.842842e-16	0.1
82011020000.0	9.0094699044e-06	0.1	82011020000.0	2.490686e-12	0.1	82011020000.0	5.5876495e-07	0.1	82011020000.0	4.204595e-07	0.1	82011020000.0	1.0788288641000001e-08	0.1	82011020000.0	2.643857e-12	0.1	82011020000.0	5.27526e-16	0.1
147194300000.0	8.29303806879e-06	0.1	147194300000.0	4.293205e-12	0.1	147194300000.0	9.6314521e-07	0.1	147194300000.0	7.247476e-07	0.1	147194300000.0	1.8595808850100002e-08	0.1	147194300000.0	4.557227e-12	0.1	147194300000.0	9.092986e-16	0.1
248013900000.0	7.29549004437e-06	0.1	248013900000.0	6.803006e-12	0.1	248013900000.0	1.52619867e-06	0.1	248013900000.0	1.148434e-06	0.1	248013900000.0	2.9466900781000002e-08	0.1	248013900000.0	7.221375e-12	0.1	248013900000.0	1.440873e-15	0.1
391878300000.0	6.07619423745e-06	0.1	391878300000.0	9.870717e-12	0.1	391878300000.0	2.2144146300000003e-06	0.1	391878300000.0	1.666303e-06	0.1	391878300000.0	4.2754538727e-08	0.1	391878300000.0	1.047774e-11	0.1	391878300000.0	2.090613e-15	0.1
535742700000.0	5.060678886627e-06	0.1	535742700000.0	1.242572e-11	0.1	535742700000.0	2.78760859e-06	0.1	535742700000.0	2.09762e-06	0.1	535742700000.0	5.3821428437e-08	0.1	535742700000.0	1.318988e-11	0.1	535742700000.0	2.631762e-15	0.1
753552300000.0	3.8367472484614e-06	0.1	753552300000.0	1.55051e-11	0.1	753552300000.0	3.4784414e-06	0.1	753552300000.0	2.617458e-06	0.1	753552300000.0	6.715958839e-08	0.1	753552300000.0	1.645862e-11	0.1	753552300000.0	3.283972e-15	0.1
971362000000.0	2.9088256205645e-06	0.1	971362000000.0	1.783972e-11	0.1	971362000000.0	4.0021952e-06	0.1	971362000000.0	3.011572e-06	0.1	971362000000.0	7.7271900173e-08	0.1	971362000000.0	1.893682e-11	0.1	971362000000.0	3.778444e-15	0.1
1189172000000.0	2.2053227260155002e-06	0.1	1189172000000.0	1.960971e-11	0.1	1189172000000.0	4.3992785e-06	0.1	1189172000000.0	3.310369e-06	0.1	1189172000000.0	8.493854478399999e-08	0.1	1189172000000.0	2.081567e-11	0.1	1189172000000.0	4.153328e-15	0.1
1406981000000.0	1.6719621130121e-06	0.1	1406981000000.0	2.095163e-11	0.1	1406981000000.0	4.700325899999999e-06	0.1	1406981000000.0	3.536902e-06	0.1	1406981000000.0	9.0750995725e-08	0.1	1406981000000.0	2.224011e-11	0.1	1406981000000.0	4.437545e-15	0.1
1624791000000.0	1.2675961971491e-06	0.1	1624791000000.0	2.1969e-11	0.1	1624791000000.0	4.9285657e-06	0.1	1624791000000.0	3.708648e-06	0.1	1624791000000.0	9.515770081199999e-08	0.1	1624791000000.0	2.332005e-11	0.1	1624791000000.0	4.653024e-15	0.1
1842601000000.0	9.6102649353438e-07	0.1	1842601000000.0	2.274032e-11	0.1	1842601000000.0	5.101605000000001e-06	0.1	1842601000000.0	3.838856e-06	0.1	1842601000000.0	9.8498633555e-08	0.1	1842601000000.0	2.41388e-11	0.1	1842601000000.0	4.816389e-15	0.1
2060410000000.0	7.2860104105516e-07	0.1	2060410000000.0	2.33251e-11	0.1	2060410000000.0	5.2327949e-06	0.1	2060410000000.0	3.937574e-06	0.1	2060410000000.0	1.01031514193e-07	0.1	2060410000000.0	2.475954e-11	0.1	2060410000000.0	4.940245e-15	0.1
2278220000000.0	5.5238802082464e-07	0.1	2278220000000.0	2.376845e-11	0.1	2278220000000.0	5.332256399999999e-06	0.1	2278220000000.0	4.012416e-06	0.1	2278220000000.0	1.02951890492e-07	0.1	2278220000000.0	2.523015e-11	0.1	2278220000000.0	5.034145e-15	0.1
2513990000000.0	4.0933936563065e-07	0.1	2513990000000.0	2.412835e-11	0.1	2513990000000.0	5.4129987000000005e-06	0.1	2513990000000.0	4.073173e-06	0.1	2513990000000.0	1.0451085243099999e-07	0.1	2513990000000.0	2.561219e-11	0.1	2513990000000.0	5.110373e-15	0.1
2776699000000.0	2.9312313942639e-07	0.1	2776699000000.0	2.442075e-11	0.1	2776699000000.0	5.4785942e-06	0.1	2776699000000.0	4.122533e-06	0.1	2776699000000.0	1.05777302752e-07	0.1	2776699000000.0	2.592257e-11	0.1	2776699000000.0	5.172303e-15	0.1
3039409000000.0	2.0990207996758e-07	0.1	3039409000000.0	2.463013e-11	0.1	3039409000000.0	5.5255674999999995e-06	0.1	3039409000000.0	4.15788e-06	0.1	3039409000000.0	1.06684238786e-07	0.1	3039409000000.0	2.614483e-11	0.1	3039409000000.0	5.216649e-15	0.1
