Batch	m_SP	5	N7a_L	N1a_L	Nphln	Flvln	Azln							
1.703826e-09	0.988569849713	0.1	1.703826e-09	3.7051781200000004e-06	0.1	1.703826e-09	0.0007418575	0.1	1.703826e-09	1.576175e-05	0.1	1.703826e-09	0.004952783	0.1
2.016936e-09	0.986490139409	0.1	2.016936e-09	4.379167969999999e-06	0.1	2.016936e-09	0.0008775571	0.1	2.016936e-09	1.86289e-05	0.1	2.016936e-09	0.005853722	0.1
2.39477e-09	0.983989272593	0.1	2.39477e-09	5.1896598499999995e-06	0.1	2.39477e-09	0.001040745	0.1	2.39477e-09	2.207672e-05	0.1	2.39477e-09	0.006937124	0.1
2.841858e-09	0.981042181127	0.1	2.841858e-09	6.14474291e-06	0.1	2.841858e-09	0.001233049	0.1	2.841858e-09	2.613963e-05	0.1	2.841858e-09	0.008213807	0.1
3.368555e-09	0.977587294649	0.1	3.368555e-09	7.2644127899999995e-06	0.1	3.368555e-09	0.001458492	0.1	3.368555e-09	3.090269e-05	0.1	3.368555e-09	0.009710496	0.1
4.128546e-09	0.972634094288	0.1	4.128546e-09	8.869674700000001e-06	0.1	4.128546e-09	0.001781708	0.1	4.128546e-09	3.773145e-05	0.1	4.128546e-09	0.01185629	0.1
5.278321e-09	0.96521131329	0.1	5.278321e-09	1.127526192e-05	0.1	5.278321e-09	0.002266068	0.1	5.278321e-09	4.796479e-05	0.1	5.278321e-09	0.01507189	0.1
7.251805e-09	0.952666267929	0.1	7.251805e-09	1.5340905359999998e-05	0.1	7.251805e-09	0.003084677	0.1	7.251805e-09	6.525998e-05	0.1	7.251805e-09	0.02050653	0.1
1.063492e-08	0.931717548756	0.1	1.063492e-08	2.213002644e-05	0.1	1.063492e-08	0.004451651	0.1	1.063492e-08	9.41408e-05	0.1	1.063492e-08	0.0295817	0.1
1.627345e-08	0.898288962608	0.1	1.627345e-08	3.29636363e-05	0.1	1.627345e-08	0.006632977	0.1	1.627345e-08	0.0001402268	0.1	1.627345e-08	0.04406324	0.1
2.751383e-08	0.8367075765840001	0.1	2.751383e-08	5.2921094600000004e-05	0.1	2.751383e-08	0.01065137	0.1	2.751383e-08	0.0002251256	0.1	2.751383e-08	0.07074083	0.1
4.597993e-08	0.7481005853659999	0.1	4.597993e-08	8.163708240000001e-05	0.1	4.597993e-08	0.01643327	0.1	4.597993e-08	0.000347283	0.1	4.597993e-08	0.1091262	0.1
6.828277e-08	0.657931003886	0.1	6.828277e-08	0.00011085951079999998	0.1	6.828277e-08	0.02231715	0.1	6.828277e-08	0.0004715948	0.1	6.828277e-08	0.1481885	0.1
9.87069e-08	0.5576600865300001	0.1	9.87069e-08	0.0001433555576	0.1	9.87069e-08	0.02886016	0.1	9.87069e-08	0.0006098325	0.1	9.87069e-08	0.1916267	0.1
1.29131e-07	0.477066397811	0.1	1.29131e-07	0.00016947457810000002	0.1	1.29131e-07	0.03411917	0.1	1.29131e-07	0.0007209425	0.1	1.29131e-07	0.2265406	0.1
1.595552e-07	0.41119362835	0.1	1.595552e-07	0.0001908228085	0.1	1.595552e-07	0.03841759	0.1	1.595552e-07	0.0008117575	0.1	1.595552e-07	0.2550772	0.1
1.899793e-07	0.356611560515	0.1	1.899793e-07	0.0002085118707	0.1	1.899793e-07	0.04197926	0.1	1.899793e-07	0.0008870067	0.1	1.899793e-07	0.2787227	0.1
2.253045e-07	0.30419995234499997	0.1	2.253045e-07	0.0002254975513	0.1	2.253045e-07	0.04539929	0.1	2.253045e-07	0.0009592636	0.1	2.253045e-07	0.3014278	0.1
2.61855e-07	0.259612125751	0.1	2.61855e-07	0.0002399477874	0.1	2.61855e-07	0.0483088	0.1	2.61855e-07	0.001020734	0.1	2.61855e-07	0.3207437	0.1
2.984055e-07	0.222674906106	0.1	2.984055e-07	0.00025191840660000004	0.1	2.984055e-07	0.05071907	0.1	2.984055e-07	0.001071658	0.1	2.984055e-07	0.3367452	0.1
3.34956e-07	0.19179291225200001	0.1	3.34956e-07	0.0002619267732	0.1	3.34956e-07	0.05273423	0.1	3.34956e-07	0.001114233	0.1	3.34956e-07	0.3501236	0.1
3.715066e-07	0.1657741718264	0.1	3.715066e-07	0.0002703590496	0.1	3.715066e-07	0.05443204	0.1	3.715066e-07	0.001150103	0.1	3.715066e-07	0.3613951	0.1
4.080571e-07	0.14371059104439998	0.1	4.080571e-07	0.0002775093843	0.1	4.080571e-07	0.05587176	0.1	4.080571e-07	0.001180521	0.1	4.080571e-07	0.3709533	0.1
4.446076e-07	0.1248979365326	0.1	4.446076e-07	0.00028360625199999996	0.1	4.446076e-07	0.05709935	0.1	4.446076e-07	0.001206457	0.1	4.446076e-07	0.3791031	0.1
4.811581e-07	0.10878208680599999	0.1	4.811581e-07	0.000288829167	0.1	4.811581e-07	0.05815096	0.1	4.811581e-07	0.001228675	0.1	4.811581e-07	0.3860846	0.1
5.177086e-07	0.09492110814490001	0.1	5.177086e-07	0.000293321274	0.1	5.177086e-07	0.05905544	0.1	5.177086e-07	0.001247784	0.1	5.177086e-07	0.3920893	0.1
5.542591e-07	0.0829583415356	0.1	5.542591e-07	0.000297198211	0.1	5.542591e-07	0.05983605	0.1	5.542591e-07	0.001264277	0.1	5.542591e-07	0.3972717	0.1
5.908096e-07	0.0726031389551	0.1	5.908096e-07	0.000300554099	0.1	5.908096e-07	0.06051176	0.1	5.908096e-07	0.001278553	0.1	5.908096e-07	0.4017576	0.1
6.273601e-07	0.06361639368619999	0.1	6.273601e-07	0.000303466544	0.1	6.273601e-07	0.06109818	0.1	6.273601e-07	0.001290943	0.1	6.273601e-07	0.4056508	0.1
6.639106e-07	0.0557998515536	0.1	6.639106e-07	0.00030599981999999997	0.1	6.639106e-07	0.06160823	0.1	6.639106e-07	0.001301719	0.1	6.639106e-07	0.409037	0.1
7.004611e-07	0.048987947876	0.1	7.004611e-07	0.000308207398	0.1	7.004611e-07	0.06205273	0.1	7.004611e-07	0.00131111	0.1	7.004611e-07	0.4119879	0.1
7.370116e-07	0.0430414905284	0.1	7.370116e-07	0.00031013452599999995	0.1	7.370116e-07	0.06244076	0.1	7.370116e-07	0.001319308	0.1	7.370116e-07	0.414564	0.1
