Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
2.334655e-12	9.766907353239399e-06	0.1	2.334655e-12	4.230001e-08	0.1	2.334655e-12	2.43286e-08	0.1	2.334655e-12	2.029421e-10	0.1	2.334655e-12	2.640693e-08	0.1	2.334655e-12	1.3924769e-07	0.1	2.334655e-12	4.816825e-10	0.1
5.092998e-12	9.4986200629684e-06	0.1	5.092998e-12	9.100832e-08	0.1	5.092998e-12	5.234283e-08	0.1	5.092998e-12	4.366287e-10	0.1	5.092998e-12	5.681439e-08	0.1	5.092998e-12	2.9959084000000003e-07	0.1	5.092998e-12	1.036339e-09	0.1
1.047467e-11	8.9962063381203e-06	0.1	1.047467e-11	1.822229e-07	0.1	1.047467e-11	1.04804e-07	0.1	1.047467e-11	8.742452e-10	0.1	1.047467e-11	1.137574e-07	0.1	1.047467e-11	5.998601e-07	0.1	1.047467e-11	2.075029e-09	0.1
2.004209e-11	8.167742237806e-06	0.1	2.004209e-11	3.326343e-07	0.1	2.004209e-11	1.913112e-07	0.1	2.004209e-11	1.595864e-09	0.1	2.004209e-11	2.076552e-07	0.1	2.004209e-11	1.0949985e-06	0.1	2.004209e-11	3.78782e-09	0.1
3.330483e-11	7.1439638443572e-06	0.1	3.330483e-11	5.185085e-07	0.1	3.330483e-11	2.982133e-07	0.1	3.330483e-11	2.487613e-09	0.1	3.330483e-11	3.23691e-07	0.1	3.330483e-11	1.7068751e-06	0.1	3.330483e-11	5.904452e-09	0.1
5.178144e-11	5.9280496051007996e-06	0.1	5.178144e-11	7.392706e-07	0.1	5.178144e-11	4.251788e-07	0.1	5.178144e-11	3.546726e-09	0.1	5.178144e-11	4.615053e-07	0.1	5.178144e-11	2.4335952e-06	0.1	5.178144e-11	8.41839e-09	0.1
7.025806e-11	4.919092429786499e-06	0.1	7.025806e-11	9.22462e-07	0.1	7.025806e-11	5.305346e-07	0.1	7.025806e-11	4.425579e-09	0.1	7.025806e-11	5.758645e-07	0.1	7.025806e-11	3.036634e-06	0.1	7.025806e-11	1.050451e-08	0.1
9.819841e-11	3.7098568521781e-06	0.1	9.819841e-11	1.142024e-06	0.1	9.819841e-11	6.568047e-07	0.1	9.819841e-11	5.478897e-09	0.1	9.819841e-11	7.129268e-07	0.1	9.819841e-11	3.7593937e-06	0.1	9.819841e-11	1.300485e-08	0.1
1.261388e-10	2.7978911451075002e-06	0.1	1.261388e-10	1.307617e-06	0.1	1.261388e-10	7.520346e-07	0.1	1.261388e-10	6.273287e-09	0.1	1.261388e-10	8.162975e-07	0.1	1.261388e-10	4.3044935e-06	0.1	1.261388e-10	1.489063e-08	0.1
1.540791e-10	2.1101130452903e-06	0.1	1.540791e-10	1.432508e-06	0.1	1.540791e-10	8.23855e-07	0.1	1.540791e-10	6.872402e-09	0.1	1.540791e-10	8.942588e-07	0.1	1.540791e-10	4.7156054e-06	0.1	1.540791e-10	1.631292e-08	0.1
1.820195e-10	1.5914101071249999e-06	0.1	1.820195e-10	1.526702e-06	0.1	1.820195e-10	8.780207e-07	0.1	1.820195e-10	7.324245e-09	0.1	1.820195e-10	9.530568e-07	0.1	1.820195e-10	5.0256664e-06	0.1	1.820195e-10	1.738565e-08	0.1
2.099598e-10	1.2002178770642e-06	0.1	2.099598e-10	1.597744e-06	0.1	2.099598e-10	9.188715e-07	0.1	2.099598e-10	7.66502e-09	0.1	2.099598e-10	9.974021e-07	0.1	2.099598e-10	5.2595154e-06	0.1	2.099598e-10	1.819473e-08	0.1
2.379002e-10	9.051906039333301e-07	0.1	2.379002e-10	1.651326e-06	0.1	2.379002e-10	9.496807e-07	0.1	2.379002e-10	7.922029e-09	0.1	2.379002e-10	1.030848e-06	0.1	2.379002e-10	5.4358859e-06	0.1	2.379002e-10	1.880497e-08	0.1
2.658405e-10	6.8268706149376e-07	0.1	2.658405e-10	1.691738e-06	0.1	2.658405e-10	9.729167e-07	0.1	2.658405e-10	8.115864e-09	0.1	2.658405e-10	1.056072e-06	0.1	2.658405e-10	5.5689067e-06	0.1	2.658405e-10	1.926524e-08	0.1
2.937809e-10	5.1487920946176e-07	0.1	2.937809e-10	1.722218e-06	0.1	2.937809e-10	9.904412e-07	0.1	2.937809e-10	8.262053e-09	0.1	2.937809e-10	1.075097e-06	0.1	2.937809e-10	5.6692336e-06	0.1	2.937809e-10	1.96124e-08	0.1
3.239571e-10	3.7965320241051e-07	0.1	3.239571e-10	1.746782e-06	0.1	3.239571e-10	1.004563e-06	0.1	3.239571e-10	8.379862e-09	0.1	3.239571e-10	1.090429e-06	0.1	3.239571e-10	5.7500853e-06	0.1	3.239571e-10	1.989218e-08	0.1
3.574873e-10	2.7062370890912e-07	0.1	3.574873e-10	1.766588e-06	0.1	3.574873e-10	1.01595e-06	0.1	3.574873e-10	8.47485e-09	0.1	3.574873e-10	1.102791e-06	0.1	3.574873e-10	5.8152777e-06	0.1	3.574873e-10	2.011779e-08	0.1
3.910174e-10	1.9290711146616e-07	0.1	3.910174e-10	1.780708e-06	0.1	3.910174e-10	1.024067e-06	0.1	3.910174e-10	8.542561e-09	0.1	3.910174e-10	1.111603e-06	0.1	3.910174e-10	5.8617510000000005e-06	0.1	3.910174e-10	2.027863e-08	0.1
4.245475e-10	1.3751012609649e-07	0.1	4.245475e-10	1.790774e-06	0.1	4.245475e-10	1.029852e-06	0.1	4.245475e-10	8.590827e-09	0.1	4.245475e-10	1.117885e-06	0.1	4.245475e-10	5.8948800999999995e-06	0.1	4.245475e-10	2.03933e-08	0.1
