Batch	m_SP	12	N7a_L	N1b	N1c	N1a	N_2	N3	N4	N5	N6	Flvln	Nphln	Azln																					
0.0	1.0000001	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
6.833923e-14	1.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1	6.833923e-14	0.0	0.1
2.47202e-12	1.0000001	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1	2.47202e-12	0.0	0.1
9.480044e-12	1.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1	9.480044e-12	0.0	0.1
2.156618e-11	1.0000001	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1	2.156618e-11	0.0	0.1
4.30636e-11	1.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1	4.30636e-11	0.0	0.1
6.664512e-11	1.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1	6.664512e-11	0.0	0.1
9.920215e-11	1.0000001	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1	9.920215e-11	0.0	0.1
1.544265e-10	1.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1	1.544265e-10	0.0	0.1
2.464671e-10	1.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1	2.464671e-10	0.0	0.1
