Batch	m_SP	7	P2_L	R	W4_L	W3	P1	P3	P4											
1.078335e-11	9.721000716097199e-06	0.1	1.078335e-11	8.077046e-12	0.1	1.078335e-11	2.6118826e-07	0.1	1.078335e-11	1.502201e-13	0.1	1.078335e-11	2.495019e-10	0.1	1.078335e-11	8.270932e-12	0.1	1.078335e-11	5.12625e-19	0.1
2.308413e-11	9.4308465892958e-06	0.1	2.308413e-11	1.703268e-11	0.1	2.308413e-11	5.507805699999999e-07	0.1	2.308413e-11	3.166827e-13	0.1	2.308413e-11	5.247075e-10	0.1	2.308413e-11	1.744155e-11	0.1	2.308413e-11	1.081012e-18	0.1
5.155314e-11	8.792114004203e-06	0.1	5.155314e-11	3.674862e-11	0.1	5.155314e-11	1.18829371e-06	0.1	5.155314e-11	6.827846e-13	0.1	5.155314e-11	1.12519e-09	0.1	5.155314e-11	3.763075e-11	0.1	5.155314e-11	2.33232e-18	0.1
1.027974e-10	7.7494888671228e-06	0.1	1.027974e-10	6.893574e-11	0.1	1.027974e-10	2.22898078e-06	0.1	1.027974e-10	1.279354e-12	0.1	1.027974e-10	2.089255e-09	0.1	1.027974e-10	7.05905e-11	0.1	1.027974e-10	4.375137e-18	0.1
1.672124e-10	6.61253474965994e-06	0.1	1.672124e-10	1.04041e-10	0.1	1.672124e-10	3.3638970000000002e-06	0.1	1.672124e-10	1.92839e-12	0.1	1.672124e-10	3.116989e-09	0.1	1.672124e-10	1.065384e-10	0.1	1.672124e-10	6.603155e-18	0.1
2.366121e-10	5.57360891759216e-06	0.1	2.366121e-10	1.361252e-10	0.1	2.366121e-10	4.4010346e-06	0.1	2.366121e-10	2.520033e-12	0.1	2.366121e-10	4.033691e-09	0.1	2.366121e-10	1.393928e-10	0.1	2.366121e-10	8.63944e-18	0.1
3.173121e-10	4.5690368524353e-06	0.1	3.173121e-10	1.67154e-10	0.1	3.173121e-10	5.4039481e-06	0.1	3.173121e-10	3.090744e-12	0.1	3.173121e-10	4.898692e-09	0.1	3.173121e-10	1.711664e-10	0.1	3.173121e-10	1.060874e-17	0.1
4.055455e-10	3.676735613817e-06	0.1	4.055455e-10	1.947199e-10	0.1	4.055455e-10	6.2948359e-06	0.1	4.055455e-10	3.596481e-12	0.1	4.055455e-10	5.64839e-09	0.1	4.055455e-10	1.993939e-10	0.1	4.055455e-10	1.235826e-17	0.1
4.93779e-10	2.95873862004408e-06	0.1	4.93779e-10	2.169044e-10	0.1	4.93779e-10	7.0117413e-06	0.1	4.93779e-10	4.002564e-12	0.1	4.93779e-10	6.23814e-09	0.1	4.93779e-10	2.221109e-10	0.1	4.93779e-10	1.376624e-17	0.1
5.820124e-10	2.3809818654102802e-06	0.1	5.820124e-10	2.347582e-10	0.1	5.820124e-10	7.588648199999999e-06	0.1	5.820124e-10	4.328735e-12	0.1	5.820124e-10	6.703403e-09	0.1	5.820124e-10	2.403933e-10	0.1	5.820124e-10	1.489937e-17	0.1
6.738808e-10	1.89899331837402e-06	0.1	6.738808e-10	2.496544e-10	0.1	6.738808e-10	8.069950199999999e-06	0.1	6.738808e-10	4.600409e-12	0.1	6.738808e-10	7.084798e-09	0.1	6.738808e-10	2.55647e-10	0.1	6.738808e-10	1.584477e-17	0.1
7.80289e-10	1.4613327427605999e-06	0.1	7.80289e-10	2.63182e-10	0.1	7.80289e-10	8.5070069e-06	0.1	7.80289e-10	4.846734e-12	0.1	7.80289e-10	7.42544e-09	0.1	7.80289e-10	2.694993e-10	0.1	7.80289e-10	1.670333e-17	0.1
8.866973e-10	1.12455245400109e-06	0.1	8.866973e-10	2.735925e-10	0.1	8.866973e-10	8.8433353e-06	0.1	8.866973e-10	5.03603e-12	0.1	8.866973e-10	7.683622e-09	0.1	8.866973e-10	2.801597e-10	0.1	8.866973e-10	1.736405e-17	0.1
9.931055e-10	8.65394091572004e-07	0.1	9.931055e-10	2.816042e-10	0.1	9.931055e-10	9.102152300000001e-06	0.1	9.931055e-10	5.181535e-12	0.1	9.931055e-10	7.879783e-09	0.1	9.931055e-10	2.883637e-10	0.1	9.931055e-10	1.787253e-17	0.1
1.099514e-09	6.6596516393033e-07	0.1	1.099514e-09	2.877699e-10	0.1	1.099514e-09	9.3013247e-06	0.1	1.099514e-09	5.293403e-12	0.1	1.099514e-09	8.029131e-09	0.1	1.099514e-09	2.946773e-10	0.1	1.099514e-09	1.826384e-17	0.1
1.223387e-09	4.909305383928561e-07	0.1	1.223387e-09	2.931817e-10	0.1	1.223387e-09	9.4761388e-06	0.1	1.223387e-09	5.391508e-12	0.1	1.223387e-09	8.158972e-09	0.1	1.223387e-09	3.00219e-10	0.1	1.223387e-09	1.860731e-17	0.1
1.351627e-09	3.5803351308652206e-07	0.1	1.351627e-09	2.972908e-10	0.1	1.351627e-09	9.6088706e-06	0.1	1.351627e-09	5.465941e-12	0.1	1.351627e-09	8.256715e-09	0.1	1.351627e-09	3.044268e-10	0.1	1.351627e-09	1.886811e-17	0.1
1.479867e-09	2.61113875418044e-07	0.1	1.479867e-09	3.002877e-10	0.1	1.479867e-09	9.705672299999999e-06	0.1	1.479867e-09	5.520192e-12	0.1	1.479867e-09	8.327499e-09	0.1	1.479867e-09	3.074956e-10	0.1	1.479867e-09	1.905831e-17	0.1
1.61327e-09	1.8802638839702e-07	0.1	1.61327e-09	3.025477e-10	0.1	1.61327e-09	9.7786719e-06	0.1	1.61327e-09	5.561084e-12	0.1	1.61327e-09	8.380572e-09	0.1	1.61327e-09	3.098099e-10	0.1	1.61327e-09	1.920175e-17	0.1
1.767324e-09	1.2868643194988537e-07	0.1	1.767324e-09	3.043827e-10	0.1	1.767324e-09	9.8379398e-06	0.1	1.767324e-09	5.59427e-12	0.1	1.767324e-09	8.423452e-09	0.1	1.767324e-09	3.116889e-10	0.1	1.767324e-09	1.931821e-17	0.1
