Batch	m_SP	5	Pr1	W1	W2	Pr2	Pr3							
5.41357e-06	9.8603224097378e-06	0.1	5.41357e-06	8.229606e-08	0.1	5.41357e-06	2.70672e-10	0.1	5.41357e-06	2.217715e-08	0.1	5.41357e-06	3.483454e-08	0.1
7.569055e-06	9.8128948887606e-06	0.1	7.569055e-06	9.538028e-08	0.1	7.569055e-06	2.774972e-10	0.1	7.569055e-06	3.665916e-08	0.1	7.569055e-06	5.468971e-08	0.1
1.023066e-05	9.757321450058e-06	0.1	1.023066e-05	1.046224e-07	0.1	1.023066e-05	2.818261e-10	0.1	1.023066e-05	5.647288e-08	0.1	1.023066e-05	8.120445e-08	0.1
1.289227e-05	9.7037740204954e-06	0.1	1.289227e-05	1.094818e-07	0.1	1.289227e-05	2.83561e-10	0.1	1.289227e-05	7.747249e-08	0.1	1.289227e-05	1.088905e-07	0.1
1.555387e-05	9.6514825538738e-06	0.1	1.555387e-05	1.119417e-07	0.1	1.555387e-05	2.838798e-10	0.1	1.555387e-05	9.908441e-08	0.1	1.555387e-05	1.371098e-07	0.1
1.879918e-05	9.588825234082799e-06	0.1	1.879918e-05	1.132394e-07	0.1	1.879918e-05	2.832703e-10	0.1	1.879918e-05	1.25823e-07	0.1	1.879918e-05	1.717311e-07	0.1
2.218271e-05	9.524405945148001e-06	0.1	2.218271e-05	1.136148e-07	0.1	2.218271e-05	2.820689e-10	0.1	2.218271e-05	1.538702e-07	0.1	2.218271e-05	2.077295e-07	0.1
2.611912e-05	9.450362715205601e-06	0.1	2.611912e-05	1.135121e-07	0.1	2.611912e-05	2.803702e-10	0.1	2.611912e-05	1.865287e-07	0.1	2.611912e-05	2.492192e-07	0.1
3.071102e-05	9.3650566658725e-06	0.1	3.071102e-05	1.131368e-07	0.1	3.071102e-05	2.782633e-10	0.1	3.071102e-05	2.245535e-07	0.1	3.071102e-05	2.96878e-07	0.1
3.59404e-05	9.269236745049e-06	0.1	3.59404e-05	1.126561e-07	0.1	3.59404e-05	2.758673e-10	0.1	3.59404e-05	2.67722e-07	0.1	3.59404e-05	3.500119e-07	0.1
4.188018e-05	9.1621179642888e-06	0.1	4.188018e-05	1.121782e-07	0.1	4.188018e-05	2.732321e-10	0.1	4.188018e-05	3.165975e-07	0.1	4.188018e-05	4.087365e-07	0.1
4.973138e-05	9.0233906439699e-06	0.1	4.973138e-05	1.117193e-07	0.1	4.973138e-05	2.699269e-10	0.1	4.973138e-05	3.81029e-07	0.1	4.973138e-05	4.834943e-07	0.1
5.956237e-05	8.854412600390001e-06	0.1	5.956237e-05	1.114148e-07	0.1	5.956237e-05	2.660694e-10	0.1	5.956237e-05	4.616103e-07	0.1	5.956237e-05	5.721997e-07	0.1
7.197561e-05	8.6487551328576e-06	0.1	7.197561e-05	1.113808e-07	0.1	7.197561e-05	2.615966e-10	0.1	7.197561e-05	5.635142e-07	0.1	7.197561e-05	6.759926e-07	0.1
8.943838e-05	8.374155696102e-06	0.1	8.943838e-05	1.117808e-07	0.1	8.943838e-05	2.559169e-10	0.1	8.943838e-05	7.077296e-07	0.1	8.943838e-05	8.059823e-07	0.1
0.0001138815	8.018115583289101e-06	0.1	0.0001138815	1.127142e-07	0.1	0.0001138815	2.488223e-10	0.1	0.0001138815	9.12064e-07	0.1	0.0001138815	9.567629e-07	0.1
0.0001400697	7.6708774141538e-06	0.1	0.0001400697	1.135946e-07	0.1	0.0001400697	2.418774e-10	0.1	0.0001400697	1.134298e-06	0.1	0.0001400697	1.080896e-06	0.1
0.0001662578	7.3550050612875e-06	0.1	0.0001662578	1.139476e-07	0.1	0.0001662578	2.352585e-10	0.1	0.0001662578	1.359049e-06	0.1	0.0001662578	1.171672e-06	0.1
0.000192446	7.065969554432e-06	0.1	0.000192446	1.136238e-07	0.1	0.000192446	2.287704e-10	0.1	0.000192446	1.584837e-06	0.1	0.000192446	1.235252e-06	0.1
0.0002186342	6.7994819256199e-06	0.1	0.0002186342	1.126405e-07	0.1	0.0002186342	2.22333e-10	0.1	0.0002186342	1.810082e-06	0.1	0.0002186342	1.277485e-06	0.1
0.0002481957	6.521120615812799e-06	0.1	0.0002481957	1.108624e-07	0.1	0.0002481957	2.151099e-10	0.1	0.0002481957	2.061924e-06	0.1	0.0002481957	1.305792e-06	0.1
0.0002818066	6.2283116709611e-06	0.1	0.0002818066	1.081961e-07	0.1	0.0002818066	2.069838e-10	0.1	0.0002818066	2.343186e-06	0.1	0.0002818066	1.320015e-06	0.1
0.0003226196	5.90007739776e-06	0.1	0.0003226196	1.043643e-07	0.1	0.0003226196	1.973156e-10	0.1	0.0003226196	2.675172e-06	0.1	0.0003226196	1.320108e-06	0.1
0.0003634325	5.5961369740969e-06	0.1	0.0003634325	1.00186e-07	0.1	0.0003634325	1.879452e-10	0.1	0.0003634325	2.995007e-06	0.1	0.0003634325	1.308404e-06	0.1
0.0004042455	5.3123534385074e-06	0.1	0.0004042455	9.58802e-08	0.1	0.0004042455	1.789281e-10	0.1	0.0004042455	3.301805e-06	0.1	0.0004042455	1.289706e-06	0.1
0.0004467396	5.035266973404199e-06	0.1	0.0004467396	9.140723e-08	0.1	0.0004467396	1.699457e-10	0.1	0.0004467396	3.607094e-06	0.1	0.0004467396	1.265988e-06	0.1
0.0004959584	4.7349070283192e-06	0.1	0.0004959584	8.635262e-08	0.1	0.0004959584	1.600723e-10	0.1	0.0004959584	3.942825e-06	0.1	0.0004959584	1.235684e-06	0.1
