Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
2.024612e-11	9.76248774634e-06	0.1	2.024612e-11	8.459086899999999e-11	0.1	2.024612e-11	2.31847063e-07	0.1	2.024612e-11	9.414136800000001e-15	0.1
4.318985e-11	9.50093597748e-06	0.1	4.318985e-11	1.7848909e-10	0.1	4.318985e-11	4.8735547e-07	0.1	4.318985e-11	4.2011408e-14	0.1
9.674737e-11	8.91960610431e-06	0.1	9.674737e-11	3.89915467e-10	0.1	9.674737e-11	1.0551639699999998e-06	0.1	9.674737e-11	2.01454558e-13	0.1
1.931509e-10	7.968651723778e-06	0.1	1.931509e-10	7.452121799999999e-10	0.1	1.931509e-10	1.98370731e-06	0.1	1.931509e-10	7.407324600000001e-13	0.1
2.850316e-10	7.164840800317999e-06	0.1	2.850316e-10	1.05681595e-09	0.1	2.850316e-10	2.7682305600000003e-06	0.1	2.850316e-10	1.49553454e-12	0.1
3.540607e-10	6.619610805135999e-06	0.1	3.540607e-10	1.2755365099999999e-09	0.1	3.540607e-10	3.3001586e-06	0.1	3.540607e-10	2.18183493e-12	0.1
4.484368e-10	5.946886759886e-06	0.1	4.484368e-10	1.5555996199999998e-09	0.1	4.484368e-10	3.9561716e-06	0.1	4.484368e-10	3.2453459900000005e-12	0.1
5.828078e-10	5.116217873596e-06	0.1	5.828078e-10	1.9213808799999996e-09	0.1	5.828078e-10	4.7656384e-06	0.1	5.828078e-10	4.9334235e-12	0.1
7.676662e-10	4.177275452819999e-06	0.1	7.676662e-10	2.3722106500000002e-09	0.1	7.676662e-10	5.6795791e-06	0.1	7.676662e-10	7.4356054e-12	0.1
9.525246e-10	3.427982038988e-06	0.1	9.525246e-10	2.7748659500000003e-09	0.1	9.525246e-10	6.4077728e-06	0.1	9.525246e-10	9.9934285e-12	0.1
1.137383e-09	2.8278779413099996e-06	0.1	1.137383e-09	3.14015547e-09	0.1	1.137383e-09	6.9898682000000005e-06	0.1	1.137383e-09	1.24989471e-11	0.1
1.322241e-09	2.3454551899579996e-06	0.1	1.322241e-09	3.4764239100000005e-09	0.1	1.322241e-09	7.4567419e-06	0.1	1.322241e-09	1.48890747e-11	0.1
1.5071e-09	1.9561282766519997e-06	0.1	1.5071e-09	3.79012216e-09	0.1	1.5071e-09	7.832485600000002e-06	0.1	1.5071e-09	1.7130774899999998e-11	0.1
1.691958e-09	1.640674385856e-06	0.1	1.691958e-09	4.086242080000001e-09	0.1	1.691958e-09	8.135933e-06	0.1	1.691958e-09	1.9210707300000002e-11	0.1
1.891955e-09	1.3652398946559999e-06	0.1	1.891955e-09	4.39126669e-09	0.1	1.891955e-09	8.3998043e-06	0.1	1.891955e-09	2.1278026499999998e-11	0.1
2.11466e-09	1.12159156772e-06	0.1	2.11466e-09	4.7165765799999995e-09	0.1	2.11466e-09	8.6319649e-06	0.1	2.11466e-09	2.33671846e-11	0.1
2.337365e-09	9.29404511538e-07	0.1	2.337365e-09	5.030495559999999e-09	0.1	2.337365e-09	8.813822e-06	0.1	2.337365e-09	2.5251437100000002e-11	0.1
2.56007e-09	7.76905361582e-07	0.1	2.56007e-09	5.33588661e-09	0.1	2.56007e-09	8.956904800000001e-06	0.1	2.56007e-09	2.6954185899999998e-11	0.1
2.818889e-09	6.378706423319999e-07	0.1	2.818889e-09	5.68284532e-09	0.1	2.818889e-09	9.085908600000002e-06	0.1	2.818889e-09	2.87363142e-11	0.1
3.086735e-09	5.267789842096001e-07	0.1	3.086735e-09	6.0352806e-09	0.1	3.086735e-09	9.1874315e-06	0.1	3.086735e-09	3.0393164199999996e-11	0.1
3.354582e-09	4.4074829485780004e-07	0.1	3.354582e-09	6.3827771e-09	0.1	3.354582e-09	9.2645469e-06	0.1	3.354582e-09	3.1892907e-11	0.1
3.665915e-09	3.6420717571079995e-07	0.1	3.665915e-09	6.782111200000001e-09	0.1	3.665915e-09	9.3313729e-06	0.1	3.665915e-09	3.34765148e-11	0.1
3.988119e-09	3.046057877624e-07	0.1	3.988119e-09	7.1914856e-09	0.1	3.988119e-09	9.381507800000002e-06	0.1	3.988119e-09	3.49716433e-11	0.1
4.32353e-09	2.580196795032e-07	0.1	4.32353e-09	7.6143336e-09	0.1	4.32353e-09	9.418748200000001e-06	0.1	4.32353e-09	3.6406321399999996e-11	0.1
4.711766e-09	2.182919040746e-07	0.1	4.711766e-09	8.1002621e-09	0.1	4.711766e-09	9.4481812e-06	0.1	4.711766e-09	3.79467523e-11	0.1
5.100002e-09	1.89452410876e-07	0.1	5.100002e-09	8.5827847e-09	0.1	5.100002e-09	9.4671948e-06	0.1	5.100002e-09	3.9387404e-11	0.1
5.571616e-09	1.646117676988e-07	0.1	5.571616e-09	9.1644665e-09	0.1	5.571616e-09	9.480613000000001e-06	0.1	5.571616e-09	4.103439e-11	0.1
6.04323e-09	1.474672305964e-07	0.1	6.04323e-09	9.7410577e-09	0.1	6.04323e-09	9.4868199e-06	0.1	6.04323e-09	4.2593189e-11	0.1
6.619777e-09	1.334298713492e-07	0.1	6.619777e-09	1.04384467e-08	0.1	6.619777e-09	9.4880497e-06	0.1	6.619777e-09	4.4404484999999994e-11	0.1
7.220114e-09	1.240567888146e-07	0.1	7.220114e-09	1.11549505e-08	0.1	7.220114e-09	9.4846609e-06	0.1	7.220114e-09	4.6200708e-11	0.1
7.915606e-09	1.1732907737152e-07	0.1	7.915606e-09	1.1971338e-08	0.1	7.915606e-09	9.477253700000001e-06	0.1	7.915606e-09	4.8185352999999997e-11	0.1
8.671178e-09	1.1301793759604e-07	0.1	8.671178e-09	1.28398839e-08	0.1	8.671178e-09	9.4669148e-06	0.1	8.671178e-09	5.0238980000000005e-11	0.1
9.516868e-09	1.1028555124486e-07	0.1	9.516868e-09	1.37872439e-08	0.1	9.516868e-09	9.454042599999999e-06	0.1	9.516868e-09	5.2423177e-11	0.1
1.047203e-08	1.0862091153832001e-07	0.1	1.047203e-08	1.48233326e-08	0.1	1.047203e-08	9.439e-06	0.1	1.047203e-08	5.4755565e-11	0.1
1.150019e-08	1.0767674142209999e-07	0.1	1.150019e-08	1.5895932e-08	0.1	1.150019e-08	9.422949199999998e-06	0.1	1.150019e-08	5.7116071000000006e-11	0.1
1.273766e-08	1.0707983936038e-07	0.1	1.273766e-08	1.7125610100000004e-08	0.1	1.273766e-08	9.4043239e-06	0.1	1.273766e-08	5.9761892e-11	0.1
1.414564e-08	1.067043132001942e-07	0.1	1.414564e-08	1.84410599e-08	0.1	1.414564e-08	9.384300199999999e-06	0.1	1.414564e-08	6.2527282e-11	0.1
1.574716e-08	1.064276137619647e-07	0.1	1.574716e-08	1.9828154500000002e-08	0.1	1.574716e-08	9.3630632e-06	0.1	1.574716e-08	6.537591500000001e-11	0.1
1.766815e-08	1.061725188894747e-07	0.1	1.766815e-08	2.1340726399999998e-08	0.1	1.766815e-08	9.3395758e-06	0.1	1.766815e-08	6.8407891e-11	0.1
2.009202e-08	1.0589664643462249e-07	0.1	2.009202e-08	2.30233794e-08	0.1	2.009202e-08	9.3126065e-06	0.1	2.009202e-08	7.169309999999999e-11	0.1
2.298588e-08	1.056007523822125e-07	0.1	2.298588e-08	2.47265221e-08	0.1	2.298588e-08	9.2836074e-06	0.1	2.298588e-08	7.4924944e-11	0.1
2.639615e-08	1.05282593777329e-07	0.1	2.639615e-08	2.63547796e-08	0.1	2.639615e-08	9.252927999999999e-06	0.1	2.639615e-08	7.792293099999999e-11	0.1
3.070467e-08	1.049142161818675e-07	0.1	3.070467e-08	2.79204012e-08	0.1	3.070467e-08	9.2181745e-06	0.1	3.070467e-08	8.0709321e-11	0.1
3.56979e-08	1.0451997765380219e-07	0.1	3.56979e-08	2.9195400299999998e-08	0.1	3.56979e-08	9.1818099e-06	0.1	3.56979e-08	8.2886982e-11	0.1
4.138077e-08	1.0409953014701341e-07	0.1	4.138077e-08	3.01321594e-08	0.1	4.138077e-08	9.143779200000001e-06	0.1	4.138077e-08	8.4401005e-11	0.1
4.799623e-08	1.0363390755277981e-07	0.1	4.799623e-08	3.07568259e-08	0.1	4.799623e-08	9.102298e-06	0.1	4.799623e-08	8.531896e-11	0.1
5.490298e-08	1.031644587189741e-07	0.1	5.490298e-08	3.10728627e-08	0.1	5.490298e-08	9.06089e-06	0.1	5.490298e-08	8.568540600000001e-11	0.1
6.297493e-08	1.026287105948818e-07	0.1	6.297493e-08	3.11907091e-08	0.1	6.297493e-08	9.0139033e-06	0.1	6.297493e-08	8.5682638e-11	0.1
7.171139e-08	1.020584059660448e-07	0.1	7.171139e-08	3.11552787e-08	0.1	7.171139e-08	8.9640225e-06	0.1	7.171139e-08	8.5408011e-11	0.1
8.144462e-08	1.014306017735116e-07	0.1	8.144462e-08	3.1020499999999996e-08	0.1	8.144462e-08	8.9091526e-06	0.1	8.144462e-08	8.4948979e-11	0.1
9.288963e-08	1.0069967461435051e-07	0.1	9.288963e-08	3.08090178e-08	0.1	9.288963e-08	8.845256899999999e-06	0.1	9.288963e-08	8.4329678e-11	0.1
