Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
2.533617e-10	0.9868474	0.1	2.533617e-10	0.0007699032	0.1	2.533617e-10	9.530079e-06	0.1	2.533617e-10	0.001134621	0.1	2.533617e-10	0.0030234373	0.1	2.533617e-10	0.0009680216	0.1	2.533617e-10	1.025702e-06	0.1
5.686114e-10	0.9723998	0.1	5.686114e-10	0.001708965	0.1	5.686114e-10	2.115494e-05	0.1	5.686114e-10	0.002521431	0.1	5.686114e-10	0.0067111699	0.1	5.686114e-10	0.002148732	0.1	5.686114e-10	2.276767e-06	0.1
1.136061e-09	0.9471696	0.1	1.136061e-09	0.003348399	0.1	1.136061e-09	4.145215e-05	0.1	1.136061e-09	0.004949998	0.1	1.136061e-09	0.013149294	0.1	1.136061e-09	0.004210039	0.1	1.136061e-09	4.460904e-06	0.1
1.893043e-09	0.914985	0.1	1.893043e-09	0.00543886	0.1	1.893043e-09	6.733744e-05	0.1	1.893043e-09	0.008059943	0.1	1.893043e-09	0.021358625	0.1	1.893043e-09	0.006838437	0.1	1.893043e-09	7.245933e-06	0.1
2.83975e-09	0.8769401	0.1	2.83975e-09	0.007908778	0.1	2.83975e-09	9.792694e-05	0.1	2.83975e-09	0.01175259	0.1	2.83975e-09	0.031058099	0.1	2.83975e-09	0.009943937	0.1	2.83975e-09	1.053651e-05	0.1
3.902423e-09	0.8369181	0.1	3.902423e-09	0.01050576	0.1	3.902423e-09	0.0001300963	0.1	3.902423e-09	0.01565513	0.1	3.902423e-09	0.041256582	0.1	3.902423e-09	0.0132092	0.1	3.902423e-09	1.399639e-05	0.1
5.428958e-09	0.7838966	0.1	5.428958e-09	0.01394441	0.1	5.428958e-09	0.0001727002	0.1	5.428958e-09	0.02085129	0.1	5.428958e-09	0.054760298	0.1	5.428958e-09	0.01753271	0.1	5.428958e-09	1.85776e-05	0.1
6.955493e-09	0.7355567	0.1	6.955493e-09	0.01707775	0.1	6.955493e-09	0.0002115295	0.1	6.955493e-09	0.02561193	0.1	6.955493e-09	0.067065125	0.1	6.955493e-09	0.02147236	0.1	6.955493e-09	2.275209e-05	0.1
8.482028e-09	0.6913374	0.1	8.482028e-09	0.01994278	0.1	8.482028e-09	0.0002470396	0.1	8.482028e-09	0.02998398	0.1	8.482028e-09	0.078316236	0.1	8.482028e-09	0.02507464	0.1	8.482028e-09	2.65691e-05	0.1
1.000856e-08	0.6507621	0.1	1.000856e-08	0.02257078	0.1	1.000856e-08	0.0002796163	0.1	1.000856e-08	0.03400846	0.1	1.000856e-08	0.088636569	0.1	1.000856e-08	0.02837891	0.1	1.000856e-08	3.007034e-05	0.1
1.15351e-08	0.6134243	0.1	1.15351e-08	0.02498843	0.1	1.15351e-08	0.0003095886	0.1	1.15351e-08	0.03772128	0.1	1.15351e-08	0.098130806	0.1	1.15351e-08	0.03141869	0.1	1.15351e-08	3.329132e-05	0.1
1.306163e-08	0.5789746	0.1	1.306163e-08	0.02721856	0.1	1.306163e-08	0.0003372386	0.1	1.306163e-08	0.04115389	0.1	1.306163e-08	0.10688867	0.1	1.306163e-08	0.0342227	0.1	1.306163e-08	3.626249e-05	0.1
