Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
7.526825e-06	9.99989900001e-06	0.1	7.526825e-06	2.076242e-14	0.1	7.526825e-06	9.138413e-14	0.1	7.526825e-06	4.821078e-14	0.1	7.526825e-06	1.07916878e-12	0.1	7.526825e-06	6.167019e-14	0.1	7.526825e-06	8.258105e-14	0.1
5.858071e-05	9.9998900001e-06	0.1	5.858071e-05	1.854744e-14	0.1	5.858071e-05	1.405061e-13	0.1	5.858071e-05	3.84876e-13	0.1	5.858071e-05	8.468798e-12	0.1	5.858071e-05	4.897008e-13	0.1	5.858071e-05	7.575128e-13	0.1
0.000807714	9.9997600014e-06	0.1	0.000807714	1.837336e-14	0.1	0.000807714	1.310123e-13	0.1	0.000807714	5.323471e-12	0.1	0.000807714	1.16888168e-10	0.1	0.000807714	6.768995e-12	0.1	0.000807714	1.08078e-11	0.1
0.00781248	9.998548013520002e-06	0.1	0.00781248	1.838636e-14	0.1	0.00781248	1.309962e-13	0.1	0.00781248	5.154654e-11	0.1	0.00781248	1.1301544e-09	0.1	0.00781248	6.55041e-11	0.1	0.00781248	1.047581e-10	0.1
0.02167085	9.99615503745e-06	0.1	0.02167085	1.848441e-14	0.1	0.02167085	1.309714e-13	0.1	0.02167085	1.436718e-10	0.1	0.02167085	3.12843562e-09	0.1	0.02167085	1.820485e-10	0.1	0.02167085	2.906082e-10	0.1
0.04676907	9.991866080340001e-06	0.1	0.04676907	1.889912e-14	0.1	0.04676907	1.30942e-13	0.1	0.04676907	3.163757e-10	0.1	0.04676907	6.69457189e-09	0.1	0.04676907	3.960774e-10	0.1	0.04676907	6.271453e-10	0.1
0.08362018	9.98576214138e-06	0.1	0.08362018	2.000373e-14	0.1	0.08362018	1.309339e-13	0.1	0.08362018	5.964697e-10	0.1	0.08362018	1.1697047199999999e-08	0.1	0.08362018	7.229925e-10	0.1	0.08362018	1.121308e-09	0.1
0.135468	9.97778922111e-06	0.1	0.135468	2.228999e-14	0.1	0.135468	1.309822e-13	0.1	0.135468	1.076034e-09	0.1	0.135468	1.80008038e-08	0.1	0.135468	1.217395e-09	0.1	0.135468	1.816964e-09	0.1
0.2110578	9.96781832082e-06	0.1	0.2110578	2.623077e-14	0.1	0.2110578	1.31136e-13	0.1	0.2110578	2.011876e-09	0.1	0.2110578	2.52418113e-08	0.1	0.2110578	1.995492e-09	0.1	0.2110578	2.832327e-09	0.1
