Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
6.43729e-10	9.789895142051002e-06	0.1	6.43729e-10	4.435485e-08	0.1	6.43729e-10	2.051417e-10	0.1	6.43729e-10	4.49095e-08	0.1	6.43729e-10	9.525239499999999e-08	0.1	6.43729e-10	2.522691e-08	0.1	6.43729e-10	5.305967e-11	0.1
1.634028e-09	9.475407454737601e-06	0.1	1.634028e-09	1.10777e-07	0.1	1.634028e-09	5.123473e-10	0.1	1.634028e-09	1.121631e-07	0.1	1.634028e-09	2.3789592e-07	0.1	1.634028e-09	6.300497e-08	0.1	1.634028e-09	1.325181e-10	0.1
4.151288e-09	8.720735070858999e-06	0.1	4.151288e-09	2.701666e-07	0.1	4.151288e-09	1.249543e-09	0.1	4.151288e-09	2.735522e-07	0.1	4.151288e-09	5.8019689e-07	0.1	4.151288e-09	1.536606e-07	0.1	4.151288e-09	3.231939e-10	0.1
7.675453e-09	7.7640873826878e-06	0.1	7.675453e-09	4.722076e-07	0.1	7.675453e-09	2.184033e-09	0.1	7.675453e-09	4.781383e-07	0.1	7.675453e-09	1.01411192e-06	0.1	7.675453e-09	2.685791e-07	0.1	7.675453e-09	5.649016e-10	0.1
1.019271e-08	7.1457158212034e-06	0.1	1.019271e-08	6.028012e-07	0.1	1.019271e-08	2.788081e-09	0.1	1.019271e-08	6.103847e-07	0.1	1.019271e-08	1.29459461e-06	0.1	1.019271e-08	3.42862e-07	0.1	1.019271e-08	7.211409e-10	0.1
1.375585e-08	6.3536790364831e-06	0.1	1.375585e-08	7.700645e-07	0.1	1.375585e-08	3.561768e-09	0.1	1.375585e-08	7.797757e-07	0.1	1.375585e-08	1.6538515e-06	0.1	1.375585e-08	4.38007e-07	0.1	1.375585e-08	9.212598e-10	0.1
1.921789e-08	5.3065762989087e-06	0.1	1.921789e-08	9.911785e-07	0.1	1.921789e-08	4.584606e-09	0.1	1.921789e-08	1.003727e-06	0.1	1.921789e-08	2.1288083000000003e-06	0.1	1.921789e-08	5.637928e-07	0.1	1.921789e-08	1.185827e-09	0.1
2.515467e-08	4.3632111688544e-06	0.1	2.515467e-08	1.190367e-06	0.1	2.515467e-08	5.506103e-09	0.1	2.515467e-08	1.205504e-06	0.1	2.515467e-08	2.5567184e-06	0.1	2.515467e-08	6.771174e-07	0.1	2.515467e-08	1.424186e-09	0.1
3.261161e-08	3.4121751341496e-06	0.1	3.261161e-08	1.391147e-06	0.1	3.261161e-08	6.435082e-09	0.1	3.261161e-08	1.408941e-06	0.1	3.261161e-08	2.9881185e-06	0.1	3.261161e-08	7.913639e-07	0.1	3.261161e-08	1.664487e-09	0.1
4.108199e-08	2.5807472235496e-06	0.1	4.108199e-08	1.566638e-06	0.1	4.108199e-08	7.24721e-09	0.1	4.108199e-08	1.586818e-06	0.1	4.108199e-08	3.3652741999999998e-06	0.1	4.108199e-08	8.912426e-07	0.1	4.108199e-08	1.874572e-09	0.1
4.955237e-08	1.9519121833128e-06	0.1	4.955237e-08	1.699327e-06	0.1	4.955237e-08	7.861431e-09	0.1	4.955237e-08	1.72138e-06	0.1	4.955237e-08	3.6505423e-06	0.1	4.955237e-08	9.667843e-07	0.1	4.955237e-08	2.033472e-09	0.1
5.802275e-08	1.4763043453056998e-06	0.1	5.802275e-08	1.799645e-06	0.1	5.802275e-08	8.325969e-09	0.1	5.802275e-08	1.82318e-06	0.1	5.802275e-08	3.8663124e-06	0.1	5.802275e-08	1.023919e-06	0.1	5.802275e-08	2.153659e-09	0.1
6.649313e-08	1.1165860177149998e-06	0.1	6.649313e-08	1.875479e-06	0.1	6.649313e-08	8.677297e-09	0.1	6.649313e-08	1.900203e-06	0.1	6.649313e-08	4.0295181e-06	0.1	6.649313e-08	1.067132e-06	0.1	6.649313e-08	2.244567e-09	0.1
7.496351e-08	8.445198740083199e-07	0.1	7.496351e-08	1.932795e-06	0.1	7.496351e-08	8.943001e-09	0.1	7.496351e-08	1.958485e-06	0.1	7.496351e-08	4.1529674e-06	0.1	7.496351e-08	1.099816e-06	0.1	7.496351e-08	2.313329e-09	0.1
8.343389e-08	6.3874718560558e-07	0.1	8.343389e-08	1.976105e-06	0.1	8.343389e-08	9.143943e-09	0.1	8.343389e-08	2.002594e-06	0.1	8.343389e-08	4.2463496e-06	0.1	8.343389e-08	1.124536e-06	0.1	8.343389e-08	2.365342e-09	0.1
9.190427e-08	4.831145453474999e-07	0.1	9.190427e-08	2.008822e-06	0.1	9.190427e-08	9.295905e-09	0.1	9.190427e-08	2.035982e-06	0.1	9.190427e-08	4.316989e-06	0.1	9.190427e-08	1.143232e-06	0.1	9.190427e-08	2.404686e-09	0.1
1.017597e-07	3.4909445582944e-07	0.1	1.017597e-07	2.036946e-06	0.1	1.017597e-07	9.426742e-09	0.1	1.017597e-07	2.064768e-06	0.1	1.017597e-07	4.3778333e-06	0.1	1.017597e-07	1.159333e-06	0.1	1.017597e-07	2.438575e-09	0.1
1.119615e-07	2.4939238567664e-07	0.1	1.119615e-07	2.057814e-06	0.1	1.119615e-07	9.52405e-09	0.1	1.119615e-07	2.086221e-06	0.1	1.119615e-07	4.4231141e-06	0.1	1.119615e-07	1.17131e-06	0.1	1.119615e-07	2.463794e-09	0.1
1.221632e-07	1.7816844636268e-07	0.1	1.221632e-07	2.072665e-06	0.1	1.221632e-07	9.593539e-09	0.1	1.221632e-07	2.101586e-06	0.1	1.221632e-07	4.455478000000001e-06	0.1	1.221632e-07	1.179867e-06	0.1	1.221632e-07	2.481818e-09	0.1
1.33191e-07	1.2386899509264e-07	0.1	1.33191e-07	2.083925e-06	0.1	1.33191e-07	9.646486e-09	0.1	1.33191e-07	2.113343e-06	0.1	1.33191e-07	4.4801712e-06	0.1	1.33191e-07	1.186391e-06	0.1	1.33191e-07	2.495568e-09	0.1
