Batch	m_SP	13	W4	W1	W2	W3	W5	W6	R	P1	P2	P3	P4	P5	P6																							
7.757777e-07	0.9874822	0.1	7.757777e-07	0.001383686	0.1	7.757777e-07	3.504092e-18	0.1	7.757777e-07	1.30564e-14	0.1	7.757777e-07	0.01113414	0.1	7.757777e-07	4.82192e-12	0.1	7.757777e-07	8.516545e-16	0.1	7.757777e-07	6.250948e-14	0.1	7.757777e-07	1.032449e-13	0.1	7.757777e-07	1.230179e-15	0.1	7.757777e-07	1.903228e-25	0.1	7.757777e-07	1.379608e-16	0.1	7.757777e-07	2.972347e-27	0.1
1.147806e-06	0.9816749	0.1	1.147806e-06	0.001931702	0.1	1.147806e-06	7.541273e-18	0.1	1.147806e-06	1.947267e-14	0.1	1.147806e-06	0.01639335	0.1	1.147806e-06	7.160479e-12	0.1	1.147806e-06	1.268787e-15	0.1	1.147806e-06	9.305764e-14	0.1	1.147806e-06	1.537741e-13	0.1	1.147806e-06	1.832721e-15	0.1	1.147806e-06	2.817843e-25	0.1	1.147806e-06	2.055108e-16	0.1	1.147806e-06	4.427865e-27	0.1
1.568546e-06	0.9752453	0.1	1.568546e-06	0.002475001	0.1	1.568546e-06	1.382403e-17	0.1	1.568546e-06	2.682495e-14	0.1	1.568546e-06	0.02227966	0.1	1.568546e-06	9.82152e-12	0.1	1.568546e-06	1.74632e-15	0.1	1.568546e-06	1.2798e-13	0.1	1.568546e-06	2.11591e-13	0.1	1.568546e-06	2.522526e-15	0.1	1.568546e-06	3.853784e-25	0.1	1.568546e-06	2.828302e-16	0.1	1.568546e-06	6.093983e-27	0.1
2.07748e-06	0.9676487	0.1	2.07748e-06	0.003037486	0.1	2.07748e-06	2.373293e-17	0.1	2.07748e-06	3.582936e-14	0.1	2.07748e-06	0.02931383	0.1	2.07748e-06	1.30593e-11	0.1	2.07748e-06	2.33113e-15	0.1	2.07748e-06	1.706817e-13	0.1	2.07748e-06	2.823566e-13	0.1	2.07748e-06	3.367315e-15	0.1	2.07748e-06	5.109175e-25	0.1	2.07748e-06	3.775074e-16	0.1	2.07748e-06	8.134238e-27	0.1
2.586413e-06	0.9602339	0.1	2.586413e-06	0.003510765	0.1	2.586413e-06	3.603476e-17	0.1	2.586413e-06	4.492906e-14	0.1	2.586413e-06	0.03625531	0.1	2.586413e-06	1.631347e-11	0.1	2.586413e-06	2.922722e-15	0.1	2.586413e-06	2.138107e-13	0.1	2.586413e-06	3.539008e-13	0.1	2.586413e-06	4.221929e-15	0.1	2.586413e-06	6.367158e-25	0.1	2.586413e-06	4.732746e-16	0.1	2.586413e-06	1.019806e-26	0.1
3.095346e-06	0.9529864	0.1	3.095346e-06	0.003908038	0.1	3.095346e-06	5.060336e-17	0.1	3.095346e-06	5.410025e-14	0.1	3.095346e-06	0.0431056	0.1	3.095346e-06	1.95801e-11	0.1	3.095346e-06	3.520112e-15	0.1	3.095346e-06	2.57298e-13	0.1	3.095346e-06	4.261059e-13	0.1	3.095346e-06	5.084951e-15	0.1	3.095346e-06	7.627793e-25	0.1	3.095346e-06	5.699773e-16	0.1	3.095346e-06	1.22821e-26	0.1
3.604279e-06	0.9458933	0.1	3.604279e-06	0.004240563	0.1	3.604279e-06	6.732816e-17	0.1	3.604279e-06	6.332277e-14	0.1	3.604279e-06	0.04986612	0.1	3.604279e-06	2.285584e-11	0.1	3.604279e-06	4.122462e-15	0.1	3.604279e-06	3.010851e-13	0.1	3.604279e-06	4.98871e-13	0.1	3.604279e-06	5.955173e-15	0.1	3.604279e-06	8.891127e-25	0.1	3.604279e-06	6.674834e-16	0.1	3.604279e-06	1.438349e-26	0.1
4.113213e-06	0.9389438	0.1	4.113213e-06	0.004517941	0.1	4.113213e-06	8.6112e-17	0.1	4.113213e-06	7.257954e-14	0.1	4.113213e-06	0.05653826	0.1	4.113213e-06	2.613785e-11	0.1	4.113213e-06	4.729057e-15	0.1	4.113213e-06	3.451222e-13	0.1	4.113213e-06	5.721105e-13	0.1	4.113213e-06	6.831563e-15	0.1	4.113213e-06	1.015719e-24	0.1	4.113213e-06	7.656803e-16	0.1	4.113213e-06	1.649977e-26	0.1
4.726646e-06	0.9307447	0.1	4.726646e-06	0.004790516	0.1	4.726646e-06	1.113684e-16	0.1	4.726646e-06	8.37622e-14	0.1	4.726646e-06	0.0644648	0.1	4.726646e-06	3.009874e-11	0.1	4.726646e-06	5.464986e-15	0.1	4.726646e-06	3.984739e-13	0.1	4.726646e-06	6.609158e-13	0.1	4.726646e-06	7.894862e-15	0.1	4.726646e-06	1.168688e-24	0.1	4.726646e-06	8.848227e-16	0.1	4.726646e-06	1.906746e-26	0.1
5.340079e-06	0.9227261	0.1	5.340079e-06	0.005006853	0.1	5.340079e-06	1.393608e-16	0.1	5.340079e-06	9.495273e-14	0.1	5.340079e-06	0.07226708	0.1	5.340079e-06	3.406178e-11	0.1	5.340079e-06	6.2053e-15	0.1	5.340079e-06	4.520649e-13	0.1	5.340079e-06	7.501972e-13	0.1	5.340079e-06	8.964556e-15	0.1	5.340079e-06	1.322059e-24	0.1	5.340079e-06	1.004688e-15	0.1	5.340079e-06	2.165069e-26	0.1
