Batch	m_SP	7	P3	R	W4_L	W3	P1	P2_L	P4											
1.175522e-13	9.81260387298e-06	0.1	1.175522e-13	5.384192e-09	0.1	1.175522e-13	1.5977276000000001e-07	0.1	1.175522e-13	6.461042e-11	0.1	1.175522e-13	4.006842e-09	0.1	1.175522e-13	1.7772006e-08	0.1	1.175522e-13	6.945192e-12	0.1
2.802043e-13	9.559222406819999e-06	0.1	2.802043e-13	1.266817e-08	0.1	2.802043e-13	3.759206e-07	0.1	2.802043e-13	1.520187e-10	0.1	2.802043e-13	9.427483e-09	0.1	2.802043e-13	4.1814791000000004e-08	0.1	2.802043e-13	1.634097e-11	0.1
6.22175e-13	9.04763052279e-06	0.1	6.22175e-13	2.737489e-08	0.1	6.22175e-13	8.123337e-07	0.1	6.22175e-13	3.285019e-10	0.1	6.22175e-13	2.037204e-08	0.1	6.22175e-13	9.035834999999999e-08	0.1	6.22175e-13	3.531153e-11	0.1
1.242027e-12	8.1891022892315e-06	0.1	1.242027e-12	5.205502e-08	0.1	1.242027e-12	1.5447014e-06	0.1	1.242027e-12	6.246725e-10	0.1	1.242027e-12	3.873873e-08	0.1	1.242027e-12	1.7182192e-07	0.1	1.242027e-12	6.714709e-11	0.1
2.16496e-12	7.0593816995247e-06	0.1	2.16496e-12	8.453114e-08	0.1	2.16496e-12	2.508409e-06	0.1	2.16496e-12	1.014409e-09	0.1	2.16496e-12	6.290721e-08	0.1	2.16496e-12	2.7901823e-07	0.1	2.16496e-12	1.09039e-10	0.1
3.237607e-12	5.9407184040542e-06	0.1	3.237607e-12	1.166895e-07	0.1	3.237607e-12	3.462686e-06	0.1	3.237607e-12	1.400349e-09	0.1	3.237607e-12	8.683932e-08	0.1	3.237607e-12	3.8516547e-07	0.1	3.237607e-12	1.505212e-10	0.1
4.368497e-12	4.9527109865514e-06	0.1	4.368497e-12	1.450919e-07	0.1	4.368497e-12	4.3055070000000005e-06	0.1	4.368497e-12	1.741232e-09	0.1	4.368497e-12	1.079765e-07	0.1	4.368497e-12	4.7891536e-07	0.1	4.368497e-12	1.871587e-10	0.1
5.732353e-12	3.9771640347885e-06	0.1	5.732353e-12	1.731361e-07	0.1	5.732353e-12	5.1376979999999995e-06	0.1	5.732353e-12	2.077842e-09	0.1	5.732353e-12	1.288473e-07	0.1	5.732353e-12	5.7148292e-07	0.1	5.732353e-12	2.233343e-10	0.1
7.096209e-12	3.1937741037879e-06	0.1	7.096209e-12	1.956565e-07	0.1	7.096209e-12	5.805971000000001e-06	0.1	7.096209e-12	2.348179e-09	0.1	7.096209e-12	1.456075e-07	0.1	7.096209e-12	6.4581738e-07	0.1	7.096209e-12	2.523847e-10	0.1
8.460065e-12	2.5646893269536e-06	0.1	8.460065e-12	2.13741e-07	0.1	8.460065e-12	6.342612e-06	0.1	8.460065e-12	2.565295e-09	0.1	8.460065e-12	1.590666e-07	0.1	8.460065e-12	7.0551018e-07	0.1	8.460065e-12	2.757132e-10	0.1
9.823922e-12	2.0595165808048002e-06	0.1	9.823922e-12	2.282634e-07	0.1	9.823922e-12	6.77355e-06	0.1	9.823922e-12	2.739675e-09	0.1	9.823922e-12	1.69875e-07	0.1	9.823922e-12	7.5344527e-07	0.1	9.823922e-12	2.944469e-10	0.1
1.141032e-11	1.595698404564e-06	0.1	1.141032e-11	2.415971e-07	0.1	1.141032e-11	7.169212e-06	0.1	1.141032e-11	2.899815e-09	0.1	1.141032e-11	1.79799e-07	0.1	1.141032e-11	7.974565e-07	0.1	1.141032e-11	3.116473e-10	0.1
1.305236e-11	1.2253202565368e-06	0.1	1.305236e-11	2.522446e-07	0.1	1.305236e-11	7.485164000000001e-06	0.1	1.305236e-11	3.027734e-09	0.1	1.305236e-11	1.87724e-07	0.1	1.305236e-11	8.326012999999999e-07	0.1	1.305236e-11	3.253827e-10	0.1
1.46944e-11	9.409111203295e-07	0.1	1.46944e-11	2.604207e-07	0.1	1.46944e-11	7.72778e-06	0.1	1.46944e-11	3.126002e-09	0.1	1.46944e-11	1.9381e-07	0.1	1.46944e-11	8.595887999999999e-07	0.1	1.46944e-11	3.359303e-10	0.1
1.633643e-11	7.225163134990501e-07	0.1	1.633643e-11	2.666991e-07	0.1	1.633643e-11	7.914083e-06	0.1	1.633643e-11	3.201501e-09	0.1	1.633643e-11	1.984838e-07	0.1	1.633643e-11	8.803122000000001e-07	0.1	1.633643e-11	3.440298e-10	0.1
1.811419e-11	5.428327001968e-07	0.1	1.811419e-11	2.718647e-07	0.1	1.811419e-11	8.067364e-06	0.1	1.811419e-11	3.263663e-09	0.1	1.811419e-11	2.023296e-07	0.1	1.811419e-11	8.973626e-07	0.1	1.811419e-11	3.506939e-10	0.1
2.009554e-11	3.9469655564265e-07	0.1	2.009554e-11	2.761234e-07	0.1	2.009554e-11	8.193731e-06	0.1	2.009554e-11	3.314966e-09	0.1	2.009554e-11	2.055007e-07	0.1	2.009554e-11	9.114193999999999e-07	0.1	2.009554e-11	3.561882e-10	0.1
2.207689e-11	2.869859866155e-07	0.1	2.207689e-11	2.792199e-07	0.1	2.207689e-11	8.285615e-06	0.1	2.207689e-11	3.352325e-09	0.1	2.207689e-11	2.078069e-07	0.1	2.207689e-11	9.216401999999999e-07	0.1	2.207689e-11	3.601833e-10	0.1
2.405824e-11	2.0866910895135e-07	0.1	2.405824e-11	2.814715e-07	0.1	2.405824e-11	8.352424e-06	0.1	2.405824e-11	3.379547e-09	0.1	2.405824e-11	2.094844e-07	0.1	2.405824e-11	9.290719e-07	0.1	2.405824e-11	3.630884e-10	0.1
2.636169e-11	1.440640873112e-07	0.1	2.636169e-11	2.833288e-07	0.1	2.636169e-11	8.407535999999999e-06	0.1	2.636169e-11	3.402072e-09	0.1	2.636169e-11	2.108689e-07	0.1	2.636169e-11	9.352025e-07	0.1	2.636169e-11	3.65485e-10	0.1
