Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
1.114934e-10	9.7311177415866e-06	0.1	1.114934e-10	6.276077e-08	0.1	1.114934e-10	2.972464e-10	0.1	1.114934e-10	3.926491e-08	0.1	1.114934e-10	1.203178e-07	0.1	1.114934e-10	4.596674e-08	0.1	1.114934e-10	1.55325e-10	0.1
2.388757e-10	9.432860897226402e-06	0.1	2.388757e-10	1.324036e-07	0.1	2.388757e-10	6.270873e-10	0.1	2.388757e-10	8.283545e-08	0.1	2.388757e-10	2.5382898e-07	0.1	2.388757e-10	9.697398e-08	0.1	2.388757e-10	3.276822e-10	0.1
5.345045e-10	8.775421346864701e-06	0.1	5.345045e-10	2.85916e-07	0.1	5.345045e-10	1.35415e-09	0.1	5.345045e-10	1.788773e-07	0.1	5.345045e-10	5.4812538e-07	0.1	5.345045e-10	2.094083e-07	0.1	5.345045e-10	7.076062e-10	0.1
1.066636e-09	7.705346075843401e-06	0.1	1.066636e-09	5.35779e-07	0.1	1.066636e-09	2.537547e-09	0.1	1.066636e-09	3.351993e-07	0.1	1.066636e-09	1.02713423e-06	0.1	1.066636e-09	3.92411e-07	0.1	1.066636e-09	1.325986e-09	0.1
1.731174e-09	6.5503444646197996e-06	0.1	1.731174e-09	8.054731e-07	0.1	1.731174e-09	3.814867e-09	0.1	1.731174e-09	5.039288e-07	0.1	1.731174e-09	1.5441605e-06	0.1	1.731174e-09	5.899382e-07	0.1	1.731174e-09	1.993445e-09	0.1
2.444565e-09	5.5023892669958e-06	0.1	2.444565e-09	1.050172e-06	0.1	2.444565e-09	4.973804e-09	0.1	2.444565e-09	6.570211e-07	0.1	2.444565e-09	2.0132695e-06	0.1	2.444565e-09	7.691585e-07	0.1	2.444565e-09	2.599043e-09	0.1
3.273982e-09	4.4928792002094e-06	0.1	3.273982e-09	1.285894e-06	0.1	3.273982e-09	6.090227e-09	0.1	3.273982e-09	8.044984e-07	0.1	3.273982e-09	2.4651689e-06	0.1	3.273982e-09	9.418043e-07	0.1	3.273982e-09	3.182426e-09	0.1
4.180749e-09	3.5998893608493e-06	0.1	4.180749e-09	1.494409e-06	0.1	4.180749e-09	7.077793e-09	0.1	4.180749e-09	9.34955e-07	0.1	4.180749e-09	2.8649102e-06	0.1	4.180749e-09	1.094523e-06	0.1	4.180749e-09	3.698475e-09	0.1
5.087516e-09	2.8843875797471998e-06	0.1	5.087516e-09	1.661481e-06	0.1	5.087516e-09	7.869073e-09	0.1	5.087516e-09	1.039484e-06	0.1	5.087516e-09	3.1851998999999997e-06	0.1	5.087516e-09	1.216888e-06	0.1	5.087516e-09	4.111956e-09	0.1
5.994283e-09	2.3110962529853002e-06	0.1	5.994283e-09	1.795345e-06	0.1	5.994283e-09	8.503081e-09	0.1	5.994283e-09	1.123238e-06	0.1	5.994283e-09	3.4418300000000002e-06	0.1	5.994283e-09	1.314933e-06	0.1	5.994283e-09	4.443254e-09	0.1
6.937914e-09	1.835145270165e-06	0.1	6.937914e-09	1.906481e-06	0.1	6.937914e-09	9.029442e-09	0.1	6.937914e-09	1.192772e-06	0.1	6.937914e-09	3.6548871999999997e-06	0.1	6.937914e-09	1.39633e-06	0.1	6.937914e-09	4.718302e-09	0.1
8.029001e-09	1.4056376660273998e-06	0.1	8.029001e-09	2.006773e-06	0.1	8.029001e-09	9.50444e-09	0.1	8.029001e-09	1.255523e-06	0.1	8.029001e-09	3.8471544e-06	0.1	8.029001e-09	1.469784e-06	0.1	8.029001e-09	4.96651e-09	0.1
9.120087e-09	1.0766539119104001e-06	0.1	9.120087e-09	2.083591e-06	0.1	9.120087e-09	9.868267e-09	0.1	9.120087e-09	1.303589e-06	0.1	9.120087e-09	3.9944222e-06	0.1	9.120087e-09	1.526047e-06	0.1	9.120087e-09	5.156626e-09	0.1
1.021117e-08	8.246681804026e-07	0.1	1.021117e-08	2.142431e-06	0.1	1.021117e-08	1.014694e-08	0.1	1.021117e-08	1.340407e-06	0.1	1.021117e-08	4.1072224e-06	0.1	1.021117e-08	1.569142e-06	0.1	1.021117e-08	5.302247e-09	0.1
1.130226e-08	6.3165843528804e-07	0.1	1.130226e-08	2.187499e-06	0.1	1.130226e-08	1.036039e-08	0.1	1.130226e-08	1.36861e-06	0.1	1.130226e-08	4.1936227e-06	0.1	1.130226e-08	1.602151e-06	0.1	1.130226e-08	5.413785e-09	0.1
1.257544e-08	4.6276449403575e-07	0.1	1.257544e-08	2.226936e-06	0.1	1.257544e-08	1.054718e-08	0.1	1.257544e-08	1.393291e-06	0.1	1.257544e-08	4.2692272e-06	0.1	1.257544e-08	1.631035e-06	0.1	1.257544e-08	5.511388e-09	0.1
1.389414e-08	3.3527906604274003e-07	0.1	1.389414e-08	2.256705e-06	0.1	1.389414e-08	1.068817e-08	0.1	1.389414e-08	1.411922e-06	0.1	1.389414e-08	4.3262952e-06	0.1	1.389414e-08	1.652838e-06	0.1	1.389414e-08	5.58506e-09	0.1
