# T[K]         N1a_L         Nphln         Flvln         Azln         N7a_L         sum_k_Pr_i
6.00e+02	4.29e-08	9.43e-04	8.21e-11	1.04e-02	1.14e-02	1.14e-02
7.00e+02	3.85e-05	2.23e-01	4.92e-07	2.25e+00	2.47e+00	2.47e+00
8.00e+02	5.81e-03	1.32e+01	3.22e-04	1.17e+02	1.30e+02	1.30e+02
9.00e+02	2.69e-01	2.97e+02	4.84e-02	2.40e+03	2.69e+03	2.69e+03
1.00e+03	5.45e+00	3.42e+03	2.61e+00	2.56e+04	2.90e+04	2.90e+04
1.10e+03	6.06e+01	2.41e+04	6.65e+01	1.71e+05	1.95e+05	1.95e+05
1.20e+03	4.32e+02	1.18e+05	9.74e+02	8.07e+05	9.27e+05	9.27e+05
1.30e+03	2.19e+03	4.40e+05	9.31e+03	2.92e+06	3.38e+06	3.38e+06
1.40e+03	8.47e+03	1.32e+06	6.36e+04	8.61e+06	1.00e+07	1.00e+07
1.50e+03	2.65e+04	3.34e+06	3.33e+05	2.15e+07	2.52e+07	2.52e+07
1.60e+03	6.98e+04	7.34e+06	1.40e+06	4.72e+07	5.60e+07	5.60e+07
1.70e+03	1.60e+05	1.44e+07	4.95e+06	9.28e+07	1.12e+08	1.12e+08
1.80e+03	3.26e+05	2.59e+07	1.51e+07	1.67e+08	2.08e+08	2.08e+08
1.90e+03	6.05e+05	4.31e+07	4.06e+07	2.79e+08	3.64e+08	3.63e+08
2.00e+03	1.03e+06	6.72e+07	9.83e+07	4.38e+08	6.05e+08	6.05e+08
