Batch	m_SP	13	W2	W1	W3	W4	W5	W6	R	P1	P2	P3	P4	P5	P6																							
1.648724e-08	0.9843314	0.1	1.648724e-08	1.648628e-108	0.1	1.648724e-08	0.01558848	0.1	1.648724e-08	1.648628e-108	0.1	1.648724e-08	2.584598e-06	0.1	1.648724e-08	1.533348e-07	0.1	1.648724e-08	1.579389e-08	0.1	1.648724e-08	3.774698e-05	0.1	1.648724e-08	1.443384e-07	0.1	1.648724e-08	1.618787e-08	0.1	1.648724e-08	7.496855e-07	0.1	1.648724e-08	3.408345e-09	0.1	1.648724e-08	1.207336e-15	0.1
3.072416e-08	0.9709994	0.1	3.072416e-08	3.072085e-108	0.1	3.072416e-08	0.02885194	0.1	3.072416e-08	3.072085e-108	0.1	3.072416e-08	4.783944e-06	0.1	3.072416e-08	2.857441e-07	0.1	3.072416e-08	2.927304e-08	0.1	3.072416e-08	7.006518e-05	0.1	3.072416e-08	2.675195e-07	0.1	3.072416e-08	3.00045e-08	0.1	3.072416e-08	1.391022e-06	0.1	3.072416e-08	6.318028e-09	0.1	3.072416e-08	2.240132e-15	0.1
5.651033e-08	0.9473109	0.1	5.651033e-08	5.64992e-108	0.1	5.651033e-08	0.05241767	0.1	5.651033e-08	5.64992e-108	0.1	5.651033e-08	8.692173e-06	0.1	5.651033e-08	5.255612e-07	0.1	5.651033e-08	5.331824e-08	0.1	5.651033e-08	0.0001279593	0.1	5.651033e-08	4.872516e-07	0.1	5.651033e-08	5.465455e-08	0.1	5.651033e-08	2.538657e-06	0.1	5.651033e-08	1.151056e-08	0.1	5.651033e-08	4.088179e-15	0.1
9.495676e-08	0.9130624	0.1	9.495676e-08	9.492562e-108	0.1	9.495676e-08	0.08648636	0.1	9.495676e-08	9.492562e-108	0.1	9.495676e-08	1.434359e-05	0.1	9.495676e-08	8.830718e-07	0.1	9.495676e-08	8.830905e-08	0.1	9.495676e-08	0.0002127813	0.1	9.495676e-08	8.069879e-07	0.1	9.495676e-08	9.053221e-08	0.1	9.495676e-08	4.217155e-06	0.1	9.495676e-08	1.907153e-08	0.1	9.495676e-08	6.790977e-15	0.1
1.577616e-07	0.8597618	0.1	1.577616e-07	1.576769e-107	0.1	1.577616e-07	0.1395013	0.1	1.577616e-07	1.576769e-107	0.1	1.577616e-07	2.31413e-05	0.1	1.577616e-07	1.466809e-06	0.1	1.577616e-07	1.43343e-07	0.1	1.577616e-07	0.0003476441	0.1	1.577616e-07	1.309817e-06	0.1	1.577616e-07	1.469773e-07	0.1	1.577616e-07	6.878475e-06	0.1	1.577616e-07	3.097547e-08	0.1	1.577616e-07	1.10765e-14	0.1
2.346953e-07	0.798697	0.1	2.346953e-07	2.345112e-107	0.1	2.346953e-07	0.200229	0.1	2.346953e-07	2.345112e-107	0.1	2.346953e-07	3.322464e-05	0.1	2.346953e-07	2.181053e-06	0.1	2.346953e-07	2.073627e-07	0.1	2.346953e-07	0.0005069374	0.1	2.346953e-07	1.894643e-06	0.1	2.346953e-07	2.126649e-07	0.1	2.346953e-07	1.000968e-05	0.1	2.346953e-07	4.48428e-08	0.1	2.346953e-07	1.611977e-14	0.1
3.502235e-07	0.7150568	0.1	3.502235e-07	3.498241e-107	0.1	3.502235e-07	0.2833875	0.1	3.502235e-07	3.498241e-107	0.1	3.502235e-07	4.704415e-05	0.1	3.502235e-07	3.250985e-06	0.1	3.502235e-07	2.97027e-07	0.1	3.502235e-07	0.0007348759	0.1	3.502235e-07	2.7135e-06	0.1	3.502235e-07	3.04715e-07	0.1	3.502235e-07	1.446589e-05	0.1	3.502235e-07	6.430427e-08	0.1	3.502235e-07	2.330172e-14	0.1
4.657516e-07	0.6401846	0.1	4.657516e-07	4.650626e-107	0.1	4.657516e-07	0.3578046	0.1	4.657516e-07	4.650626e-107	0.1	4.657516e-07	5.942494e-05	0.1	4.657516e-07	4.316558e-06	0.1	4.657516e-07	3.796506e-07	0.1	4.657516e-07	0.0009505556	0.1	4.657516e-07	3.467751e-06	0.1	4.657516e-07	3.895919e-07	0.1	4.657516e-07	1.865441e-05	0.1	4.657516e-07	8.2283e-08	0.1	4.657516e-07	3.006065e-14	0.1
5.812797e-07	0.5731598	0.1	5.812797e-07	5.802319e-107	0.1	5.812797e-07	0.4243982	0.1	5.812797e-07	5.802319e-107	0.1	5.812797e-07	7.05181e-05	0.1	5.812797e-07	5.376555e-06	0.1	5.812797e-07	4.559738e-07	0.1	5.812797e-07	0.001155263	0.1	5.812797e-07	4.164151e-06	0.1	5.812797e-07	4.680464e-07	0.1	5.812797e-07	2.260305e-05	0.1	5.812797e-07	9.893446e-08	0.1	5.812797e-07	3.644383e-14	0.1
6.968079e-07	0.5131585	0.1	6.968079e-07	6.953362e-107	0.1	6.968079e-07	0.4839897	0.1	6.968079e-07	6.953362e-107	0.1	6.968079e-07	8.045881e-05	0.1	6.968079e-07	6.429914e-06	0.1	6.968079e-07	5.266589e-07	0.1	6.968079e-07	0.001350148	0.1	6.968079e-07	4.808751e-06	0.1	6.968079e-07	5.407505e-07	0.1	6.968079e-07	2.633673e-05	0.1	6.968079e-07	1.143978e-07	0.1	6.968079e-07	4.249336e-14	0.1
8.12336e-07	0.4594437	0.1	8.12336e-07	8.103793e-107	0.1	8.12336e-07	0.5373137	0.1	8.12336e-07	8.103793e-107	0.1	8.12336e-07	8.936798e-05	0.1	8.12336e-07	7.475707e-06	0.1	8.12336e-07	5.92298e-07	0.1	8.12336e-07	0.001536241	0.1	8.12336e-07	5.406961e-06	0.1	8.12336e-07	6.083054e-07	0.1	8.12336e-07	2.987774e-05	0.1	8.12336e-07	1.287974e-07	0.1	8.12336e-07	4.824674e-14	0.1
9.371409e-07	0.4077205	0.1	9.371409e-07	9.345951e-107	0.1	9.371409e-07	0.588634	0.1	9.371409e-07	9.345951e-107	0.1	9.371409e-07	9.795803e-05	0.1	9.371409e-07	8.596046e-06	0.1	9.371409e-07	6.58148e-07	0.1	9.371409e-07	0.001728457	0.1	9.371409e-07	6.00666e-06	0.1	9.371409e-07	6.761184e-07	0.1	9.371409e-07	3.350956e-05	0.1	9.371409e-07	1.432863e-07	0.1	9.371409e-07	5.416777e-14	0.1
1.075861e-06	0.3570391	0.1	1.075861e-06	1.072585e-106	0.1	1.075861e-06	0.6388884	0.1	1.075861e-06	1.072585e-106	0.1	1.075861e-06	0.0001063886	0.1	1.075861e-06	9.828772e-06	0.1	1.075861e-06	7.258763e-07	0.1	1.075861e-06	0.001932578	0.1	1.075861e-06	6.622925e-06	0.1	1.075861e-06	7.459101e-07	0.1	1.075861e-06	3.733694e-05	0.1	1.075861e-06	1.582381e-07	0.1	1.075861e-06	6.043445e-14	0.1
1.214581e-06	0.312662	0.1	1.214581e-06	1.2105e-106	0.1	1.214581e-06	0.6828576	0.1	1.214581e-06	1.2105e-106	0.1	1.214581e-06	0.0001137848	0.1	1.214581e-06	1.104734e-05	0.1	1.214581e-06	7.885462e-07	0.1	1.214581e-06	0.002127874	0.1	1.214581e-06	7.192587e-06	0.1	1.214581e-06	8.1053e-07	0.1	1.214581e-06	4.097002e-05	0.1	1.214581e-06	1.721223e-07	0.1	1.214581e-06	6.641346e-14	0.1
1.353301e-06	0.2738044	0.1	1.353301e-06	1.348343e-106	0.1	1.353301e-06	0.7213241	0.1	1.353301e-06	1.348343e-106	0.1	1.353301e-06	0.0001202753	0.1	1.353301e-06	1.22509e-05	0.1	1.353301e-06	8.467881e-07	0.1	1.353301e-06	0.002315442	0.1	1.353301e-06	7.721415e-06	0.1	1.353301e-06	8.706192e-07	0.1	1.353301e-06	4.443258e-05	0.1	1.353301e-06	1.850715e-07	0.1	1.353301e-06	7.214419e-14	0.1
1.492021e-06	0.2397793	0.1	1.492021e-06	1.486118e-106	0.1	1.492021e-06	0.7549728	0.1	1.492021e-06	1.486118e-106	0.1	1.492021e-06	0.0001259728	0.1	1.492021e-06	1.343877e-05	0.1	1.492021e-06	9.011536e-07	0.1	1.492021e-06	0.00249624	0.1	1.492021e-06	8.214462e-06	0.1	1.492021e-06	9.267386e-07	0.1	1.492021e-06	4.774539e-05	0.1	1.492021e-06	1.972019e-07	0.1	1.492021e-06	7.766103e-14	0.1
1.630741e-06	0.2099854	0.1	1.630741e-06	1.623826e-106	0.1	1.630741e-06	0.7844034	0.1	1.630741e-06	1.623826e-106	0.1	1.630741e-06	0.0001309761	0.1	1.630741e-06	1.461039e-05	0.1	1.630741e-06	9.521254e-07	0.1	1.630741e-06	0.002671107	0.1	1.630741e-06	8.676151e-06	0.1	1.630741e-06	9.793793e-07	0.1	1.630741e-06	5.092667e-05	0.1	1.630741e-06	2.086148e-07	0.1	1.630741e-06	8.299407e-14	0.1
1.769461e-06	0.1838961	0.1	1.769461e-06	1.761469e-106	0.1	1.769461e-06	0.8101405	0.1	1.769461e-06	1.761469e-106	0.1	1.769461e-06	0.0001353714	0.1	1.769461e-06	1.576531e-05	0.1	1.769461e-06	1.000126e-06	0.1	1.769461e-06	0.002840778	0.1	1.769461e-06	9.110355e-06	0.1	1.769461e-06	1.028971e-06	0.1	1.769461e-06	5.399235e-05	0.1	1.769461e-06	2.193994e-07	0.1	1.769461e-06	8.816959e-14	0.1
