Batch	m_SP	5	T4a_L	C5H5	T1a_L	N1a_L	N7a_L							
2.11511e-06	0.989506134	0.1	2.11511e-06	1.035334e-05	0.1	2.11511e-06	0.00011595613599999998	0.1	2.11511e-06	1.60581427e-08	0.1	2.11511e-06	0.00325244259	0.1
2.378445e-06	0.9884945060000001	0.1	2.378445e-06	1.251496e-05	0.1	2.378445e-06	0.00014165402399999997	0.1	2.378445e-06	1.9312831399999998e-08	0.1	2.378445e-06	0.00365447559	0.1
2.64178e-06	0.987515185	0.1	2.64178e-06	1.477057e-05	0.1	2.64178e-06	0.00016858579499999998	0.1	2.64178e-06	2.27018394e-08	0.1	2.64178e-06	0.0040559372	0.1
2.94768e-06	0.986410561	0.1	2.94768e-06	1.748631e-05	0.1	2.94768e-06	0.000201125505	0.1	2.94768e-06	2.6775104500000002e-08	0.1	2.94768e-06	0.00452159238	0.1
3.264222e-06	0.9852980590000001	0.1	3.264222e-06	2.038265e-05	0.1	3.264222e-06	0.00023592951700000003	0.1	3.264222e-06	3.1113037699999996e-08	0.1	3.264222e-06	0.00500267117	0.1
3.580765e-06	0.9842106089999999	0.1	3.580765e-06	2.33476e-05	0.1	3.580765e-06	0.000271636572	0.1	3.580765e-06	3.55488726e-08	0.1	3.580765e-06	0.00548297504	0.1
3.897307e-06	0.9831432819999999	0.1	3.897307e-06	2.636591e-05	0.1	3.897307e-06	0.00030804684999999994	0.1	3.897307e-06	4.00607719e-08	0.1	3.897307e-06	0.00596251859	0.1
4.213849e-06	0.98209218	0.1	4.213849e-06	2.942548e-05	0.1	4.213849e-06	0.00034500225000000005	0.1	4.213849e-06	4.46314182e-08	0.1	4.213849e-06	0.00644130906	0.1
4.596081e-06	0.980840114	0.1	4.596081e-06	3.316149e-05	0.1	4.596081e-06	0.00039017627000000006	0.1	4.596081e-06	5.02095931e-08	0.1	4.596081e-06	0.007018471	0.1
4.978314e-06	0.979603486	0.1	4.978314e-06	3.693071e-05	0.1	4.978314e-06	0.00043579217	0.1	4.978314e-06	5.58348736e-08	0.1	4.978314e-06	0.0075945605	0.1
5.360547e-06	0.9783785289999999	0.1	5.360547e-06	4.072326e-05	0.1	5.360547e-06	0.00048172039	0.1	5.360547e-06	6.14931035e-08	0.1	5.360547e-06	0.0081695862	0.1
5.742779e-06	0.9771632229999999	0.1	5.742779e-06	4.453167e-05	0.1	5.742779e-06	0.0005278631699999999	0.1	5.742779e-06	6.71736098e-08	0.1	5.742779e-06	0.008743558	0.1
6.202003e-06	0.975713084	0.1	6.202003e-06	4.912033e-05	0.1	6.202003e-06	0.00058348143	0.1	6.202003e-06	7.40165651e-08	0.1	6.202003e-06	0.009431755600000001	0.1
6.661227e-06	0.974271852	0.1	6.661227e-06	5.371665e-05	0.1	6.661227e-06	0.0006392098099999999	0.1	6.661227e-06	8.08698468e-08	0.1	6.661227e-06	0.010118448499999998	0.1
