Batch	m_SP	8	W1_L	R	P1	P2	P3	P4	P5	P6													
3.03542e+91	0.9999999999999998	0.1	3.03542e+91	0.0	0.1	3.03542e+91	0.0	0.1	3.03542e+91	0.0	0.1	3.03542e+91	0.0	0.1	3.03542e+91	0.0	0.1	3.03542e+91	0.0	0.1	3.03542e+91	0.0	0.1
9.713344e+91	0.9999999999999998	0.1	9.713344e+91	0.0	0.1	9.713344e+91	0.0	0.1	9.713344e+91	0.0	0.1	9.713344e+91	0.0	0.1	9.713344e+91	0.0	0.1	9.713344e+91	0.0	0.1	9.713344e+91	0.0	0.1
2.914003e+92	1.0000000999999998	0.1	2.914003e+92	0.0	0.1	2.914003e+92	0.0	0.1	2.914003e+92	0.0	0.1	2.914003e+92	0.0	0.1	2.914003e+92	0.0	0.1	2.914003e+92	0.0	0.1	2.914003e+92	0.0	0.1
9.713344e+92	0.9999999999999999	0.1	9.713344e+92	0.0	0.1	9.713344e+92	0.0	0.1	9.713344e+92	0.0	0.1	9.713344e+92	0.0	0.1	9.713344e+92	0.0	0.1	9.713344e+92	0.0	0.1	9.713344e+92	0.0	0.1
3.10827e+93	0.9999998999999999	0.1	3.10827e+93	0.0	0.1	3.10827e+93	0.0	0.1	3.10827e+93	0.0	0.1	3.10827e+93	0.0	0.1	3.10827e+93	0.0	0.1	3.10827e+93	0.0	0.1	3.10827e+93	0.0	0.1
8.547743e+93	1.0	0.1	8.547743e+93	0.0	0.1	8.547743e+93	0.0	0.1	8.547743e+93	0.0	0.1	8.547743e+93	0.0	0.1	8.547743e+93	0.0	0.1	8.547743e+93	0.0	0.1	8.547743e+93	0.0	0.1
2.098082e+94	1.0	0.1	2.098082e+94	0.0	0.1	2.098082e+94	0.0	0.1	2.098082e+94	0.0	0.1	2.098082e+94	0.0	0.1	2.098082e+94	0.0	0.1	2.098082e+94	0.0	0.1	2.098082e+94	0.0	0.1
4.895526e+94	1.0000001	0.1	4.895526e+94	0.0	0.1	4.895526e+94	0.0	0.1	4.895526e+94	0.0	0.1	4.895526e+94	0.0	0.1	4.895526e+94	0.0	0.1	4.895526e+94	0.0	0.1	4.895526e+94	0.0	0.1
1.235537e+95	0.9999999	0.1	1.235537e+95	0.0	0.1	1.235537e+95	0.0	0.1	1.235537e+95	0.0	0.1	1.235537e+95	0.0	0.1	1.235537e+95	0.0	0.1	1.235537e+95	0.0	0.1	1.235537e+95	0.0	0.1
2.976169e+95	1.0000001	0.1	2.976169e+95	0.0	0.1	2.976169e+95	0.0	0.1	2.976169e+95	0.0	0.1	2.976169e+95	0.0	0.1	2.976169e+95	0.0	0.1	2.976169e+95	0.0	0.1	2.976169e+95	0.0	0.1
6.954755e+95	1.0000001	0.1	6.954755e+95	0.0	0.1	6.954755e+95	0.0	0.1	6.954755e+95	0.0	0.1	6.954755e+95	0.0	0.1	6.954755e+95	0.0	0.1	6.954755e+95	0.0	0.1	6.954755e+95	0.0	0.1
1.590657e+96	1.0000001	0.1	1.590657e+96	0.0	0.1	1.590657e+96	0.0	0.1	1.590657e+96	0.0	0.1	1.590657e+96	0.0	0.1	1.590657e+96	0.0	0.1	1.590657e+96	0.0	0.1	1.590657e+96	0.0	0.1
3.57995e+96	0.9999999	0.1	3.57995e+96	0.0	0.1	3.57995e+96	0.0	0.1	3.57995e+96	0.0	0.1	3.57995e+96	0.0	0.1	3.57995e+96	0.0	0.1	3.57995e+96	0.0	0.1	3.57995e+96	0.0	0.1
7.558536e+96	1.0000001	0.1	7.558536e+96	0.0	0.1	7.558536e+96	0.0	0.1	7.558536e+96	0.0	0.1	7.558536e+96	0.0	0.1	7.558536e+96	0.0	0.1	7.558536e+96	0.0	0.1	7.558536e+96	0.0	0.1
1.551571e+97	1.0	0.1	1.551571e+97	0.0	0.1	1.551571e+97	0.0	0.1	1.551571e+97	0.0	0.1	1.551571e+97	0.0	0.1	1.551571e+97	0.0	0.1	1.551571e+97	0.0	0.1	1.551571e+97	0.0	0.1
3.143005e+97	1.0	0.1	3.143005e+97	0.0	0.1	3.143005e+97	0.0	0.1	3.143005e+97	0.0	0.1	3.143005e+97	0.0	0.1	3.143005e+97	0.0	0.1	3.143005e+97	0.0	0.1	3.143005e+97	0.0	0.1
6.007587e+97	1.0	0.1	6.007587e+97	0.0	0.1	6.007587e+97	0.0	0.1	6.007587e+97	0.0	0.1	6.007587e+97	0.0	0.1	6.007587e+97	0.0	0.1	6.007587e+97	0.0	0.1	6.007587e+97	0.0	0.1
1.110018e+98	0.9999999000000002	0.1	1.110018e+98	0.0	0.1	1.110018e+98	0.0	0.1	1.110018e+98	0.0	0.1	1.110018e+98	0.0	0.1	1.110018e+98	0.0	0.1	1.110018e+98	0.0	0.1	1.110018e+98	0.0	0.1
2.001221e+98	1.0000001	0.1	2.001221e+98	0.0	0.1	2.001221e+98	0.0	0.1	2.001221e+98	0.0	0.1	2.001221e+98	0.0	0.1	2.001221e+98	0.0	0.1	2.001221e+98	0.0	0.1	2.001221e+98	0.0	0.1
3.274368e+98	1.0	0.1	3.274368e+98	0.0	0.1	3.274368e+98	0.0	0.1	3.274368e+98	0.0	0.1	3.274368e+98	0.0	0.1	3.274368e+98	0.0	0.1	3.274368e+98	0.0	0.1	3.274368e+98	0.0	0.1
5.163437e+98	0.9999998999999999	0.1	5.163437e+98	0.0	0.1	5.163437e+98	0.0	0.1	5.163437e+98	0.0	0.1	5.163437e+98	0.0	0.1	5.163437e+98	0.0	0.1	5.163437e+98	0.0	0.1	5.163437e+98	0.0	0.1
7.376674e+98	1.0	0.1	7.376674e+98	0.0	0.1	7.376674e+98	0.0	0.1	7.376674e+98	0.0	0.1	7.376674e+98	0.0	0.1	7.376674e+98	0.0	0.1	7.376674e+98	0.0	0.1	7.376674e+98	0.0	0.1
9.806023e+98	1.0	0.1	9.806023e+98	0.0	0.1	9.806023e+98	0.0	0.1	9.806023e+98	0.0	0.1	9.806023e+98	0.0	0.1	9.806023e+98	0.0	0.1	9.806023e+98	0.0	0.1	9.806023e+98	0.0	0.1
1.223537e+99	1.0	0.1	1.223537e+99	0.0	0.1	1.223537e+99	0.0	0.1	1.223537e+99	0.0	0.1	1.223537e+99	0.0	0.1	1.223537e+99	0.0	0.1	1.223537e+99	0.0	0.1	1.223537e+99	0.0	0.1
1.466472e+99	1.0	0.1	1.466472e+99	0.0	0.1	1.466472e+99	0.0	0.1	1.466472e+99	0.0	0.1	1.466472e+99	0.0	0.1	1.466472e+99	0.0	0.1	1.466472e+99	0.0	0.1	1.466472e+99	0.0	0.1
1.709407e+99	1.0	0.1	1.709407e+99	0.0	0.1	1.709407e+99	0.0	0.1	1.709407e+99	0.0	0.1	1.709407e+99	0.0	0.1	1.709407e+99	0.0	0.1	1.709407e+99	0.0	0.1	1.709407e+99	0.0	0.1
1.952342e+99	1.0000001	0.1	1.952342e+99	0.0	0.1	1.952342e+99	0.0	0.1	1.952342e+99	0.0	0.1	1.952342e+99	0.0	0.1	1.952342e+99	0.0	0.1	1.952342e+99	0.0	0.1	1.952342e+99	0.0	0.1
2.195277e+99	1.0	0.1	2.195277e+99	0.0	0.1	2.195277e+99	0.0	0.1	2.195277e+99	0.0	0.1	2.195277e+99	0.0	0.1	2.195277e+99	0.0	0.1	2.195277e+99	0.0	0.1	2.195277e+99	0.0	0.1
2.47747e+99	1.0000000000000002	0.1	2.47747e+99	0.0	0.1	2.47747e+99	0.0	0.1	2.47747e+99	0.0	0.1	2.47747e+99	0.0	0.1	2.47747e+99	0.0	0.1	2.47747e+99	0.0	0.1	2.47747e+99	0.0	0.1
2.769477e+99	0.9999999999999999	0.1	2.769477e+99	0.0	0.1	2.769477e+99	0.0	0.1	2.769477e+99	0.0	0.1	2.769477e+99	0.0	0.1	2.769477e+99	0.0	0.1	2.769477e+99	0.0	0.1	2.769477e+99	0.0	0.1
3.061485e+99	1.0	0.1	3.061485e+99	0.0	0.1	3.061485e+99	0.0	0.1	3.061485e+99	0.0	0.1	3.061485e+99	0.0	0.1	3.061485e+99	0.0	0.1	3.061485e+99	0.0	0.1	3.061485e+99	0.0	0.1
