Batch	m_SP	7	W4_L	R	W3	P1	P2_L	P3	P4											
0.06844384	0.989605317	0.1	0.06844384	2.648042e-05	0.1	0.06844384	1.060093e-06	0.1	0.06844384	0.003608117	0.1	0.06844384	0.0007106881730000001	0.1	0.06844384	2.893687e-05	0.1	0.06844384	7.068149e-12	0.1
0.07489731	0.9887179730000001	0.1	0.07489731	2.895777e-05	0.1	0.07489731	1.159508e-06	0.1	0.07489731	0.003980344	0.1	0.07489731	0.000777175991	0.1	0.07489731	3.164404e-05	0.1	0.07489731	7.729404e-12	0.1
0.08212234	0.987725824	0.1	0.08212234	3.172736e-05	0.1	0.08212234	1.270651e-06	0.1	0.08212234	0.004396656	0.1	0.08212234	0.000851507052	0.1	0.08212234	3.467055e-05	0.1	0.08212234	8.468665e-12	0.1
0.09002525	0.9866420880000001	0.1	0.09002525	3.475204e-05	0.1	0.09002525	1.392031e-06	0.1	0.09002525	0.004851425	0.1	0.09002525	0.00093268412	0.1	0.09002525	3.797581e-05	0.1	0.09002525	9.276012e-12	0.1
0.09894497	0.9854210680000001	0.1	0.09894497	3.815991e-05	0.1	0.09894497	1.52879e-06	0.1	0.09894497	0.005363877	0.1	0.09894497	0.0010241459939999999	0.1	0.09894497	4.169982e-05	0.1	0.09894497	1.018564e-11	0.1
0.1091727	0.9840236280000001	0.1	0.1091727	4.205975e-05	0.1	0.1091727	1.685291e-06	0.1	0.1091727	0.005950348	0.1	0.1091727	0.001128810824	0.1	0.1091727	4.596143e-05	0.1	0.1091727	1.122659e-11	0.1
0.1208091	0.982437462	0.1	0.1208091	4.648671e-05	0.1	0.1208091	1.862945e-06	0.1	0.1208091	0.006616111	0.1	0.1208091	0.001247622001	0.1	0.1208091	5.079905e-05	0.1	0.1208091	1.240823e-11	0.1
0.1345928	0.980563416	0.1	0.1345928	5.171675e-05	0.1	0.1345928	2.072828e-06	0.1	0.1345928	0.007402657	0.1	0.1345928	0.0013879873510000001	0.1	0.1345928	5.651426e-05	0.1	0.1345928	1.380424e-11	0.1
0.1516033	0.978258054	0.1	0.1516033	5.815061e-05	0.1	0.1516033	2.33102e-06	0.1	0.1516033	0.008370252	0.1	0.1516033	0.00156066132	0.1	0.1516033	6.354495e-05	0.1	0.1516033	1.552156e-11	0.1
0.1722246	0.975474069	0.1	0.1722246	6.591995e-05	0.1	0.1722246	2.642805e-06	0.1	0.1722246	0.009538691	0.1	0.1722246	0.0017691767199999999	0.1	0.1722246	7.203501e-05	0.1	0.1722246	1.759536e-11	0.1
0.1970522	0.9721381269999999	0.1	0.1970522	7.523031e-05	0.1	0.1970522	3.016431e-06	0.1	0.1970522	0.01093889	0.1	0.1970522	0.0020190501800000002	0.1	0.1970522	8.220905e-05	0.1	0.1970522	2.008048e-11	0.1
0.2350215	0.9670689530000001	0.1	0.2350215	8.937713e-05	0.1	0.2350215	3.584146e-06	0.1	0.2350215	0.01306644	0.1	0.2350215	0.0023987267800000002	0.1	0.2350215	9.766821e-05	0.1	0.2350215	2.385655e-11	0.1
0.2957724	0.95903998	0.1	0.2957724	0.0001117843	0.1	0.2957724	4.483349e-06	0.1	0.2957724	0.01643628	0.1	0.2957724	0.0030000948599999996	0.1	0.2957724	0.0001221539	0.1	0.2957724	2.983747e-11	0.1
0.4020864	0.9452262660000001	0.1	0.4020864	0.0001503356	0.1	0.4020864	6.03042e-06	0.1	0.4020864	0.02223406	0.1	0.4020864	0.00403474569	0.1	0.4020864	0.0001642815	0.1	0.4020864	4.01276e-11	0.1
0.5843389	0.922223686	0.1	0.5843389	0.0002145311	0.1	0.5843389	8.606596e-06	0.1	0.5843389	0.03188849	0.1	0.5843389	0.00575764056	0.1	0.5843389	0.000234432	0.1	0.5843389	5.726267e-11	0.1
0.8880932	0.885685186	0.1	0.8880932	0.0003165026	0.1	0.8880932	1.269873e-05	0.1	0.8880932	0.04722411	0.1	0.8880932	0.00849437991	0.1	0.8880932	0.000345863	0.1	0.8880932	8.448094e-11	0.1
