Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
3.763653	9.84770852193e-06	0.1	3.763653	1.781528e-10	0.1	3.763653	5.9078439e-08	0.1	3.763653	4.307406e-08	0.1	3.763653	4.953620637e-08	0.1	3.763653	2.117133e-10	0.1	3.763653	1.674756e-11	0.1
7.87017	9.6843991865803e-06	0.1	7.87017	3.694455e-10	0.1	7.87017	1.2251428000000002e-07	0.1	7.87017	8.93251e-08	0.1	7.87017	1.0272595999999999e-07	0.1	7.87017	4.390418e-10	0.1	7.87017	3.473036e-11	0.1
16.0832	9.365859467259e-06	0.1	16.0832	7.425664e-10	0.1	16.0832	2.4624745e-07	0.1	16.0832	1.795389e-07	0.1	16.0832	2.064740682e-07	0.1	16.0832	8.824513e-10	0.1	16.0832	6.980624e-11	0.1
29.77159	8.8580738750736e-06	0.1	29.77159	1.337362e-09	0.1	29.77159	4.4349156e-07	0.1	29.77159	3.233495e-07	0.1	29.77159	3.718596946e-07	0.1	29.77159	1.589295e-09	0.1	29.77159	1.25721e-10	0.1
57.14837	7.9236012165598e-06	0.1	57.14837	2.431958e-09	0.1	57.14837	8.064779899999999e-07	0.1	57.14837	5.880027e-07	0.1	57.14837	6.762171561e-07	0.1	57.14837	2.890091e-09	0.1	57.14837	2.286204e-10	0.1
95.32776	6.782678711430599e-06	0.1	95.32776	3.768381e-09	0.1	95.32776	1.2496578999999998e-06	0.1	95.32776	9.111251e-07	0.1	95.32776	1.047815683e-06	0.1	95.32776	4.47827e-09	0.1	95.32776	3.542531e-10	0.1
140.7089	5.6382397233344e-06	0.1	140.7089	5.108925e-09	0.1	140.7089	1.6942047e-06	0.1	140.7089	1.235244e-06	0.1	140.7089	1.420559985e-06	0.1	140.7089	6.071346e-09	0.1	140.7089	4.802733e-10	0.1
194.6408	4.5265105865448e-06	0.1	194.6408	6.411153e-09	0.1	194.6408	2.1260459e-06	0.1	194.6408	1.550099e-06	0.1	194.6408	1.78265036e-06	0.1	194.6408	7.618889e-09	0.1	194.6408	6.026915e-10	0.1
261.3988	3.4490559210044e-06	0.1	261.3988	7.673235e-09	0.1	261.3988	2.5445732e-06	0.1	261.3988	1.855247e-06	0.1	261.3988	2.133578286e-06	0.1	261.3988	9.118722e-09	0.1	261.3988	7.213357e-10	0.1
328.1569	2.6280704115228e-06	0.1	328.1569	8.634901e-09	0.1	328.1569	2.8634777999999997e-06	0.1	328.1569	2.08776e-06	0.1	328.1569	2.4009745379999997e-06	0.1	328.1569	1.026155e-08	0.1	328.1569	8.117388e-10	0.1
394.9149	2.0025057681094e-06	0.1	394.9149	9.36766e-09	0.1	394.9149	3.1064734e-06	0.1	394.9149	2.264928e-06	0.1	394.9149	2.604721509e-06	0.1	394.9149	1.113234e-08	0.1	394.9149	8.806231e-10	0.1
461.673	1.5258454689279998e-06	0.1	461.673	9.925999e-09	0.1	461.673	3.2916268e-06	0.1	461.673	2.399924e-06	0.1	461.673	2.759969738e-06	0.1	461.673	1.179586e-08	0.1	461.673	9.331107e-10	0.1
528.431	1.1626460016731e-06	0.1	528.431	1.035144e-08	0.1	528.431	3.4327090999999997e-06	0.1	528.431	2.502787e-06	0.1	528.431	2.878265066e-06	0.1	528.431	1.230144e-08	0.1	528.431	9.731046e-10	0.1
595.1891	8.85899483157e-07	0.1	595.1891	1.06756e-08	0.1	595.1891	3.5402097e-06	0.1	595.1891	2.581165e-06	0.1	595.1891	2.968401514e-06	0.1	595.1891	1.268668e-08	0.1	595.1891	1.003579e-09	0.1
661.9472	6.7502735702578e-07	0.1	661.9472	1.092261e-08	0.1	661.9472	3.6221206e-06	0.1	661.9472	2.640887e-06	0.1	661.9472	3.037082957e-06	0.1	661.9472	1.298022e-08	0.1	661.9472	1.026799e-09	0.1
731.4459	5.0864113671382e-07	0.1	731.4459	1.111751e-08	0.1	731.4459	3.686752e-06	0.1	731.4459	2.688009e-06	0.1	731.4459	3.0912745379999997e-06	0.1	731.4459	1.321183e-08	0.1	731.4459	1.045121e-09	0.1
811.9071	3.6653376169048e-07	0.1	811.9071	1.128397e-08	0.1	811.9071	3.741953e-06	0.1	811.9071	2.728256e-06	0.1	811.9071	3.1375600100000002e-06	0.1	811.9071	1.340965e-08	0.1	811.9071	1.060769e-09	0.1
892.3684	2.6412931344704003e-07	0.1	892.3684	1.140392e-08	0.1	892.3684	3.7817305e-06	0.1	892.3684	2.757258e-06	0.1	892.3684	3.1709132180000003e-06	0.1	892.3684	1.355219e-08	0.1	892.3684	1.072045e-09	0.1
972.8296	1.9033528754104e-07	0.1	972.8296	1.149036e-08	0.1	972.8296	3.8103955999999997e-06	0.1	972.8296	2.778158e-06	0.1	972.8296	3.194947869e-06	0.1	972.8296	1.365492e-08	0.1	972.8296	1.080171e-09	0.1
1063.403	1.3162516252492e-07	0.1	1063.403	1.155913e-08	0.1	1063.403	3.833201199999999e-06	0.1	1063.403	2.794785e-06	0.1	1063.403	3.2140694820000003e-06	0.1	1063.403	1.373664e-08	0.1	1063.403	1.086636e-09	0.1
