Batch	m_SP	5	Pr3	W1	W2	Pr1	Pr2							
4.860977e-12	9.7846421741159e-06	0.1	4.860977e-12	1.564576e-07	0.1	4.860977e-12	3.953529e-09	0.1	4.860977e-12	3.398826e-08	0.1	4.860977e-12	2.086119e-08	0.1
1.080322e-11	9.527788768361499e-06	0.1	1.080322e-11	3.4315e-07	0.1	1.080322e-11	8.666038e-09	0.1	1.080322e-11	7.454792e-08	0.1	1.080322e-11	4.575418e-08	0.1
2.24014e-11	9.0457217326972e-06	0.1	2.24014e-11	6.935403e-07	0.1	2.24014e-11	1.749488e-08	0.1	2.24014e-11	1.50682e-07	0.1	2.24014e-11	9.247563e-08	0.1
4.301104e-11	8.248498214726401e-06	0.1	4.301104e-11	1.273011e-06	0.1	4.301104e-11	3.204554e-08	0.1	4.301104e-11	2.766245e-07	0.1	4.301104e-11	1.697476e-07	0.1
7.168614e-11	7.2548263725272e-06	0.1	7.168614e-11	1.995291e-06	0.1	7.168614e-11	5.007736e-08	0.1	7.168614e-11	4.336745e-07	0.1	7.168614e-11	2.660731e-07	0.1
1.12029e-10	6.056167381426001e-06	0.1	1.12029e-10	2.866609e-06	0.1	1.12029e-10	7.162929e-08	0.1	1.12029e-10	6.232631e-07	0.1	1.12029e-10	3.822938e-07	0.1
1.52372e-10	5.0555888712002e-06	0.1	1.52372e-10	3.593981e-06	0.1	1.52372e-10	8.938992e-08	0.1	1.52372e-10	7.816834e-07	0.1	1.52372e-10	4.793364e-07	0.1
2.136726e-10	3.8424784267332e-06	0.1	2.136726e-10	4.475927e-06	0.1	2.136726e-10	1.105002e-07	0.1	2.136726e-10	9.740519e-07	0.1	2.136726e-10	5.970432e-07	0.1
2.749733e-10	2.920535537274e-06	0.1	2.749733e-10	5.146277e-06	0.1	2.749733e-10	1.260469e-07	0.1	2.749733e-10	1.1206e-06	0.1	2.749733e-10	6.865593e-07	0.1
3.362739e-10	2.2198733612e-06	0.1	3.362739e-10	5.655815e-06	0.1	3.362739e-10	1.373715e-07	0.1	3.362739e-10	1.232321e-06	0.1	3.362739e-10	7.546509e-07	0.1
3.975746e-10	1.6873805824479e-06	0.1	3.975746e-10	6.043135e-06	0.1	3.975746e-10	1.454935e-07	0.1	3.975746e-10	1.317572e-06	0.1	3.975746e-10	8.064602e-07	0.1
4.588752e-10	1.2826953509258e-06	0.1	4.588752e-10	6.337569e-06	0.1	4.588752e-10	1.511875e-07	0.1	4.588752e-10	1.382702e-06	0.1	4.588752e-10	8.458951e-07	0.1
5.201759e-10	9.7513980563286e-07	0.1	5.201759e-10	6.56141e-06	0.1	5.201759e-10	1.550422e-07	0.1	5.201759e-10	1.432538e-06	0.1	5.201759e-10	8.759256e-07	0.1
5.814765e-10	7.4140240649616e-07	0.1	5.814765e-10	6.731597e-06	0.1	5.814765e-10	1.575048e-07	0.1	5.814765e-10	1.470747e-06	0.1	5.814765e-10	8.988088e-07	0.1
6.427772e-10	5.6376520922472e-07	0.1	6.427772e-10	6.861006e-06	0.1	6.427772e-10	1.589153e-07	0.1	6.427772e-10	1.500117e-06	0.1	6.427772e-10	9.162602e-07	0.1
7.065682e-10	4.240232996425e-07	0.1	7.065682e-10	6.962879e-06	0.1	7.065682e-10	1.595431e-07	0.1	7.065682e-10	1.523568e-06	0.1	7.065682e-10	9.300525e-07	0.1
7.803209e-10	3.051401857e-07	0.1	7.803209e-10	7.04963e-06	0.1	7.803209e-10	1.594823e-07	0.1	7.803209e-10	1.543949e-06	0.1	7.803209e-10	9.41866e-07	0.1
8.540736e-10	2.1968935384875e-07	0.1	8.540736e-10	7.112072e-06	0.1	8.540736e-10	1.588143e-07	0.1	8.540736e-10	1.559052e-06	0.1	8.540736e-10	9.504421e-07	0.1
9.278263e-10	1.5826872161625e-07	0.1	9.278263e-10	7.157036e-06	0.1	9.278263e-10	1.577191e-07	0.1	9.278263e-10	1.570356e-06	0.1	9.278263e-10	9.566912e-07	0.1
1.010944e-09	1.0948693139625e-07	0.1	1.010944e-09	7.192841e-06	0.1	1.010944e-09	1.561328e-07	0.1	1.010944e-09	1.579857e-06	0.1	1.010944e-09	9.617545e-07	0.1
