Batch	m_SP	5	N7a_L	N1a_L	Nphln	Flvln	Azln							
8.551053e-12	0.98971980651	0.1	8.551053e-12	8.77223593e-06	0.1	8.551053e-12	0.0005697445	0.1	8.551053e-12	0.0008354278	0.1	8.551053e-12	0.003721312	0.1
9.547371e-12	0.9885337172	0.1	9.547371e-12	9.784998010000001e-06	0.1	9.547371e-12	0.0006355272	0.1	9.547371e-12	0.0009318825	0.1	9.547371e-12	0.004151225	0.1
1.072592e-11	0.98713342593	0.1	1.072592e-11	1.098058966e-05	0.1	1.072592e-11	0.0007131885	0.1	1.072592e-11	0.00104575	0.1	1.072592e-11	0.004658783	0.1
1.195003e-11	0.9856822081300001	0.1	1.195003e-11	1.221965361e-05	0.1	1.195003e-11	0.0007936773	0.1	1.195003e-11	0.001163758	0.1	1.195003e-11	0.00518483	0.1
1.344149e-11	0.9839182884	0.1	1.344149e-11	1.37255912e-05	0.1	1.344149e-11	0.0008915072	0.1	1.344149e-11	0.001307183	0.1	1.344149e-11	0.005824214	0.1
1.493296e-11	0.98215916489	0.1	1.493296e-11	1.52274421e-05	0.1	1.493296e-11	0.0009890777	0.1	1.493296e-11	0.00145022	0.1	1.493296e-11	0.006461896	0.1
1.642442e-11	0.98040478601	0.1	1.642442e-11	1.672523741e-05	0.1	1.642442e-11	0.001086391	0.1	1.642442e-11	0.00159287	0.1	1.642442e-11	0.00709788	0.1
1.791588e-11	0.9786550399299999	0.1	1.791588e-11	1.82190072e-05	0.1	1.791588e-11	0.001183448	0.1	1.791588e-11	0.001735136	0.1	1.791588e-11	0.007732171	0.1
1.940735e-11	0.9769099621	0.1	1.940735e-11	1.9708764530000002e-05	0.1	1.940735e-11	0.001280251	0.1	1.940735e-11	0.001877021	0.1	1.940735e-11	0.008364776	0.1
2.114062e-11	0.97488789778	0.1	2.114062e-11	2.14350534e-05	0.1	2.114062e-11	0.001392432	0.1	2.114062e-11	0.002041433	0.1	2.114062e-11	0.009097831	0.1
2.293434e-11	0.97280187071	0.1	2.293434e-11	2.3215911519999997e-05	0.1	2.293434e-11	0.001508167	0.1	2.293434e-11	0.002211043	0.1	2.293434e-11	0.009854074	0.1
2.472806e-11	0.97072243082	0.1	2.472806e-11	2.499107178e-05	0.1	2.472806e-11	0.001623541	0.1	2.472806e-11	0.00238011	0.1	2.472806e-11	0.0106079	0.1
2.652178e-11	0.96864970215	0.1	2.652178e-11	2.676057626e-05	0.1	2.652178e-11	0.001738555	0.1	2.652178e-11	0.002548638	0.1	2.652178e-11	0.01135934	0.1
2.869263e-11	0.96614991975	0.1	2.869263e-11	2.889456685e-05	0.1	2.869263e-11	0.001877272	0.1	2.869263e-11	0.00275188	0.1	2.869263e-11	0.01226556	0.1
3.086348e-11	0.96365980868	0.1	3.086348e-11	3.102035105e-05	0.1	3.086348e-11	0.002015468	0.1	3.086348e-11	0.002954341	0.1	3.086348e-11	0.0131683	0.1
3.303433e-11	0.9611792279299999	0.1	3.303433e-11	3.313797998e-05	0.1	3.303433e-11	0.002153145	0.1	3.303433e-11	0.003156025	0.1	3.303433e-11	0.01406758	0.1
3.564215e-11	0.9582120078999999	0.1	3.564215e-11	3.567114806e-05	0.1	3.564215e-11	0.002317853	0.1	3.564215e-11	0.003397285	0.1	3.564215e-11	0.01514333	0.1
3.824996e-11	0.95525833231	0.1	3.824996e-11	3.8192679829999996e-05	0.1	3.824996e-11	0.002481822	0.1	3.824996e-11	0.003637437	0.1	3.824996e-11	0.01621414	0.1
4.107136e-11	0.9520779931600001	0.1	4.107136e-11	4.0907723e-05	0.1	4.107136e-11	0.002658391	0.1	4.107136e-11	0.003896019	0.1	4.107136e-11	0.01736712	0.1
4.421313e-11	0.94855499257	0.1	4.421313e-11	4.39152656e-05	0.1	4.421313e-11	0.002854004	0.1	4.421313e-11	0.004182459	0.1	4.421313e-11	0.01864432	0.1
4.749176e-11	0.9448992352300001	0.1	4.749176e-11	4.70362269e-05	0.1	4.749176e-11	0.003057017	0.1	4.749176e-11	0.004479702	0.1	4.749176e-11	0.01996969	0.1
5.131787e-11	0.9406594172600001	0.1	5.131787e-11	5.0655808900000003e-05	0.1	5.131787e-11	0.003292492	0.1	5.131787e-11	0.004824432	0.1	5.131787e-11	0.0215068	0.1
5.53251e-11	0.93624905784	0.1	5.53251e-11	5.44209383e-05	0.1	5.53251e-11	0.003537467	0.1	5.53251e-11	0.005183026	0.1	5.53251e-11	0.02310573	0.1
6.005682e-11	0.93108074832	0.1	6.005682e-11	5.8833190499999995e-05	0.1	6.005682e-11	0.003824584	0.1	6.005682e-11	0.005603251	0.1	6.005682e-11	0.02497945	0.1
6.536002e-11	0.92533837823	0.1	6.536002e-11	6.37355764e-05	0.1	6.536002e-11	0.004143645	0.1	6.536002e-11	0.006070159	0.1	6.536002e-11	0.02706133	0.1
7.132989e-11	0.91893658286	0.1	7.132989e-11	6.92008966e-05	0.1	7.132989e-11	0.004499398	0.1	7.132989e-11	0.00659068	0.1	7.132989e-11	0.02938226	0.1
7.844245e-11	0.9113947077200001	0.1	7.844245e-11	7.56396672e-05	0.1	7.844245e-11	0.004918588	0.1	7.844245e-11	0.007203914	0.1	7.844245e-11	0.03211658	0.1
8.720435e-11	0.90222888902	0.1	8.720435e-11	8.34648688e-05	0.1	8.720435e-11	0.005428138	0.1	8.720435e-11	0.007949191	0.1	8.720435e-11	0.03543966	0.1
9.778931e-11	0.8913361318599999	0.1	9.778931e-11	9.27644697e-05	0.1	9.778931e-11	0.006033827	0.1	9.778931e-11	0.008834895	0.1	9.778931e-11	0.03938887	0.1
1.104904e-10	0.8785192762799999	0.1	1.104904e-10	0.0001037068728	0.1	1.104904e-10	0.006746677	0.1	1.104904e-10	0.009877059	0.1	1.104904e-10	0.04403571	0.1
1.298285e-10	0.85951819029	0.1	1.298285e-10	0.00011992924910000001	0.1	1.298285e-10	0.007803783	0.1	1.298285e-10	0.01142209	0.1	1.298285e-10	0.05092475	0.1
1.566461e-10	0.8341469231299999	0.1	1.566461e-10	0.0001415905026	0.1	1.566461e-10	0.009215762	0.1	1.566461e-10	0.01348514	0.1	1.566461e-10	0.06012346	0.1
1.884501e-10	0.8054463766000001	0.1	1.884501e-10	0.00016609442610000002	0.1	1.884501e-10	0.01081354	0.1	1.884501e-10	0.01581892	0.1	1.884501e-10	0.07052934	0.1
2.229339e-10	0.77591355158	0.1	2.229339e-10	0.0001913092324	0.1	2.229339e-10	0.01245809	0.1	2.229339e-10	0.0182204	0.1	2.229339e-10	0.08123707	0.1
2.614372e-10	0.74474249496	0.1	2.614372e-10	0.00021792284539999998	0.1	2.614372e-10	0.01419422	0.1	2.614372e-10	0.02075513	0.1	2.614372e-10	0.09253886	0.1
2.999406e-10	0.71532784105	0.1	2.999406e-10	0.0002430371498	0.1	2.999406e-10	0.01583277	0.1	2.999406e-10	0.02314704	0.1	2.999406e-10	0.1032039	0.1
