Batch	m_SP	4	N1a_L	T1a_L	T4a_L	N7a_L					
3.358353e-12	9.784870673372507e-06	0.1	3.358353e-12	2.1443600899999998e-07	0.1	3.358353e-12	2.4918696826999995e-16	0.1	3.358353e-12	4.7764178000000003e-32	0.1
7.411763e-12	9.531602369339895e-06	0.1	7.411763e-12	4.67122798e-07	0.1	7.411763e-12	5.428271804000001e-16	0.1	7.411763e-12	2.28242977e-31	0.1
1.532352e-11	9.05598424319267e-06	0.1	1.532352e-11	9.4164874e-07	0.1	1.532352e-11	1.094271129e-15	0.1	1.532352e-11	9.399539e-31	0.1
2.936511e-11	8.26955416700877e-06	0.1	2.936511e-11	1.7262735999999998e-06	0.1	2.936511e-11	2.0061126631e-15	0.1	2.936511e-11	3.23275263e-30	0.1
4.891086e-11	7.2872424655357344e-06	0.1	4.891086e-11	2.70632899e-06	0.1	4.891086e-11	3.1451344029e-15	0.1	4.891086e-11	8.1949132e-30	0.1
7.647131e-11	6.097130201257073e-06	0.1	7.647131e-11	3.89370991e-06	0.1	7.647131e-11	4.5252170216999995e-15	0.1	7.647131e-11	1.7677776199999998e-29	0.1
1.040318e-10	5.10138531075319e-06	0.1	1.040318e-10	4.887169480000001e-06	0.1	1.040318e-10	5.680013043500001e-15	0.1	1.040318e-10	2.89446705e-29	0.1
1.45899e-10	3.890928899465608e-06	0.1	1.45899e-10	6.09484717e-06	0.1	1.45899e-10	7.083977740200001e-15	0.1	1.45899e-10	4.7499156e-29	0.1
1.877663e-10	2.9676975478619404e-06	0.1	1.877663e-10	7.0159596e-06	0.1	1.877663e-10	8.1549541584e-15	0.1	1.877663e-10	6.6036251e-29	0.1
2.296335e-10	2.2635332224701194e-06	0.1	2.296335e-10	7.7185075e-06	0.1	2.296335e-10	8.971921568e-15	0.1	2.296335e-10	8.3410424e-29	0.1
2.715008e-10	1.726454570917986e-06	0.1	2.715008e-10	8.2543543e-06	0.1	2.715008e-10	9.595127022e-15	0.1	2.715008e-10	9.906693e-29	0.1
3.133681e-10	1.3168138877155096e-06	0.1	3.133681e-10	8.663054100000001e-06	0.1	3.133681e-10	1.0070526005e-14	0.1	3.133681e-10	1.1281037300000002e-28	0.1
3.552353e-10	1.004372522707789e-06	0.1	3.552353e-10	8.9747786e-06	0.1	3.552353e-10	1.0433177806999998e-14	0.1	3.552353e-10	1.24654599e-28	0.1
3.971026e-10	7.660660676322147e-07	0.1	3.971026e-10	9.212538100000001e-06	0.1	3.971026e-10	1.0709820614999998e-14	0.1	3.971026e-10	1.34726942e-28	0.1
4.389698e-10	5.843037158219574e-07	0.1	4.389698e-10	9.393884699999999e-06	0.1	4.389698e-10	1.0920854153000002e-14	0.1	4.389698e-10	1.43208748e-28	0.1
4.808371e-10	4.4566875194669e-07	0.1	4.808371e-10	9.5322004e-06	0.1	4.808371e-10	1.1081838183e-14	0.1	4.808371e-10	1.5029918199999999e-28	0.1
5.311512e-10	3.218515142709714e-07	0.1	5.311512e-10	9.6557347e-06	0.1	5.311512e-10	1.1225640794e-14	0.1	5.311512e-10	1.5725504699999998e-28	0.1
5.814653e-10	2.3243442374154953e-07	0.1	5.814653e-10	9.7449459e-06	0.1	5.814653e-10	1.1329508890999999e-14	0.1	5.814653e-10	1.62795936e-28	0.1
6.317795e-10	1.6785986419257083e-07	0.1	6.317795e-10	9.809373499999999e-06	0.1	6.317795e-10	1.1404534906e-14	0.1	6.317795e-10	1.67192977e-28	0.1
6.862842e-10	1.1798359187496813e-07	0.1	6.862842e-10	9.8591337e-06	0.1	6.862842e-10	1.1462494874000001e-14	0.1	6.862842e-10	1.70928754e-28	0.1
