Batch	m_SP	5	N7a_L	C5H5	T1a_L	T4a_L	N1a_L							
3.064026e-11	9.736649163121998e-06	0.1	3.064026e-11	2.781422e-10	0.1	3.064026e-11	6.8295768e-11	0.1	3.064026e-11	2.5829021e-07	0.1	3.064026e-11	2.2268236900000003e-15	0.1
6.50583e-11	9.449707402072e-06	0.1	6.50583e-11	5.822295e-10	0.1	6.50583e-11	1.43283288e-10	0.1	6.50583e-11	5.3993327e-07	0.1	6.50583e-11	9.9352185e-15	0.1
1.467131e-10	8.803875318972002e-06	0.1	1.467131e-10	1.269903e-09	0.1	1.467131e-10	3.1420479e-10	0.1	1.467131e-10	1.17385072e-06	0.1	1.467131e-10	4.9302972e-14	0.1
2.800913e-10	7.846437168118e-06	0.1	2.800913e-10	2.298597e-09	0.1	2.800913e-10	5.7387009e-10	0.1	2.800913e-10	2.1136629299999998e-06	0.1	2.800913e-10	1.72767633e-13	0.1
4.456685e-10	6.8068198608800006e-06	0.1	4.456685e-10	3.430362e-09	0.1	4.456685e-10	8.6631852e-10	0.1	4.456685e-10	3.134218e-06	0.1	4.456685e-10	4.1705834e-13	0.1
6.401478e-10	5.7659867779579995e-06	0.1	6.401478e-10	4.582755e-09	0.1	6.401478e-10	1.1735250999999999e-09	0.1	6.401478e-10	4.1560865999999996e-06	0.1	6.401478e-10	8.149145800000001e-13	0.1
8.534769e-10	4.8115610668540005e-06	0.1	8.534769e-10	5.66174e-09	0.1	8.534769e-10	1.47268805e-09	0.1	8.534769e-10	5.0932921000000006e-06	0.1	8.534769e-10	1.36718352e-12	0.1
1.142205e-09	3.7720790569100002e-06	0.1	1.142205e-09	6.870842e-09	0.1	1.142205e-09	1.82647568e-09	0.1	1.142205e-09	6.1143179e-06	0.1	1.142205e-09	2.27095282e-12	0.1
1.430933e-09	2.9614128005594e-06	0.1	1.430933e-09	7.850271e-09	0.1	1.430933e-09	2.13373937e-09	0.1	1.430933e-09	6.9109524e-06	0.1	1.430933e-09	3.31582126e-12	0.1
1.719661e-09	2.3276574459199996e-06	0.1	1.719661e-09	8.650713e-09	0.1	1.719661e-09	2.4048878699999998e-09	0.1	1.719661e-09	7.5341096000000005e-06	0.1	1.719661e-09	4.4682181e-12	0.1
2.00839e-09	1.8312294546784e-06	0.1	2.00839e-09	9.311192e-09	0.1	2.00839e-09	2.64787255e-09	0.1	2.00839e-09	8.0226167e-06	0.1	2.00839e-09	5.701923499999999e-12	0.1
2.297118e-09	1.4417523343766e-06	0.1	2.297118e-09	9.861896e-09	0.1	2.297118e-09	2.8687958599999996e-09	0.1	2.297118e-09	8.4062584e-06	0.1	2.297118e-09	6.9963923e-12	0.1
2.585846e-09	1.1357930236852e-06	0.1	2.585846e-09	1.032627e-08	0.1	2.585846e-09	3.07235869e-09	0.1	2.585846e-09	8.7080125e-06	0.1	2.585846e-09	8.3354874e-12	0.1
2.886653e-09	8.863327879897e-07	0.1	2.886653e-09	1.07379e-08	0.1	2.886653e-09	3.2698778600000003e-09	0.1	2.886653e-09	8.954446000000001e-06	0.1	2.886653e-09	9.7644092e-12	0.1
3.235773e-09	6.6500075771884e-07	0.1	3.235773e-09	1.1144e-08	0.1	3.235773e-09	3.4845652599999997e-09	0.1	3.235773e-09	9.1735905e-06	0.1	3.235773e-09	1.1451574500000001e-11	0.1
3.584894e-09	4.9915914261748e-07	0.1	3.584894e-09	1.149118e-08	0.1	3.584894e-09	3.6871244900000003e-09	0.1	3.584894e-09	9.3383208e-06	0.1	3.584894e-09	1.3156850900000001e-11	0.1
3.934014e-09	3.7480657271862e-07	0.1	3.934014e-09	1.179367e-08	0.1	3.934014e-09	3.88029282e-09	0.1	3.934014e-09	9.462358899999999e-06	0.1	3.934014e-09	1.48700798e-11	0.1
4.32729e-09	2.71508044430506e-07	0.1	4.32729e-09	1.209411e-08	0.1	4.32729e-09	4.08913467e-09	0.1	4.32729e-09	9.566001399999999e-06	0.1	4.32729e-09	1.68000354e-11	0.1
4.750001e-09	1.9205170138915e-07	0.1	4.750001e-09	1.238156e-08	0.1	4.750001e-09	4.30551728e-09	0.1	4.750001e-09	9.646414e-06	0.1	4.750001e-09	1.88657547e-11	0.1
5.172713e-09	1.35887684391956e-07	0.1	5.172713e-09	1.264192e-08	0.1	5.172713e-09	4.5152631000000006e-09	0.1	5.172713e-09	9.703958e-06	0.1	5.172713e-09	2.09154827e-11	0.1
