Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
3.274557e-13	9.837205626960001e-06	0.1	3.274557e-13	1.6224125e-07	0.1	3.274557e-13	5.037431e-13	0.1	3.274557e-13	6.11688e-11	0.1	3.274557e-13	2.5924773e-10	0.1	3.274557e-13	7.520164e-11	0.1	3.274557e-13	7.124366e-16	0.1
8.453375e-13	9.58528514619e-06	0.1	8.453375e-13	4.1345941999999996e-07	0.1	8.453375e-13	1.283751e-12	0.1	8.453375e-13	1.55884e-10	0.1	8.453375e-13	6.606732500000001e-10	0.1	8.453375e-13	1.916457e-10	0.1	8.453375e-13	1.815591e-15	0.1
1.995873e-12	9.04846151448e-06	0.1	1.995873e-12	9.487874499999999e-07	0.1	1.995873e-12	2.945894e-12	0.1	1.995873e-12	3.577154e-10	0.1	1.995873e-12	1.5160820200000001e-09	0.1	1.995873e-12	4.397795e-10	0.1	1.995873e-12	4.166332e-15	0.1
4.098954e-12	8.14369356225e-06	0.1	4.098954e-12	1.8510335999999998e-06	0.1	4.098954e-12	5.747287e-12	0.1	4.098954e-12	6.978836e-10	0.1	4.098954e-12	2.9577951e-09	0.1	4.098954e-12	8.579863e-10	0.1	4.098954e-12	8.128291e-15	0.1
7.103357e-12	7.005829941000001e-06	0.1	7.103357e-12	2.9857266e-06	0.1	7.103357e-12	9.270417e-12	0.1	7.103357e-12	1.12569e-09	0.1	7.103357e-12	4.7709386e-09	0.1	7.103357e-12	1.383936e-09	0.1	7.103357e-12	1.311098e-14	0.1
9.036224e-12	6.35930040636e-06	0.1	9.036224e-12	3.6304536e-06	0.1	9.036224e-12	1.127225e-11	0.1	9.036224e-12	1.368768e-09	0.1	9.036224e-12	5.8011586e-09	0.1	9.036224e-12	1.682779e-09	0.1	9.036224e-12	1.594211e-14	0.1
1.131099e-11	5.67441225531e-06	0.1	1.131099e-11	4.3134338e-06	0.1	1.131099e-11	1.339286e-11	0.1	1.131099e-11	1.626267e-09	0.1	1.131099e-11	6.8925016e-09	0.1	1.131099e-11	1.999352e-09	0.1	1.131099e-11	1.894123e-14	0.1
1.409862e-11	4.93486365087e-06	0.1	1.409862e-11	5.0509218e-06	0.1	1.409862e-11	1.568272e-11	0.1	1.409862e-11	1.904318e-09	0.1	1.409862e-11	8.070944799999999e-09	0.1	1.409862e-11	2.34119e-09	0.1	1.409862e-11	2.21797e-14	0.1
1.944912e-11	3.7746182534400004e-06	0.1	1.944912e-11	6.2079335e-06	0.1	1.944912e-11	1.927521e-11	0.1	1.944912e-11	2.340539e-09	0.1	1.944912e-11	9.919752100000001e-09	0.1	1.944912e-11	2.877485e-09	0.1	1.944912e-11	2.726039e-14	0.1
2.479963e-11	2.8871601281100002e-06	0.1	2.479963e-11	7.092918e-06	0.1	2.479963e-11	2.202309e-11	0.1	2.479963e-11	2.674199e-09	0.1	2.479963e-11	1.13338873e-08	0.1	2.479963e-11	3.287691e-09	0.1	2.479963e-11	3.114655e-14	0.1
3.015013e-11	2.20835391624e-06	0.1	3.015013e-11	7.7698332e-06	0.1	3.015013e-11	2.412495e-11	0.1	3.015013e-11	2.929412e-09	0.1	3.015013e-11	1.2415535500000001e-08	0.1	3.015013e-11	3.601453e-09	0.1	3.015013e-11	3.411903e-14	0.1
3.550063e-11	1.6891441083900002e-06	0.1	3.550063e-11	8.2875964e-06	0.1	3.550063e-11	2.573267e-11	0.1	3.550063e-11	3.124622e-09	0.1	3.550063e-11	1.32428746e-08	0.1	3.550063e-11	3.841445e-09	0.1	3.550063e-11	3.639264e-14	0.1
4.085114e-11	1.29200607981e-06	0.1	4.085114e-11	8.6836276e-06	0.1	4.085114e-11	2.696243e-11	0.1	4.085114e-11	3.273935e-09	0.1	4.085114e-11	1.38756997e-08	0.1	4.085114e-11	4.025013e-09	0.1	4.085114e-11	3.81317e-14	0.1
4.620164e-11	9.882397175040002e-07	0.1	4.620164e-11	8.986547e-06	0.1	4.620164e-11	2.790309e-11	0.1	4.620164e-11	3.388144e-09	0.1	4.620164e-11	1.43597444e-08	0.1	4.620164e-11	4.165421e-09	0.1	4.620164e-11	3.946188e-14	0.1
5.155215e-11	7.55892740997e-07	0.1	5.155215e-11	9.2182463e-06	0.1	5.155215e-11	2.862262e-11	0.1	5.155215e-11	3.4755e-09	0.1	5.155215e-11	1.4729978e-08	0.1	5.155215e-11	4.272818e-09	0.1	5.155215e-11	4.047933e-14	0.1
5.690265e-11	5.781733182090001e-07	0.1	5.690265e-11	9.395471e-06	0.1	5.690265e-11	2.917302e-11	0.1	5.690265e-11	3.542318e-09	0.1	5.690265e-11	1.50131703e-08	0.1	5.690265e-11	4.354964e-09	0.1	5.690265e-11	4.125756e-14	0.1
6.314788e-11	4.22854271415e-07	0.1	6.314788e-11	9.5503564e-06	0.1	6.314788e-11	2.965408e-11	0.1	6.314788e-11	3.600714e-09	0.1	6.314788e-11	1.52606652e-08	0.1	6.314788e-11	4.426757e-09	0.1	6.314788e-11	4.193769e-14	0.1
6.96168e-11	3.0581394183000003e-07	0.1	6.96168e-11	9.6670716e-06	0.1	6.96168e-11	3.001663e-11	0.1	6.96168e-11	3.644719e-09	0.1	6.96168e-11	1.54471608e-08	0.1	6.96168e-11	4.480856e-09	0.1	6.96168e-11	4.245021e-14	0.1
7.608571e-11	2.2116868829100002e-07	0.1	7.608571e-11	9.751481e-06	0.1	7.608571e-11	3.027888e-11	0.1	7.608571e-11	3.676544e-09	0.1	7.608571e-11	1.55820381e-08	0.1	7.608571e-11	4.519981e-09	0.1	7.608571e-11	4.282087e-14	0.1
8.282234e-11	1.5782142177e-07	0.1	8.282234e-11	9.814651400000002e-06	0.1	8.282234e-11	3.04752e-11	0.1	8.282234e-11	3.700361e-09	0.1	8.282234e-11	1.56829819e-08	0.1	8.282234e-11	4.549262e-09	0.1	8.282234e-11	4.309827e-14	0.1
9.062984e-11	1.06736032629e-07	0.1	9.062984e-11	9.8655933e-06	0.1	9.062984e-11	3.063357e-11	0.1	9.062984e-11	3.719568e-09	0.1	9.062984e-11	1.57643816e-08	0.1	9.062984e-11	4.572875e-09	0.1	9.062984e-11	4.332197e-14	0.1
