Batch	m_SP	7	W3	W4_L	R	P1	P2_L	P3	P4											
0.9928389	0.9890505	0.1	0.9928389	7.072149210000001e-07	0.1	0.9928389	5.850617e-12	0.1	0.9928389	0.004214209	0.1	0.9928389	1.1476296974e-10	0.1	0.9928389	1.162358e-13	0.1	0.9928389	2.257746e-10	0.1
1.092899	0.9877602	0.1	1.092899	7.78438528e-07	0.1	1.092899	6.318123e-12	0.1	1.092899	0.004834642	0.1	1.092899	1.1503303506e-10	0.1	1.092899	1.197226e-13	0.1	1.092899	2.25557e-10	0.1
1.19296	0.9864612	0.1	1.19296	8.49541994e-07	0.1	1.19296	6.754502e-12	0.1	1.19296	0.005465232	0.1	1.19296	1.1523470664000001e-10	0.1	1.19296	1.23256e-13	0.1	1.19296	2.253372e-10	0.1
1.293021	0.985156	0.1	1.293021	9.205181799999999e-07	0.1	1.293021	7.159885e-12	0.1	1.293021	0.006103465	0.1	1.293021	1.1538308293e-10	0.1	1.293021	1.268245e-13	0.1	1.293021	2.251158e-10	0.1
1.393081	0.9838464	0.1	1.393081	9.91361757e-07	0.1	1.393081	7.534927e-12	0.1	1.393081	0.006747377	0.1	1.393081	1.1548996265000001e-10	0.1	1.393081	1.304193e-13	0.1	1.393081	2.248932e-10	0.1
1.513966	0.9822607	0.1	1.513966	1.0767664459999998e-06	0.1	1.513966	7.949114e-12	0.1	1.513966	0.007530707	0.1	1.513966	1.1557670776000001e-10	0.1	1.513966	1.347871e-13	0.1	1.513966	2.246233e-10	0.1
1.634851	0.9806729	0.1	1.634851	1.1619668430000002e-06	0.1	1.634851	8.323121e-12	0.1	1.634851	0.008318037	0.1	1.634851	1.1562845489000001e-10	0.1	1.634851	1.391727e-13	0.1	1.634851	2.243526e-10	0.1
1.755736	0.9790847	0.1	1.755736	1.24695933e-06	0.1	1.755736	8.659909e-12	0.1	1.755736	0.009107832	0.1	1.755736	1.1565430290000001e-10	0.1	1.755736	1.435686e-13	0.1	1.755736	2.240816e-10	0.1
1.881733	0.9774301	0.1	1.881733	1.335323032e-06	0.1	1.881733	8.974796e-12	0.1	1.881733	0.009932432	0.1	1.881733	1.1566089096e-10	0.1	1.881733	1.481551e-13	0.1	1.881733	2.23799e-10	0.1
2.028182	0.9755089	0.1	2.028182	1.4377405350000002e-06	0.1	2.028182	9.299304e-12	0.1	2.028182	0.01089145	0.1	2.028182	1.1564973831000001e-10	0.1	2.028182	1.534854e-13	0.1	2.028182	2.234707e-10	0.1
2.174631	0.973591	0.1	2.174631	1.539846473e-06	0.1	2.174631	9.584681e-12	0.1	2.174631	0.01185008	0.1	2.174631	1.1562428359000001e-10	0.1	2.174631	1.588094e-13	0.1	2.174631	2.231427e-10	0.1
2.321079	0.971677	0.1	2.321079	1.641640343e-06	0.1	2.321079	9.836339e-12	0.1	2.321079	0.01280759	0.1	2.321079	1.1558892612e-10	0.1	2.321079	1.641228e-13	0.1	2.321079	2.228152e-10	0.1
2.498567	0.9693634	0.1	2.498567	1.764590973e-06	0.1	2.498567	1.010321e-11	0.1	2.498567	0.01396582	0.1	2.498567	1.1553710637e-10	0.1	2.498567	1.705438e-13	0.1	2.498567	2.224192e-10	0.1
2.676055	0.9670569	0.1	2.676055	1.8870852599999998e-06	0.1	2.676055	1.033555e-11	0.1	2.676055	0.01512103	0.1	2.676055	1.1547888116999999e-10	0.1	2.676055	1.769409e-13	0.1	2.676055	2.220242e-10	0.1
2.867757	0.9645742	0.1	2.867757	2.01887663e-06	0.1	2.867757	1.055528e-11	0.1	2.867757	0.01636495	0.1	2.867757	1.1541155944e-10	0.1	2.867757	1.838205e-13	0.1	2.867757	2.21599e-10	0.1
3.080777	0.9618258	0.1	3.080777	2.1647042200000003e-06	0.1	3.080777	1.076948e-11	0.1	3.080777	0.0177422	0.1	3.080777	1.1533349363000001e-10	0.1	3.080777	1.914263e-13	0.1	3.080777	2.211281e-10	0.1
3.302774	0.9589737	0.1	3.302774	2.31598584e-06	0.1	3.302774	1.096685e-11	0.1	3.302774	0.01917165	0.1	3.302774	1.1525018688e-10	0.1	3.302774	1.993075e-13	0.1	3.302774	2.206393e-10	0.1
3.560676	0.9556759	0.1	3.560676	2.49085481e-06	0.1	3.560676	1.117133e-11	0.1	3.560676	0.02082463	0.1	3.560676	1.151522412e-10	0.1	3.560676	2.08404e-13	0.1	3.560676	2.200739e-10	0.1
3.830256	0.9522466	0.1	3.830256	2.6726392399999997e-06	0.1	3.830256	1.13642e-11	0.1	3.830256	0.02254356	0.1	3.830256	1.150494692e-10	0.1	3.830256	2.178435e-13	0.1	3.830256	2.194858e-10	0.1
4.146549	0.9482464	0.1	4.146549	2.88462405e-06	0.1	4.146549	1.157109e-11	0.1	4.146549	0.02454873	0.1	4.146549	1.149291293e-10	0.1	4.146549	2.288288e-13	0.1	4.146549	2.187996e-10	0.1
