Batch	m_SP	21	N7a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h																																							
2.243526e-11	9.757668842720002e-06	0.1	2.243526e-11	1.052357e-10	0.1	2.243526e-11	7.629884e-18	0.1	2.243526e-11	2.565551e-16	0.1	2.243526e-11	9.176101e-17	0.1	2.243526e-11	6.327196e-13	0.1	2.243526e-11	6.057069e-12	0.1	2.243526e-11	7.763648e-12	0.1	2.243526e-11	6.436282e-12	0.1	2.243526e-11	5.878327e-12	0.1	2.243526e-11	5.19915e-12	0.1	2.243526e-11	2.554617e-11	0.1	2.243526e-11	2.557347e-09	0.1	2.243526e-11	1.88818e-08	0.1	2.243526e-11	3.702081e-08	0.1	2.243526e-11	1.768107e-08	0.1	2.243526e-11	2.11203e-08	0.1	2.243526e-11	4.957619e-08	0.1	2.243526e-11	4.492369e-08	0.1	2.243526e-11	3.4467e-08	0.1	2.243526e-11	1.580102e-08	0.1
4.737958e-11	9.496068074839999e-06	0.1	4.737958e-11	2.192552e-10	0.1	4.737958e-11	3.325086e-17	0.1	4.737958e-11	1.119598e-15	0.1	4.737958e-11	4.005722e-16	0.1	4.737958e-11	1.316024e-12	0.1	4.737958e-11	1.249316e-11	0.1	4.737958e-11	1.629356e-11	0.1	4.737958e-11	1.349673e-11	0.1	4.737958e-11	1.227082e-11	0.1	4.737958e-11	1.075798e-11	0.1	4.737958e-11	5.333347e-11	0.1	4.737958e-11	5.327465e-09	0.1	4.737958e-11	3.926773e-08	0.1	4.737958e-11	7.727751e-08	0.1	4.737958e-11	3.659991e-08	0.1	4.737958e-11	4.379314e-08	0.1	4.737958e-11	1.03735e-07	0.1	4.737958e-11	9.338581e-08	0.1	4.737958e-11	7.173394e-08	0.1	4.737958e-11	3.239741e-08	0.1
1.075819e-10	8.89614807348e-06	0.1	1.075819e-10	4.820665e-10	0.1	1.075819e-10	1.621991e-16	0.1	1.075819e-10	5.479368e-15	0.1	1.075819e-10	1.961939e-15	0.1	1.075819e-10	2.880791e-12	0.1	1.075819e-10	2.682019e-11	0.1	1.075819e-10	3.643283e-11	0.1	1.075819e-10	3.012233e-11	0.1	1.075819e-10	2.710495e-11	0.1	1.075819e-10	2.327268e-11	0.1	1.075819e-10	1.178458e-10	0.1	1.075819e-10	1.170978e-08	0.1	1.075819e-10	8.596463e-08	0.1	1.075819e-10	1.706708e-07	0.1	1.075819e-10	7.924869e-08	0.1	1.075819e-10	9.520972e-08	0.1	1.075819e-10	2.30338e-07	0.1	1.075819e-10	2.041886e-07	0.1	1.075819e-10	1.573049e-07	0.1	1.075819e-10	6.854393e-08	0.1
2.049802e-10	8.01237074938e-06	0.1	2.049802e-10	8.729368e-10	0.1	2.049802e-10	5.390228e-16	0.1	2.049802e-10	1.830356e-14	0.1	2.049802e-10	6.56178e-15	0.1	2.049802e-10	5.175341e-12	0.1	2.049802e-10	4.679115e-11	0.1	2.049802e-10	6.76602e-11	0.1	2.049802e-10	5.578682e-11	0.1	2.049802e-10	4.945448e-11	0.1	2.049802e-10	4.110042e-11	0.1	2.049802e-10	2.151411e-10	0.1	2.049802e-10	2.119496e-08	0.1	2.049802e-10	1.546304e-07	0.1	2.049802e-10	3.112348e-07	0.1	2.049802e-10	1.40142e-07	0.1	2.049802e-10	1.694635e-07	0.1	2.049802e-10	4.232057e-07	0.1	2.049802e-10	3.663599e-07	0.1	2.049802e-10	2.836144e-07	0.1	2.049802e-10	1.167261e-07	0.1
2.970911e-10	7.264936098372e-06	0.1	2.970911e-10	1.207414e-09	0.1	2.970911e-10	1.042937e-15	0.1	2.970911e-10	3.558335e-14	0.1	2.970911e-10	1.277085e-14	0.1	2.970911e-10	7.099278e-12	0.1	2.970911e-10	6.258035e-11	0.1	2.970911e-10	9.564695e-11	0.1	2.970911e-10	7.86801e-11	0.1	2.970911e-10	6.889554e-11	0.1	2.970911e-10	5.559339e-11	0.1	2.970911e-10	2.999033e-10	0.1	2.970911e-10	2.930504e-08	0.1	2.970911e-10	2.126024e-07	0.1	2.970911e-10	4.332374e-07	0.1	2.970911e-10	1.897652e-07	0.1	2.970911e-10	2.308575e-07	0.1	2.970911e-10	5.925717e-07	0.1	2.970911e-10	5.022166e-07	0.1	2.970911e-10	3.906297e-07	0.1	2.970911e-10	1.524891e-07	0.1
3.673224e-10	6.746520266895999e-06	0.1	3.673224e-10	1.441806e-09	0.1	3.673224e-10	1.498788e-15	0.1	3.673224e-10	5.13166e-14	0.1	3.673224e-10	1.843281e-14	0.1	3.673224e-10	8.420671e-12	0.1	3.673224e-10	7.29156e-11	0.1	3.673224e-10	1.159857e-10	0.1	3.673224e-10	9.525937e-11	0.1	3.673224e-10	8.272082e-11	0.1	3.673224e-10	6.53228e-11	0.1	3.673224e-10	3.60277e-10	0.1	3.673224e-10	3.498478e-08	0.1	3.673224e-10	2.527708e-07	0.1	3.673224e-10	5.197556e-07	0.1	3.673224e-10	2.231362e-07	0.1	3.673224e-10	2.726844e-07	0.1	3.673224e-10	7.13596e-07	0.1	3.673224e-10	5.955436e-07	0.1	3.673224e-10	4.649284e-07	0.1	3.673224e-10	1.744556e-07	0.1
4.634853e-10	6.1012895717680004e-06	0.1	4.634853e-10	1.736676e-09	0.1	4.634853e-10	2.195441e-15	0.1	4.634853e-10	7.552199e-14	0.1	4.634853e-10	2.715731e-14	0.1	4.634853e-10	1.004556e-11	0.1	4.634853e-10	8.505138e-11	0.1	4.634853e-10	1.424581e-10	0.1	4.634853e-10	1.167728e-10	0.1	4.634853e-10	1.003849e-10	0.1	4.634853e-10	7.705745e-11	0.1	4.634853e-10	4.37565e-10	0.1	4.634853e-10	4.212591e-08	0.1	4.634853e-10	3.0274e-07	0.1	4.634853e-10	6.298748e-07	0.1	4.634853e-10	2.634396e-07	0.1	4.634853e-10	3.238951e-07	0.1	4.634853e-10	8.684954e-07	0.1	4.634853e-10	7.103999e-07	0.1	4.634853e-10	5.574435e-07	0.1	4.634853e-10	1.983752e-07	0.1
5.968689e-10	5.315196293948e-06	0.1	5.968689e-10	2.101413e-09	0.1	5.968689e-10	3.251192e-15	0.1	5.968689e-10	1.125389e-13	0.1	5.968689e-10	4.052783e-14	0.1	5.968689e-10	1.19871e-11	0.1	5.968689e-10	9.871531e-11	0.1	5.968689e-10	1.766319e-10	0.1	5.968689e-10	1.444485e-10	0.1	5.968689e-10	1.227242e-10	0.1	5.968689e-10	9.079168e-11	0.1	5.968689e-10	5.356266e-10	0.1	5.968689e-10	5.095304e-08	0.1	5.968689e-10	3.636287e-07	0.1	5.968689e-10	7.681782e-07	0.1	5.968689e-10	3.106635e-07	0.1	5.968689e-10	3.850794e-07	0.1	5.968689e-10	1.06394e-06	0.1	5.968689e-10	8.478444e-07	0.1	5.968689e-10	6.701229e-07	0.1	5.968689e-10	2.221026e-07	0.1
7.763592e-10	4.425928579658e-06	0.1	7.763592e-10	2.523039e-09	0.1	7.763592e-10	4.74402e-15	0.1	7.763592e-10	1.655177e-13	0.1	7.763592e-10	5.971751e-14	0.1	7.763592e-10	1.411794e-11	0.1	7.763592e-10	1.126558e-10	0.1	7.763592e-10	2.182247e-10	0.1	7.763592e-10	1.780137e-10	0.1	7.763592e-10	1.493745e-10	0.1	7.763592e-10	1.056072e-10	0.1	7.763592e-10	6.532627e-10	0.1	7.763592e-10	6.114922e-08	0.1	7.763592e-10	4.326413e-07	0.1	7.763592e-10	9.310915e-07	0.1	7.763592e-10	3.615998e-07	0.1	7.763592e-10	4.529115e-07	0.1	7.763592e-10	1.294478e-06	0.1	7.763592e-10	9.988777e-07	0.1	7.763592e-10	7.973233e-07	0.1	7.763592e-10	2.41273e-07	0.1
9.558496e-10	3.6949531994579995e-06	0.1	9.558496e-10	2.878972e-09	0.1	9.558496e-10	6.232905e-15	0.1	9.558496e-10	2.190747e-13	0.1	9.558496e-10	7.917674e-14	0.1	9.558496e-10	1.580399e-11	0.1	9.558496e-10	1.229132e-10	0.1	9.558496e-10	2.55206e-10	0.1	9.558496e-10	2.077807e-10	0.1	9.558496e-10	1.727435e-10	0.1	9.558496e-10	1.172723e-10	0.1	9.558496e-10	7.572425e-10	0.1	9.558496e-10	6.975094e-08	0.1	9.558496e-10	4.89634e-07	0.1	9.558496e-10	1.071183e-06	0.1	9.558496e-10	4.015904e-07	0.1	9.558496e-10	5.079283e-07	0.1	9.558496e-10	1.491911e-06	0.1	9.558496e-10	1.118104e-06	0.1	9.558496e-10	9.013728e-07	0.1	9.558496e-10	2.50472e-07	0.1
