Batch	m_SP	7	W4_L	W3	R	P1	P2_L	P3	P4											
1.478164e-05	0.9892277	0.1	1.478164e-05	5.992384e-06	0.1	1.478164e-05	0.0001794681	0.1	1.478164e-05	0.004164317	0.1	1.478164e-05	0.000273811144	0.1	1.478164e-05	2.964773e-05	0.1	1.478164e-05	2.070949e-08	0.1
1.668886e-05	0.9880416	0.1	1.668886e-05	6.786074e-06	0.1	1.668886e-05	0.0001869547	0.1	1.668886e-05	0.004740113	0.1	1.668886e-05	0.000273704309	0.1	1.668886e-05	2.967826e-05	0.1	1.668886e-05	2.385375e-08	0.1
1.866356e-05	0.9868163999999999	0.1	1.866356e-05	7.607072e-06	0.1	1.866356e-05	0.0001925459	0.1	1.866356e-05	0.00533869	0.1	1.866356e-05	0.000273559232	0.1	1.866356e-05	2.969656e-05	0.1	1.866356e-05	2.713464e-08	0.1
2.09862e-05	0.9853784	0.1	2.09862e-05	8.571366e-06	0.1	2.09862e-05	0.0001970611	0.1	2.09862e-05	0.00604508	0.1	2.09862e-05	0.00027335323300000004	0.1	2.09862e-05	2.970363e-05	0.1	2.09862e-05	3.101676e-08	0.1
2.373305e-05	0.9836813	0.1	2.373305e-05	9.709448e-06	0.1	2.373305e-05	0.0002004218	0.1	2.373305e-05	0.00688273	0.1	2.373305e-05	0.000273073724	0.1	2.373305e-05	2.969674e-05	0.1	2.373305e-05	3.56283e-08	0.1
2.698574e-05	0.9816762	0.1	2.698574e-05	1.105335e-05	0.1	2.698574e-05	0.0002026505	0.1	2.698574e-05	0.007876442	0.1	2.698574e-05	0.00027270949	0.1	2.698574e-05	2.967413e-05	0.1	2.698574e-05	4.110398e-08	0.1
3.023843e-05	0.9796754999999999	0.1	3.023843e-05	1.239281e-05	0.1	3.023843e-05	0.0002037622	0.1	3.023843e-05	0.008870886	0.1	3.023843e-05	0.00027232376399999997	0.1	3.023843e-05	2.964187e-05	0.1	3.023843e-05	4.658538e-08	0.1
3.349111e-05	0.9776793	0.1	3.349111e-05	1.372759e-05	0.1	3.349111e-05	0.0002042449	0.1	3.349111e-05	0.009865099	0.1	3.349111e-05	0.00027192593399999996	0.1	3.349111e-05	2.960406e-05	0.1	3.349111e-05	5.206587e-08	0.1
3.67438e-05	0.9756879	0.1	3.67438e-05	1.505757e-05	0.1	3.67438e-05	0.0002043759	0.1	3.67438e-05	0.01085837	0.1	3.67438e-05	0.000271521625	0.1	3.67438e-05	2.956312e-05	0.1	3.67438e-05	5.754163e-08	0.1
4.025876e-05	0.9735412999999999	0.1	4.025876e-05	1.648933e-05	0.1	4.025876e-05	0.0002043003	0.1	4.025876e-05	0.01193008	0.1	4.025876e-05	0.000271081218	0.1	4.025876e-05	2.951698e-05	0.1	4.025876e-05	6.345107e-08	0.1
4.416712e-05	0.9711615	0.1	4.416712e-05	1.807462e-05	0.1	4.416712e-05	0.0002040762	0.1	4.416712e-05	0.01311914	0.1	4.416712e-05	0.000270589857	0.1	4.416712e-05	2.946452e-05	0.1	4.416712e-05	7.001046e-08	0.1
4.824778e-05	0.968685	0.1	4.824778e-05	1.972226e-05	0.1	4.824778e-05	0.0002037637	0.1	4.824778e-05	0.01435724	0.1	4.824778e-05	0.00027007667699999996	0.1	4.824778e-05	2.940917e-05	0.1	4.824778e-05	7.684488e-08	0.1
5.301767e-05	0.9658012	0.1	5.301767e-05	2.163845e-05	0.1	5.301767e-05	0.0002033515	0.1	5.301767e-05	0.01579959	0.1	5.301767e-05	0.000269477835	0.1	5.301767e-05	2.934425e-05	0.1	5.301767e-05	8.48142e-08	0.1
5.778756e-05	0.9629293	0.1	5.778756e-05	2.354418e-05	0.1	5.778756e-05	0.0002029178	0.1	5.778756e-05	0.01723634	0.1	5.778756e-05	0.00026888086900000004	0.1	5.778756e-05	2.927936e-05	0.1	5.778756e-05	9.27618e-08	0.1
6.356483e-05	0.9594674000000001	0.1	6.356483e-05	2.583848e-05	0.1	6.356483e-05	0.0002023824	0.1	6.356483e-05	0.0189687	0.1	6.356483e-05	0.000268160753	0.1	6.356483e-05	2.9201e-05	0.1	6.356483e-05	1.023579e-07	0.1
6.934211e-05	0.9560235	0.1	6.934211e-05	2.811763e-05	0.1	6.934211e-05	0.0002018444	0.1	6.934211e-05	0.02069227	0.1	6.934211e-05	0.000267443934	0.1	6.934211e-05	2.912296e-05	0.1	6.934211e-05	1.119204e-07	0.1
7.608661e-05	0.9520259	0.1	7.608661e-05	3.075936e-05	0.1	7.608661e-05	0.0002012174	0.1	7.608661e-05	0.02269311	0.1	7.608661e-05	0.000266611553	0.1	7.608661e-05	2.903233e-05	0.1	7.608661e-05	1.230401e-07	0.1
8.307293e-05	0.9479109000000001	0.1	8.307293e-05	3.34744e-05	0.1	8.307293e-05	0.000200571	0.1	8.307293e-05	0.02475282	0.1	8.307293e-05	0.00026575442000000005	0.1	8.307293e-05	2.893899e-05	0.1	8.307293e-05	1.345076e-07	0.1
9.128198e-05	0.9431094	0.1	9.128198e-05	3.663707e-05	0.1	9.128198e-05	0.000199816	0.1	9.128198e-05	0.02715631	0.1	9.128198e-05	0.000264753776	0.1	9.128198e-05	2.883003e-05	0.1	9.128198e-05	1.479142e-07	0.1
9.979671e-05	0.938167	0.1	9.979671e-05	3.98864e-05	0.1	9.979671e-05	0.0001990385	0.1	9.979671e-05	0.02963033	0.1	9.979671e-05	0.000263723311	0.1	9.979671e-05	2.871782e-05	0.1	9.979671e-05	1.617403e-07	0.1
0.0001102203	0.9321686	0.1	0.0001102203	4.382155e-05	0.1	0.0001102203	0.0001980944	0.1	0.0001102203	0.03263294	0.1	0.0001102203	0.00026247199	0.1	0.0001102203	2.858157e-05	0.1	0.0001102203	1.785519e-07	0.1
0.0001220053	0.925455	0.1	0.0001220053	4.821498e-05	0.1	0.0001220053	0.0001970371	0.1	0.0001220053	0.03599364	0.1	0.0001220053	0.000261070632	0.1	0.0001220053	2.842897e-05	0.1	0.0001220053	1.974032e-07	0.1
0.0001353584	0.9179341999999999	0.1	0.0001353584	5.312261e-05	0.1	0.0001353584	0.0001958517	0.1	0.0001353584	0.03975839	0.1	0.0001353584	0.000259499671	0.1	0.0001353584	2.82579e-05	0.1	0.0001353584	2.185551e-07	0.1
0.0001513528	0.9090442	0.1	0.0001513528	5.890443e-05	0.1	0.0001513528	0.0001944494	0.1	0.0001513528	0.0442086	0.1	0.0001513528	0.000257641169	0.1	0.0001513528	2.805553e-05	0.1	0.0001513528	2.435893e-07	0.1
0.0001716901	0.8979225000000001	0.1	0.0001716901	6.610745e-05	0.1	0.0001716901	0.0001926933	0.1	0.0001716901	0.04977595	0.1	0.0001716901	0.00025531372	0.1	0.0001716901	2.780209e-05	0.1	0.0001716901	2.74925e-07	0.1
0.0001969423	0.8843898000000001	0.1	0.0001969423	7.482561e-05	0.1	0.0001969423	0.0001905538	0.1	0.0001969423	0.05655024	0.1	0.0001969423	0.000252478078	0.1	0.0001969423	2.749331e-05	0.1	0.0001969423	3.130223e-07	0.1
0.0002279381	0.8681848	0.1	0.0002279381	8.519628e-05	0.1	0.0002279381	0.0001879876	0.1	0.0002279381	0.0646623	0.1	0.0002279381	0.000249076986	0.1	0.0002279381	2.712295e-05	0.1	0.0002279381	3.584895e-07	0.1
0.000286152	0.8389021999999999	0.1	0.000286152	0.0001037363	0.1	0.000286152	0.0001833383	0.1	0.000286152	0.07932102	0.1	0.000286152	0.000242915216	0.1	0.000286152	2.645198e-05	0.1	0.000286152	4.39764e-07	0.1
0.0003909372	0.7896973	0.1	0.0003909372	0.0001342647	0.1	0.0003909372	0.0001754881	0.1	0.0003909372	0.1039531	0.1	0.0003909372	0.000232510964	0.1	0.0003909372	2.531904e-05	0.1	0.0003909372	5.71431e-07	0.1
0.0005262408	0.7320903	0.1	0.0005262408	0.0001688894	0.1	0.0005262408	0.0001662291	0.1	0.0005262408	0.132792	0.1	0.0005262408	0.000220239614	0.1	0.0005262408	2.398278e-05	0.1	0.0005262408	7.12112e-07	0.1
0.0007245552	0.6579059	0.1	0.0007245552	0.0002113904	0.1	0.0007245552	0.0001541767	0.1	0.0007245552	0.1699313	0.1	0.0007245552	0.000204265861	0.1	0.0007245552	2.224335e-05	0.1	0.0007245552	8.60551e-07	0.1
0.00099851	0.5716308	0.1	0.00099851	0.0002571493	0.1	0.00099851	0.0001399309	0.1	0.00099851	0.213126	0.1	0.00099851	0.000185385024	0.1	0.00099851	2.018738e-05	0.1	0.00099851	9.736402e-07	0.1
0.001286754	0.4966856	0.1	0.001286754	0.0002927564	0.1	0.001286754	0.0001272951	0.1	0.001286754	0.250651	0.1	0.001286754	0.00016863780399999998	0.1	0.001286754	1.836373e-05	0.1	0.001286754	1.017554e-06	0.1
0.001632154	0.4231453	0.1	0.001632154	0.0003227103	0.1	0.001632154	0.000114579	0.1	0.001632154	0.2874759	0.1	0.001632154	0.000151784039	0.1	0.001632154	1.652848e-05	0.1	0.001632154	1.01861e-06	0.1
0.001977554	0.3631337	0.1	0.001977554	0.000342287	0.1	0.001977554	0.0001038888	0.1	0.001977554	0.3175296	0.1	0.001977554	0.000137615055	0.1	0.001977554	1.498559e-05	0.1	0.001977554	9.961208e-07	0.1
0.002322954	0.3135067	0.1	0.002322954	0.0003541031	0.1	0.002322954	9.476258e-05	0.1	0.002322954	0.3423856	0.1	0.002322954	0.000125518908	0.1	0.002322954	1.366842e-05	0.1	0.002322954	9.658399e-07	0.1
0.002668354	0.2720146	0.1	0.002668354	0.000360038	0.1	0.002668354	8.687033e-05	0.1	0.002668354	0.3631698	0.1	0.002668354	0.000115058127	0.1	0.002668354	1.252932e-05	0.1	0.002668354	9.339782e-07	0.1
0.003013753	0.2370044	0.1	0.003013753	0.0003614752	0.1	0.003013753	7.996984e-05	0.1	0.003013753	0.3807095	0.1	0.003013753	0.000105911827	0.1	0.003013753	1.153336e-05	0.1	0.003013753	9.027806e-07	0.1
0.003359153	0.20723415	0.1	0.003359153	0.0003594545	0.1	0.003359153	7.387938e-05	0.1	0.003359153	0.3956263	0.1	0.003359153	9.7839007e-05	0.1	0.003359153	1.065429e-05	0.1	0.003359153	8.729489e-07	0.1
0.003704553	0.18175277	0.1	0.003704553	0.0003547712	0.1	0.003704553	6.845995e-05	0.1	0.003704553	0.408396	0.1	0.003704553	9.0655541e-05	0.1	0.003704553	9.872072e-06	0.1	0.003704553	8.446134e-07	0.1
0.003946333	0.1660642	0.1	0.003946333	0.000350245	0.1	0.003946333	6.500672e-05	0.1	0.003946333	0.4162592	0.1	0.003946333	8.607822100000001e-05	0.1	0.003946333	9.373639e-06	0.1	0.003946333	8.256359e-07	0.1
0.004084493	0.15779747	0.1	0.004084493	0.0003472771	0.1	0.004084493	6.314525e-05	0.1	0.004084493	0.420403	0.1	0.004084493	8.3610793e-05	0.1	0.004084493	9.104957e-06	0.1	0.004084493	8.150904e-07	0.1
0.004170843	0.15286867999999998	0.1	0.004170843	0.0003452977	0.1	0.004170843	6.202022e-05	0.1	0.004170843	0.4228737	0.1	0.004170843	8.211953e-05	0.1	0.004170843	8.94257e-06	0.1	0.004170843	8.08605e-07	0.1
0.004257193	0.14811353	0.1	0.004257193	0.0003432304	0.1	0.004257193	6.092335e-05	0.1	0.004257193	0.4252575	0.1	0.004257193	8.0665587e-05	0.1	0.004257193	8.784247e-06	0.1	0.004257193	8.021984e-07	0.1
0.004370053	0.14214826	0.1	0.004370053	0.0003404057	0.1	0.004370053	5.953045e-05	0.1	0.004370053	0.4282482	0.1	0.004370053	7.8819223e-05	0.1	0.004370053	8.583194e-06	0.1	0.004370053	7.939403e-07	0.1
0.004539082	0.13371241	0.1	0.004539082	0.0003359405	0.1	0.004539082	5.752604e-05	0.1	0.004539082	0.4324777	0.1	0.004539082	7.616228e-05	0.1	0.004539082	8.293874e-06	0.1	0.004539082	7.818073e-07	0.1
0.004790403	0.12218411	0.1	0.004790403	0.0003288545	0.1	0.004790403	5.471386e-05	0.1	0.004790403	0.4382583	0.1	0.004790403	7.2434565e-05	0.1	0.004790403	7.887957e-06	0.1	0.004790403	7.642613e-07	0.1
0.005115622	0.10886917000000002	0.1	0.005115622	0.0003190518	0.1	0.005115622	5.13443e-05	0.1	0.005115622	0.444936	0.1	0.005115622	6.7967945e-05	0.1	0.005115622	7.401579e-06	0.1	0.005115622	7.423694e-07	0.1
0.005494853	0.09531887	0.1	0.005494853	0.0003069648	0.1	0.005494853	4.775411e-05	0.1	0.005494853	0.4517331	0.1	0.005494853	6.320880499999999e-05	0.1	0.005494853	6.883348e-06	0.1	0.005494853	7.178971e-07	0.1
0.005887587	0.08319446	0.1	0.005887587	0.0002939643	0.1	0.005887587	4.43719e-05	0.1	0.005887587	0.4578165	0.1	0.005887587	5.8725308999999996e-05	0.1	0.005887587	6.395133e-06	0.1	0.005887587	6.936362e-07	0.1
0.00628032	0.07271489	0.1	0.00628032	0.0002806982	0.1	0.00628032	4.128781e-05	0.1	0.00628032	0.4630761	0.1	0.00628032	5.4636933e-05	0.1	0.00628032	5.949943e-06	0.1	0.00628032	6.703727e-07	0.1
0.00663378	0.06448456999999999	0.1	0.00663378	0.0002686825	0.1	0.00663378	3.873677e-05	0.1	0.00663378	0.4672078	0.1	0.00663378	5.1255138e-05	0.1	0.00663378	5.581696e-06	0.1	0.00663378	6.502153e-07	0.1
0.006830147	0.06034488	0.1	0.006830147	0.0002620178	0.1	0.006830147	3.740273e-05	0.1	0.006830147	0.4692865	0.1	0.006830147	4.9486640000000004e-05	0.1	0.006830147	5.389121e-06	0.1	0.006830147	6.393149e-07	0.1
0.006928331	0.05838135	0.1	0.006928331	0.0002586947	0.1	0.006928331	3.675656e-05	0.1	0.006928331	0.4702725	0.1	0.006928331	4.8630036999999995e-05	0.1	0.006928331	5.295845e-06	0.1	0.006928331	6.339411e-07	0.1
0.007085424	0.05537864	0.1	0.007085424	0.0002533966	0.1	0.007085424	3.575033e-05	0.1	0.007085424	0.4717806	0.1	0.007085424	4.729612e-05	0.1	0.007085424	5.150592e-06	0.1	0.007085424	6.25446e-07	0.1
0.007326014	0.051091	0.1	0.007326014	0.00024534	0.1	0.007326014	3.427218e-05	0.1	0.007326014	0.4739343	0.1	0.007326014	4.5336544e-05	0.1	0.007326014	4.937212e-06	0.1	0.007326014	6.126738e-07	0.1
0.007632938	0.0461206	0.1	0.007632938	0.0002351922	0.1	0.007632938	3.248981e-05	0.1	0.007632938	0.4764316	0.1	0.007632938	4.2973677e-05	0.1	0.007632938	4.679915e-06	0.1	0.007632938	5.967816e-07	0.1
0.00800967	0.04070135	0.1	0.00800967	0.0002229849	0.1	0.00800967	3.044763e-05	0.1	0.00800967	0.4791552	0.1	0.00800967	4.0266353e-05	0.1	0.00800967	4.385111e-06	0.1	0.00800967	5.7786e-07	0.1
0.008403853	0.03573493	0.1	0.008403853	0.0002105591	0.1	0.008403853	2.846708e-05	0.1	0.008403853	0.4816522	0.1	0.008403853	3.7640693e-05	0.1	0.008403853	4.099201e-06	0.1	0.008403853	5.58716e-07	0.1
0.008798037	0.03139298	0.1	0.008798037	0.000198534	0.1	0.008798037	2.663131e-05	0.1	0.008798037	0.483836	0.1	0.008798037	3.5206942e-05	0.1	0.008798037	3.834186e-06	0.1	0.008798037	5.402061e-07	0.1
0.00919222	0.02759284	0.1	0.00919222	0.0001869434	0.1	0.00919222	2.492705e-05	0.1	0.00919222	0.4857481	0.1	0.00919222	3.2947536e-05	0.1	0.00919222	3.588157e-06	0.1	0.00919222	5.223e-07	0.1
0.009389312	0.025873399999999998	0.1	0.009389312	0.0001813186	0.1	0.009389312	2.412056e-05	0.1	0.009389312	0.4866135	0.1	0.009389312	3.1878318e-05	0.1	0.009389312	3.471729e-06	0.1	0.009389312	5.13565e-07	0.1
0.009546985	0.0245772	0.1	0.009546985	0.0001769028	0.1	0.009546985	2.349604e-05	0.1	0.009546985	0.487266	0.1	0.009546985	3.1050366000000004e-05	0.1	0.009546985	3.381572e-06	0.1	0.009546985	5.066788e-07	0.1
0.009645531	0.023801048999999998	0.1	0.009645531	0.0001741813	0.1	0.009645531	2.311474e-05	0.1	0.009645531	0.4876568	0.1	0.009645531	3.0544847e-05	0.1	0.009645531	3.326526e-06	0.1	0.009645531	5.024203e-07	0.1
0.009813519	0.022535314	0.1	0.009813519	0.0001696104	0.1	0.009813519	2.248025e-05	0.1	0.009813519	0.4882942	0.1	0.009813519	2.9703672999999998e-05	0.1	0.009813519	3.234929e-06	0.1	0.009813519	4.9524e-07	0.1
0.01002224	0.021058009	0.1	0.01002224	0.0001640525	0.1	0.01002224	2.171824e-05	0.1	0.01002224	0.4890383	0.1	0.01002224	2.86934121e-05	0.1	0.01002224	3.12492e-06	0.1	0.01002224	4.864557e-07	0.1
0.01032692	0.019076845000000002	0.1	0.01032692	0.0001561816	0.1	0.01032692	2.065567e-05	0.1	0.01032692	0.4900365	0.1	0.01032692	2.7284686700000003e-05	0.1	0.01032692	2.971523e-06	0.1	0.01032692	4.738992e-07	0.1
0.0106888	0.016968621	0.1	0.0106888	0.0001472084	0.1	0.0106888	1.946592e-05	0.1	0.0106888	0.4910991	0.1	0.0106888	2.57073306e-05	0.1	0.0106888	2.799762e-06	0.1	0.0106888	4.593866e-07	0.1
0.01116379	0.014555987999999999	0.1	0.01116379	0.0001360455	0.1	0.01116379	1.801435e-05	0.1	0.01116379	0.4923159	0.1	0.01116379	2.37828565e-05	0.1	0.01116379	2.590204e-06	0.1	0.01116379	4.409771e-07	0.1
0.01148613	0.013119917	0.1	0.01148613	0.0001288633	0.1	0.01148613	1.709515e-05	0.1	0.01148613	0.4930406	0.1	0.01148613	2.25641743e-05	0.1	0.01148613	2.457501e-06	0.1	0.01148613	4.288852e-07	0.1
0.01180846	0.011827252	0.1	0.01180846	0.0001219935	0.1	0.01180846	1.62254e-05	0.1	0.01180846	0.4936932	0.1	0.01180846	2.1411055600000002e-05	0.1	0.01180846	2.331937e-06	0.1	0.01180846	4.171084e-07	0.1
0.01220859	0.010400269	0.1	0.01220859	0.0001138909	0.1	0.01220859	1.521009e-05	0.1	0.01220859	0.494414	0.1	0.01220859	2.00649425e-05	0.1	0.01220859	2.185356e-06	0.1	0.01220859	4.029166e-07	0.1
