Batch	m_SP	13	W4	W1	W2	W3	W5	W6	R	P1	P2	P3	P4	P5	P6																							
1.022808e-11	0.984421	0.1	1.022808e-11	1.02278e-111	0.1	1.022808e-11	1.193767e-08	0.1	1.022808e-11	2.064921e-08	0.1	1.022808e-11	0.01554071	0.1	1.022808e-11	1.776723e-06	0.1	1.022808e-11	2.400658e-06	0.1	1.022808e-11	2.860736e-06	0.1	1.022808e-11	9.306767e-06	0.1	1.022808e-11	2.962767e-06	0.1	1.022808e-11	2.981809e-10	0.1	1.022808e-11	7.253963e-07	0.1	1.022808e-11	1.654753e-11	0.1
1.879534e-11	0.9716905	0.1	1.879534e-11	1.879439e-111	0.1	1.879534e-11	2.189239e-08	0.1	1.879534e-11	3.792847e-08	0.1	1.879534e-11	0.02823915	0.1	1.879534e-11	3.260461e-06	0.1	1.879534e-11	4.407046e-06	0.1	1.879534e-11	5.252287e-06	0.1	1.879534e-11	1.708546e-05	0.1	1.879534e-11	5.439269e-06	0.1	1.879534e-11	5.472273e-10	0.1	1.879534e-11	1.331787e-06	0.1	1.879534e-11	3.037495e-11	0.1
3.064456e-11	0.9545495	0.1	3.064456e-11	3.064205e-111	0.1	3.064456e-11	3.559467e-08	0.1	3.064456e-11	6.180352e-08	0.1	3.064456e-11	0.04533595	0.1	3.064456e-11	5.30605e-06	0.1	3.064456e-11	7.175537e-06	0.1	3.064456e-11	8.553369e-06	0.1	3.064456e-11	2.781898e-05	0.1	3.064456e-11	8.856768e-06	0.1	3.064456e-11	8.906552e-10	0.1	3.064456e-11	2.168677e-06	0.1	3.064456e-11	4.945133e-11	0.1
4.675552e-11	0.9320844	0.1	4.675552e-11	4.674969e-111	0.1	4.675552e-11	5.410452e-08	0.1	4.675552e-11	9.422566e-08	0.1	4.675552e-11	0.06774111	0.1	4.675552e-11	8.075595e-06	0.1	4.675552e-11	1.092802e-05	0.1	4.675552e-11	1.303019e-05	0.1	4.675552e-11	4.236687e-05	0.1	4.675552e-11	1.348919e-05	0.1	4.675552e-11	1.355808e-09	0.1	4.675552e-11	3.303277e-06	0.1	4.675552e-11	7.530287e-11	0.1
7.623841e-11	0.8933601	0.1	7.623841e-11	7.622294e-111	0.1	7.623841e-11	8.762671e-08	0.1	7.623841e-11	1.53457e-07	0.1	7.623841e-11	0.1063564	0.1	7.623841e-11	1.311059e-05	0.1	7.623841e-11	1.776173e-05	0.1	7.623841e-11	2.119197e-05	0.1	7.623841e-11	6.885405e-05	0.1	7.623841e-11	2.19245e-05	0.1	7.623841e-11	2.202195e-09	0.1	7.623841e-11	5.370025e-06	0.1	7.623841e-11	1.223708e-10	0.1
1.110328e-10	0.8513603	0.1	1.110328e-10	1.110001e-110	0.1	1.110328e-10	1.266256e-07	0.1	1.110328e-10	2.232316e-07	0.1	1.110328e-10	0.1482283	0.1	1.110328e-10	1.90015e-05	0.1	1.110328e-10	2.577502e-05	0.1	1.110328e-10	3.078116e-05	0.1	1.110328e-10	9.989266e-05	0.1	1.110328e-10	3.181066e-05	0.1	1.110328e-10	3.194161e-09	0.1	1.110328e-10	7.793765e-06	0.1	1.110328e-10	1.775553e-10	0.1
1.537946e-10	0.8047405	0.1	1.537946e-10	1.537321e-110	0.1	1.537946e-10	1.737586e-07	0.1	1.537946e-10	3.088682e-07	0.1	1.537946e-10	0.194692	0.1	1.537946e-10	2.617316e-05	0.1	1.537946e-10	3.55537e-05	0.1	1.537946e-10	4.251774e-05	0.1	1.537946e-10	0.0001377191	0.1	1.537946e-10	4.385991e-05	0.1	1.537946e-10	4.405187e-09	0.1	1.537946e-10	1.07507e-05	0.1	1.537946e-10	2.449046e-10	0.1
1.965563e-10	0.7630799	0.1	1.965563e-10	1.964546e-110	0.1	1.965563e-10	2.200572e-07	0.1	1.965563e-10	3.944621e-07	0.1	1.965563e-10	0.2361979	0.1	1.965563e-10	3.327844e-05	0.1	1.965563e-10	4.526356e-05	0.1	1.965563e-10	5.421883e-05	0.1	1.965563e-10	0.0001752002	0.1	1.965563e-10	5.57992e-05	0.1	1.965563e-10	5.609798e-09	0.1	1.965563e-10	1.368458e-05	0.1	1.965563e-10	3.118106e-10	0.1
2.393181e-10	0.7258502	0.1	2.393181e-10	2.391679e-110	0.1	2.393181e-10	2.655636e-07	0.1	2.393181e-10	4.800953e-07	0.1	2.393181e-10	0.2732739	0.1	2.393181e-10	4.0326e-05	0.1	2.393181e-10	5.491212e-05	0.1	2.393181e-10	6.590222e-05	0.1	2.393181e-10	0.0002123406	0.1	2.393181e-10	6.762891e-05	0.1	2.393181e-10	6.810486e-09	0.1	2.393181e-10	1.659628e-05	0.1	2.393181e-10	3.783482e-10	0.1
2.85602e-10	0.6900023	0.1	2.85602e-10	2.853888e-110	0.1	2.85602e-10	3.139698e-07	0.1	2.85602e-10	5.729123e-07	0.1	2.85602e-10	0.3089569	0.1	2.85602e-10	4.789816e-05	0.1	2.85602e-10	6.529412e-05	0.1	2.85602e-10	7.854717e-05	0.1	2.85602e-10	0.0002521592	0.1	2.85602e-10	8.030919e-05	0.1	2.85602e-10	8.108336e-09	0.1	2.85602e-10	1.97236e-05	0.1	2.85602e-10	4.500302e-10	0.1
