Batch	m_SP	7	P1	W4_L	W3	R	P2_L	P3	P4											
0.0	9.9999e-06	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
0.03014248	9.99989400006e-06	0.1	0.03014248	1.2378213409999999e-17	0.1	0.03014248	1.012064e-17	0.1	0.03014248	1.212528e-21	0.1	0.03014248	1.0622365357e-18	0.1	0.03014248	1.221787e-21	0.1	0.03014248	1.631343e-24	0.1
0.2946291	9.999859000410001e-06	0.1	0.2946291	1.353939844e-16	0.1	0.2946291	1.098046e-16	0.1	0.2946291	1.188195e-20	0.1	0.2946291	1.0477330837e-17	0.1	0.2946291	1.197924e-20	0.1	0.2946291	1.606819e-23	0.1
0.6857026	9.999832000680001e-06	0.1	0.6857026	3.46958482e-16	0.1	0.6857026	2.794674e-16	0.1	0.6857026	2.776292e-20	0.1	0.6857026	2.4595693877999998e-17	0.1	0.6857026	2.801421e-20	0.1	0.6857026	3.787019e-23	0.1
1.158781	9.99981900081e-06	0.1	1.158781	6.244236249999999e-16	0.1	1.158781	5.005547e-16	0.1	1.158781	4.715041e-20	0.1	1.158781	4.1823398601e-17	0.1	1.158781	4.762816e-20	0.1	1.158781	6.504533e-23	0.1
1.753398	9.999814000860001e-06	0.1	1.753398	9.851154209999999e-16	0.1	1.753398	7.866493e-16	0.1	1.753398	7.180003e-20	0.1	1.753398	6.357014033e-17	0.1	1.753398	7.262661e-20	0.1	1.753398	1.005066e-22	0.1
2.551143	9.99981300087e-06	0.1	2.551143	1.474607446e-15	0.1	2.551143	1.173163e-15	0.1	2.551143	1.053674e-19	0.1	2.551143	9.281038522e-17	0.1	2.551143	1.067755e-19	0.1	2.551143	1.504004e-22	0.1
3.721751	9.999812000880001e-06	0.1	3.721751	2.19444991e-15	0.1	3.721751	1.738279e-15	0.1	3.721751	1.556582e-19	0.1	3.721751	1.3578709151999999e-16	0.1	3.721751	1.581557e-19	0.1	3.721751	2.284262e-22	0.1
6.349523	9.999812000880001e-06	0.1	6.349523	3.80820994e-15	0.1	6.349523	2.992385e-15	0.1	6.349523	2.726821e-19	0.1	6.349523	2.3248510573e-16	0.1	6.349523	2.785686e-19	0.1	6.349523	4.226584e-22	0.1
13.35691	9.999812000880001e-06	0.1	13.35691	8.08779714e-15	0.1	13.35691	6.216474e-15	0.1	13.35691	6.185474e-19	0.1	13.35691	4.921405453e-16	0.1	13.35691	6.411905e-19	0.1	13.35691	1.093017e-21	0.1
37.88278	9.999812000880001e-06	0.1	37.88278	2.2819219100000003e-14	0.1	37.88278	1.634228e-14	0.1	37.88278	2.179308e-18	0.1	37.88278	1.4195145245e-15	0.1	37.88278	2.340576e-18	0.1	37.88278	4.907535e-21	0.1
114.9641	9.999812000880001e-06	0.1	114.9641	6.68280406e-14	0.1	114.9641	3.938111e-14	0.1	114.9641	1.032912e-17	0.1	114.9641	4.506102622e-15	0.1	114.9641	1.166672e-17	0.1	114.9641	2.803024e-20	0.1
