Batch	m_SP	7	W3	R	W4_L	P1	P2_L	P3	P4											
73.58995	0.9897202	0.1	73.58995	5.863154e-11	0.1	73.58995	1.69179544e-05	0.1	73.58995	0.00435841	0.1	73.58995	1.377734752e-08	0.1	73.58995	5.869989e-11	0.1	73.58995	1.402931e-10	0.1
82.7875	0.9883283	0.1	82.7875	6.589144e-11	0.1	82.7875	1.901399166e-05	0.1	82.7875	0.005018279	0.1	82.7875	1.548339991e-08	0.1	82.7875	6.596827e-11	0.1	82.7875	1.576643e-10	0.1
93.85355	0.9866408	0.1	93.85355	7.460505e-11	0.1	93.85355	2.1529744000000002e-05	0.1	93.85355	0.005827104	0.1	93.85355	1.75310911e-08	0.1	93.85355	7.469207e-11	0.1	93.85355	1.785138e-10	0.1
104.9196	0.9849431	0.1	104.9196	8.32955e-11	0.1	104.9196	2.4038817399999997e-05	0.1	104.9196	0.006648493	0.1	104.9196	1.9573358159999998e-08	0.1	104.9196	8.339268e-11	0.1	104.9196	1.993079e-10	0.1
115.9856	0.9832383	0.1	115.9856	9.196278e-11	0.1	115.9856	2.65411957e-05	0.1	115.9856	0.007479306	0.1	115.9856	2.161020109e-08	0.1	115.9856	9.207008e-11	0.1	115.9856	2.200465e-10	0.1
127.0517	0.981529	0.1	127.0517	1.006069e-10	0.1	127.0517	2.9036899e-05	0.1	127.0517	0.00831707	0.1	127.0517	2.3641599910000002e-08	0.1	127.0517	1.007243e-10	0.1	127.0517	2.407298e-10	0.1
139.4493	0.9796108	0.1	139.4493	1.102638e-10	0.1	139.4493	3.1825009999999995e-05	0.1	139.4493	0.009261507	0.1	139.4493	2.5911019009999997e-08	0.1	139.4493	1.103925e-10	0.1	139.4493	2.638363e-10	0.1
152.7347	0.9775539	0.1	152.7347	1.205801e-10	0.1	152.7347	3.48035122e-05	0.1	152.7347	0.01027814	0.1	152.7347	2.833541551e-08	0.1	152.7347	1.207209e-10	0.1	152.7347	2.885207e-10	0.1
166.0201	0.9754976	0.1	166.0201	1.308634e-10	0.1	166.0201	3.77724944e-05	0.1	166.0201	0.01129755	0.1	166.0201	3.075206613e-08	0.1	166.0201	1.310162e-10	0.1	166.0201	3.131262e-10	0.1
179.3055	0.9734433	0.1	179.3055	1.41114e-10	0.1	179.3055	4.0731996899999996e-05	0.1	179.3055	0.01231826	0.1	179.3055	3.316101091e-08	0.1	179.3055	1.412787e-10	0.1	179.3055	3.376531e-10	0.1
194.7268	0.9710626	0.1	194.7268	1.529716e-10	0.1	194.7268	4.415550930000001e-05	0.1	194.7268	0.01350322	0.1	194.7268	3.5947641789999996e-08	0.1	194.7268	1.531502e-10	0.1	194.7268	3.660255e-10	0.1
210.6822	0.9686053	0.1	210.6822	1.651938e-10	0.1	210.6822	4.768427530000001e-05	0.1	210.6822	0.01472811	0.1	210.6822	3.8819957570000005e-08	0.1	210.6822	1.653867e-10	0.1	210.6822	3.952702e-10	0.1
226.6375	0.9661548	0.1	226.6375	1.773696e-10	0.1	226.6375	5.119964079999999e-05	0.1	226.6375	0.01595086	0.1	226.6375	4.1681355080000004e-08	0.1	226.6375	1.775767e-10	0.1	226.6375	4.244038e-10	0.1
243.947	0.9635049	0.1	243.947	1.905264e-10	0.1	243.947	5.49982759e-05	0.1	243.947	0.01727417	0.1	243.947	4.4773337250000006e-08	0.1	243.947	1.907489e-10	0.1	243.947	4.55885e-10	0.1
263.2877	0.9605551	0.1	263.2877	2.051634e-10	0.1	263.2877	5.92242281e-05	0.1	263.2877	0.01874805	0.1	263.2877	4.82131429e-08	0.1	263.2877	2.05403e-10	0.1	263.2877	4.909076e-10	0.1
282.6284	0.9576176	0.1	282.6284	2.197335e-10	0.1	282.6284	6.34308788e-05	0.1	282.6284	0.0202164	0.1	282.6284	5.1637226639999997e-08	0.1	282.6284	2.199901e-10	0.1	282.6284	5.257702e-10	0.1
304.3717	0.9543302	0.1	304.3717	2.360343e-10	0.1	304.3717	6.813721710000001e-05	0.1	304.3717	0.02186012	0.1	304.3717	5.546805849e-08	0.1	304.3717	2.3631e-10	0.1	304.3717	5.64774e-10	0.1
327.7168	0.9508186	0.1	327.7168	2.534432e-10	0.1	327.7168	7.31634978e-05	0.1	327.7168	0.02361629	0.1	327.7168	5.95593176e-08	0.1	327.7168	2.537393e-10	0.1	327.7168	6.064293e-10	0.1
352.0524	0.947178	0.1	352.0524	2.714895e-10	0.1	352.0524	7.83737761e-05	0.1	352.0524	0.02543721	0.1	352.0524	6.380033017e-08	0.1	352.0524	2.718066e-10	0.1	352.0524	6.496094e-10	0.1
380.3498	0.9429703	0.1	380.3498	2.923447e-10	0.1	380.3498	8.43950491e-05	0.1	380.3498	0.02754193	0.1	380.3498	6.870148278e-08	0.1	380.3498	2.926861e-10	0.1	380.3498	6.995107e-10	0.1
409.8825	0.9386083	0.1	409.8825	3.139638e-10	0.1	409.8825	9.06369119e-05	0.1	409.8825	0.02972398	0.1	409.8825	7.378217139e-08	0.1	409.8825	3.143306e-10	0.1	409.8825	7.512401e-10	0.1
444.3567	0.9335541	0.1	444.3567	3.390131e-10	0.1	444.3567	9.78690924e-05	0.1	444.3567	0.03225238	0.1	444.3567	7.966897063e-08	0.1	444.3567	3.394091e-10	0.1	444.3567	8.111768e-10	0.1
481.8774	0.9280989	0.1	481.8774	3.660494e-10	0.1	481.8774	0.0001056749597	0.1	481.8774	0.03498144	0.1	481.8774	8.602273358999999e-08	0.1	481.8774	3.66477e-10	0.1	481.8774	8.758679e-10	0.1
523.968	0.9220351	0.1	523.968	3.96101e-10	0.1	523.968	0.00011435140489999999	0.1	523.968	0.03801491	0.1	523.968	9.308511332e-08	0.1	523.968	3.965637e-10	0.1	523.968	9.477739e-10	0.1
575.0675	0.914752	0.1	575.0675	4.32196e-10	0.1	575.0675	0.00012477269530000002	0.1	575.0675	0.04165845	0.1	575.0675	1.015677389e-07	0.1	575.0675	4.327009e-10	0.1	575.0675	1.03414e-09	0.1
633.9906	0.9064588	0.1	633.9906	4.732967e-10	0.1	633.9906	0.0001366392256	0.1	633.9906	0.0458073	0.1	633.9906	1.1122675559000001e-07	0.1	633.9906	4.738496e-10	0.1	633.9906	1.132484e-09	0.1
702.3805	0.8969715	0.1	702.3805	5.203151e-10	0.1	702.3805	0.00015021432029999998	0.1	702.3805	0.05055351	0.1	702.3805	1.2227652574e-07	0.1	702.3805	5.20923e-10	0.1	702.3805	1.244988e-09	0.1
787.7742	0.8853293	0.1	787.7742	5.780134e-10	0.1	787.7742	0.00016687285940000001	0.1	787.7742	0.05637778	0.1	787.7742	1.358360971e-07	0.1	787.7742	5.786887e-10	0.1	787.7742	1.383045e-09	0.1
902.8482	0.8699885	0.1	902.8482	6.540411e-10	0.1	902.8482	0.000188823467	0.1	902.8482	0.0640523	0.1	902.8482	1.537032314e-07	0.1	902.8482	6.548053e-10	0.1	902.8482	1.564961e-09	0.1
1065.178	0.8490016	0.1	1065.178	7.580509e-10	0.1	1065.178	0.00021885296700000002	0.1	1065.178	0.07455141	0.1	1065.178	1.7814644710000001e-07	0.1	1065.178	7.589366e-10	0.1	1065.178	1.81383e-09	0.1
1331.678	0.8161145	0.1	1331.678	9.210376e-10	0.1	1331.678	0.000265910219	0.1	1331.678	0.09100388	0.1	1331.678	2.164497618e-07	0.1	1331.678	9.221138e-10	0.1	1331.678	2.203817e-09	0.1
1775.845	0.7652654	0.1	1775.845	1.173043e-09	0.1	1775.845	0.00033866862	0.1	1775.845	0.1164422	0.1	1775.845	2.756731233e-07	0.1	1775.845	1.174413e-09	0.1	1775.845	2.806803e-09	0.1
