Batch	m_SP	4	N7a_L	T1a_L	T4a_L	N1a_L					
1.352198e-11	9.743891418273999e-06	0.1	1.352198e-11	4.2743175200000007e-13	0.1	1.352198e-11	2.55756691e-07	0.1	1.352198e-11	2.3443750000000003e-22	0.1
2.894575e-11	9.460100694202e-06	0.1	2.894575e-11	9.0150766e-13	0.1	2.894575e-11	5.393777240000001e-07	0.1	2.894575e-11	1.0483849270000001e-21	0.1
6.464382e-11	8.8350288158896e-06	0.1	6.464382e-11	1.9459707700000002e-12	0.1	6.464382e-11	1.1640765800000002e-06	0.1	6.464382e-11	4.9432291000000004e-21	0.1
1.289003e-10	7.8134479179162e-06	0.1	1.289003e-10	3.65373149e-12	0.1	1.289003e-10	2.18504864e-06	0.1	1.289003e-10	1.77845952e-20	0.1
2.095332e-10	6.698739772525e-06	0.1	2.095332e-10	5.5181048000000004e-12	0.1	2.095332e-10	3.2990930700000004e-06	0.1	2.095332e-10	4.15391259e-20	0.1
3.04021e-10	5.594936319035599e-06	0.1	3.04021e-10	7.3650029e-12	0.1	3.04021e-10	4.40223731e-06	0.1	3.04021e-10	7.59020659e-20	0.1
4.098613e-10	4.5745331075079995e-06	0.1	4.098613e-10	9.072813000000001e-12	0.1	4.098613e-10	5.42203297e-06	0.1	4.098613e-10	1.181635081e-19	0.1
5.611108e-10	3.4323037625518e-06	0.1	5.611108e-10	1.09846913e-11	0.1	5.611108e-10	6.5635814499999996e-06	0.1	5.611108e-10	1.7876642900000001e-19	0.1
7.123604e-10	2.57635156593812e-06	0.1	7.123604e-10	1.24172109e-11	0.1	7.123604e-10	7.419023690000001e-06	0.1	7.123604e-10	2.34522058e-19	0.1
8.6361e-10	1.9344357005122e-06	0.1	8.6361e-10	1.34912155e-11	0.1	8.6361e-10	8.06055757e-06	0.1	8.6361e-10	2.82896514e-19	0.1
1.01486e-09	1.4527705490078997e-06	0.1	1.01486e-09	1.4296831299999998e-11	0.1	1.01486e-09	8.5419358e-06	0.1	1.01486e-09	3.2329579700000003e-19	0.1
1.166109e-09	1.0912074354148e-06	0.1	1.166109e-09	1.49013866e-11	0.1	1.166109e-09	8.90328459e-06	0.1	1.166109e-09	3.56126165e-19	0.1
1.317359e-09	8.19722398124142e-07	0.1	1.317359e-09	1.5355246299999998e-11	0.1	1.317359e-09	9.174607689999999e-06	0.1	1.317359e-09	3.8224796100000004e-19	0.1
1.468608e-09	6.158316115214321e-07	0.1	1.468608e-09	1.56961235e-11	0.1	1.468608e-09	9.37837745e-06	0.1	1.468608e-09	4.02669539e-19	0.1
1.619858e-09	4.62682960955704e-07	0.1	1.619858e-09	1.59522643e-11	0.1	1.619858e-09	9.531434549999998e-06	0.1	1.619858e-09	4.1838402599999997e-19	0.1
1.771107e-09	3.476359103627356e-07	0.1	1.771107e-09	1.61448441e-11	0.1	1.771107e-09	9.646414059999999e-06	0.1	1.771107e-09	4.30291313e-19	0.1
1.941441e-09	2.51951775463708e-07	0.1	1.941441e-09	1.63052714e-11	0.1	1.941441e-09	9.74203955e-06	0.1	1.941441e-09	4.40105711e-19	0.1
2.124497e-09	1.782719699492908e-07	0.1	2.124497e-09	1.64291683e-11	0.1	2.124497e-09	9.81567615e-06	0.1	2.124497e-09	4.47404213e-19	0.1
2.307553e-09	1.261423707701266e-07	0.1	2.307553e-09	1.65172482e-11	0.1	2.307553e-09	9.86777443e-06	0.1	2.307553e-09	4.52206014e-19	0.1
