Batch	m_SP	5	Nphln	N1a_L	N7a_L	Flvln	Azln							
2.74958e-07	9.89671403187e-06	0.1	2.74958e-07	7.90677127e-15	0.1	2.74958e-07	8.655973973999999e-08	0.1	2.74958e-07	3.995058e-17	0.1	2.74958e-07	5.822436e-15	0.1
5.515756e-07	9.80990389998e-06	0.1	5.515756e-07	1.5796463020000002e-14	0.1	5.515756e-07	1.735175981e-07	0.1	5.515756e-07	8.007896e-17	0.1	5.515756e-07	1.167179e-14	0.1
1.104811e-06	9.63856061343e-06	0.1	1.104811e-06	3.13688417e-14	0.1	1.104811e-06	3.4515163000000003e-07	0.1	1.104811e-06	1.592828e-16	0.1	1.104811e-06	2.321701e-14	0.1
2.211282e-06	9.30480095106e-06	0.1	2.211282e-06	6.17023592e-14	0.1	2.211282e-06	6.794788108e-07	0.1	2.211282e-06	3.135645e-16	0.1	2.211282e-06	4.570602e-14	0.1
4.178341e-06	8.73973060182e-06	0.1	4.178341e-06	1.1305843879999999e-13	0.1	4.178341e-06	1.2455096889999999e-06	0.1	4.178341e-06	5.747707e-16	0.1	4.178341e-06	8.378097e-14	0.1
6.938021e-06	8.00433295587e-06	0.1	6.938021e-06	1.798945407e-13	0.1	6.938021e-06	1.982157601e-06	0.1	6.938021e-06	9.14711e-16	0.1	6.938021e-06	1.333327e-13	0.1
1.059734e-05	7.123739761890001e-06	0.1	1.059734e-05	2.59926644e-13	0.1	1.059734e-05	2.8642478519999996e-06	0.1	1.059734e-05	1.321768e-15	0.1	1.059734e-05	1.926677e-13	0.1
1.60501e-05	5.988026119140001e-06	0.1	1.60501e-05	3.63145252e-13	0.1	1.60501e-05	4.0018931840000004e-06	0.1	1.60501e-05	1.846757e-15	0.1	1.60501e-05	2.691932e-13	0.1
2.150285e-05	5.03337466575e-06	0.1	2.150285e-05	4.49908137e-13	0.1	2.150285e-05	4.958167645999999e-06	0.1	2.150285e-05	2.288048e-15	0.1	2.150285e-05	3.335184e-13	0.1
2.926166e-05	3.931303686570001e-06	0.1	2.926166e-05	5.50069065e-13	0.1	2.926166e-05	6.0621119560000005e-06	0.1	2.926166e-05	2.797485e-15	0.1	2.926166e-05	4.077769e-13	0.1
3.702047e-05	3.07053429435e-06	0.1	3.702047e-05	6.28299571e-13	0.1	3.702047e-05	6.924344154e-06	0.1	3.702047e-05	3.195379e-15	0.1	3.702047e-05	4.657762e-13	0.1
4.477929e-05	2.3982320174400003e-06	0.1	4.477929e-05	6.894011710000001e-13	0.1	4.477929e-05	7.597788626e-06	0.1	4.477929e-05	3.506153e-15	0.1	4.477929e-05	5.110765e-13	0.1
5.25381e-05	1.8731332684800001e-06	0.1	5.25381e-05	7.37124451e-13	0.1	5.25381e-05	8.123780766e-06	0.1	5.25381e-05	3.748882e-15	0.1	5.25381e-05	5.464581e-13	0.1
6.029691e-05	1.4630053698e-06	0.1	6.029691e-05	7.74398786e-13	0.1	6.029691e-05	8.534605292e-06	0.1	6.029691e-05	3.938465e-15	0.1	6.029691e-05	5.740929e-13	0.1
6.805572e-05	1.14267657312e-06	0.1	6.805572e-05	8.035116239999999e-13	0.1	6.805572e-05	8.85547891e-06	0.1	6.805572e-05	4.086538e-15	0.1	6.805572e-05	5.956769e-13	0.1
7.581453e-05	8.924844750660001e-07	0.1	7.581453e-05	8.26250079e-13	0.1	7.581453e-05	9.106096754e-06	0.1	7.581453e-05	4.20219e-15	0.1	7.581453e-05	6.125351e-13	0.1
8.357334e-05	6.97072629204e-07	0.1	8.357334e-05	8.44010075e-13	0.1	8.357334e-05	9.301840978e-06	0.1	8.357334e-05	4.29252e-15	0.1	8.357334e-05	6.257021e-13	0.1
9.133216e-05	5.44446755478e-07	0.1	9.133216e-05	8.57881379e-13	0.1	9.133216e-05	9.454726499000002e-06	0.1	9.133216e-05	4.363072e-15	0.1	9.133216e-05	6.359861e-13	0.1
0.0001006746	4.04322456735e-07	0.1	0.0001006746	8.70616424e-13	0.1	0.0001006746	9.595088699999999e-06	0.1	0.0001006746	4.427845e-15	0.1	0.0001006746	6.454278e-13	0.1
0.000110017	3.0026199735e-07	0.1	0.000110017	8.80073801e-13	0.1	0.000110017	9.699325975e-06	0.1	0.000110017	4.475948e-15	0.1	0.000110017	6.524395e-13	0.1
0.0001193594	2.22983570142e-07	0.1	0.0001193594	8.8709724e-13	0.1	0.0001193594	9.776735844e-06	0.1	0.0001193594	4.51167e-15	0.1	0.0001193594	6.576466e-13	0.1
0.0001290773	1.63625263731e-07	0.1	0.0001290773	8.924920279999998e-13	0.1	0.0001290773	9.836194611e-06	0.1	0.0001290773	4.539108e-15	0.1	0.0001290773	6.616462e-13	0.1
0.0001402976	1.14458655402e-07	0.1	0.0001402976	8.969604619999998e-13	0.1	0.0001402976	9.885444854e-06	0.1	0.0001402976	4.561836e-15	0.1	0.0001402976	6.649591e-13	0.1
