Batch	m_SP	2	Pr2	Pr1	
0.000000000000e+00	9.999900000000e-06	1.000000000000e-01	0.000000000000e+00	0.000000000000e+00	1.000000000000e-01
2.003000000000e-01	9.999900000000e-06	1.000000000000e-01	2.003000000000e-01	2.028993000000e-17	1.000000000000e-01
4.653947000000e+01	9.999895000050e-06	1.000000000000e-01	4.653947000000e+01	6.360071000000e-13	1.000000000000e-01
1.891866000000e+02	9.999884000160e-06	1.000000000000e-01	1.891866000000e+02	6.584872000000e-12	1.000000000000e-01
3.603866000000e+02	9.999874000260e-06	1.000000000000e-01	3.603866000000e+02	1.589676000000e-11	1.000000000000e-01
6.295121000000e+02	9.999858000420e-06	1.000000000000e-01	6.295121000000e+02	3.112471000000e-11	1.000000000000e-01
1.154792000000e+03	9.999828000720e-06	1.000000000000e-01	1.154792000000e+03	6.104695000000e-11	1.000000000000e-01
2.037090000000e+03	9.999778001220e-06	1.000000000000e-01	2.037090000000e+03	1.113504000000e-10	1.000000000000e-01
2.764787000000e+03	9.999737001630e-06	1.000000000000e-01	2.764787000000e+03	1.528351000000e-10	1.000000000000e-01
5.311725000000e+03	9.999591003090e-06	1.000000000000e-01	5.311725000000e+03	2.980402000000e-10	1.000000000000e-01
1.331639000000e+04	9.999135007650e-06	1.000000000000e-01	1.331639000000e+04	7.543842000000e-10	1.000000000000e-01
3.369189000000e+04	9.997974019260e-06	1.000000000000e-01	3.369189000000e+04	1.915892000000e-09	1.000000000000e-01
8.026448000000e+04	9.995319045810e-06	1.000000000000e-01	8.026448000000e+04	4.570198000000e-09	1.000000000000e-01
1.734096000000e+05	9.990013098870e-06	1.000000000000e-01	1.734096000000e+05	9.876121000000e-09	1.000000000000e-01
3.597000000000e+05	9.979415204850e-06	1.000000000000e-01	3.597000000000e+05	2.047460000000e-08	1.000000000000e-01
7.322806000000e+05	9.958292416080e-06	1.000000000000e-01	7.322806000000e+05	4.159739000000e-08	1.000000000000e-01
1.412007000000e+06	9.920142805546e-06	1.000000000000e-01	1.412007000000e+06	7.974622000000e-08	1.000000000000e-01
2.482732000000e+06	9.861628396547e-06	1.000000000000e-01	2.482732000000e+06	1.382609000000e-07	1.000000000000e-01
3.719012000000e+06	9.797541064062e-06	1.000000000000e-01	3.719012000000e+06	2.023474000000e-07	1.000000000000e-01
5.234465000000e+06	9.725637824899e-06	1.000000000000e-01	5.234465000000e+06	2.742506000000e-07	1.000000000000e-01
6.819712000000e+06	9.659579505306e-06	1.000000000000e-01	6.819712000000e+06	3.403081000000e-07	1.000000000000e-01
8.738010000000e+06	9.592849233330e-06	1.000000000000e-01	8.738010000000e+06	4.070376000000e-07	1.000000000000e-01
1.096727000000e+07	9.532575906902e-06	1.000000000000e-01	1.096727000000e+07	4.673088000000e-07	1.000000000000e-01
1.355227000000e+07	9.482475432962e-06	1.000000000000e-01	1.355227000000e+07	5.174093000000e-07	1.000000000000e-01
1.613727000000e+07	9.448692842794e-06	1.000000000000e-01	1.613727000000e+07	5.511902000000e-07	1.000000000000e-01
1.887973000000e+07	9.425422089467e-06	1.000000000000e-01	1.887973000000e+07	5.744612000000e-07	1.000000000000e-01
2.090311000000e+07	9.413983210720e-06	1.000000000000e-01	2.090311000000e+07	5.859000000000e-07	1.000000000000e-01
2.282346000000e+07	9.406262292563e-06	1.000000000000e-01	2.282346000000e+07	5.936210000000e-07	1.000000000000e-01
2.538465000000e+07	9.399279366583e-06	1.000000000000e-01	2.538465000000e+07	6.006031000000e-07	1.000000000000e-01
2.910409000000e+07	9.393408428815e-06	1.000000000000e-01	2.910409000000e+07	6.064737000000e-07	1.000000000000e-01
3.352357000000e+07	9.390010464834e-06	1.000000000000e-01	3.352357000000e+07	6.098720000000e-07	1.000000000000e-01
3.811806000000e+07	9.388434481540e-06	1.000000000000e-01	3.811806000000e+07	6.114483000000e-07	1.000000000000e-01
4.271256000000e+07	9.387744488854e-06	1.000000000000e-01	4.271256000000e+07	6.121376000000e-07	1.000000000000e-01
