Batch	m_SP	13	W5	W1	W2	W3	W4	W6	R	P1	P2	P3	P4	P5	P6																							
8.017403e-11	0.9885818	0.1	8.017403e-11	0.0005941672	0.1	8.017403e-11	2.078189e-10	0.1	8.017403e-11	8.268699e-11	0.1	8.017403e-11	0.01082357	0.1	8.017403e-11	9.481436e-08	0.1	8.017403e-11	1.965606e-08	0.1	8.017403e-11	2.752015e-08	0.1	8.017403e-11	1.275745e-07	0.1	8.017403e-11	2.133276e-08	0.1	8.017403e-11	6.40703e-14	0.1	8.017403e-11	4.746348e-09	0.1	8.017403e-11	8.09894e-15	0.1
1.427712e-10	0.979888	0.1	1.427712e-10	0.001055574	0.1	1.427712e-10	3.703084e-10	0.1	1.427712e-10	1.473965e-10	0.1	1.427712e-10	0.01905553	0.1	1.427712e-10	1.691291e-07	0.1	1.427712e-10	3.502145e-08	0.1	1.427712e-10	4.903537e-08	0.1	1.427712e-10	2.273154e-07	0.1	1.427712e-10	3.79977e-08	0.1	1.427712e-10	1.141106e-13	0.1	1.427712e-10	8.452241e-09	0.1	1.427712e-10	1.442428e-14	0.1
2.234257e-10	0.9689649	0.1	2.234257e-10	0.001646146	0.1	2.234257e-10	5.799655e-10	0.1	2.234257e-10	2.30968e-10	0.1	2.234257e-10	0.02938755	0.1	2.234257e-10	2.652451e-07	0.1	2.234257e-10	5.484327e-08	0.1	2.234257e-10	7.67938e-08	0.1	2.234257e-10	3.56001e-07	0.1	2.234257e-10	5.948179e-08	0.1	2.234257e-10	1.786084e-13	0.1	2.234257e-10	1.322739e-08	0.1	2.234257e-10	2.257693e-14	0.1
3.287786e-10	0.9551557	0.1	3.287786e-10	0.002409707	0.1	3.287786e-10	8.543137e-10	0.1	3.287786e-10	3.404637e-10	0.1	3.287786e-10	0.04243254	0.1	3.287786e-10	3.913971e-07	0.1	3.287786e-10	8.077537e-08	0.1	3.287786e-10	1.131146e-07	0.1	3.287786e-10	5.243815e-07	0.1	3.287786e-10	8.756491e-08	0.1	3.287786e-10	2.628973e-13	0.1	3.287786e-10	1.946532e-08	0.1	3.287786e-10	3.323081e-14	0.1
4.919174e-10	0.9347565	0.1	4.919174e-10	0.003571325	0.1	4.919174e-10	1.280201e-09	0.1	4.919174e-10	5.107643e-10	0.1	4.919174e-10	0.06166915	0.1	4.919174e-10	5.880485e-07	0.1	4.919174e-10	1.210204e-07	0.1	4.919174e-10	1.694953e-07	0.1	4.919174e-10	7.857484e-07	0.1	4.919174e-10	1.310965e-07	0.1	4.919174e-10	3.935146e-13	0.1	4.919174e-10	2.912624e-08	0.1	4.919174e-10	4.973925e-14	0.1
6.550563e-10	0.9154942	0.1	6.550563e-10	0.004703805	0.1	6.550563e-10	1.707321e-09	0.1	6.550563e-10	6.819752e-10	0.1	6.550563e-10	0.07979794	0.1	6.550563e-10	7.862228e-07	0.1	6.550563e-10	1.613719e-07	0.1	6.550563e-10	2.26042e-07	0.1	6.550563e-10	1.047857e-06	0.1	6.550563e-10	1.746824e-07	0.1	6.550563e-10	5.242556e-13	0.1	6.550563e-10	3.878941e-08	0.1	6.550563e-10	6.626148e-14	0.1
8.900928e-10	0.8896141	0.1	8.900928e-10	0.006277402	0.1	8.900928e-10	2.324717e-09	0.1	8.900928e-10	9.302442e-10	0.1	8.900928e-10	0.1041029	0.1	8.900928e-10	1.074272e-06	0.1	8.900928e-10	2.196886e-07	0.1	8.900928e-10	3.077964e-07	0.1	8.900928e-10	1.426729e-06	0.1	8.900928e-10	2.375705e-07	0.1	8.900928e-10	7.12846e-13	0.1	8.900928e-10	5.271593e-08	0.1	8.900928e-10	9.00902e-14	0.1
1.125129e-09	0.8657853	0.1	1.125129e-09	0.007776422	0.1	1.125129e-09	2.944337e-09	0.1	1.125129e-09	1.180403e-09	0.1	1.125129e-09	0.1264312	0.1	1.125129e-09	1.365135e-06	0.1	1.125129e-09	2.782119e-07	0.1	1.125129e-09	3.898815e-07	0.1	1.125129e-09	1.806992e-06	0.1	1.125129e-09	3.005647e-07	0.1	1.125129e-09	9.017185e-13	0.1	1.125129e-09	6.664849e-08	0.1	1.125129e-09	1.139485e-13	0.1
1.360166e-09	0.8438446	0.1	1.360166e-09	0.00919681	0.1	1.360166e-09	3.565977e-09	0.1	1.360166e-09	1.432442e-09	0.1	1.360166e-09	0.14695	0.1	1.360166e-09	1.658618e-06	0.1	1.360166e-09	3.369317e-07	0.1	1.360166e-09	4.722875e-07	0.1	1.360166e-09	2.188553e-06	0.1	1.360166e-09	3.636591e-07	0.1	1.360166e-09	1.09088e-12	0.1	1.360166e-09	8.058736e-08	0.1	1.360166e-09	1.378362e-13	0.1
1.595203e-09	0.823642	0.1	1.595203e-09	0.01053682	0.1	1.595203e-09	4.189431e-09	0.1	1.595203e-09	1.686348e-09	0.1	1.595203e-09	0.1658112	0.1	1.595203e-09	1.954539e-06	0.1	1.595203e-09	3.958378e-07	0.1	1.595203e-09	5.550039e-07	0.1	1.595203e-09	2.571317e-06	0.1	1.595203e-09	4.268469e-07	0.1	1.595203e-09	1.280333e-12	0.1	1.595203e-09	9.453249e-08	0.1	1.595203e-09	1.617523e-13	0.1
