Batch	m_SP	5	C5H5	T1a_L	T4a_L	N1a_L	N7a_L							
4.186103e-11	0.9874008	0.1	4.186103e-11	0.0125992391	0.1	4.186103e-11	8.9427898884e-13	0.1	4.186103e-11	4.3734870949999996e-10	0.1	4.186103e-11	3.3253252000000004e-16	0.1
6.582334e-11	0.9803305	0.1	6.582334e-11	0.019669507099999997	0.1	6.582334e-11	1.3961179094e-12	0.1	6.582334e-11	6.827738126e-10	0.1	6.582334e-11	5.1913849e-16	0.1
1.038372e-10	0.9693196	0.1	1.038372e-10	0.0306804008	0.1	1.038372e-10	2.1776586743e-12	0.1	1.038372e-10	1.0649872409e-09	0.1	1.038372e-10	8.0974995e-16	0.1
1.508835e-10	0.9560302	0.1	1.508835e-10	0.0439697796	0.1	1.508835e-10	3.1209227815999998e-12	0.1	1.508835e-10	1.5262922239999998e-09	0.1	1.508835e-10	1.1604973e-15	0.1
2.039514e-10	0.9414706	0.1	2.039514e-10	0.0585294277	0.1	2.039514e-10	4.1543507191e-12	0.1	2.039514e-10	2.031691233e-09	0.1	2.039514e-10	1.54477101e-15	0.1
2.570192e-10	0.9273477	0.1	2.570192e-10	0.07265226020000001	0.1	2.570192e-10	5.1567733393e-12	0.1	2.570192e-10	2.521927641e-09	0.1	2.570192e-10	1.91751551e-15	0.1
3.122373e-10	0.9130955	0.1	3.122373e-10	0.0869044258	0.1	3.122373e-10	6.1683760878e-12	0.1	3.122373e-10	3.01665319e-09	0.1	3.122373e-10	2.29367394e-15	0.1
3.760563e-10	0.8971596	0.1	3.760563e-10	0.10284032719999998	0.1	3.760563e-10	7.2994899212e-12	0.1	3.760563e-10	3.569825159e-09	0.1	3.760563e-10	2.71427104e-15	0.1
4.398753e-10	0.8817704	0.1	4.398753e-10	0.118229547	0.1	4.398753e-10	8.3917989358e-12	0.1	4.398753e-10	4.104020081e-09	0.1	4.398753e-10	3.1204402000000002e-15	0.1
5.036942e-10	0.8669003	0.1	5.036942e-10	0.133099691	0.1	5.036942e-10	9.447266886000001e-12	0.1	5.036942e-10	4.620197526e-09	0.1	5.036942e-10	3.5129083e-15	0.1
