Batch	m_SP	21	N7a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	T4a	T4b	T4c	T4d	T4e	T4f	T4g	T4h																																							
2.956219e-11	9.75695285704e-06	0.1	2.956219e-11	5.622374e-10	0.1	2.956219e-11	4.981993e-16	0.1	2.956219e-11	1.190667e-14	0.1	2.956219e-11	4.921355e-15	0.1	2.956219e-11	2.111955e-12	0.1	2.956219e-11	1.987804e-11	0.1	2.956219e-11	2.742775e-11	0.1	2.956219e-11	2.314057e-11	0.1	2.956219e-11	2.128071e-11	0.1	2.956219e-11	1.878706e-11	0.1	2.956219e-11	7.310068e-11	0.1	2.956219e-11	6.669862e-09	0.1	2.956219e-11	2.182085e-08	0.1	2.956219e-11	3.781051e-08	0.1	2.956219e-11	1.619443e-08	0.1	2.956219e-11	2.043315e-08	0.1	2.956219e-11	4.815508e-08	0.1	2.956219e-11	3.862187e-08	0.1	2.956219e-11	4.013807e-08	0.1	2.956219e-11	1.254364e-08	0.1
6.18238e-11	9.49933200956e-06	0.1	6.18238e-11	1.163225e-09	0.1	6.18238e-11	2.124628e-15	0.1	6.18238e-11	5.085577e-14	0.1	6.18238e-11	2.103153e-14	0.1	6.18238e-11	4.372433e-12	0.1	6.18238e-11	4.059689e-11	0.1	6.18238e-11	5.729189e-11	0.1	6.18238e-11	4.832191e-11	0.1	6.18238e-11	4.419962e-11	0.1	6.18238e-11	3.853784e-11	0.1	6.18238e-11	1.517541e-10	0.1	6.18238e-11	1.377728e-08	0.1	6.18238e-11	4.482923e-08	0.1	6.18238e-11	7.826311e-08	0.1	6.18238e-11	3.329138e-08	0.1	6.18238e-11	4.210461e-08	0.1	6.18238e-11	9.997046e-08	0.1	6.18238e-11	7.942363e-08	0.1	6.18238e-11	8.253191e-08	0.1	6.18238e-11	2.532444e-08	0.1
1.416213e-10	8.89375312138e-06	0.1	1.416213e-10	2.595847e-09	0.1	1.416213e-10	1.048024e-14	0.1	1.416213e-10	2.518025e-13	0.1	1.416213e-10	1.042715e-13	0.1	1.416213e-10	9.767649e-12	0.1	1.416213e-10	8.791279e-11	0.1	1.416213e-10	1.306774e-10	0.1	1.416213e-10	1.101463e-10	0.1	1.416213e-10	9.956635e-11	0.1	1.416213e-10	8.432943e-11	0.1	1.416213e-10	3.414241e-10	0.1	1.416213e-10	3.062145e-08	0.1	1.416213e-10	9.835145e-08	0.1	1.416213e-10	1.747301e-07	0.1	1.416213e-10	7.315798e-08	0.1	1.416213e-10	9.305877e-08	0.1	1.416213e-10	2.246703e-07	0.1	1.416213e-10	1.746264e-07	0.1	1.416213e-10	1.81402e-07	0.1	1.416213e-10	5.330038e-08	0.1
2.446536e-10	8.173848519759999e-06	0.1	2.446536e-10	4.339744e-09	0.1	2.446536e-10	2.891216e-14	0.1	2.446536e-10	6.979392e-13	0.1	2.446536e-10	2.894962e-13	0.1	2.446536e-10	1.633458e-11	0.1	2.446536e-10	1.419344e-10	0.1	2.446536e-10	2.239666e-10	0.1	2.446536e-10	1.886593e-10	0.1	2.446536e-10	1.68408e-10	0.1	2.446536e-10	1.378701e-10	0.1	2.446536e-10	5.765223e-10	0.1	2.446536e-10	5.09201e-08	0.1	2.446536e-10	1.609625e-07	0.1	2.446536e-10	2.918888e-07	0.1	2.446536e-10	1.200046e-07	0.1	2.446536e-10	1.537515e-07	0.1	2.446536e-10	3.780243e-07	0.1	2.446536e-10	2.864487e-07	0.1	2.446536e-10	2.974226e-07	0.1	2.446536e-10	8.295866e-08	0.1
3.755112e-10	7.3502987910839995e-06	0.1	3.755112e-10	6.399215e-09	0.1	3.755112e-10	6.176459e-14	0.1	3.755112e-10	1.499629e-12	0.1	3.755112e-10	6.232865e-13	0.1	3.755112e-10	2.4069e-11	0.1	3.755112e-10	2.013975e-10	0.1	3.755112e-10	3.393226e-10	0.1	3.755112e-10	2.856803e-10	0.1	3.755112e-10	2.518501e-10	0.1	3.755112e-10	1.984892e-10	0.1	3.755112e-10	8.602211e-10	0.1	3.755112e-10	7.456045e-08	0.1	3.755112e-10	2.312559e-07	0.1	3.755112e-10	4.291374e-07	0.1	3.755112e-10	1.729751e-07	0.1	3.755112e-10	2.235668e-07	0.1	3.755112e-10	5.599048e-07	0.1	3.755112e-10	4.12439e-07	0.1	3.755112e-10	4.279555e-07	0.1	3.755112e-10	1.124226e-07	0.1
5.393937e-10	6.44467760387e-06	0.1	5.393937e-10	8.762657e-09	0.1	5.393937e-10	1.131006e-13	0.1	5.393937e-10	2.765047e-12	0.1	5.393937e-10	1.151994e-12	0.1	5.393937e-10	3.289852e-11	0.1	5.393937e-10	2.649777e-10	0.1	5.393937e-10	4.780069e-10	0.1	5.393937e-10	4.023193e-10	0.1	5.393937e-10	3.506195e-10	0.1	5.393937e-10	2.653667e-10	0.1	5.393937e-10	1.193863e-09	0.1	5.393937e-10	1.011711e-07	0.1	5.393937e-10	3.069373e-07	0.1	5.393937e-10	5.838635e-07	0.1	5.393937e-10	2.306851e-07	0.1	5.393937e-10	3.012511e-07	0.1	5.393937e-10	7.672565e-07	0.1	5.393937e-10	5.483783e-07	0.1	5.393937e-10	5.685022e-07	0.1	5.393937e-10	1.398104e-07	0.1
7.145871e-10	5.609476908217999e-06	0.1	7.145871e-10	1.10609e-08	0.1	7.145871e-10	1.753886e-13	0.1	7.145871e-10	4.317801e-12	0.1	7.145871e-10	1.803261e-12	0.1	7.145871e-10	4.143245e-11	0.1	7.145871e-10	3.232569e-10	0.1	7.145871e-10	6.18681e-10	0.1	7.145871e-10	5.207272e-10	0.1	7.145871e-10	4.499068e-10	0.1	7.145871e-10	3.285265e-10	0.1	7.145871e-10	1.526264e-09	0.1	7.145871e-10	1.264138e-07	0.1	7.145871e-10	3.752416e-07	0.1	7.145871e-10	7.298349e-07	0.1	7.145871e-10	2.837462e-07	0.1	7.145871e-10	3.743554e-07	0.1	7.145871e-10	9.645947e-07	0.1	7.145871e-10	6.710331e-07	0.1	7.145871e-10	6.949773e-07	0.1	7.145871e-10	1.609124e-07	0.1
9.350244e-10	4.722108055949999e-06	0.1	9.350244e-10	1.367209e-08	0.1	9.350244e-10	2.583936e-13	0.1	9.350244e-10	6.413525e-12	0.1	9.350244e-10	2.686049e-12	0.1	9.350244e-10	5.108258e-11	0.1	9.350244e-10	3.867378e-10	0.1	9.350244e-10	7.847081e-10	0.1	9.350244e-10	6.607202e-10	0.1	9.350244e-10	5.667563e-10	0.1	9.350244e-10	3.9915e-10	0.1	9.350244e-10	1.912453e-09	0.1	9.350244e-10	1.541764e-07	0.1	9.350244e-10	4.462191e-07	0.1	9.350244e-10	8.879421e-07	0.1	9.350244e-10	3.405429e-07	0.1	9.350244e-10	4.545678e-07	0.1	9.350244e-10	1.179698e-06	0.1	9.350244e-10	7.980497e-07	0.1	9.350244e-10	8.255254e-07	0.1	9.350244e-10	1.795211e-07	0.1
1.155462e-09	3.985321691972e-06	0.1	1.155462e-09	1.602605e-08	0.1	1.155462e-09	3.415842e-13	0.1	1.155462e-09	8.542789e-12	0.1	1.155462e-09	3.587021e-12	0.1	1.155462e-09	5.977219e-11	0.1	1.155462e-09	4.427226e-10	0.1	1.155462e-09	9.393994e-10	0.1	1.155462e-09	7.91493e-10	0.1	1.155462e-09	6.758631e-10	0.1	1.155462e-09	4.62707e-10	0.1	1.155462e-09	2.266684e-09	0.1	1.155462e-09	1.781981e-07	0.1	1.155462e-09	5.038349e-07	0.1	1.155462e-09	1.021082e-06	0.1	1.155462e-09	3.887461e-07	0.1	1.155462e-09	5.243154e-07	0.1	1.155462e-09	1.361582e-06	0.1	1.155462e-09	9.004461e-07	0.1	1.155462e-09	9.303857e-07	0.1	1.155462e-09	1.92404e-07	0.1
1.375899e-09	3.371694864754e-06	0.1	1.375899e-09	1.817153e-08	0.1	1.375899e-09	4.217419e-13	0.1	1.375899e-09	1.062145e-11	0.1	1.375899e-09	4.47029e-12	0.1	1.375899e-09	6.771742e-11	0.1	1.375899e-09	4.935854e-10	0.1	1.375899e-09	1.084051e-09	0.1	1.375899e-09	9.141389e-10	0.1	1.375899e-09	7.783992e-10	0.1	1.375899e-09	5.211863e-10	0.1	1.375899e-09	2.592416e-09	0.1	1.375899e-09	1.991077e-07	0.1	1.375899e-09	5.508005e-07	0.1	1.375899e-09	1.132749e-06	0.1	1.375899e-09	4.303598e-07	0.1	1.375899e-09	5.857411e-07	0.1	1.375899e-09	1.51447e-06	0.1	1.375899e-09	9.831382e-07	0.1	1.375899e-09	1.014774e-06	0.1	1.375899e-09	2.016106e-07	0.1
