Batch	m_SP	16	T4a_L	C5H5	N1a	N1b	N1c	T1a	T1b	T1c	T1d	T1e	T1f	T2	T3	N7a	N7c	N7b																													
0.0	1.00000008	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
6.833653e-14	1.00000008	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1	6.833653e-14	0.0	0.1
1.878747e-12	1.0000000199999999	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1	1.878747e-12	0.0	0.1
7.106967e-12	0.9999998800000001	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1	7.106967e-12	0.0	0.1
1.60801e-11	1.00000001	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1	1.60801e-11	0.0	0.1
3.151229e-11	0.9999999999999999	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1	3.151229e-11	0.0	0.1
4.836148e-11	1.00000004	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1	4.836148e-11	0.0	0.1
7.164824e-11	0.9999999399999999	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1	7.164824e-11	0.0	0.1
1.111799e-10	1.00000002	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1	1.111799e-10	0.0	0.1
1.770661e-10	0.99999997	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1	1.770661e-10	0.0	0.1
2.540816e-10	1.0000000100000002	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1	2.540816e-10	0.0	0.1
3.338793e-10	1.00000005	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1	3.338793e-10	0.0	0.1
4.331517e-10	0.9999999700000001	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1	4.331517e-10	0.0	0.1
5.32424e-10	1.0000000599999999	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1	5.32424e-10	0.0	0.1
