Batch	m_SP	13	W4	W1	W2	W3	W5	W6	R	P1	P2	P3	P4	P5	P6																							
7.171704e-08	0.9885756	0.1	7.171704e-08	0.001184742	0.1	7.171704e-08	5.534131e-17	0.1	7.171704e-08	7.580358e-15	0.1	7.171704e-08	0.01023967	0.1	7.171704e-08	4.620974e-11	0.1	7.171704e-08	1.016629e-13	0.1	7.171704e-08	1.542905e-11	0.1	7.171704e-08	5.039748e-12	0.1	7.171704e-08	1.225751e-13	0.1	7.171704e-08	4.098982e-21	0.1	7.171704e-08	1.694391e-14	0.1	7.171704e-08	3.035631e-24	0.1
1.165573e-07	0.9815949	0.1	1.165573e-07	0.001851686	0.1	1.165573e-07	1.448781e-16	0.1	1.165573e-07	1.229836e-14	0.1	1.165573e-07	0.01655344	0.1	1.165573e-07	7.533028e-11	0.1	1.165573e-07	1.657445e-13	0.1	1.165573e-07	2.515392e-11	0.1	1.165573e-07	8.216353e-12	0.1	1.165573e-07	1.998414e-13	0.1	1.165573e-07	6.67216e-21	0.1	1.165573e-07	2.762436e-14	0.1	1.165573e-07	4.949254e-24	0.1
1.75637e-07	0.9725789	0.1	1.75637e-07	0.002651843	0.1	1.75637e-07	3.251972e-16	0.1	1.75637e-07	1.849013e-14	0.1	1.75637e-07	0.02476924	0.1	1.75637e-07	1.139427e-10	0.1	1.75637e-07	2.507311e-13	0.1	1.75637e-07	3.805062e-11	0.1	1.75637e-07	1.242911e-11	0.1	1.75637e-07	3.02317e-13	0.1	1.75637e-07	1.007305e-20	0.1	1.75637e-07	4.178916e-14	0.1	1.75637e-07	7.487318e-24	0.1
2.468341e-07	0.9619755	0.1	2.468341e-07	0.003508435	0.1	2.468341e-07	6.33636e-16	0.1	2.468341e-07	2.591597e-14	0.1	2.468341e-07	0.03451611	0.1	2.468341e-07	1.608114e-10	0.1	2.468341e-07	3.539148e-13	0.1	2.468341e-07	5.370784e-11	0.1	2.468341e-07	1.754373e-11	0.1	2.468341e-07	4.267396e-13	0.1	2.468341e-07	1.418534e-20	0.1	2.468341e-07	5.898711e-14	0.1	2.468341e-07	1.056906e-23	0.1
3.318506e-07	0.9496684	0.1	3.318506e-07	0.004394557	0.1	3.318506e-07	1.127436e-15	0.1	3.318506e-07	3.473361e-14	0.1	3.318506e-07	0.04593703	0.1	3.318506e-07	2.172075e-10	0.1	3.318506e-07	4.781077e-13	0.1	3.318506e-07	7.255189e-11	0.1	3.318506e-07	2.369954e-11	0.1	3.318506e-07	5.76503e-13	0.1	3.318506e-07	1.911233e-20	0.1	3.318506e-07	7.96871e-14	0.1	3.318506e-07	1.42786e-23	0.1
4.203218e-07	0.937247	0.1	4.203218e-07	0.005178881	0.1	4.203218e-07	1.780309e-15	0.1	4.203218e-07	4.385454e-14	0.1	4.203218e-07	0.05757411	0.1	4.203218e-07	2.76333e-10	0.1	4.203218e-07	6.083481e-13	0.1	4.203218e-07	9.231236e-11	0.1	4.203218e-07	3.015491e-11	0.1	4.203218e-07	7.335672e-13	0.1	4.203218e-07	2.425478e-20	0.1	4.203218e-07	1.013955e-13	0.1	4.203218e-07	1.816908e-23	0.1
5.087931e-07	0.9251956	0.1	5.087931e-07	0.005841883	0.1	5.087931e-07	2.56894e-15	0.1	5.087931e-07	5.292158e-14	0.1	5.087931e-07	0.06896248	0.1	5.087931e-07	3.358477e-10	0.1	5.087931e-07	7.394816e-13	0.1	5.087931e-07	1.122073e-10	0.1	5.087931e-07	3.66544e-11	0.1	5.087931e-07	8.917165e-13	0.1	5.087931e-07	2.940916e-20	0.1	5.087931e-07	1.232532e-13	0.1	5.087931e-07	2.208654e-23	0.1
5.972643e-07	0.9134931	0.1	5.972643e-07	0.006400412	0.1	5.972643e-07	3.487766e-15	0.1	5.972643e-07	6.193678e-14	0.1	5.972643e-07	0.08010647	0.1	5.972643e-07	3.957016e-10	0.1	5.972643e-07	8.713962e-13	0.1	5.972643e-07	1.322198e-10	0.1	5.972643e-07	4.319249e-11	0.1	5.972643e-07	1.050816e-12	0.1	5.972643e-07	3.457234e-20	0.1	5.972643e-07	1.452415e-13	0.1	5.972643e-07	2.602759e-23	0.1
6.857355e-07	0.9021205	0.1	6.857355e-07	0.006869013	0.1	6.857355e-07	4.531695e-15	0.1	6.857355e-07	7.090207e-14	0.1	6.857355e-07	0.0910105	0.1	6.857355e-07	4.558514e-10	0.1	6.857355e-07	1.003995e-12	0.1	6.857355e-07	1.523353e-10	0.1	6.857355e-07	4.976442e-11	0.1	6.857355e-07	1.210749e-12	0.1	6.857355e-07	3.974163e-20	0.1	6.857355e-07	1.673444e-13	0.1	6.857355e-07	2.998933e-23	0.1
7.887325e-07	0.8892737	0.1	7.887325e-07	0.007317852	0.1	7.887325e-07	5.898428e-15	0.1	7.887325e-07	8.127879e-14	0.1	7.887325e-07	0.1034084	0.1	7.887325e-07	5.262002e-10	0.1	7.887325e-07	1.159116e-12	0.1	7.887325e-07	1.758665e-10	0.1	7.887325e-07	5.745252e-11	0.1	7.887325e-07	1.397856e-12	0.1	7.887325e-07	4.576435e-20	0.1	7.887325e-07	1.932021e-13	0.1	7.887325e-07	3.462423e-23	0.1
8.95361e-07	0.8763954	0.1	8.95361e-07	0.007689972	0.1	8.95361e-07	7.478106e-15	0.1	8.95361e-07	9.195532e-14	0.1	8.95361e-07	0.1159146	0.1	8.95361e-07	5.993447e-10	0.1	8.95361e-07	1.320443e-12	0.1	8.95361e-07	2.003383e-10	0.1	8.95361e-07	6.544816e-11	0.1	8.95361e-07	1.59246e-12	0.1	8.95361e-07	5.20017e-20	0.1	8.95361e-07	2.200951e-13	0.1	8.95361e-07	3.944485e-23	0.1
1.001989e-06	0.8639224	0.1	1.001989e-06	0.00798351	0.1	1.001989e-06	9.218617e-15	0.1	1.001989e-06	1.025673e-13	0.1	1.001989e-06	0.1280941	0.1	1.001989e-06	6.727633e-10	0.1	1.001989e-06	1.482415e-12	0.1	1.001989e-06	2.249071e-10	0.1	1.001989e-06	7.347574e-11	0.1	1.001989e-06	1.787852e-12	0.1	1.001989e-06	5.823865e-20	0.1	1.001989e-06	2.470962e-13	0.1	1.001989e-06	4.428498e-23	0.1
1.108618e-06	0.8518338	0.1	1.108618e-06	0.008211668	0.1	1.108618e-06	1.111367e-14	0.1	1.108618e-06	1.13117e-13	0.1	1.108618e-06	0.1399545	0.1	1.108618e-06	7.464162e-10	0.1	1.108618e-06	1.644942e-12	0.1	1.108618e-06	2.495593e-10	0.1	1.108618e-06	8.153085e-11	0.1	1.108618e-06	1.983926e-12	0.1	1.108618e-06	6.447297e-20	0.1	1.108618e-06	2.741907e-13	0.1	1.108618e-06	4.914193e-23	0.1
1.215246e-06	0.8401108	0.1	1.215246e-06	0.008385502	0.1	1.215246e-06	1.315747e-14	0.1	1.215246e-06	1.236068e-13	0.1	1.215246e-06	0.1515037	0.1	1.215246e-06	8.202699e-10	0.1	1.215246e-06	1.807948e-12	0.1	1.215246e-06	2.742838e-10	0.1	1.215246e-06	8.960978e-11	0.1	1.215246e-06	2.180588e-12	0.1	1.215246e-06	7.070284e-20	0.1	1.215246e-06	3.013659e-13	0.1	1.215246e-06	5.401342e-23	0.1
1.321875e-06	0.8287366	0.1	1.321875e-06	0.008514263	0.1	1.321875e-06	1.534464e-14	0.1	1.321875e-06	1.340388e-13	0.1	1.321875e-06	0.1627492	0.1	1.321875e-06	8.942963e-10	0.1	1.321875e-06	1.971372e-12	0.1	1.321875e-06	2.990708e-10	0.1	1.321875e-06	9.770939e-11	0.1	1.321875e-06	2.377763e-12	0.1	1.321875e-06	7.692678e-20	0.1	1.321875e-06	3.286113e-13	0.1	1.321875e-06	5.889755e-23	0.1
1.449903e-06	0.8155189	0.1	1.449903e-06	0.008620141	0.1	1.449903e-06	1.815316e-14	0.1	1.449903e-06	1.464907e-13	0.1	1.449903e-06	0.175861	0.1	1.449903e-06	9.83374e-10	0.1	1.449903e-06	2.168067e-12	0.1	1.449903e-06	3.289038e-10	0.1	1.449903e-06	1.074581e-10	0.1	1.449903e-06	2.615096e-12	0.1	1.449903e-06	8.439036e-20	0.1	1.449903e-06	3.614047e-13	0.1	1.449903e-06	6.477631e-23	0.1
1.577931e-06	0.8027582	0.1	1.577931e-06	0.00868317	0.1	1.577931e-06	2.115312e-14	0.1	1.577931e-06	1.588651e-13	0.1	1.577931e-06	0.1885587	0.1	1.577931e-06	1.072632e-09	0.1	1.577931e-06	2.365209e-12	0.1	1.577931e-06	3.588037e-10	0.1	1.577931e-06	1.172291e-10	0.1	1.577931e-06	2.852982e-12	0.1	1.577931e-06	9.184216e-20	0.1	1.577931e-06	3.942735e-13	0.1	1.577931e-06	7.066862e-23	0.1
1.705959e-06	0.7904329	0.1	1.705959e-06	0.008712255	0.1	1.705959e-06	2.433707e-14	0.1	1.705959e-06	1.71165e-13	0.1	1.705959e-06	0.2008549	0.1	1.705959e-06	1.162044e-09	0.1	1.705959e-06	2.562734e-12	0.1	1.705959e-06	3.887612e-10	0.1	1.705959e-06	1.270191e-10	0.1	1.705959e-06	3.091342e-12	0.1	1.705959e-06	9.928104e-20	0.1	1.705959e-06	4.272072e-13	0.1	1.705959e-06	7.657258e-23	0.1
1.833986e-06	0.7785236	0.1	1.833986e-06	0.008714575	0.1	1.833986e-06	2.769802e-14	0.1	1.833986e-06	1.833932e-13	0.1	1.833986e-06	0.2127618	0.1	1.833986e-06	1.251586e-09	0.1	1.833986e-06	2.760589e-12	0.1	1.833986e-06	4.187683e-10	0.1	1.833986e-06	1.368257e-10	0.1	1.833986e-06	3.330115e-12	0.1	1.833986e-06	1.067062e-19	0.1	1.833986e-06	4.60197e-13	0.1	1.833986e-06	8.248662e-23	0.1
1.962014e-06	0.7670126	0.1	1.962014e-06	0.008695917	0.1	1.962014e-06	3.122944e-14	0.1	1.962014e-06	1.955522e-13	0.1	1.962014e-06	0.2242915	0.1	1.962014e-06	1.341239e-09	0.1	1.962014e-06	2.958732e-12	0.1	1.962014e-06	4.488186e-10	0.1	1.962014e-06	1.466467e-10	0.1	1.962014e-06	3.569249e-12	0.1	1.962014e-06	1.141169e-19	0.1	1.962014e-06	4.932358e-13	0.1	1.962014e-06	8.840945e-23	0.1
2.106019e-06	0.7545208	0.1	2.106019e-06	0.008655626	0.1	2.106019e-06	3.539759e-14	0.1	2.106019e-06	2.091491e-13	0.1	2.106019e-06	0.2368236	0.1	2.106019e-06	1.442194e-09	0.1	2.106019e-06	3.181903e-12	0.1	2.106019e-06	4.82664e-10	0.1	2.106019e-06	1.577083e-10	0.1	2.106019e-06	3.838603e-12	0.1	2.106019e-06	1.22435e-19	0.1	2.106019e-06	5.304488e-13	0.1	2.106019e-06	9.508059e-23	0.1
2.260674e-06	0.7416187	0.1	2.260674e-06	0.008595325	0.1	2.260674e-06	4.009611e-14	0.1	2.260674e-06	2.236614e-13	0.1	2.260674e-06	0.249786	0.1	2.260674e-06	1.550733e-09	0.1	2.260674e-06	3.42189e-12	0.1	2.260674e-06	5.190593e-10	0.1	2.260674e-06	1.696036e-10	0.1	2.260674e-06	4.12827e-12	0.1	2.260674e-06	1.313473e-19	0.1	2.260674e-06	5.704672e-13	0.1	2.260674e-06	1.022546e-22	0.1
2.41533e-06	0.7292247	0.1	2.41533e-06	0.00852231	0.1	2.41533e-06	4.501523e-14	0.1	2.41533e-06	2.380842e-13	0.1	2.41533e-06	0.2622529	0.1	2.41533e-06	1.659375e-09	0.1	2.41533e-06	3.662158e-12	0.1	2.41533e-06	5.554967e-10	0.1	2.41533e-06	1.815131e-10	0.1	2.41533e-06	4.418293e-12	0.1	2.41533e-06	1.402379e-19	0.1	2.41533e-06	6.105339e-13	0.1	2.41533e-06	1.094373e-22	0.1
2.569985e-06	0.7173165	0.1	2.569985e-06	0.008440463	0.1	2.569985e-06	5.014585e-14	0.1	2.569985e-06	2.524211e-13	0.1	2.569985e-06	0.2742431	0.1	2.569985e-06	1.768105e-09	0.1	2.569985e-06	3.902675e-12	0.1	2.569985e-06	5.919714e-10	0.1	2.569985e-06	1.934351e-10	0.1	2.569985e-06	4.708634e-12	0.1	2.569985e-06	1.491068e-19	0.1	2.569985e-06	6.506433e-13	0.1	2.569985e-06	1.166276e-22	0.1
2.724641e-06	0.7058727	0.1	2.724641e-06	0.008352749	0.1	2.724641e-06	5.547936e-14	0.1	2.724641e-06	2.666755e-13	0.1	2.724641e-06	0.2857745	0.1	2.724641e-06	1.876914e-09	0.1	2.724641e-06	4.143414e-12	0.1	2.724641e-06	6.284792e-10	0.1	2.724641e-06	2.053684e-10	0.1	2.724641e-06	4.999258e-12	0.1	2.724641e-06	1.579544e-19	0.1	2.724641e-06	6.907909e-13	0.1	2.724641e-06	1.238247e-22	0.1
2.911456e-06	0.692641	0.1	2.911456e-06	0.008242149	0.1	2.911456e-06	6.218086e-14	0.1	2.911456e-06	2.837888e-13	0.1	2.911456e-06	0.2991169	0.1	2.911456e-06	2.00844e-09	0.1	2.911456e-06	4.434477e-12	0.1	2.911456e-06	6.726183e-10	0.1	2.911456e-06	2.197964e-10	0.1	2.911456e-06	5.350655e-12	0.1	2.911456e-06	1.68614e-19	0.1	2.911456e-06	7.393327e-13	0.1	2.911456e-06	1.325266e-22	0.1
3.09827e-06	0.6800261	0.1	3.09827e-06	0.008129198	0.1	3.09827e-06	6.915286e-14	0.1	3.09827e-06	3.007922e-13	0.1	3.09827e-06	0.3118447	0.1	3.09827e-06	2.140055e-09	0.1	3.09827e-06	4.725802e-12	0.1	3.09827e-06	7.167965e-10	0.1	3.09827e-06	2.342377e-10	0.1	3.09827e-06	5.702388e-12	0.1	3.09827e-06	1.79244e-19	0.1	3.09827e-06	7.879197e-13	0.1	3.09827e-06	1.412365e-22	0.1
3.285085e-06	0.6679977	0.1	3.285085e-06	0.008015985	0.1	3.285085e-06	7.638249e-14	0.1	3.285085e-06	3.17691e-13	0.1	3.285085e-06	0.3239863	0.1	3.285085e-06	2.271748e-09	0.1	3.285085e-06	5.017363e-12	0.1	3.285085e-06	7.610099e-10	0.1	3.285085e-06	2.486909e-10	0.1	3.285085e-06	6.054428e-12	0.1	3.285085e-06	1.898452e-19	0.1	3.285085e-06	8.365477e-13	0.1	3.285085e-06	1.499538e-22	0.1
3.479568e-06	0.6560684	0.1	3.479568e-06	0.007899421	0.1	3.479568e-06	8.416944e-14	0.1	3.479568e-06	3.351775e-13	0.1	3.479568e-06	0.3360322	0.1	3.479568e-06	2.408922e-09	0.1	3.479568e-06	5.32112e-12	0.1	3.479568e-06	8.070724e-10	0.1	3.479568e-06	2.63749e-10	0.1	3.479568e-06	6.421214e-12	0.1	3.479568e-06	2.008522e-19	0.1	3.479568e-06	8.872115e-13	0.1	3.479568e-06	1.590359e-22	0.1
3.704722e-06	0.6429738	0.1	3.704722e-06	0.007767573	0.1	3.704722e-06	9.349958e-14	0.1	3.704722e-06	3.552938e-13	0.1	3.704722e-06	0.3492586	0.1	3.704722e-06	2.567815e-09	0.1	3.704722e-06	5.673049e-12	0.1	3.704722e-06	8.604393e-10	0.1	3.704722e-06	2.811955e-10	0.1	3.704722e-06	6.846192e-12	0.1	3.704722e-06	2.135592e-19	0.1	3.704722e-06	9.459118e-13	0.1	3.704722e-06	1.695586e-22	0.1
3.929875e-06	0.630606	0.1	3.929875e-06	0.007640109	0.1	3.929875e-06	1.031497e-13	0.1	3.929875e-06	3.752802e-13	0.1	3.929875e-06	0.3617539	0.1	3.929875e-06	2.726791e-09	0.1	3.929875e-06	6.025242e-12	0.1	3.929875e-06	9.138456e-10	0.1	3.929875e-06	2.986555e-10	0.1	3.929875e-06	7.271514e-12	0.1	3.929875e-06	2.262295e-19	0.1	3.929875e-06	1.004658e-12	0.1	3.929875e-06	1.800894e-22	0.1
4.155029e-06	0.6189239	0.1	4.155029e-06	0.007517692	0.1	4.155029e-06	1.131019e-13	0.1	4.155029e-06	3.95144e-13	0.1	4.155029e-06	0.3735584	0.1	4.155029e-06	2.885845e-09	0.1	4.155029e-06	6.377678e-12	0.1	4.155029e-06	9.672882e-10	0.1	4.155029e-06	3.161278e-10	0.1	4.155029e-06	7.697154e-12	0.1	4.155029e-06	2.38865e-19	0.1	4.155029e-06	1.063447e-12	0.1	4.155029e-06	1.906278e-22	0.1
