Batch	m_SP	7	P1	R	W4_L	W3	P2_L	P3	P4											
46.22735	9.8153738637227e-06	0.1	46.22735	9.123275e-10	0.1	46.22735	6.566468e-08	0.1	46.22735	5.237084e-08	0.1	46.22735	6.44337169e-08	0.1	46.22735	1.011106e-09	0.1	46.22735	1.262885e-10	0.1
94.54272	9.6261617747841e-06	0.1	94.54272	1.847846e-09	0.1	94.54272	1.330007e-07	0.1	94.54272	1.060747e-07	0.1	94.54272	1.30507371e-07	0.1	94.54272	2.047901e-09	0.1	94.54272	2.557911e-10	0.1
182.6978	9.2902763091684e-06	0.1	182.6978	3.50857e-09	0.1	182.6978	2.525333e-07	0.1	182.6978	2.014078e-07	0.1	182.6978	2.477990817e-07	0.1	182.6978	3.888421e-09	0.1	182.6978	4.856798e-10	0.1
329.6229	8.7563129333984e-06	0.1	329.6229	6.148672e-09	0.1	329.6229	4.425578e-07	0.1	329.6229	3.529618e-07	0.1	329.6229	4.3426118e-07	0.1	329.6229	6.814349e-09	0.1	329.6229	8.511408e-10	0.1
623.4731	7.7786899892408e-06	0.1	623.4731	1.098237e-08	0.1	623.4731	7.904694e-07	0.1	623.4731	6.304385e-07	0.1	623.4731	7.75650421e-07	0.1	623.4731	1.217136e-08	0.1	623.4731	1.520255e-09	0.1
1017.582	6.6366586685904e-06	0.1	1017.582	1.662897e-08	0.1	1017.582	1.19689e-06	0.1	1017.582	9.545792e-07	0.1	1017.582	1.174451713e-06	0.1	1017.582	1.842928e-08	0.1	1017.582	2.301896e-09	0.1
1478.53	5.5118550617396e-06	0.1	1478.53	2.21904e-08	0.1	1478.53	1.59718e-06	0.1	1478.53	1.273831e-06	0.1	1478.53	1.567238038e-06	0.1	1478.53	2.459281e-08	0.1	1478.53	3.071746e-09	0.1
2032.274	4.409708082867999e-06	0.1	2032.274	2.76398e-08	0.1	2032.274	1.989408e-06	0.1	2032.274	1.586652e-06	0.1	2032.274	1.952112473e-06	0.1	2032.274	3.063218e-08	0.1	2032.274	3.826091e-09	0.1
2725.211	3.3355506386592e-06	0.1	2725.211	3.295083e-08	0.1	2725.211	2.371675e-06	0.1	2725.211	1.891529e-06	0.1	2725.211	2.3272132170000003e-06	0.1	2725.211	3.65182e-08	0.1	2725.211	4.561279e-09	0.1
3418.148	2.5230459569094e-06	0.1	3418.148	3.696814e-08	0.1	3418.148	2.660826e-06	0.1	3418.148	2.122141e-06	0.1	3418.148	2.610943307e-06	0.1	3418.148	4.097044e-08	0.1	3418.148	5.117383e-09	0.1
4111.085	1.9084603805435e-06	0.1	4111.085	4.000688e-08	0.1	4111.085	2.879543e-06	0.1	4111.085	2.296579e-06	0.1	4111.085	2.82556002e-06	0.1	4111.085	4.433816e-08	0.1	4111.085	5.538026e-09	0.1
4804.022	1.4435800888531e-06	0.1	4804.022	4.230542e-08	0.1	4804.022	3.044983e-06	0.1	4804.022	2.428525e-06	0.1	4804.022	2.98789882e-06	0.1	4804.022	4.688555e-08	0.1	4804.022	5.856205e-09	0.1
5496.959	1.0919395862072e-06	0.1	5496.959	4.404406e-08	0.1	5496.959	3.170124e-06	0.1	5496.959	2.528331e-06	0.1	5496.959	3.11069323e-06	0.1	5496.959	4.881241e-08	0.1	5496.959	6.096879e-09	0.1
6189.896	8.259555146455501e-07	0.1	6189.896	4.535918e-08	0.1	6189.896	3.264782e-06	0.1	6189.896	2.603825e-06	0.1	6189.896	3.2035764100000003e-06	0.1	6189.896	5.026992e-08	0.1	6189.896	6.278928e-09	0.1
6882.833	6.2476192807798e-07	0.1	6882.833	4.635396e-08	0.1	6882.833	3.336382e-06	0.1	6882.833	2.66093e-06	0.1	6882.833	3.27383497e-06	0.1	6882.833	5.137239e-08	0.1	6882.833	6.416632e-09	0.1
7575.77	4.7257696738378e-07	0.1	7575.77	4.710642e-08	0.1	7575.77	3.390541e-06	0.1	7575.77	2.704124e-06	0.1	7575.77	3.3269780300000002e-06	0.1	7575.77	5.220632e-08	0.1	7575.77	6.520792e-09	0.1
8382.81	3.414019910109e-07	0.1	8382.81	4.775499e-08	0.1	8382.81	3.437223e-06	0.1	8382.81	2.741356e-06	0.1	8382.81	3.3727853e-06	0.1	8382.81	5.292511e-08	0.1	8382.81	6.610573e-09	0.1
9218.375	2.438195083922e-07	0.1	9218.375	4.823748e-08	0.1	9218.375	3.47195e-06	0.1	9218.375	2.769053e-06	0.1	9218.375	3.40686174e-06	0.1	9218.375	5.345983e-08	0.1	9218.375	6.677362e-09	0.1
10053.94	1.7412894922744998e-07	0.1	10053.94	4.858205e-08	0.1	10053.94	3.496752e-06	0.1	10053.94	2.788833e-06	0.1	10053.94	3.43119761e-06	0.1	10053.94	5.384171e-08	0.1	10053.94	6.72506e-09	0.1
10957.23	1.2101095422864002e-07	0.1	10957.23	4.884469e-08	0.1	10957.23	3.515655e-06	0.1	10957.23	2.803909e-06	0.1	10957.23	3.4497473400000004e-06	0.1	10957.23	5.413278e-08	0.1	10957.23	6.761416e-09	0.1
