Batch	m_SP	5	Azln	N1a_L	N7a_L	Nphln	Flvln							
3.954742e-11	9.84691752984e-06	0.1	3.954742e-11	9.36995453e-11	0.1	3.954742e-11	1.5264396000000001e-07	0.1	3.954742e-11	1.514314e-11	0.1	3.954742e-11	3.144099e-12	0.1
7.978492e-11	9.69366806235e-06	0.1	7.978492e-11	1.8756325119999999e-10	0.1	7.978492e-11	3.0561503e-07	0.1	7.978492e-11	5.462114e-11	0.1	7.978492e-11	6.296156e-12	0.1
1.419839e-10	9.4614553845e-06	0.1	1.419839e-10	3.297911829e-10	0.1	1.419839e-10	5.3742825e-07	0.1	1.419839e-10	1.509658e-10	0.1	1.419839e-10	1.107321e-11	0.1
2.643137e-10	9.02085379056e-06	0.1	2.643137e-10	5.996548059999999e-10	0.1	2.643137e-10	9.7732123e-07	0.1	2.643137e-10	4.179533e-10	0.1	2.643137e-10	2.013916e-11	0.1
4.142612e-10	8.508670912440001e-06	0.1	4.142612e-10	9.13361884e-10	0.1	4.142612e-10	1.4887305e-06	0.1	4.142612e-10	8.092557e-10	0.1	4.142612e-10	3.067992e-11	0.1
5.774663e-10	7.98419715723e-06	0.1	5.774663e-10	1.2345963930000001e-09	0.1	5.774663e-10	2.0124375e-06	0.1	5.774663e-10	1.254022e-09	0.1	5.774663e-10	4.147464e-11	0.1
7.660839e-10	7.418199817260001e-06	0.1	7.660839e-10	1.581264243e-09	0.1	7.660839e-10	2.5776213000000003e-06	0.1	7.660839e-10	1.755826e-09	0.1	7.660839e-10	5.312454e-11	0.1
1.004885e-09	6.7588024113e-06	0.1	1.004885e-09	1.985138427e-09	0.1	1.004885e-09	3.2360770999999998e-06	0.1	1.004885e-09	2.351425e-09	0.1	1.004885e-09	6.669712e-11	0.1
1.317664e-09	5.98296816972e-06	0.1	1.317664e-09	2.4603294450000002e-09	0.1	1.317664e-09	4.0108057e-06	0.1	1.317664e-09	3.056887e-09	0.1	1.317664e-09	8.266649e-11	0.1
1.741409e-09	5.071975279740001e-06	0.1	1.741409e-09	3.0183028579999994e-09	0.1	1.741409e-09	4.9205027e-06	0.1	1.741409e-09	3.886698e-09	0.1	1.741409e-09	1.014179e-10	0.1
2.243531e-09	4.170310296480001e-06	0.1	2.243531e-09	3.57056385e-09	0.1	2.243531e-09	5.8208851e-06	0.1	2.243531e-09	4.708237e-09	0.1	2.243531e-09	1.199774e-10	0.1
2.765248e-09	3.4028459712e-06	0.1	2.765248e-09	4.040627860000001e-09	0.1	2.765248e-09	6.5872581000000005e-06	0.1	2.765248e-09	5.407519e-09	0.1	2.765248e-09	1.357745e-10	0.1
3.286965e-09	2.77661823354e-06	0.1	3.286965e-09	4.42418579e-09	0.1	3.286965e-09	7.2125944e-06	0.1	3.286965e-09	5.978113e-09	0.1	3.286965e-09	1.486644e-10	0.1
3.808683e-09	2.26563534342e-06	0.1	3.808683e-09	4.73715761e-09	0.1	3.808683e-09	7.7228495e-06	0.1	3.808683e-09	6.443701e-09	0.1	3.808683e-09	1.591823e-10	0.1
4.372887e-09	1.8183228165900002e-06	0.1	4.372887e-09	5.0111329e-09	0.1	4.372887e-09	8.1695259e-06	0.1	4.372887e-09	6.851276e-09	0.1	4.372887e-09	1.683895e-10	0.1
5.000822e-09	1.4235157647000001e-06	0.1	5.000822e-09	5.25294816e-09	0.1	5.000822e-09	8.5637714e-06	0.1	5.000822e-09	7.211008e-09	0.1	5.000822e-09	1.765161e-10	0.1
5.628757e-09	1.1144318555700001e-06	0.1	5.628757e-09	5.44225775e-09	0.1	5.628757e-09	8.872415000000001e-06	0.1	5.628757e-09	7.492634e-09	0.1	5.628757e-09	1.828781e-10	0.1
6.256692e-09	8.72458675326e-07	0.1	6.256692e-09	5.5904645200000004e-09	0.1	6.256692e-09	9.1140442e-06	0.1	6.256692e-09	7.71311e-09	0.1	6.256692e-09	1.878587e-10	0.1
6.884627e-09	6.83024369688e-07	0.1	6.884627e-09	5.70649192e-09	0.1	6.884627e-09	9.3032081e-06	0.1	6.884627e-09	7.885715e-09	0.1	6.884627e-09	1.91758e-10	0.1
7.613062e-09	5.141773581750001e-07	0.1	7.613062e-09	5.80990891e-09	0.1	7.613062e-09	9.4718151e-06	0.1	7.613062e-09	8.039562e-09	0.1	7.613062e-09	1.952334e-10	0.1
8.366622e-09	3.83297566986e-07	0.1	8.366622e-09	5.89007073e-09	0.1	8.366622e-09	9.602509e-06	0.1	8.366622e-09	8.158815e-09	0.1	8.366622e-09	1.979274e-10	0.1
9.120183e-09	2.8573224264899996e-07	0.1	9.120183e-09	5.94982833e-09	0.1	9.120183e-09	9.6999353e-06	0.1	9.120183e-09	8.247713e-09	0.1	9.120183e-09	1.999356e-10	0.1
9.873743e-09	2.1300136996500002e-07	0.1	9.873743e-09	5.99437572e-09	0.1	9.873743e-09	9.7725632e-06	0.1	9.873743e-09	8.313982e-09	0.1	9.873743e-09	2.014327e-10	0.1
1.075393e-08	1.51135688628e-07	0.1	1.075393e-08	6.03226762e-09	0.1	1.075393e-08	9.8343401e-06	0.1	1.075393e-08	8.370352e-09	0.1	1.075393e-08	2.027061e-10	0.1
1.166578e-08	1.0592344075500001e-07	0.1	1.166578e-08	6.059959669999999e-09	0.1	1.166578e-08	9.879488999999999e-06	0.1	1.166578e-08	8.411548e-09	0.1	1.166578e-08	2.036367e-10	0.1
