Batch	m_SP	7	R	W4_L	W3	P1	P2_L	P3	P4											
1.570323e-10	9.7342587361023e-06	0.1	1.570323e-10	1.366652e-08	0.1	1.570323e-10	1.8252e-10	0.1	1.570323e-10	3.524525e-08	0.1	1.570323e-10	1.4358845000000002e-07	0.1	1.570323e-10	7.246855e-08	0.1	1.570323e-10	4.801266e-10	0.1
3.37499e-10	9.437678903331e-06	0.1	3.37499e-10	2.89248e-08	0.1	3.37499e-10	3.862982e-10	0.1	3.37499e-10	7.459552e-08	0.1	3.37499e-10	3.039006e-07	0.1	3.37499e-10	1.533775e-07	0.1	3.37499e-10	1.016174e-09	0.1
7.564876e-10	8.7834856238592e-06	0.1	7.564876e-10	6.258124e-08	0.1	7.564876e-10	8.35789e-10	0.1	7.564876e-10	1.613937e-07	0.1	7.564876e-10	6.575147700000001e-07	0.1	7.564876e-10	3.318453e-07	0.1	7.564876e-10	2.198578e-09	0.1
1.510667e-09	7.718095838081999e-06	0.1	1.510667e-09	1.173928e-07	0.1	1.510667e-09	1.567812e-09	0.1	1.510667e-09	3.0275e-07	0.1	1.510667e-09	1.2333975000000002e-06	0.1	1.510667e-09	6.22491e-07	0.1	1.510667e-09	4.124196e-09	0.1
2.45324e-09	6.5663746660554e-06	0.1	2.45324e-09	1.766461e-07	0.1	2.45324e-09	2.359155e-09	0.1	2.45324e-09	4.55561e-07	0.1	2.45324e-09	1.8559460999999998e-06	0.1	2.45324e-09	9.366892e-07	0.1	2.45324e-09	6.205856e-09	0.1
3.465544e-09	5.5201276130748e-06	0.1	3.465544e-09	2.304731e-07	0.1	3.465544e-09	3.078028e-09	0.1	3.465544e-09	5.943779e-07	0.1	3.465544e-09	2.4214839e-06	0.1	3.465544e-09	1.222114e-06	0.1	3.465544e-09	8.096883e-09	0.1
4.64267e-09	4.5112824274648e-06	0.1	4.64267e-09	2.823759e-07	0.1	4.64267e-09	3.771205e-09	0.1	4.64267e-09	7.282326e-07	0.1	4.64267e-09	2.9668044e-06	0.1	4.64267e-09	1.497335e-06	0.1	4.64267e-09	9.920312e-09	0.1
5.929678e-09	3.618005110992e-06	0.1	5.929678e-09	3.283331e-07	0.1	5.929678e-09	4.384975e-09	0.1	5.929678e-09	8.467538e-07	0.1	5.929678e-09	3.4496578e-06	0.1	5.929678e-09	1.741029e-06	0.1	5.929678e-09	1.153486e-08	0.1
7.216687e-09	2.9016065423615e-06	0.1	7.216687e-09	3.651903e-07	0.1	7.216687e-09	4.877213e-09	0.1	7.216687e-09	9.418066e-07	0.1	7.216687e-09	3.8369006e-06	0.1	7.216687e-09	1.93647e-06	0.1	7.216687e-09	1.282971e-08	0.1
8.503695e-09	2.3270627411181e-06	0.1	8.503695e-09	3.947495e-07	0.1	8.503695e-09	5.271983e-09	0.1	8.503695e-09	1.018038e-06	0.1	8.503695e-09	4.1474665e-06	0.1	8.503695e-09	2.093211e-06	0.1	8.503695e-09	1.386817e-08	0.1
9.843062e-09	1.8496052614074e-06	0.1	9.843062e-09	4.193137e-07	0.1	9.843062e-09	5.600045e-09	0.1	9.843062e-09	1.081388e-06	0.1	9.843062e-09	4.4055531e-06	0.1	9.843062e-09	2.223466e-06	0.1	9.843062e-09	1.473115e-08	0.1
1.139186e-08	1.4182593290415e-06	0.1	1.139186e-08	4.415057e-07	0.1	1.139186e-08	5.896424e-09	0.1	1.139186e-08	1.13862e-06	0.1	1.139186e-08	4.638714e-06	0.1	1.139186e-08	2.341142e-06	0.1	1.139186e-08	1.551079e-08	0.1
1.294067e-08	1.0875069895032e-06	0.1	1.294067e-08	4.585222e-07	0.1	1.294067e-08	6.123685e-09	0.1	1.294067e-08	1.182505e-06	0.1	1.294067e-08	4.8174999e-06	0.1	1.294067e-08	2.431374e-06	0.1	1.294067e-08	1.610861e-08	0.1
1.448947e-08	8.3389030595967e-07	0.1	1.448947e-08	4.715703e-07	0.1	1.448947e-08	6.297946e-09	0.1	1.448947e-08	1.216155e-06	0.1	1.448947e-08	4.9545914e-06	0.1	1.448947e-08	2.500564e-06	0.1	1.448947e-08	1.656701e-08	0.1
1.603827e-08	6.394192147484299e-07	0.1	1.603827e-08	4.815755e-07	0.1	1.603827e-08	6.431568e-09	0.1	1.603827e-08	1.241958e-06	0.1	1.603827e-08	5.0597108e-06	0.1	1.603827e-08	2.553618e-06	0.1	1.603827e-08	1.691851e-08	0.1
1.784451e-08	4.691302863552e-07	0.1	1.784451e-08	4.903366e-07	0.1	1.784451e-08	6.548574e-09	0.1	1.784451e-08	1.264552e-06	0.1	1.784451e-08	5.15176e-06	0.1	1.784451e-08	2.600074e-06	0.1	1.784451e-08	1.72263e-08	0.1
1.971511e-08	3.4041536389951997e-07	0.1	1.971511e-08	4.969587e-07	0.1	1.971511e-08	6.637015e-09	0.1	1.971511e-08	1.28163e-06	0.1	1.971511e-08	5.2213363e-06	0.1	1.971511e-08	2.635189e-06	0.1	1.971511e-08	1.745895e-08	0.1
2.158572e-08	2.4701585720448e-07	0.1	2.158572e-08	5.01764e-07	0.1	2.158572e-08	6.70119e-09	0.1	2.158572e-08	1.294023e-06	0.1	2.158572e-08	5.2718233e-06	0.1	2.158572e-08	2.66067e-06	0.1	2.158572e-08	1.762776e-08	0.1
2.353285e-08	1.7690568565437e-07	0.1	2.353285e-08	5.05371e-07	0.1	2.353285e-08	6.749363e-09	0.1	2.353285e-08	1.303325e-06	0.1	2.353285e-08	5.3097205e-06	0.1	2.353285e-08	2.679796e-06	0.1	2.353285e-08	1.775448e-08	0.1
2.578612e-08	1.202166677514e-07	0.1	2.578612e-08	5.082876e-07	0.1	2.578612e-08	6.788314e-09	0.1	2.578612e-08	1.310847e-06	0.1	2.578612e-08	5.3403634e-06	0.1	2.578612e-08	2.695262e-06	0.1	2.578612e-08	1.785695e-08	0.1
