# T[K]         W1         Pr2         Pr3         Pr1         sum_k_Pr_i
3.00e+02	2.92e-16	7.16e-24	1.10e-32	2.92e-16	2.92e-16
4.00e+02	2.11e-10	9.45e-16	3.20e-21	2.11e-10	2.11e-10
5.00e+02	1.11e-06	1.65e-10	2.66e-14	1.11e-06	1.11e-06
6.00e+02	4.44e-04	5.88e-07	1.12e-09	4.44e-04	4.44e-04
7.00e+02	3.91e-02	2.44e-04	2.22e-06	3.93e-02	3.93e-02
8.00e+02	1.24e+00	2.47e-02	6.50e-04	1.27e+00	1.27e+00
9.00e+02	1.93e+01	9.31e-01	5.28e-02	2.03e+01	2.03e+01
1.00e+03	1.75e+02	1.69e+01	1.74e+00	1.94e+02	1.94e+02
1.10e+03	1.05e+03	1.80e+02	2.98e+01	1.26e+03	1.26e+03
1.20e+03	4.53e+03	1.26e+03	3.12e+02	6.10e+03	6.10e+03
1.30e+03	1.51e+04	6.40e+03	2.25e+03	2.37e+04	2.37e+04
1.40e+03	4.05e+04	2.52e+04	1.21e+04	7.78e+04	7.78e+04
1.50e+03	9.14e+04	8.09e+04	5.11e+04	2.23e+05	2.23e+05
1.60e+03	1.79e+05	2.21e+05	1.80e+05	5.80e+05	5.80e+05
1.70e+03	3.11e+05	5.29e+05	5.42e+05	1.38e+06	1.38e+06
1.80e+03	4.87e+05	1.13e+06	1.43e+06	3.05e+06	3.05e+06
1.90e+03	7.07e+05	2.23e+06	3.43e+06	6.37e+06	6.37e+06
2.00e+03	9.53e+05	4.05e+06	7.47e+06	1.25e+07	1.25e+07
2.10e+03	1.21e+06	6.94e+06	1.51e+07	2.33e+07	2.33e+07
2.20e+03	1.48e+06	1.13e+07	2.86e+07	4.14e+07	4.14e+07
2.30e+03	1.74e+06	1.77e+07	5.14e+07	7.08e+07	7.08e+07
2.40e+03	1.98e+06	2.66e+07	8.77e+07	1.16e+08	1.16e+08
2.50e+03	2.18e+06	3.88e+07	1.44e+08	1.85e+08	1.85e+08
