Batch	m_SP	11	W4_L	W2	W3	W6	R	P1	P2	P3	P4	P5	P6																			
0.0	1.000000040656	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1	0.0	0.0	0.1
1.76549e-09	1.0000000369739999	0.1	1.76549e-09	1.76549e-109	0.1	1.76549e-09	4.760272e-12	0.1	1.76549e-09	2.113721e-11	0.1	1.76549e-09	3.273816e-10	0.1	1.76549e-09	1.180991e-09	0.1	1.76549e-09	1.724377e-09	0.1	1.76549e-09	3.455001e-10	0.1	1.76549e-09	1.426296e-13	0.1	1.76549e-09	7.747199e-11	0.1	1.76549e-09	3.567461e-17	0.1
6.371777e-08	0.999999710175	0.1	6.371777e-08	6.371776e-108	0.1	6.371777e-08	1.680671e-10	0.1	6.371777e-08	5.737611e-10	0.1	6.371777e-08	1.16023e-08	0.1	6.371777e-08	4.202971e-08	0.1	6.371777e-08	6.111121e-08	0.1	6.371777e-08	1.224439e-08	0.1	6.371777e-08	5.281055e-12	0.1	6.371777e-08	2.74558e-09	0.1	6.371777e-08	1.264615e-15	0.1
2.239492e-07	0.999999102908	0.1	2.239492e-07	2.239491e-107	0.1	2.239492e-07	5.582292e-10	0.1	2.239492e-07	1.069108e-09	0.1	2.239492e-07	3.892495e-08	0.1	2.239492e-07	1.418677e-07	0.1	2.239492e-07	2.050179e-07	0.1	2.239492e-07	4.107802e-08	0.1	2.239492e-07	1.970683e-11	0.1	2.239492e-07	9.211125e-09	0.1	2.239492e-07	4.254349e-15	0.1
4.125763e-07	0.999998476482	0.1	4.125763e-07	4.125758e-107	0.1	4.125763e-07	9.626864e-10	0.1	4.125763e-07	1.092793e-09	0.1	4.125763e-07	6.79533e-08	0.1	4.125763e-07	2.484535e-07	0.1	4.125763e-07	3.578835e-07	0.1	4.125763e-07	7.170732e-08	0.1	4.125763e-07	3.857559e-11	0.1	4.125763e-07	1.607985e-08	0.1	4.125763e-07	7.478033e-15	0.1
6.74133e-07	0.9999976799	0.1	6.74133e-07	6.741318e-107	0.1	6.74133e-07	1.436848e-09	0.1	6.74133e-07	9.639409e-10	0.1	6.74133e-07	1.032267e-07	0.1	6.74133e-07	3.781566e-07	0.1	6.74133e-07	5.435623e-07	0.1	6.74133e-07	1.089132e-07	0.1	6.74133e-07	6.759871e-11	0.1	6.74133e-07	2.442493e-08	0.1	6.74133e-07	1.153473e-14	0.1
1.098482e-06	0.9999965534090001	0.1	1.098482e-06	1.098479e-106	0.1	1.098482e-06	2.026872e-09	0.1	1.098482e-06	7.534204e-10	0.1	1.098482e-06	1.500757e-07	0.1	1.098482e-06	5.505509e-07	0.1	1.098482e-06	7.899246e-07	0.1	1.098482e-06	1.582851e-07	0.1	1.098482e-06	1.201826e-10	0.1	1.098482e-06	3.550402e-08	0.1	1.098482e-06	1.739736e-14	0.1
1.742391e-06	0.999995468342	0.1	1.742391e-06	1.742384e-106	0.1	1.742391e-06	2.599329e-09	0.1	1.742391e-06	5.15751e-10	0.1	1.742391e-06	2.021982e-07	0.1	1.742391e-06	7.425876e-07	0.1	1.742391e-06	1.063293e-06	0.1	1.742391e-06	2.130874e-07	0.1	1.742391e-06	2.08461e-10	0.1	1.742391e-06	4.781693e-08	0.1	1.742391e-06	2.529488e-14	0.1
2.508284e-06	0.9999945079632	0.1	2.508284e-06	2.508273e-106	0.1	2.508284e-06	2.934089e-09	0.1	2.508284e-06	3.287421e-10	0.1	2.508284e-06	2.433202e-07	0.1	2.508284e-06	8.94485e-07	0.1	2.508284e-06	1.277688e-06	0.1	2.508284e-06	2.561e-07	0.1	2.508284e-06	3.197061e-10	0.1	2.508284e-06	5.750773e-08	0.1	2.508284e-06	3.394452e-14	0.1
3.627432e-06	0.9999937183863001	0.1	3.627432e-06	3.627413e-106	0.1	3.627432e-06	3.028491e-09	0.1	3.627432e-06	1.705095e-10	0.1	3.627432e-06	2.783306e-07	0.1	3.627432e-06	1.024551e-06	0.1	3.627432e-06	1.457704e-06	0.1	3.627432e-06	2.922796e-07	0.1	3.627432e-06	4.825144e-10	0.1	3.627432e-06	6.571204e-08	0.1	3.627432e-06	4.606421e-14	0.1
4.908944e-06	0.9999932973762999	0.1	4.908944e-06	4.908916e-106	0.1	4.908944e-06	2.855158e-09	0.1	4.908944e-06	8.072291e-11	0.1	4.908944e-06	2.984931e-07	0.1	4.908944e-06	1.100477e-06	0.1	4.908944e-06	1.557837e-06	0.1	4.908944e-06	3.124958e-07	0.1	4.908944e-06	6.579432e-10	0.1	4.908944e-06	7.03717e-08	0.1	4.908944e-06	5.972306e-14	0.1
