Batch	m_SP	13	W5	W1	W2	W3	W4	W6	R	P1	P2	P3	P4	P5	P6																							
5.16446e-10	0.9837264	0.1	5.16446e-10	0.001029686	0.1	5.16446e-10	8.417694e-11	0.1	5.16446e-10	1.116566e-10	0.1	5.16446e-10	0.01524346	0.1	5.16446e-10	6.563517e-08	0.1	5.16446e-10	1.069589e-08	0.1	5.16446e-10	5.942645e-08	0.1	5.16446e-10	8.990723e-08	0.1	5.16446e-10	1.095448e-08	0.1	5.16446e-10	6.252869e-14	0.1	5.16446e-10	2.247697e-09	0.1	5.16446e-10	6.252559e-16	0.1
8.890899e-10	0.9723854	0.1	8.890899e-10	0.001738007	0.1	8.890899e-10	1.449082e-10	0.1	8.890899e-10	1.923492e-10	0.1	8.890899e-10	0.02587584	0.1	8.890899e-10	1.130501e-07	0.1	8.890899e-10	1.842002e-08	0.1	8.890899e-10	1.023478e-07	0.1	8.890899e-10	1.548342e-07	0.1	8.890899e-10	1.886564e-08	0.1	8.890899e-10	1.076924e-13	0.1	8.890899e-10	3.870902e-09	0.1	8.890899e-10	1.076834e-15	0.1
1.430954e-09	0.9564726	0.1	1.430954e-09	0.002719339	0.1	1.430954e-09	2.332024e-10	0.1	1.430954e-09	3.098656e-10	0.1	1.430954e-09	0.04080696	0.1	1.430954e-09	1.820747e-07	0.1	1.430954e-09	2.966068e-08	0.1	1.430954e-09	1.648185e-07	0.1	1.430954e-09	2.493199e-07	0.1	1.430954e-09	3.037887e-08	0.1	1.430954e-09	1.734289e-13	0.1	1.430954e-09	6.23311e-09	0.1	1.430954e-09	1.734061e-15	0.1
2.189928e-09	0.9352866	0.1	2.189928e-09	0.004003755	0.1	2.189928e-09	3.568319e-10	0.1	2.189928e-09	4.74812e-10	0.1	2.189928e-09	0.06070794	0.1	2.189928e-09	2.789005e-07	0.1	2.189928e-09	4.542153e-08	0.1	2.189928e-09	2.524279e-07	0.1	2.189928e-09	3.817998e-07	0.1	2.189928e-09	4.652256e-08	0.1	2.189928e-09	2.656205e-13	0.1	2.189928e-09	9.545242e-09	0.1	2.189928e-09	2.655686e-15	0.1
3.128442e-09	0.9107675	0.1	3.128442e-09	0.005459849	0.1	3.128442e-09	5.096179e-10	0.1	3.128442e-09	6.793015e-10	0.1	3.128442e-09	0.08377012	0.1	3.128442e-09	3.988439e-07	0.1	3.128442e-09	6.49342e-08	0.1	3.128442e-09	3.609199e-07	0.1	3.128442e-09	5.458141e-07	0.1	3.128442e-09	6.651012e-08	0.1	3.128442e-09	3.797879e-13	0.1	3.128442e-09	1.364582e-08	0.1	3.128442e-09	3.796858e-15	0.1
4.11184e-09	0.886933	0.1	4.11184e-09	0.00684538	0.1	4.11184e-09	6.695799e-10	0.1	4.11184e-09	8.941543e-10	0.1	4.11184e-09	0.1062183	0.1	4.11184e-09	5.247498e-07	0.1	4.11184e-09	8.540443e-08	0.1	4.11184e-09	4.747681e-07	0.1	4.11184e-09	7.178743e-07	0.1	4.11184e-09	8.747937e-08	0.1	4.11184e-09	4.995896e-13	0.1	4.11184e-09	1.79476e-08	0.1	4.11184e-09	4.994194e-15	0.1
5.095239e-09	0.8648603	0.1	5.095239e-09	0.008103419	0.1	5.095239e-09	8.293836e-10	0.1	5.095239e-09	1.109568e-09	0.1	5.095239e-09	0.1270322	0.1	5.095239e-09	6.508615e-07	0.1	5.095239e-09	1.058962e-07	0.1	5.095239e-09	5.887685e-07	0.1	5.095239e-09	8.901121e-07	0.1	5.095239e-09	1.084713e-07	0.1	5.095239e-09	6.195469e-13	0.1	5.095239e-09	2.225387e-08	0.1	5.095239e-09	6.192936e-15	0.1
6.078637e-09	0.8444189	0.1	6.078637e-09	0.009247989	0.1	6.078637e-09	9.890077e-10	0.1	6.078637e-09	1.325511e-09	0.1	6.078637e-09	0.1463282	0.1	6.078637e-09	7.771563e-07	0.1	6.078637e-09	1.264068e-07	0.1	6.078637e-09	7.029048e-07	0.1	6.078637e-09	1.062502e-06	0.1	6.078637e-09	1.294828e-07	0.1	6.078637e-09	7.396406e-13	0.1	6.078637e-09	2.656399e-08	0.1	6.078637e-09	7.392902e-15	0.1
7.062036e-09	0.8254883	0.1	7.062036e-09	0.01029123	0.1	7.062036e-09	1.148435e-09	0.1	7.062036e-09	1.541958e-09	0.1	7.062036e-09	0.1642148	0.1	7.062036e-09	9.036142e-07	0.1	7.062036e-09	1.469337e-07	0.1	7.062036e-09	8.17163e-07	0.1	7.062036e-09	1.235024e-06	0.1	7.062036e-09	1.50511e-07	0.1	7.062036e-09	8.598545e-13	0.1	7.062036e-09	3.087743e-08	0.1	7.062036e-09	8.593935e-15	0.1
8.250136e-09	0.8044733	0.1	8.250136e-09	0.01143144	0.1	8.250136e-09	1.340763e-09	0.1	8.250136e-09	1.8041e-09	0.1	8.250136e-09	0.1840887	0.1	8.250136e-09	1.056589e-06	0.1	8.250136e-09	1.717522e-07	0.1	8.250136e-09	9.553509e-07	0.1	8.250136e-09	1.443606e-06	0.1	8.250136e-09	1.759354e-07	0.1	8.250136e-09	1.005234e-12	0.1	8.250136e-09	3.609252e-08	0.1	8.250136e-09	1.004622e-14	0.1
9.438237e-09	0.7853195	0.1	9.438237e-09	0.01245513	0.1	9.438237e-09	1.532759e-09	0.1	9.438237e-09	2.066913e-09	0.1	9.438237e-09	0.2022178	0.1	9.438237e-09	1.209749e-06	0.1	9.438237e-09	1.965885e-07	0.1	9.438237e-09	1.093682e-06	0.1	9.438237e-09	1.652324e-06	0.1	9.438237e-09	2.013773e-07	0.1	9.438237e-09	1.15075e-12	0.1	9.438237e-09	4.131111e-08	0.1	9.438237e-09	1.149968e-14	0.1
1.062634e-08	0.7678619	0.1	1.062634e-08	0.013376	0.1	1.062634e-08	1.724405e-09	0.1	1.062634e-08	2.330367e-09	0.1	1.062634e-08	0.2187535	0.1	1.062634e-08	1.363073e-06	0.1	1.062634e-08	2.214402e-07	0.1	1.062634e-08	1.232142e-06	0.1	1.062634e-08	1.861156e-06	0.1	1.062634e-08	2.268337e-07	0.1	1.062634e-08	1.296389e-12	0.1	1.062634e-08	4.653262e-08	0.1	1.062634e-08	1.295416e-14	0.1
1.181444e-08	0.7519503	0.1	1.181444e-08	0.01420579	0.1	1.181444e-08	1.915684e-09	0.1	1.181444e-08	2.594443e-09	0.1	1.181444e-08	0.2338344	0.1	1.181444e-08	1.516541e-06	0.1	1.181444e-08	2.463051e-07	0.1	1.181444e-08	1.370719e-06	0.1	1.181444e-08	2.070081e-06	0.1	1.181444e-08	2.523021e-07	0.1	1.181444e-08	1.442137e-12	0.1	1.181444e-08	5.175657e-08	0.1	1.181444e-08	1.440955e-14	0.1
1.320041e-08	0.7351601	0.1	1.320041e-08	0.01507214	0.1	1.320041e-08	2.138341e-09	0.1	1.320041e-08	2.903257e-09	0.1	1.320041e-08	0.2497571	0.1	1.320041e-08	1.695727e-06	0.1	1.320041e-08	2.753254e-07	0.1	1.320041e-08	1.532511e-06	0.1	1.320041e-08	2.313897e-06	0.1	1.320041e-08	2.820244e-07	0.1	1.320041e-08	1.612285e-12	0.1	1.320041e-08	5.78531e-08	0.1	1.320041e-08	1.610832e-14	0.1
1.463585e-08	0.7195827	0.1	1.463585e-08	0.01586793	0.1	1.463585e-08	2.368384e-09	0.1	1.463585e-08	3.22393e-09	0.1	1.463585e-08	0.2645375	0.1	1.463585e-08	1.881465e-06	0.1	1.463585e-08	3.053957e-07	0.1	1.463585e-08	1.700216e-06	0.1	1.463585e-08	2.566499e-06	0.1	1.463585e-08	3.128184e-07	0.1	1.463585e-08	1.788637e-12	0.1	1.463585e-08	6.416957e-08	0.1	1.463585e-08	1.786872e-14	0.1
1.60713e-08	0.7056559	0.1	1.60713e-08	0.01657335	0.1	1.60713e-08	2.597842e-09	0.1	1.60713e-08	3.545431e-09	0.1	1.60713e-08	0.2777578	0.1	1.60713e-08	2.06734e-06	0.1	1.60713e-08	3.354781e-07	0.1	1.60713e-08	1.868052e-06	0.1	1.60713e-08	2.819165e-06	0.1	1.60713e-08	3.436206e-07	0.1	1.60713e-08	1.965112e-12	0.1	1.60713e-08	7.04879e-08	0.1	1.60713e-08	1.963002e-14	0.1
1.750674e-08	0.6932046	0.1	1.750674e-08	0.01719952	0.1	1.750674e-08	2.826701e-09	0.1	1.750674e-08	3.867742e-09	0.1	1.750674e-08	0.2895818	0.1	1.750674e-08	2.253333e-06	0.1	1.750674e-08	3.65571e-07	0.1	1.750674e-08	2.036009e-06	0.1	1.750674e-08	3.071875e-06	0.1	1.750674e-08	3.744286e-07	0.1	1.750674e-08	2.141702e-12	0.1	1.750674e-08	7.680768e-08	0.1	1.750674e-08	2.139212e-14	0.1
1.918249e-08	0.6803276	0.1	1.918249e-08	0.01784294	0.1	1.918249e-08	3.093105e-09	0.1	1.918249e-08	4.245016e-09	0.1	1.918249e-08	0.301814	0.1	1.918249e-08	2.47059e-06	0.1	1.918249e-08	4.007133e-07	0.1	1.918249e-08	2.232226e-06	0.1	1.918249e-08	3.366928e-06	0.1	1.918249e-08	4.10399e-07	0.1	1.918249e-08	2.347995e-12	0.1	1.918249e-08	8.418678e-08	0.1	1.918249e-08	2.345014e-14	0.1
2.091833e-08	0.6686504	0.1	2.091833e-08	0.01842304	0.1	2.091833e-08	3.368173e-09	0.1	2.091833e-08	4.636934e-09	0.1	2.091833e-08	0.3129097	0.1	2.091833e-08	2.695757e-06	0.1	2.091833e-08	4.371265e-07	0.1	2.091833e-08	2.43563e-06	0.1	2.091833e-08	3.672574e-06	0.1	2.091833e-08	4.47661e-07	0.1	2.091833e-08	2.561835e-12	0.1	2.091833e-08	9.183143e-08	0.1	2.091833e-08	2.558287e-14	0.1
2.265416e-08	0.658452	0.1	2.265416e-08	0.01892725	0.1	2.265416e-08	3.642328e-09	0.1	2.265416e-08	5.029971e-09	0.1	2.265416e-08	0.3226025	0.1	2.265416e-08	2.921027e-06	0.1	2.265416e-08	4.735492e-07	0.1	2.265416e-08	2.639179e-06	0.1	2.265416e-08	3.978213e-06	0.1	2.265416e-08	4.849226e-07	0.1	2.265416e-08	2.775826e-12	0.1	2.265416e-08	9.947659e-08	0.1	2.265416e-08	2.771649e-14	0.1
2.438999e-08	0.6495452	0.1	2.438999e-08	0.01936591	0.1	2.438999e-08	3.91556e-09	0.1	2.438999e-08	5.424112e-09	0.1	2.438999e-08	0.3310692	0.1	2.438999e-08	3.146382e-06	0.1	2.438999e-08	5.0998e-07	0.1	2.438999e-08	2.842867e-06	0.1	2.438999e-08	4.283826e-06	0.1	2.438999e-08	5.22181e-07	0.1	2.438999e-08	2.989965e-12	0.1	2.438999e-08	1.071219e-07	0.1	2.438999e-08	2.985091e-14	0.1
2.641435e-08	0.6405723	0.1	2.641435e-08	0.01980636	0.1	2.641435e-08	4.233035e-09	0.1	2.641435e-08	5.885142e-09	0.1	2.641435e-08	0.3396	0.1	2.641435e-08	3.409281e-06	0.1	2.641435e-08	5.52475e-07	0.1	2.641435e-08	3.08058e-06	0.1	2.641435e-08	4.640181e-06	0.1	2.641435e-08	5.656254e-07	0.1	2.641435e-08	3.239884e-12	0.1	2.641435e-08	1.160375e-07	0.1	2.641435e-08	3.234109e-14	0.1
